,when,did,the,warsaw,area,enlargement,take,place,?
the,0.5091903209686279,0.34736719727516174,1.0,0.23137180507183075,0.37834644317626953,0.3915163576602936,0.31620436906814575,0.4179787337779999,0.22068053483963013
first,0.4282494783401489,0.33691170811653137,0.49448907375335693,0.19408388435840607,0.19156944751739502,0.22299082577228546,0.29357022047042847,0.283309668302536,0.18701928853988647
remedial,0.1123996451497078,0.08387971669435501,0.1969650685787201,0.13503096997737885,0.10547776520252228,0.4079113304615021,0.1766800731420517,0.10193318873643875,0.2511589229106903
measure,0.21365424990653992,0.18950463831424713,0.2528008222579956,0.13203158974647522,0.22476330399513245,0.23965054750442505,0.1947057992219925,0.1377744823694229,0.22092340886592865
was,0.37326499819755554,0.41399896144866943,0.48711544275283813,0.2614976763725281,0.24981513619422913,0.1721584051847458,0.15919329226016998,0.26867109537124634,0.18412111699581146
the,0.5091903209686279,0.34736719727516174,1.0,0.23137180507183075,0.37834644317626953,0.3915163576602936,0.31620436906814575,0.4179787337779999,0.22068053483963013
warsaw,0.1615014374256134,0.1939365565776825,0.23137180507183075,1.0,0.19728557765483856,0.21313178539276123,0.11704744398593903,0.11452019214630127,0.09769917279481888
area,0.29334506392478943,0.14067986607551575,0.37834644317626953,0.19728557765483856,1.0,0.26866137981414795,0.1462567150592804,0.3004036247730255,0.12640461325645447
enlargement,0.27312615513801575,0.10163885354995728,0.3915163576602936,0.21313178539276123,0.26866137981414795,1.0,0.152438223361969,0.14973144233226776,0.13708293437957764
(,0.2459595799446106,0.18979617953300476,0.33289089798927307,0.1835584193468094,0.18064655363559723,0.2034412920475006,0.21149633824825287,0.20666886866092682,0.40561532974243164
1951,-0.14713290333747864,-0.049836352467536926,-0.20524539053440094,-0.09545458108186722,-0.2060222327709198,-0.1616627424955368,-0.04960688203573227,-0.15173888206481934,-0.20064012706279755
),0.2538422644138336,0.18584993481636047,0.3456730246543884,0.19817118346691132,0.18319392204284668,0.20748771727085114,0.198357492685318,0.2269994467496872,0.42300865054130554
–,0.20347917079925537,0.2259434312582016,0.2607575058937073,0.17540127038955688,0.10406092554330826,0.1530122458934784,0.18155179917812347,0.17802774906158447,0.2714554965496063
but,0.5599016547203064,0.49033689498901367,0.4859698414802551,0.19758136570453644,0.2404622733592987,0.2606620788574219,0.3614824414253235,0.34978118538856506,0.27921953797340393
the,0.5091903209686279,0.34736719727516174,1.0,0.23137180507183075,0.37834644317626953,0.3915163576602936,0.31620436906814575,0.4179787337779999,0.22068053483963013
city,0.19592350721359253,0.12266099452972412,0.35769423842430115,0.25006377696990967,0.41959723830223083,0.18400144577026367,0.181010439991951,0.32570505142211914,0.13423943519592285
authorities,0.22628530859947205,0.30031415820121765,0.2784515917301178,0.19214528799057007,0.2437070608139038,0.1760805994272232,0.19872260093688965,0.23501256108283997,0.17285770177841187
were,0.29649975895881653,0.4162326455116272,0.3906462490558624,0.18216076493263245,0.2544567286968231,0.08533256500959396,0.2094898670911789,0.24349497258663177,0.17890112102031708
still,0.4688006639480591,0.38309040665626526,0.40142056345939636,0.1568642109632492,0.23223043978214264,0.1941099613904953,0.2690775692462921,0.26689836382865906,0.3039587736129761
forced,0.31717783212661743,0.36753809452056885,0.2571122944355011,0.22739791870117188,0.1943334937095642,0.13560789823532104,0.28294652700424194,0.15288065373897552,0.17547516524791718
to,0.5423505902290344,0.4452643394470215,0.535392165184021,0.1953994333744049,0.2797197997570038,0.23446957767009735,0.4075521230697632,0.3346366882324219,0.29463258385658264
introduce,0.2529946267604828,0.24205434322357178,0.22310380637645721,0.07253114134073257,0.08904604613780975,0.17499911785125732,0.2633618414402008,0.10280225425958633,0.22698114812374115
residency,0.20039056241512299,0.1710187792778015,0.24072855710983276,0.1576148271560669,0.2715005576610565,0.1912698745727539,0.1902601569890976,0.23927053809165955,0.07065165787935257
registration,0.24341869354248047,0.19309227168560028,0.2935751974582672,0.14010854065418243,0.12584544718265533,0.261688768863678,0.22929584980010986,0.2294306606054306,0.22754761576652527
limitations,0.25792035460472107,0.2643439769744873,0.26554352045059204,0.14646264910697937,0.11989166587591171,0.32907944917678833,0.27630600333213806,0.16591209173202515,0.2837134301662445
:,-0.04432349652051926,-0.05305134505033493,-0.03403344005346298,0.07365122437477112,-0.07871101796627045,-0.02935860864818096,-0.049146901816129684,0.052159421145915985,-0.07156077772378922
only,0.5497387051582336,0.4039593040943146,0.5497692227363586,0.15353617072105408,0.23753991723060608,0.2581431269645691,0.30899372696876526,0.2536962330341339,0.2767370045185089
the,0.5091903209686279,0.34736719727516174,1.0,0.23137180507183075,0.37834644317626953,0.3915163576602936,0.31620436906814575,0.4179787337779999,0.22068053483963013
spouses,0.18456551432609558,0.259090781211853,0.0654352679848671,0.05842115357518196,0.12142819166183472,0.09979097545146942,0.1584579348564148,0.13952620327472687,0.18402816355228424
and,0.4716290831565857,0.34479495882987976,0.5171257257461548,0.2083624005317688,0.3044000566005707,0.25485262274742126,0.296702116727829,0.2813849449157715,0.20544172823429108
children,0.21386036276817322,0.2211388200521469,0.15654058754444122,0.16360534727573395,0.11912165582180023,0.12405170500278473,0.16830168664455414,0.16241343319416046,0.21788206696510315
of,0.3757161796092987,0.2513895630836487,0.733189046382904,0.19253842532634735,0.3409860134124756,0.33856332302093506,0.29282352328300476,0.2685627043247223,0.1826142966747284
the,0.5091903209686279,0.34736719727516174,1.0,0.23137180507183075,0.37834644317626953,0.3915163576602936,0.31620436906814575,0.4179787337779999,0.22068053483963013
permanent,0.28864097595214844,0.17201969027519226,0.34165191650390625,0.17904946208000183,0.2270733118057251,0.3228661119937897,0.2580137252807617,0.18065917491912842,0.14813289046287537
residents,0.1641647219657898,0.182059183716774,0.28274044394493103,0.13838742673397064,0.39504101872444153,0.18441224098205566,0.21096789836883545,0.24825648963451385,0.09602975845336914
as,0.4437963366508484,0.3596470057964325,0.48381632566452026,0.14492812752723694,0.2407972663640976,0.2645883560180664,0.26337623596191406,0.24125029146671295,0.27043893933296204
well,0.33199459314346313,0.4341743588447571,0.42630070447921753,0.13796460628509521,0.24829234182834625,0.18387258052825928,0.2634601593017578,0.24941325187683105,0.24815571308135986
as,0.4437963366508484,0.3596470057964325,0.48381632566452026,0.14492812752723694,0.2407972663640976,0.2645883560180664,0.26337623596191406,0.24125029146671295,0.27043893933296204
some,0.386913925409317,0.42553430795669556,0.4566698372364044,0.1486753523349762,0.24806220829486847,0.2120158076286316,0.33165034651756287,0.25975656509399414,0.2562315762042999
persons,0.19504033029079437,0.1736184060573578,0.3206244707107544,0.20520411431789398,0.2544601261615753,0.16884063184261322,0.20246510207653046,0.18521066009998322,0.22290422022342682
of,0.3757161796092987,0.2513895630836487,0.733189046382904,0.19253842532634735,0.3409860134124756,0.33856332302093506,0.29282352328300476,0.2685627043247223,0.1826142966747284
public,0.18564704060554504,0.19092120230197906,0.22857438027858734,0.19193117320537567,0.21272097527980804,0.1716834455728531,0.1807430535554886,0.14001987874507904,0.19872993230819702
importance,0.2311999797821045,0.1789821833372116,0.2901651859283447,0.2083665132522583,0.2590084373950958,0.2781239449977875,0.19808636605739594,0.26751992106437683,0.1653127521276474
(,0.2459595799446106,0.18979617953300476,0.33289089798927307,0.1835584193468094,0.18064655363559723,0.2034412920475006,0.21149633824825287,0.20666886866092682,0.40561532974243164
like,0.4158523678779602,0.40502431988716125,0.32912567257881165,0.12495487928390503,0.1938067376613617,0.22436128556728363,0.3428412079811096,0.24017755687236786,0.3268813192844391
renowned,0.09767687320709229,0.10643190145492554,0.21293851733207703,0.12032941728830338,0.15141648054122925,0.1618807464838028,0.05768107995390892,0.10278844833374023,0.08647420257329941
specialists,0.16909581422805786,0.24228981137275696,0.29317817091941833,0.1977880746126175,0.17247246205806732,0.2502782344818115,0.29543036222457886,0.1957564502954483,0.21253392100334167
),0.2538422644138336,0.18584993481636047,0.3456730246543884,0.19817118346691132,0.18319392204284668,0.20748771727085114,0.198357492685318,0.2269994467496872,0.42300865054130554
were,0.29649975895881653,0.4162326455116272,0.3906462490558624,0.18216076493263245,0.2544567286968231,0.08533256500959396,0.2094898670911789,0.24349497258663177,0.17890112102031708
allowed,0.36527392268180847,0.5197521448135376,0.2985120713710785,0.2108369618654251,0.15448755025863647,0.11666098237037659,0.3220432996749878,0.25141096115112305,0.2309964895248413
to,0.5423505902290344,0.4452643394470215,0.535392165184021,0.1953994333744049,0.2797197997570038,0.23446957767009735,0.4075521230697632,0.3346366882324219,0.29463258385658264
get,0.38429397344589233,0.3220681846141815,0.29667025804519653,0.10369850695133209,0.19424545764923096,0.1935015469789505,0.5029985308647156,0.20958858728408813,0.3499825894832611
the,0.5091903209686279,0.34736719727516174,1.0,0.23137180507183075,0.37834644317626953,0.3915163576602936,0.31620436906814575,0.4179787337779999,0.22068053483963013
registration,0.24341869354248047,0.19309227168560028,0.2935751974582672,0.14010854065418243,0.12584544718265533,0.261688768863678,0.22929584980010986,0.2294306606054306,0.22754761576652527
",",0.36674630641937256,0.3015086054801941,0.4933079481124878,0.25300899147987366,0.2664283812046051,0.25558099150657654,0.2881867289543152,0.34068408608436584,0.31091248989105225
hence,0.3566809594631195,0.1788426786661148,0.36636626720428467,0.09238909929990768,0.13870278000831604,0.2967040240764618,0.24186518788337708,0.21404267847537994,0.23041710257530212
halving,0.3659365475177765,0.2090097814798355,0.40253034234046936,0.15086832642555237,0.2161022424697876,0.25361838936805725,0.3011245131492615,0.2510896325111389,0.24202489852905273
the,0.5091903209686279,0.34736719727516174,1.0,0.23137180507183075,0.37834644317626953,0.3915163576602936,0.31620436906814575,0.4179787337779999,0.22068053483963013
population,0.19297641515731812,0.0652005523443222,0.32044094800949097,0.1863958090543747,0.49808502197265625,0.2631644606590271,0.1300797164440155,0.2073802351951599,0.14449454843997955
growth,0.2527426779270172,0.09287795424461365,0.2912366986274719,0.19353468716144562,0.23818586766719818,0.4112328588962555,0.1944890171289444,0.16512450575828552,0.07547862827777863
in,0.4431333839893341,0.2593238651752472,0.6662389636039734,0.22642600536346436,0.33632898330688477,0.31961023807525635,0.21975718438625336,0.38128477334976196,0.20430970191955566
the,0.5091903209686279,0.34736719727516174,1.0,0.23137180507183075,0.37834644317626953,0.3915163576602936,0.31620436906814575,0.4179787337779999,0.22068053483963013
following,0.3263498842716217,0.28040066361427307,0.39779382944107056,0.10067931562662125,0.2135072946548462,0.2175407111644745,0.2665106952190399,0.18190120160579681,0.1555173695087433
years,0.3409145474433899,0.2695724070072174,0.2912273406982422,0.16184662282466888,0.13933950662612915,0.16256149113178253,0.20916500687599182,0.2288535237312317,0.1914375126361847
.,0.475719153881073,0.35288307070732117,0.5934505462646484,0.26825499534606934,0.2760866582393646,0.24999789893627167,0.3045158088207245,0.2844318151473999,0.4130953550338745
