,what,entity,was,touchstone,television,reorganized,into,in,2007,?
as,0.31749409437179565,0.26742884516716003,0.3677520453929901,0.21741963922977448,0.25070273876190186,0.18709535896778107,0.24094121158123016,0.3887844979763031,-0.13822752237319946,0.27043893933296204
a,0.3320399522781372,0.2841722071170807,0.4508470594882965,0.2624707818031311,0.22552843391895294,0.17504796385765076,0.3461161255836487,0.539380669593811,-0.06548836827278137,0.23916715383529663
result,0.19945499300956726,0.278510719537735,0.18558235466480255,0.12083634734153748,0.1309911459684372,0.2267235964536667,0.23260711133480072,0.25670310854911804,0.025412576273083687,0.17218433320522308
",",0.3087472915649414,0.19129666686058044,0.45456063747406006,0.2773178219795227,0.27995240688323975,0.21634413301944733,0.2826121151447296,0.5201468467712402,-0.24049624800682068,0.31091248989105225
television,0.19838058948516846,0.17642901837825775,0.2516675293445587,0.40297678112983704,1.0000001192092896,0.12050902843475342,0.11788928508758545,0.2689782977104187,-0.10792902112007141,0.16825827956199646
series,0.17328087985515594,0.14701266586780548,0.2261398285627365,0.331481009721756,0.6111506819725037,0.16368821263313293,0.16260218620300293,0.2914260923862457,-0.07742132991552353,0.1709602326154709
were,0.22298263013362885,0.10402822494506836,0.590133786201477,0.1624756008386612,0.18070289492607117,0.3012212812900543,0.2657007873058319,0.3815755248069763,-0.28866133093833923,0.17890112102031708
produced,0.1393624097108841,0.10257035493850708,0.28463777899742126,0.34374022483825684,0.2796446681022644,0.14550480246543884,0.18752886354923248,0.2542861998081207,0.020705319941043854,0.1623450517654419
by,0.2455483376979828,0.1859617531299591,0.4752357602119446,0.26332375407218933,0.23368048667907715,0.23945771157741547,0.30473223328590393,0.370934396982193,-0.14437821507453918,0.17966607213020325
abc,0.1317344456911087,0.1619563102722168,0.21565799415111542,0.32029807567596436,0.46871840953826904,0.04791448637843132,0.10410027205944061,0.1697147786617279,-0.09789758175611496,0.19065172970294952
circle,0.13595280051231384,0.20570051670074463,0.16012772917747498,0.257257878780365,0.060155823826789856,0.13497403264045715,0.1812019944190979,0.17189548909664154,-0.1082242801785469,0.08528484404087067
films,0.19852851331233978,0.15132252871990204,0.16167162358760834,0.4368768334388733,0.4166643023490906,0.0319003202021122,0.16336286067962646,0.19618625938892365,-0.08741404116153717,0.20618696510791779
beginning,0.3351518511772156,0.1828191876411438,0.35191401839256287,0.22670669853687286,0.22382263839244843,0.3485194742679596,0.2821500301361084,0.3787442147731781,-0.19362543523311615,0.19413669407367706
in,0.30808621644973755,0.22507517039775848,0.45514053106307983,0.239172101020813,0.2689782977104187,0.3032894730567932,0.38021373748779297,1.0,-0.2201838344335556,0.20430970191955566
1962,-0.001027831924147904,0.052153076976537704,-0.03281155601143837,-0.18259109556674957,-0.15105846524238586,-0.014795445837080479,0.0445411279797554,-0.0651141032576561,-0.08461283892393112,-0.008269774727523327
and,0.31309178471565247,0.20907706022262573,0.3740963041782379,0.28514978289604187,0.29514092206954956,0.1940179318189621,0.36597734689712524,0.4954058527946472,-0.2391151487827301,0.20544172823429108
by,0.2455483376979828,0.1859617531299591,0.4752357602119446,0.26332375407218933,0.23368048667907715,0.23945771157741547,0.30473223328590393,0.370934396982193,-0.14437821507453918,0.17966607213020325
touchstone,0.2096727043390274,0.20719796419143677,0.2906668782234192,1.0,0.40297678112983704,0.11905889213085175,0.23279988765716553,0.239172101020813,-0.08085773885250092,0.17248329520225525
television,0.19838058948516846,0.17642901837825775,0.2516675293445587,0.40297678112983704,1.0000001192092896,0.12050902843475342,0.11788928508758545,0.2689782977104187,-0.10792902112007141,0.16825827956199646
beginning,0.3351518511772156,0.1828191876411438,0.35191401839256287,0.22670669853687286,0.22382263839244843,0.3485194742679596,0.2821500301361084,0.3787442147731781,-0.19362543523311615,0.19413669407367706
in,0.30808621644973755,0.22507517039775848,0.45514053106307983,0.239172101020813,0.2689782977104187,0.3032894730567932,0.38021373748779297,1.0,-0.2201838344335556,0.20430970191955566
1985,0.07759413868188858,0.08392932265996933,0.010012023150920868,0.05055173859000206,0.023595254868268967,0.045643050223588943,0.0715382769703865,0.015247007831931114,-0.09675493836402893,-0.03005216084420681
",",0.3087472915649414,0.19129666686058044,0.45456063747406006,0.2773178219795227,0.27995240688323975,0.21634413301944733,0.2826121151447296,0.5201468467712402,-0.24049624800682068,0.31091248989105225
before,0.3801657259464264,0.1947881281375885,0.38607707619667053,0.20527108013629913,0.20853054523468018,0.2615094780921936,0.3528679311275482,0.4155850410461426,-0.18154674768447876,0.2507109045982361
touchstone,0.2096727043390274,0.20719796419143677,0.2906668782234192,1.0,0.40297678112983704,0.11905889213085175,0.23279988765716553,0.239172101020813,-0.08085773885250092,0.17248329520225525
was,0.22111038863658905,0.1461799293756485,1.0000001192092896,0.2906668782234192,0.2516675293445587,0.3033362329006195,0.2322220653295517,0.45514053106307983,-0.29168957471847534,0.18412111699581146
reorganized,0.16093212366104126,0.20476652681827545,0.3033362329006195,0.11905889213085175,0.12050902843475342,1.0,0.3873100280761719,0.3032894730567932,-0.19701696932315826,0.07752341777086258
as,0.31749409437179565,0.26742884516716003,0.3677520453929901,0.21741963922977448,0.25070273876190186,0.18709535896778107,0.24094121158123016,0.3887844979763031,-0.13822752237319946,0.27043893933296204
abc,0.1317344456911087,0.1619563102722168,0.21565799415111542,0.32029807567596436,0.46871840953826904,0.04791448637843132,0.10410027205944061,0.1697147786617279,-0.09789758175611496,0.19065172970294952
studios,0.15965642035007477,0.12348120659589767,0.2800624668598175,0.48946186900138855,0.33228906989097595,0.08666949719190598,0.1491899937391281,0.24788589775562286,-0.10924557596445084,0.16383133828639984
in,0.30808621644973755,0.22507517039775848,0.45514053106307983,0.239172101020813,0.2689782977104187,0.3032894730567932,0.38021373748779297,1.0,-0.2201838344335556,0.20430970191955566
february,0.1913013905286789,0.1275632083415985,0.446986585855484,0.21481390297412872,0.25889769196510315,0.22911380231380463,0.12634073197841644,0.2990526556968689,-0.2294733226299286,0.29594847559928894
2007,-0.15549811720848083,-0.0717073306441307,-0.29168957471847534,-0.08085773885250092,-0.10792902112007141,-0.19701696932315826,-0.08489968627691269,-0.2201838344335556,1.0,-0.1664225310087204
.,0.3567904531955719,0.24862751364707947,0.40146201848983765,0.269395649433136,0.2806251645088196,0.226015105843544,0.26250120997428894,0.5591574311256409,-0.216732457280159,0.4130953550338745
