,what,is,the,concrete,choice,typically,assumed,by,most,complexity-theoretic,theorems,?
even,0.40872135758399963,0.28202980756759644,0.37996912002563477,0.23136352002620697,0.23453402519226074,0.38087812066078186,0.2706195116043091,0.2642922103404999,0.4393576383590698,0.33638760447502136,0.2867589592933655,0.30082517862319946
though,0.4089210331439972,0.3265945613384247,0.38776206970214844,0.23608092963695526,0.2680376172065735,0.31032806634902954,0.3195968270301819,0.3096425533294678,0.4118613302707672,0.30158963799476624,0.22862625122070312,0.3188856542110443
some,0.4491020441055298,0.3038453459739685,0.4566698372364044,0.23206916451454163,0.2147456556558609,0.47280338406562805,0.1972232162952423,0.306446373462677,0.6355911493301392,0.32085102796554565,0.26628556847572327,0.2562315762042999
proofs,0.2780887484550476,0.17968888580799103,0.18933646380901337,0.40671178698539734,0.17639465630054474,0.24030138552188873,0.24134305119514465,0.18597377836704254,0.22527877986431122,0.5311925411224365,0.635149359703064,0.2640763521194458
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.17426584661006927,0.23419108986854553,0.28964799642562866,0.27665385603904724,0.3646814823150635,0.4178851246833801,0.27346962690353394,0.2440456598997116,0.1826142966747284
complexity-theoretic,0.3464883863925934,0.31617769598960876,0.254231721162796,0.35891270637512207,0.2802879512310028,0.31827977299690247,0.2393741011619568,0.15474264323711395,0.2637484073638916,1.0,0.6984550356864929,0.22032290697097778
theorems,0.29447367787361145,0.2505685091018677,0.2027275562286377,0.3071209192276001,0.21936337649822235,0.17743705213069916,0.2157537192106247,0.134565070271492,0.22563330829143524,0.6984550356864929,0.9999999403953552,0.19396957755088806
regularly,0.23673877120018005,0.21414972841739655,0.2797985076904297,0.17118223011493683,0.13163886964321136,0.32885387539863586,0.1672586053609848,0.23884837329387665,0.3654824197292328,0.1981768012046814,0.13201679289340973,0.24666962027549744
assume,0.47351330518722534,0.26546353101730347,0.22952081263065338,0.21791164577007294,0.28269997239112854,0.21247786283493042,0.731514573097229,0.20335811376571655,0.23207779228687286,0.360067754983902,0.3332814574241638,0.39130663871765137
some,0.4491020441055298,0.3038453459739685,0.4566698372364044,0.23206916451454163,0.2147456556558609,0.47280338406562805,0.1972232162952423,0.306446373462677,0.6355911493301392,0.32085102796554565,0.26628556847572327,0.2562315762042999
concrete,0.2282307744026184,0.19547545909881592,0.19700539112091064,1.0,0.1561315506696701,0.24154533445835114,0.14458325505256653,0.16778957843780518,0.16486866772174835,0.35891270637512207,0.3071209192276001,0.18976950645446777
choice,0.29363784193992615,0.2168283462524414,0.2640603482723236,0.1561315506696701,1.0000001192092896,0.19091348350048065,0.23438003659248352,0.20956513285636902,0.2024218738079071,0.2802879512310028,0.21936337649822235,0.28709158301353455
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.17426584661006927,0.23419108986854553,0.28964799642562866,0.27665385603904724,0.3646814823150635,0.4178851246833801,0.27346962690353394,0.2440456598997116,0.1826142966747284
input,0.2844698429107666,0.2170686423778534,0.19928309321403503,0.20260611176490784,0.22578474879264832,0.3125982880592346,0.20996323227882385,0.18977947533130646,0.14058904349803925,0.4005064368247986,0.28972959518432617,0.24861721694469452
encoding,0.22488351166248322,0.28695085644721985,0.2700427770614624,0.2335115373134613,0.15079696476459503,0.34170112013816833,0.17490853369235992,0.19054371118545532,0.1962081342935562,0.4355432987213135,0.2916693687438965,0.21611304581165314
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.17591224610805511,0.2381335198879242,0.18964512646198273,0.22927714884281158,0.3680937886238098,0.3636029064655304,0.30885571241378784,0.20761509239673615,0.31091248989105225
one,0.376489520072937,0.4544198513031006,0.5514441132545471,0.2748975157737732,0.259070485830307,0.330648809671402,0.19255036115646362,0.29445651173591614,0.5404669642448425,0.3481521010398865,0.2811642587184906,0.2673267424106598
tries,0.28354936838150024,0.27497681975364685,0.24422700703144073,0.11884426325559616,0.25325459241867065,0.16533511877059937,0.09224607795476913,0.21220402419567108,0.12319651991128922,0.24079245328903198,0.21208590269088745,0.2212056666612625
to,0.455847829580307,0.42745086550712585,0.535392165184021,0.2638317346572876,0.28106144070625305,0.3589242696762085,0.24275384843349457,0.33534231781959534,0.321603000164032,0.2959340810775757,0.1962413340806961,0.29463258385658264
keep,0.3147064745426178,0.23241287469863892,0.22379513084888458,0.19947683811187744,0.25404617190361023,0.21382826566696167,0.17336614429950714,0.14610110223293304,0.20163077116012573,0.26911404728889465,0.20782914757728577,0.2537146508693695
the,0.42745697498321533,0.5823672413825989,1.0,0.19700539112091064,0.2640603482723236,0.33345210552215576,0.25453677773475647,0.4408751428127289,0.47635307908058167,0.254231721162796,0.2027275562286377,0.22068053483963013
discussion,0.3283776342868805,0.20405808091163635,0.2391178160905838,0.2134527564048767,0.2181822955608368,0.20887592434883118,0.20143158733844757,0.17163042724132538,0.13931013643741608,0.3456457853317261,0.2657237648963928,0.3569658696651459
abstract,0.27616068720817566,0.19140587747097015,0.1658366620540619,0.3642330467700958,0.2089541107416153,0.26209524273872375,0.20658309757709503,0.13795268535614014,0.20270416140556335,0.5327603220939636,0.42232000827789307,0.18420998752117157
enough,0.3944990336894989,0.259046345949173,0.304282009601593,0.22899645566940308,0.25503385066986084,0.2869376242160797,0.19138380885124207,0.2295052856206894,0.3453567326068878,0.3025914430618286,0.2526182234287262,0.3526461720466614
to,0.455847829580307,0.42745086550712585,0.535392165184021,0.2638317346572876,0.28106144070625305,0.3589242696762085,0.24275384843349457,0.33534231781959534,0.321603000164032,0.2959340810775757,0.1962413340806961,0.29463258385658264
be,0.3929833769798279,0.4819129705429077,0.4248143136501312,0.2502362132072449,0.2790975272655487,0.4431031346321106,0.2663823962211609,0.43158695101737976,0.3381733000278473,0.33827728033065796,0.23325815796852112,0.3324260413646698
independent,0.28752967715263367,0.19700974225997925,0.2927691638469696,0.13018766045570374,0.17024873197078705,0.17912764847278595,0.23094382882118225,0.20215941965579987,0.18774935603141785,0.21227847039699554,0.12631143629550934,0.11902587860822678
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.17426584661006927,0.23419108986854553,0.28964799642562866,0.27665385603904724,0.3646814823150635,0.4178851246833801,0.27346962690353394,0.2440456598997116,0.1826142966747284
the,0.42745697498321533,0.5823672413825989,1.0,0.19700539112091064,0.2640603482723236,0.33345210552215576,0.25453677773475647,0.4408751428127289,0.47635307908058167,0.254231721162796,0.2027275562286377,0.22068053483963013
