,cydippids,combs,are,controlled,by,what,?
unlike,0.39446061849594116,0.23339731991291046,0.4607468843460083,0.2825874090194702,0.22217169404029846,0.25655338168144226,0.12876726686954498
cydippids,1.0,0.336329847574234,0.35411837697029114,0.17185348272323608,0.24233785271644592,0.22088393568992615,0.217335045337677
",",0.2807892858982086,0.34822797775268555,0.4062570035457611,0.20886175334453583,0.3680937886238098,0.3087472915649414,0.31091248989105225
the,0.3210736811161041,0.2017894983291626,0.40399202704429626,0.3320712745189667,0.4408751428127289,0.42745697498321533,0.22068053483963013
movements,0.23631203174591064,0.13483379781246185,0.27053773403167725,0.24204599857330322,0.20860128104686737,0.23197974264621735,0.1501890867948532
of,0.2979815900325775,0.18958649039268494,0.39081433415412903,0.2840180993080139,0.3646814823150635,0.33290785551071167,0.1826142966747284
lobates,0.4675646424293518,0.18417571485042572,0.3254562318325043,0.2358468770980835,0.16180390119552612,0.14199547469615936,0.2026495784521103
',0.17807617783546448,0.18013803660869598,0.24618251621723175,0.12360578030347824,0.2610379159450531,0.3245812654495239,0.330942302942276
combs,0.336329847574234,1.0,0.23614484071731567,0.16738027334213257,0.24590063095092773,0.16265150904655457,0.24039559066295624
are,0.35411837697029114,0.23614484071731567,1.0,0.2365676909685135,0.37842893600463867,0.29724663496017456,0.24591213464736938
coordinated,0.09805586189031601,0.13717861473560333,0.17729103565216064,0.2865214943885803,0.19208665192127228,0.15766541659832,0.1664249449968338
by,0.24233785271644592,0.24590063095092773,0.37842893600463867,0.2983320951461792,1.0000001192092896,0.2455483376979828,0.17966607213020325
nerves,0.36478087306022644,0.22481536865234375,0.3123171627521515,0.24225200712680817,0.14729970693588257,0.25560325384140015,0.16413070261478424
rather,0.3384508788585663,0.1958271563053131,0.325596421957016,0.18463172018527985,0.2593236565589905,0.3923804461956024,0.3053998053073883
than,0.27331987023353577,0.15507416427135468,0.39206281304359436,0.16822104156017303,0.2015816867351532,0.29388150572776794,0.24917294085025787
by,0.24233785271644592,0.24590063095092773,0.37842893600463867,0.2983320951461792,1.0000001192092896,0.2455483376979828,0.17966607213020325
water,0.3827098309993744,0.21865037083625793,0.26855918765068054,0.21298228204250336,0.22562243044376373,0.17456887662410736,0.14731885492801666
disturbances,0.3301543891429901,0.14462634921073914,0.26147782802581787,0.25995510816574097,0.24032311141490936,0.2838555574417114,0.11455879360437393
created,0.0878288745880127,0.1478215903043747,0.19794130325317383,0.28310659527778625,0.3492257595062256,0.20714101195335388,0.21177415549755096
by,0.24233785271644592,0.24590063095092773,0.37842893600463867,0.2983320951461792,1.0000001192092896,0.2455483376979828,0.17966607213020325
the,0.3210736811161041,0.2017894983291626,0.40399202704429626,0.3320712745189667,0.4408751428127289,0.42745697498321533,0.22068053483963013
cilia,0.5121975541114807,0.23325201869010925,0.29726603627204895,0.2050614058971405,0.12926161289215088,0.17923450469970703,0.15204964578151703
",",0.2807892858982086,0.34822797775268555,0.4062570035457611,0.20886175334453583,0.3680937886238098,0.3087472915649414,0.31091248989105225
yet,0.27860862016677856,0.18455412983894348,0.3299556076526642,0.19370941817760468,0.2592849135398865,0.44080492854118347,0.4011770784854889
combs,0.336329847574234,1.0,0.23614484071731567,0.16738027334213257,0.24590063095092773,0.16265150904655457,0.24039559066295624
on,0.19783110916614532,0.20493780076503754,0.268924742937088,0.23011140525341034,0.33887791633605957,0.34226128458976746,0.2714994251728058
the,0.3210736811161041,0.2017894983291626,0.40399202704429626,0.3320712745189667,0.4408751428127289,0.42745697498321533,0.22068053483963013
same,0.26051250100135803,0.23030252754688263,0.3446533679962158,0.24120572209358215,0.2768566608428955,0.3764382302761078,0.22649677097797394
row,0.14064116775989532,0.13314345479011536,0.1476336270570755,0.10632584989070892,0.11303344368934631,0.19005049765110016,0.11000081151723862
beat,0.1803160160779953,0.25076407194137573,0.13049373030662537,0.13692878186702728,0.19276173412799835,0.15686821937561035,0.19461682438850403
in,0.2579038143157959,0.18868955969810486,0.3841303884983063,0.2597082853317261,0.370934396982193,0.30808621644973755,0.20430970191955566
the,0.3210736811161041,0.2017894983291626,0.40399202704429626,0.3320712745189667,0.4408751428127289,0.42745697498321533,0.22068053483963013
same,0.26051250100135803,0.23030252754688263,0.3446533679962158,0.24120572209358215,0.2768566608428955,0.3764382302761078,0.22649677097797394
mexican,0.24996444582939148,0.21521449089050293,0.12504646182060242,0.10688546299934387,0.18027935922145844,0.16168992221355438,0.12479566037654877
wave,0.21373112499713898,0.17739902436733246,0.09713544696569443,0.08854615688323975,0.15963463485240936,0.21830487251281738,0.19408074021339417
style,0.22023771703243256,0.20570360124111176,0.16533824801445007,0.1588422805070877,0.20164106786251068,0.2488866001367569,0.19862167537212372
as,0.2779535949230194,0.28271484375,0.3826591968536377,0.18047308921813965,0.3815547823905945,0.31749409437179565,0.27043893933296204
the,0.3210736811161041,0.2017894983291626,0.40399202704429626,0.3320712745189667,0.4408751428127289,0.42745697498321533,0.22068053483963013
mechanically,0.35168740153312683,0.26771464943885803,0.3130923807621002,0.33456483483314514,0.3107474744319916,0.2510342001914978,0.1182527095079422
coordinated,0.09805586189031601,0.13717861473560333,0.17729103565216064,0.2865214943885803,0.19208665192127228,0.15766541659832,0.1664249449968338
comb,0.40620607137680054,0.6519078612327576,0.29309141635894775,0.2587679922580719,0.1739969551563263,0.20374168455600739,0.2510223686695099
rows,0.28117790818214417,0.2509155571460724,0.38430702686309814,0.18923872709274292,0.14640016853809357,0.2011227160692215,0.1265581250190735
of,0.2979815900325775,0.18958649039268494,0.39081433415412903,0.2840180993080139,0.3646814823150635,0.33290785551071167,0.1826142966747284
cydippids,1.0,0.336329847574234,0.35411837697029114,0.17185348272323608,0.24233785271644592,0.22088393568992615,0.217335045337677
and,0.3117515742778778,0.34910082817077637,0.48576638102531433,0.2891365587711334,0.4289871156215668,0.31309178471565247,0.20544172823429108
beroids,0.5162428617477417,0.19716063141822815,0.35556328296661377,0.08698059618473053,0.19356419146060944,0.19189316034317017,0.2394029200077057
.,0.2866429090499878,0.32467591762542725,0.3452940285205841,0.21779799461364746,0.3936232924461365,0.3567904531955719,0.4130953550338745
