,in,1893,",",who,won,the,bid,to,light,the,world,'s,columbian,exposition,?
in,1.0,0.09158051759004593,0.5201468467712402,0.2792111933231354,0.3280489146709442,0.6662389636039734,0.18770122528076172,0.45010748505592346,0.1819845736026764,0.6662389636039734,0.3038199245929718,-0.037580832839012146,0.24936507642269135,0.30755117535591125,0.20430970191955566
1893,0.09158051759004593,1.0000001192092896,0.06818228960037231,0.1112329438328743,0.08325894176959991,0.10564703494310379,-0.027743393555283546,0.03315379098057747,0.07731426507234573,0.10564703494310379,0.053778208792209625,0.08551017194986343,-0.03456062823534012,0.006615803577005863,0.0544506311416626
",",0.5201468467712402,0.06818228960037231,1.0000001192092896,0.3365725874900818,0.35968565940856934,0.4933079481124878,0.17213009297847748,0.44245919585227966,0.22209852933883667,0.4933079481124878,0.26091980934143066,-0.0016132977325469255,0.21429216861724854,0.22023259103298187,0.31091248989105225
george,0.18167929351329803,0.04422593489289284,0.24972979724407196,0.25805044174194336,0.2369043529033661,0.2510760426521301,0.14735297858715057,0.17226167023181915,0.111019566655159,0.2510760426521301,0.14024560153484344,-0.019076833501458168,0.1968790590763092,0.19204741716384888,0.1479024887084961
westinghouse,0.2579890191555023,0.044188082218170166,0.277236670255661,0.23585543036460876,0.13368192315101624,0.3101098835468292,0.13653506338596344,0.22176946699619293,0.15028716623783112,0.3101098835468292,0.2876776456832886,-0.008012998849153519,0.32205909490585327,0.20539408922195435,0.17307911813259125
won,0.3280489146709442,0.08325894176959991,0.35968565940856934,0.24654650688171387,1.0000001192092896,0.29432493448257446,0.2996905446052551,0.1945943981409073,0.13973791897296906,0.29432493448257446,0.2630484104156494,-0.07419146597385406,0.14325597882270813,0.24101118743419647,0.17925700545310974
the,0.6662389636039734,0.10564703494310379,0.4933079481124878,0.3733934462070465,0.29432493448257446,1.0,0.19956929981708527,0.535392165184021,0.2649136185646057,1.0,0.33604270219802856,-0.01540423184633255,0.33056461811065674,0.30685076117515564,0.22068053483963013
bid,0.18770122528076172,-0.027743393555283546,0.17213009297847748,0.15758778154850006,0.2996905446052551,0.19956929981708527,1.0000001192092896,0.2567334473133087,0.04725375398993492,0.19956929981708527,0.10348217189311981,-0.0002808889257721603,0.11606516689062119,0.19962206482887268,0.19390296936035156
to,0.45010748505592346,0.03315379098057747,0.44245919585227966,0.42656609416007996,0.1945943981409073,0.535392165184021,0.2567334473133087,1.0,0.22474321722984314,0.535392165184021,0.26213452219963074,0.03782717138528824,0.1799120306968689,0.16629932820796967,0.29463258385658264
light,0.1819845736026764,0.07731426507234573,0.22209852933883667,0.16200783848762512,0.13973791897296906,0.2649136185646057,0.04725375398993492,0.22474321722984314,0.9999998807907104,0.2649136185646057,0.23378537595272064,0.047048170119524,0.11132615804672241,0.13830211758613586,0.17429810762405396
the,0.6662389636039734,0.10564703494310379,0.4933079481124878,0.3733934462070465,0.29432493448257446,1.0,0.19956929981708527,0.535392165184021,0.2649136185646057,1.0,0.33604270219802856,-0.01540423184633255,0.33056461811065674,0.30685076117515564,0.22068053483963013
1893,0.09158051759004593,1.0000001192092896,0.06818228960037231,0.1112329438328743,0.08325894176959991,0.10564703494310379,-0.027743393555283546,0.03315379098057747,0.07731426507234573,0.10564703494310379,0.053778208792209625,0.08551017194986343,-0.03456062823534012,0.006615803577005863,0.0544506311416626
world,0.3038199245929718,0.053778208792209625,0.26091980934143066,0.25158336758613586,0.2630484104156494,0.33604270219802856,0.10348217189311981,0.26213452219963074,0.23378537595272064,0.33604270219802856,1.0000001192092896,0.11877062171697617,0.2803151607513428,0.3343954384326935,0.17579582333564758
's,-0.037580832839012146,0.08551017194986343,-0.0016132977325469255,0.05599616840481758,-0.07419146597385406,-0.01540423184633255,-0.0002808889257721603,0.03782717138528824,0.047048170119524,-0.01540423184633255,0.11877062171697617,0.9999999403953552,0.06028631702065468,-0.02067454531788826,-0.023395681753754616
columbian,0.24936507642269135,-0.03456062823534012,0.21429216861724854,0.19051530957221985,0.14325597882270813,0.33056461811065674,0.11606516689062119,0.1799120306968689,0.11132615804672241,0.33056461811065674,0.2803151607513428,0.06028631702065468,1.0,0.34490251541137695,0.08890089392662048
exposition,0.30755117535591125,0.006615803577005863,0.22023259103298187,0.14618630707263947,0.24101118743419647,0.30685076117515564,0.19962206482887268,0.16629932820796967,0.13830211758613586,0.30685076117515564,0.3343954384326935,-0.02067454531788826,0.34490251541137695,1.0,0.09475983679294586
in,1.0,0.09158051759004593,0.5201468467712402,0.2792111933231354,0.3280489146709442,0.6662389636039734,0.18770122528076172,0.45010748505592346,0.1819845736026764,0.6662389636039734,0.3038199245929718,-0.037580832839012146,0.24936507642269135,0.30755117535591125,0.20430970191955566
chicago,0.23921214044094086,0.008151091635227203,0.2679542899131775,0.2047077715396881,0.2178531438112259,0.27360326051712036,0.10342199355363846,0.19278118014335632,0.11306016892194748,0.27360326051712036,0.20659899711608887,-0.0033615175634622574,0.3352341949939728,0.3728184700012207,0.16446958482265472
with,0.4080928862094879,0.028729058802127838,0.4120737314224243,0.3282766342163086,0.24544957280158997,0.4223487675189972,0.19312460720539093,0.4239959120750427,0.20245222747325897,0.4223487675189972,0.2832821011543274,-0.04624466598033905,0.1693716049194336,0.15394657850265503,0.2433311939239502
alternating,0.24697254598140717,-0.01879468560218811,0.2542676031589508,0.0991673618555069,0.13249415159225464,0.34576064348220825,0.17834192514419556,0.23102223873138428,0.25565940141677856,0.34576064348220825,0.1011299267411232,-0.036665238440036774,0.16396662592887878,0.20281866192817688,0.13878576457500458
current,0.1955713927745819,0.02789844386279583,0.29341426491737366,0.18425484001636505,0.15997307002544403,0.3314409554004669,0.12619806826114655,0.30630946159362793,0.19853812456130981,0.3314409554004669,0.1596897542476654,0.004145179875195026,0.11506688594818115,0.1083880066871643,0.12074550241231918
",",0.5201468467712402,0.06818228960037231,1.0000001192092896,0.3365725874900818,0.35968565940856934,0.4933079481124878,0.17213009297847748,0.44245919585227966,0.22209852933883667,0.4933079481124878,0.26091980934143066,-0.0016132977325469255,0.21429216861724854,0.22023259103298187,0.31091248989105225
beating,0.21260370314121246,-0.014965285547077656,0.2929880917072296,0.21439829468727112,0.4431847333908081,0.2606811225414276,0.2522168755531311,0.21743664145469666,0.11490453779697418,0.2606811225414276,0.26859578490257263,-0.03676452115178108,0.07287748157978058,0.14610621333122253,0.19785179197788239
out,0.3576207756996155,0.10092777758836746,0.3161109685897827,0.3129808306694031,0.19964934885501862,0.39404502511024475,0.15468411147594452,0.42386990785598755,0.22921791672706604,0.39404502511024475,0.2319137006998062,0.0021837172098457813,0.18921954929828644,0.11496812850236893,0.22020699083805084
a,0.539380669593811,0.11840973794460297,0.427140474319458,0.36608949303627014,0.22534137964248657,0.5829201340675354,0.2175908237695694,0.45503583550453186,0.2622554302215576,0.5829201340675354,0.22239887714385986,0.04866964742541313,0.22971294820308685,0.23940640687942505,0.23916715383529663
