,what,story,was,the,first,doctor,who,audio,release,based,on,?
the,0.42745697498321533,0.2915393114089966,0.48711544275283813,1.0,0.49448907375335693,0.2820442318916321,0.3733934462070465,0.19614098966121674,0.2814774513244629,0.29860720038414,0.5107308030128479,0.22068053483963013
earliest,0.23163363337516785,0.2952386140823364,0.25501716136932373,0.32825469970703125,0.4127090871334076,0.0661616250872612,0.19994589686393738,0.10229645669460297,0.15395234525203705,0.2458110898733139,0.15331754088401794,0.139415442943573
doctor,0.20870667695999146,0.24003900587558746,0.19672659039497375,0.2820442318916321,0.27244147658348083,0.9999999403953552,0.3504868149757385,0.20159323513507843,0.1319592148065567,0.11434660851955414,0.1636410653591156,0.1462511420249939
who-related,0.33765482902526855,0.19318434596061707,0.15486572682857513,0.31703755259513855,0.19884443283081055,0.18235275149345398,0.27516040205955505,0.1905135065317154,0.15147916972637177,0.3123847246170044,0.28144142031669617,0.29006028175354004
audio,0.1803951859474182,0.2723100185394287,0.12714031338691711,0.19614098966121674,0.1623791754245758,0.20159323513507843,0.14178435504436493,1.0,0.23395980894565582,0.17490199208259583,0.19122590124607086,0.14977853000164032
release,0.19122223556041718,0.19872736930847168,0.21360014379024506,0.2814774513244629,0.2760980427265167,0.1319592148065567,0.10399705171585083,0.23395980894565582,1.0000001192092896,0.19772623479366302,0.24461959302425385,0.14489315450191498
was,0.22111038863658905,0.2837624251842499,1.0000001192092896,0.48711544275283813,0.5022147297859192,0.19672659039497375,0.3318818509578705,0.12714031338691711,0.21360014379024506,0.2870393395423889,0.3909217119216919,0.18412111699581146
a,0.3320399522781372,0.26679712533950806,0.4508470594882965,0.5829201340675354,0.4287874400615692,0.22883038222789764,0.36608949303627014,0.1758890151977539,0.23991376161575317,0.2977409064769745,0.3848365545272827,0.23916715383529663
21-minute,0.2453853189945221,0.17692430317401886,0.21621665358543396,0.25456807017326355,0.308655709028244,0.2495538294315338,0.20740126073360443,0.2295871376991272,0.1568678766489029,0.18482105433940887,0.26912596821784973,0.13842162489891052
narrated,0.2216828465461731,0.49585452675819397,0.2773343622684479,0.25908055901527405,0.2487175166606903,0.21389919519424438,0.2399122267961502,0.299451619386673,0.17049609124660492,0.2258554995059967,0.20619940757751465,0.15957550704479218
abridgement,0.34702402353286743,0.2669900059700012,0.312818706035614,0.3661192059516907,0.23303553462028503,0.21052654087543488,0.22784925997257233,0.3646566867828369,0.21350504457950592,0.2187538743019104,0.3311588764190674,0.3550713360309601
of,0.33290785551071167,0.2687002420425415,0.4069072902202606,0.733189046382904,0.3536086082458496,0.16895952820777893,0.2827862501144409,0.17128776013851166,0.1866096556186676,0.3033197224140167,0.3966929316520691,0.1826142966747284
the,0.42745697498321533,0.2915393114089966,0.48711544275283813,1.0,0.49448907375335693,0.2820442318916321,0.3733934462070465,0.19614098966121674,0.2814774513244629,0.29860720038414,0.5107308030128479,0.22068053483963013
first,0.28086137771606445,0.29524773359298706,0.5022147297859192,0.49448907375335693,1.0,0.27244147658348083,0.39065709710121155,0.1623791754245758,0.2760980427265167,0.29159173369407654,0.3120559751987457,0.18701928853988647
doctor,0.20870667695999146,0.24003900587558746,0.19672659039497375,0.2820442318916321,0.27244147658348083,0.9999999403953552,0.3504868149757385,0.20159323513507843,0.1319592148065567,0.11434660851955414,0.1636410653591156,0.1462511420249939
television,0.19838058948516846,0.2502927780151367,0.2516675293445587,0.24569597840309143,0.2787016034126282,0.31410008668899536,0.2515988349914551,0.3262268304824829,0.17168816924095154,0.2220064401626587,0.2825660705566406,0.16825827956199646
story,0.3410749137401581,1.0,0.2837624251842499,0.2915393114089966,0.29524773359298706,0.24003900587558746,0.3106299340724945,0.2723100185394287,0.19872736930847168,0.31024232506752014,0.20766423642635345,0.2304346114397049
the,0.42745697498321533,0.2915393114089966,0.48711544275283813,1.0,0.49448907375335693,0.2820442318916321,0.3733934462070465,0.19614098966121674,0.2814774513244629,0.29860720038414,0.5107308030128479,0.22068053483963013
chase,0.11479805409908295,0.19667598605155945,0.16574257612228394,0.22927841544151306,0.12673422694206238,0.15138685703277588,0.25160419940948486,0.08923552930355072,0.03828432783484459,0.01405276171863079,0.17316824197769165,0.13075774908065796
released,0.20228935778141022,0.2649247944355011,0.32720035314559937,0.24578391015529633,0.33788758516311646,0.16010989248752594,0.15033993124961853,0.24554280936717987,0.7354269623756409,0.27348029613494873,0.31313204765319824,0.20329579710960388
in,0.30808621644973755,0.22475379705429077,0.45514053106307983,0.6662389636039734,0.4127444326877594,0.25567495822906494,0.2792111933231354,0.12252579629421234,0.2109319418668747,0.3070422410964966,0.46853652596473694,0.20430970191955566
1966,0.04680648446083069,0.06910111010074615,-0.12360594421625137,-0.0162473414093256,0.001165196648798883,0.08411487191915512,0.008801804855465889,0.13978154957294464,0.06652290374040604,-0.009977094829082489,-0.024109436199069023,0.08956238627433777
.,0.3567904531955719,0.24893946945667267,0.40146201848983765,0.5934505462646484,0.4345304071903229,0.22361043095588684,0.3541337847709656,0.16724947094917297,0.23154853284358978,0.29699069261550903,0.49257001280784607,0.4130953550338745
