,who,did,a,morphologically,analysis,in,1985,that,concluded,cydippids,are,not,monophyletic,?
since,0.27765995264053345,0.27613121271133423,0.3303585946559906,0.15736675262451172,0.1662634164094925,0.4325680434703827,0.05475963279604912,0.3873181641101837,0.19299538433551788,0.22844117879867554,0.30560651421546936,0.3510459065437317,0.16414104402065277,0.2876587212085724
all,0.3698336184024811,0.33943864703178406,0.2696802616119385,0.3041514754295349,0.17325997352600098,0.3335905969142914,0.054913703352212906,0.53305584192276,0.22768695652484894,0.2975929081439972,0.5343062281608582,0.4974499046802521,0.2901396155357361,0.29575422406196594
modern,0.16937296092510223,0.21376098692417145,0.24361324310302734,0.2806185185909271,0.2540680766105652,0.29808807373046875,0.07190050184726715,0.24473170936107635,0.17123696208000183,0.27749836444854736,0.21159417927265167,0.20307135581970215,0.21713139116764069,0.12475407868623734
ctenophores,0.1732872724533081,0.1785532683134079,0.25153061747550964,0.576988160610199,0.36025306582450867,0.1814151555299759,0.08103560656309128,0.3005664348602295,0.2948114573955536,0.5997593998908997,0.35426098108291626,0.3236076831817627,0.6128581762313843,0.2054179310798645
except,0.21122503280639648,0.2574186623096466,0.18728198111057281,0.214966282248497,0.08458112180233002,0.22713249921798706,0.03458469361066818,0.31196343898773193,0.15996520221233368,0.17726518213748932,0.3738170266151428,0.35712936520576477,0.20813873410224915,0.16405975818634033
the,0.3733934462070465,0.34736719727516174,0.5829201340675354,0.2755376398563385,0.24241644144058228,0.6662389636039734,0.02310241386294365,0.5473989248275757,0.3024786412715912,0.3210736811161041,0.40399202704429626,0.4310511648654938,0.18458741903305054,0.22068053483963013
beroids,0.22525377571582794,0.20545321702957153,0.23724429309368134,0.3613857328891754,0.22727364301681519,0.18317624926567078,0.006093939300626516,0.2788164019584656,0.1751018762588501,0.5162428617477417,0.35556328296661377,0.29614925384521484,0.4299713969230652,0.2394029200077057
have,0.39246654510498047,0.3783526122570038,0.338716596364975,0.42220649123191833,0.2486189603805542,0.36843645572662354,0.09661953151226044,0.6182622313499451,0.2733979821205139,0.36766985058784485,0.6577680706977844,0.5619372129440308,0.35996511578559875,0.32991164922714233
cydippid-like,0.33686959743499756,0.29840323328971863,0.30939531326293945,0.47703221440315247,0.30195850133895874,0.2750454843044281,0.036323729902505875,0.40024492144584656,0.2601794898509979,0.8828897476196289,0.37220892310142517,0.37658002972602844,0.4067825376987457,0.26385825872421265
larvae,0.14249998331069946,0.13976825773715973,0.2019633650779724,0.44898009300231934,0.22699294984340668,0.16830629110336304,0.08316533267498016,0.215378075838089,0.20840239524841309,0.548629105091095,0.3113833963871002,0.2618771195411682,0.4500123858451843,0.18174287676811218
",",0.3365725874900818,0.3015086054801941,0.427140474319458,0.22953486442565918,0.25410884618759155,0.5201468467712402,0.10430982708930969,0.4137537479400635,0.2610151171684265,0.2807892858982086,0.4062570035457611,0.3769696354866028,0.1819140911102295,0.31091248989105225
it,0.2868398427963257,0.2993364930152893,0.5452592968940735,0.30692416429519653,0.1973249465227127,0.5130809545516968,0.0436851792037487,0.5921133160591125,0.1680341362953186,0.26108816266059875,0.3617996573448181,0.4651523232460022,0.20463314652442932,0.25732165575027466
has,0.2558172643184662,0.2124989777803421,0.4670248031616211,0.22875277698040009,0.20760852098464966,0.4173259735107422,0.08296357095241547,0.41272613406181335,0.14673839509487152,0.18201963603496552,0.4313911199569702,0.32239022850990295,0.14654554426670074,0.15994466841220856
widely,0.19227448105812073,0.1830587387084961,0.25288406014442444,0.36120274662971497,0.261269211769104,0.26852190494537354,0.059658464044332504,0.311502605676651,0.21933700144290924,0.22089529037475586,0.3113815486431122,0.2823861539363861,0.2615452706813812,0.10354958474636078
been,0.3295723795890808,0.2835664749145508,0.3315402865409851,0.3396981656551361,0.22662615776062012,0.3515113592147827,0.050957225263118744,0.4152003228664398,0.23353682458400726,0.28251001238822937,0.4703826308250427,0.39571741223335266,0.21315482258796692,0.24354910850524902
assumed,0.24518311023712158,0.2731741964817047,0.1940126121044159,0.2974148988723755,0.2170124351978302,0.20372121036052704,0.05770498514175415,0.34552374482154846,0.3496076762676239,0.23115888237953186,0.18433991074562073,0.3156666159629822,0.2596546709537506,0.2463492453098297
that,0.45444270968437195,0.47518548369407654,0.47537946701049805,0.36378347873687744,0.34139660000801086,0.435920387506485,0.0721283033490181,1.0,0.376585453748703,0.31674885749816895,0.45265161991119385,0.6600887179374695,0.33878257870674133,0.32716336846351624
their,0.3767721951007843,0.38078752160072327,0.29698723554611206,0.296902596950531,0.17688411474227905,0.34976133704185486,0.0760369524359703,0.4266771972179413,0.24496765434741974,0.39893844723701477,0.46887820959091187,0.4368778169155121,0.2524520456790924,0.1898253709077835
last,0.30598369240760803,0.30895525217056274,0.2864423990249634,0.1763974130153656,0.13129140436649323,0.30714505910873413,-0.07435119897127151,0.31652477383613586,0.19660571217536926,0.26101675629615784,0.16972362995147705,0.24076122045516968,0.18079659342765808,0.22371746599674225
common,0.12067393958568573,0.12848728895187378,0.29638534784317017,0.2933712303638458,0.21016298234462738,0.23149342834949493,0.05505898594856262,0.2786630392074585,0.10217989236116409,0.28297245502471924,0.3463647663593292,0.25485387444496155,0.30988696217536926,0.20434872806072235
