,what,group,is,newcastle,native,andy,taylor,the,former,lead,guitarist,of,?
andy,0.17442026734352112,0.1512969583272934,0.16946512460708618,0.1992506980895996,0.1103823333978653,1.0,0.26663073897361755,0.194142147898674,0.15228694677352905,0.18756142258644104,0.32160913944244385,0.08953657001256943,0.13130870461463928
taylor,0.20978647470474243,0.16759318113327026,0.13775688409805298,0.23245470225811005,0.129722461104393,0.26663073897361755,1.0,0.20813849568367004,0.1744198203086853,0.2181701809167862,0.28452858328819275,0.14575178921222687,0.18786384165287018
",",0.3087472915649414,0.2809832692146301,0.4691906273365021,0.251589834690094,0.30732813477516174,0.28484755754470825,0.30456963181495667,0.4933079481124878,0.2738454341888428,0.2561914026737213,0.3219560384750366,0.4946078956127167,0.31091248989105225
former,0.13598288595676422,0.1476394087076187,0.2175939530134201,0.19742733240127563,0.11261539161205292,0.15228694677352905,0.1744198203086853,0.2251449078321457,1.0,0.19109278917312622,0.2911224365234375,0.30415382981300354,0.10570605844259262
lead,0.19642074406147003,0.1742405891418457,0.18414030969142914,0.08312436193227768,0.10487016290426254,0.18756142258644104,0.2181701809167862,0.21995973587036133,0.19109278917312622,0.9999998807907104,0.41998225450515747,0.19835850596427917,0.14552436769008636
guitarist,0.18729199469089508,0.14568015933036804,0.17090633511543274,0.15704096853733063,0.13490800559520721,0.32160913944244385,0.28452858328819275,0.15992918610572815,0.2911224365234375,0.41998225450515747,1.0000001192092896,0.15361253917217255,0.20946814119815826
of,0.33290785551071167,0.25542253255844116,0.4854315221309662,0.18781472742557526,0.2524676024913788,0.08953657001256943,0.14575178921222687,0.733189046382904,0.30415382981300354,0.19835850596427917,0.15361253917217255,1.0,0.1826142966747284
duran,0.1718980222940445,0.14521387219429016,0.18046657741069794,0.15974339842796326,0.11721714586019516,0.32797902822494507,0.31267470121383667,0.22663946449756622,0.13088655471801758,0.2165808379650116,0.2478533536195755,0.16012345254421234,0.2089383453130722
duran,0.1718980222940445,0.14521387219429016,0.18046657741069794,0.15974339842796326,0.11721714586019516,0.32797902822494507,0.31267470121383667,0.22663946449756622,0.13088655471801758,0.2165808379650116,0.2478533536195755,0.16012345254421234,0.2089383453130722
was,0.22111038863658905,0.1789962202310562,0.5810302495956421,0.25710436701774597,0.1733950972557068,0.19617865979671478,0.24298997223377228,0.48711544275283813,0.2544213533401489,0.1970783770084381,0.22617089748382568,0.4069072902202606,0.18412111699581146
born,0.16581368446350098,0.11685499548912048,0.2600996494293213,0.2374611496925354,0.13720835745334625,0.25800466537475586,0.26951101422309875,0.19202874600887299,0.4917752742767334,0.1549142599105835,0.3125647306442261,0.19769194722175598,0.19166848063468933
here,0.5220553874969482,0.16446490585803986,0.3368209898471832,0.1668540984392166,0.25722259283065796,0.17592568695545197,0.181941419839859,0.37885698676109314,0.11004320532083511,0.13945883512496948,0.22927652299404144,0.29118096828460693,0.5686008334159851
in,0.30808621644973755,0.2304753065109253,0.5394441485404968,0.19270820915699005,0.24378694593906403,0.15861299633979797,0.22720131278038025,0.6662389636039734,0.2668642997741699,0.2055644989013672,0.12696312367916107,0.5696388483047485,0.20430970191955566
1961,-0.03442762792110443,0.0169083159416914,0.04903163015842438,0.015445747412741184,0.0934784933924675,0.014500350691378117,0.03181598335504532,0.0738944262266159,0.019599849358201027,0.08232010155916214,-0.004637211095541716,0.07470385730266571,0.009729373268783092
.,0.3567904531955719,0.27268800139427185,0.4569662809371948,0.2714749276638031,0.28723880648612976,0.2119346261024475,0.21742159128189087,0.5934505462646484,0.20895031094551086,0.2305188626050949,0.21690165996551514,0.5352458953857422,0.4130953550338745
