,how,many,americans,are,richer,than,more,than,half,of,all,citizens,?
according,0.29424387216567993,0.23689699172973633,0.19246500730514526,0.22847512364387512,0.1697695255279541,0.21595615148544312,0.22043061256408691,0.21595615148544312,0.17748919129371643,0.3307822346687317,0.1804305762052536,0.21113310754299164,0.21173474192619324
to,0.44169697165489197,0.40243685245513916,0.30128014087677,0.3504326641559601,0.3024158775806427,0.3192550539970398,0.47084665298461914,0.3192550539970398,0.21248666942119598,0.41548454761505127,0.42520734667778015,0.2594742178916931,0.29463258385658264
politifact,0.2734338641166687,0.2519987225532532,0.2435058206319809,0.11697033792734146,0.2677673101425171,0.18339881300926208,0.23192107677459717,0.18339881300926208,0.09988849610090256,0.29086360335350037,0.1849304437637329,0.30780699849128723,0.27299514412879944
the,0.33890387415885925,0.4335206151008606,0.3275100290775299,0.40399202704429626,0.27868446707725525,0.3227543234825134,0.39758381247520447,0.3227543234825134,0.3189295828342438,0.733189046382904,0.4860881567001343,0.29208630323410034,0.22068053483963013
top,0.18546171486377716,0.20182453095912933,0.11195775121450424,0.1942039579153061,0.16587528586387634,0.20067130029201508,0.2007104605436325,0.20067130029201508,0.2034376710653305,0.20362378656864166,0.3058520257472992,0.07960236072540283,0.17265194654464722
400,0.06928388774394989,0.11344236135482788,0.026167768985033035,0.06503104418516159,0.14215245842933655,0.08722815662622452,0.11689270287752151,0.08722815662622452,0.11155281215906143,0.1451684534549713,0.11065758019685745,0.09755522757768631,0.14271585643291473
richest,0.14865261316299438,0.25070086121559143,0.2053712159395218,0.14183750748634338,0.6090561151504517,0.20574013888835907,0.20074482262134552,0.20574013888835907,0.1929003894329071,0.3122171461582184,0.2586996853351593,0.2493211030960083,0.15691500902175903
americans,0.26547572016716003,0.32616177201271057,1.0,0.25149795413017273,0.2962881326675415,0.2501428425312042,0.2998882234096527,0.2501428425312042,0.16127902269363403,0.22938047349452972,0.28793179988861084,0.4635261297225952,0.19417695701122284
``,-0.01591024175286293,0.012824942357838154,0.00415491359308362,0.12624181807041168,0.0013697560643777251,0.12080201506614685,0.08673381805419922,0.12080201506614685,0.059091221541166306,0.06780257821083069,0.0555710643529892,0.06507842242717743,0.0685480609536171
have,0.4370637536048889,0.5841760635375977,0.28350692987442017,0.6577680706977844,0.3009272515773773,0.46517109870910645,0.49033403396606445,0.46517109870910645,0.252441942691803,0.3802283704280853,0.5559456944465637,0.2193184196949005,0.32991164922714233
more,0.4319567084312439,0.48608261346817017,0.2998882234096527,0.4066504240036011,0.3863476514816284,0.726518988609314,1.0,0.726518988609314,0.2620123624801636,0.30478984117507935,0.39087146520614624,0.19930945336818695,0.27894994616508484
wealth,0.22943173348903656,0.22441639006137848,0.2542923092842102,0.13664987683296204,0.46874475479125977,0.22315660119056702,0.24429993331432343,0.22315660119056702,0.14941507577896118,0.27235376834869385,0.20417547225952148,0.33909204602241516,0.1624586433172226
than,0.29763275384902954,0.39069414138793945,0.2501428425312042,0.39206281304359436,0.36121702194213867,1.0,0.726518988609314,1.0,0.3671102523803711,0.33036211133003235,0.30176207423210144,0.1647392362356186,0.24917294085025787
half,0.19052551686763763,0.2529585361480713,0.16127902269363403,0.23862038552761078,0.20342415571212769,0.3671102523803711,0.2620123624801636,0.3671102523803711,1.0000001192092896,0.2784358561038971,0.3124762177467346,0.15953582525253296,0.07471233606338501
of,0.2480744868516922,0.37253960967063904,0.22938047349452972,0.39081433415412903,0.25306063890457153,0.33036211133003235,0.30478984117507935,0.33036211133003235,0.2784358561038971,1.0,0.42798417806625366,0.24269554018974304,0.1826142966747284
all,0.3725806474685669,0.5443700551986694,0.28793179988861084,0.5343062281608582,0.27067431807518005,0.30176207423210144,0.39087146520614624,0.30176207423210144,0.3124762177467346,0.42798417806625366,1.0000001192092896,0.31298479437828064,0.29575422406196594
americans,0.26547572016716003,0.32616177201271057,1.0,0.25149795413017273,0.2962881326675415,0.2501428425312042,0.2998882234096527,0.2501428425312042,0.16127902269363403,0.22938047349452972,0.28793179988861084,0.4635261297225952,0.19417695701122284
combined,0.2234719693660736,0.2660016119480133,0.29124897718429565,0.29886698722839355,0.18591119349002838,0.25774458050727844,0.3179871141910553,0.25774458050727844,0.14145991206169128,0.399336040019989,0.331554114818573,0.1614869236946106,0.17985320091247559
.,0.3287222981452942,0.3974229395389557,0.2883085310459137,0.3452940285205841,0.2510164678096771,0.3594527542591095,0.4070230722427368,0.3594527542591095,0.2995082437992096,0.5352458953857422,0.43406882882118225,0.19396132230758667,0.4130953550338745
'',-0.0029843549709767103,-0.016843097284436226,-0.01845560036599636,0.0263817198574543,0.06255778670310974,0.03252623230218887,0.006126302294433117,0.03252623230218887,-0.06915741413831711,0.13035868108272552,-0.05933554098010063,-0.035503681749105453,0.018684765323996544
