,when,was,the,ability,to,use,radioactive,isotopes,to,date,rock,formations,developed,?
at,0.38876327872276306,0.36707764863967896,0.457212895154953,0.1352446973323822,0.36524343490600586,0.22117964923381805,0.1814126819372177,0.2199879139661789,0.36524343490600586,0.24779295921325684,0.24824769794940948,0.19156375527381897,0.1761963814496994,0.21978627145290375
the,0.5091903209686279,0.48711544275283813,1.0,0.24997951090335846,0.535392165184021,0.34342584013938904,0.1904602199792862,0.16556376218795776,0.535392165184021,0.25333094596862793,0.23786304891109467,0.3201930522918701,0.24490751326084137,0.22068053483963013
beginning,0.41447868943214417,0.35191401839256287,0.49622642993927,0.21976548433303833,0.32582011818885803,0.2937738001346588,0.18874293565750122,0.19334177672863007,0.32582011818885803,0.3107655644416809,0.16135963797569275,0.25591978430747986,0.29625430703163147,0.19413669407367706
of,0.3757161796092987,0.4069072902202606,0.733189046382904,0.21105368435382843,0.41548454761505127,0.2750902473926544,0.2351102977991104,0.22727559506893158,0.41548454761505127,0.19568462669849396,0.2653365731239319,0.2921679615974426,0.21960023045539856,0.1826142966747284
the,0.5091903209686279,0.48711544275283813,1.0,0.24997951090335846,0.535392165184021,0.34342584013938904,0.1904602199792862,0.16556376218795776,0.535392165184021,0.25333094596862793,0.23786304891109467,0.3201930522918701,0.24490751326084137,0.22068053483963013
20th,0.19096055626869202,0.258506178855896,0.3097512125968933,0.17587821185588837,0.20756898820400238,0.19199194014072418,0.16262435913085938,0.1410306841135025,0.20756898820400238,0.24614815413951874,0.17441223561763763,0.1597692370414734,0.09964491426944733,0.14985637366771698
century,0.22992412745952606,0.3521432876586914,0.3617299497127533,0.08273474872112274,0.20143604278564453,0.21389883756637573,0.21852834522724152,0.20049037039279938,0.20143604278564453,0.21765285730361938,0.15058821439743042,0.1716635525226593,0.33233582973480225,0.1026201918721199
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.2049795389175415,0.44245919585227966,0.3276674151420593,0.22768016159534454,0.23739764094352722,0.44245919585227966,0.2279704213142395,0.2775712311267853,0.2789337933063507,0.24565434455871582,0.31091248989105225
important,0.24781537055969238,0.24924467504024506,0.39348116517066956,0.19343650341033936,0.30913278460502625,0.2585941255092621,0.17240643501281738,0.2032831907272339,0.30913278460502625,0.12924255430698395,0.1377282291650772,0.2379319816827774,0.28964874148368835,0.17812499403953552
advancement,0.21051651239395142,0.2636473774909973,0.34029486775398254,0.35886603593826294,0.3042677640914917,0.310240238904953,0.1836397796869278,0.17516261339187622,0.3042677640914917,0.16067977249622345,0.13034552335739136,0.31100237369537354,0.2568468153476715,0.14061902463436127
in,0.4431333839893341,0.45514053106307983,0.6662389636039734,0.16374780237674713,0.45010748505592346,0.2715643048286438,0.22225376963615417,0.17971833050251007,0.45010748505592346,0.21362407505512238,0.19663549959659576,0.2713339030742645,0.2498214840888977,0.20430970191955566
geological,0.1865616738796234,0.14776946604251862,0.2813860774040222,0.10897592455148697,0.21852900087833405,0.1916993111371994,0.31983253359794617,0.33742472529411316,0.21852900087833405,0.18871523439884186,0.3257066607475281,0.4754120111465454,0.15190838277339935,0.16050557792186737
science,0.16938894987106323,0.22005605697631836,0.24037593603134155,0.1674165427684784,0.2226530760526657,0.18284687399864197,0.20751738548278809,0.2053677886724472,0.2226530760526657,0.16847673058509827,0.19038960337638855,0.21354371309280396,0.2018393874168396,0.17974960803985596
was,0.37326499819755554,1.0000001192092896,0.48711544275283813,0.11905787140130997,0.3636345863342285,0.17744606733322144,0.17661269009113312,0.15146461129188538,0.3636345863342285,0.23531168699264526,0.19643229246139526,0.161542147397995,0.3253139555454254,0.18412111699581146
facilitated,0.1991315335035324,0.18337887525558472,0.21257402002811432,0.24844786524772644,0.30856847763061523,0.3264963924884796,0.2262248992919922,0.22244438529014587,0.30856847763061523,0.19726088643074036,0.12329627573490143,0.32207655906677246,0.33483752608299255,0.195769265294075
