,who,objected,to,tetzel,'s,collections,of,money,to,free,souls,from,purgatory,?
luther,0.21013082563877106,0.1514570713043213,0.18029534816741943,0.2834067940711975,-0.009990512393414974,0.12324552237987518,0.1719115972518921,0.17788860201835632,0.18029534816741943,0.21303489804267883,0.14558860659599304,0.10716932266950607,0.32118529081344604,0.1732746809720993
objected,0.29762837290763855,1.0,0.314758837223053,0.01164743211120367,-0.09306793659925461,0.20320138335227966,0.2466960996389389,0.1683548390865326,0.314758837223053,0.1415441334247589,0.1409653276205063,0.2216118425130844,0.1537044495344162,0.23257127404212952
to,0.42656609416007996,0.314758837223053,1.0,0.17206594347953796,0.03782717138528824,0.18565168976783752,0.41548454761505127,0.3124290704727173,1.0,0.2913753390312195,0.22935551404953003,0.4069952368736267,0.2647497355937958,0.29463258385658264
a,0.36608949303627014,0.2506699562072754,0.45503583550453186,0.30731338262557983,0.04866964742541313,0.2494979351758957,0.5052502155303955,0.2777978479862213,0.45503583550453186,0.23877057433128357,0.15031826496124268,0.322764128446579,0.21682927012443542,0.23916715383529663
saying,0.3759990632534027,0.2807701826095581,0.36477673053741455,0.18642519414424896,0.04965807870030403,0.15138766169548035,0.2578328251838684,0.3056366741657257,0.36477673053741455,0.22736017405986786,0.21967361867427826,0.27914348244667053,0.2999652922153473,0.36382168531417847
attributed,0.20042920112609863,0.3361024558544159,0.1937648355960846,0.07120367139577866,-0.026749974116683006,0.2583701014518738,0.2709019184112549,0.07410202920436859,0.1937648355960846,0.10904205590486526,0.17131680250167847,0.23413144052028656,0.2265167087316513,0.20030178129673004
to,0.42656609416007996,0.314758837223053,1.0,0.17206594347953796,0.03782717138528824,0.18565168976783752,0.41548454761505127,0.3124290704727173,1.0,0.2913753390312195,0.22935551404953003,0.4069952368736267,0.2647497355937958,0.29463258385658264
johann,0.2507777810096741,0.20029287040233612,0.1611560434103012,0.36588191986083984,0.04714272543787956,0.20074455440044403,0.19805940985679626,0.12280276417732239,0.1611560434103012,0.10164958238601685,0.08802074193954468,0.15529553592205048,0.2186015397310257,0.1194499209523201
tetzel,0.1612188220024109,0.01164743211120367,0.17206594347953796,0.9999999403953552,0.025626985356211662,0.2368876039981842,0.21687351167201996,0.07786732167005539,0.17206594347953796,0.17585717141628265,0.05953364446759224,0.20709487795829773,0.21839192509651184,0.1545286476612091
that,0.45444270968437195,0.37595146894454956,0.5436353087425232,0.18051086366176605,0.04397977516055107,0.24783901870250702,0.41498205065727234,0.3115869462490082,0.5436353087425232,0.25286802649497986,0.31226950883865356,0.3477667272090912,0.28657132387161255,0.32716336846351624
``,0.02397952415049076,-0.011692613363265991,0.06720756739377975,0.040010157972574234,-0.03416389226913452,-0.06657910346984863,0.06780257821083069,0.030175037682056427,0.06720756739377975,-0.03257644176483154,-0.019006654620170593,0.02677825279533863,-0.0639946460723877,0.0685480609536171
as,0.3923053741455078,0.26771461963653564,0.42092081904411316,0.24290816485881805,-0.05775856226682663,0.27022480964660645,0.3886612355709076,0.17608045041561127,0.42092081904411316,0.22831088304519653,0.18550077080726624,0.3251767158508301,0.2063038945198059,0.27043893933296204
soon,0.3877567946910858,0.2742611765861511,0.3827410042285919,0.10394532978534698,-0.051862090826034546,0.14880570769309998,0.23495697975158691,0.32094815373420715,0.3827410042285919,0.20695598423480988,0.2383311539888382,0.2704044282436371,0.17678885161876678,0.17460282146930695
as,0.3923053741455078,0.26771461963653564,0.42092081904411316,0.24290816485881805,-0.05775856226682663,0.27022480964660645,0.3886612355709076,0.17608045041561127,0.42092081904411316,0.22831088304519653,0.18550077080726624,0.3251767158508301,0.2063038945198059,0.27043893933296204
the,0.3733934462070465,0.23751474916934967,0.535392165184021,0.26067298650741577,-0.01540423184633255,0.27174001932144165,0.733189046382904,0.2699695825576782,0.535392165184021,0.22231732308864594,0.2566636800765991,0.40150508284568787,0.28960198163986206,0.22068053483963013
coin,0.12133534252643585,0.1301293671131134,0.20275764167308807,0.1593123972415924,0.058400969952344894,0.2565855383872986,0.19908536970615387,0.38769271969795227,0.20275764167308807,0.08789549767971039,0.21474677324295044,0.11977505683898926,0.12028280645608902,0.20988723635673523
in,0.2792111933231354,0.23976010084152222,0.45010748505592346,0.26100096106529236,-0.037580832839012146,0.2719179093837738,0.5696388483047485,0.2393328845500946,0.45010748505592346,0.25575435161590576,0.18677356839179993,0.4274188280105591,0.1845684051513672,0.20430970191955566
the,0.3733934462070465,0.23751474916934967,0.535392165184021,0.26067298650741577,-0.01540423184633255,0.27174001932144165,0.733189046382904,0.2699695825576782,0.535392165184021,0.22231732308864594,0.2566636800765991,0.40150508284568787,0.28960198163986206,0.22068053483963013
coffer,0.2291581928730011,0.19909778237342834,0.25638890266418457,0.270298033952713,0.11776609718799591,0.24429599940776825,0.2159782350063324,0.22094964981079102,0.25638890266418457,0.15356676280498505,0.1405230462551117,0.19302698969841003,0.2456286996603012,0.18287260830402374
rings,0.16410212218761444,0.12434167414903641,0.21012280881404877,0.23138758540153503,0.003510646987706423,0.21704630553722382,0.20517703890800476,0.11656911671161652,0.21012280881404877,0.0833950787782669,0.26385247707366943,0.1578643023967743,0.19050724804401398,0.09448361396789551
",",0.3365725874900818,0.23211805522441864,0.44245919585227966,0.33824118971824646,-0.0016132977325469255,0.2696824073791504,0.4946078956127167,0.24156853556632996,0.44245919585227966,0.2434854805469513,0.1813322901725769,0.39760664105415344,0.2961324155330658,0.31091248989105225
the,0.3733934462070465,0.23751474916934967,0.535392165184021,0.26067298650741577,-0.01540423184633255,0.27174001932144165,0.733189046382904,0.2699695825576782,0.535392165184021,0.22231732308864594,0.2566636800765991,0.40150508284568787,0.28960198163986206,0.22068053483963013
soul,0.2787841260433197,0.15153296291828156,0.1948116272687912,0.1746542751789093,0.08064237982034683,0.17593644559383392,0.1792602837085724,0.16770558059215546,0.1948116272687912,0.23896117508411407,0.5860470533370972,0.1587420552968979,0.3370964825153351,0.2029775083065033
from,0.27839982509613037,0.2216118425130844,0.4069952368736267,0.20709487795829773,-0.01936490088701248,0.27473148703575134,0.4249346852302551,0.24181504547595978,0.4069952368736267,0.22002547979354858,0.17533692717552185,1.0,0.16943871974945068,0.19969791173934937
purgatory,0.19482144713401794,0.1537044495344162,0.2647497355937958,0.21839192509651184,0.06281166523694992,0.24722757935523987,0.2645772397518158,0.11228276044130325,0.2647497355937958,0.19428777694702148,0.45614710450172424,0.16943871974945068,0.9999999403953552,0.23922227323055267
(,0.2443375140428543,0.12928713858127594,0.30882009863853455,0.2931941747665405,0.0012731997994706035,0.2053273320198059,0.35032153129577637,0.14543579518795013,0.30882009863853455,0.17066511511802673,0.1606132984161377,0.25806233286857605,0.17145726084709167,0.40561532974243164
also,0.47919341921806335,0.22575727105140686,0.5348826050758362,0.26007214188575745,-0.0014726108638569713,0.2994879186153412,0.4924938678741455,0.31447261571884155,0.5348826050758362,0.275182843208313,0.1967705488204956,0.33783096075057983,0.23446044325828552,0.21848613023757935
attested,0.341671347618103,0.3498605787754059,0.2615404725074768,0.1184583455324173,-0.0024676264729350805,0.2122579962015152,0.368813157081604,0.19084444642066956,0.2615404725074768,0.15984906256198883,0.21156814694404602,0.24100089073181152,0.18364766240119934,0.15816816687583923
as,0.3923053741455078,0.26771461963653564,0.42092081904411316,0.24290816485881805,-0.05775856226682663,0.27022480964660645,0.3886612355709076,0.17608045041561127,0.42092081904411316,0.22831088304519653,0.18550077080726624,0.3251767158508301,0.2063038945198059,0.27043893933296204
'into,0.21359945833683014,0.12888149917125702,0.2269492745399475,0.2864505350589752,0.01096517127007246,0.18109257519245148,0.261676162481308,0.11101903766393661,0.2269492745399475,0.07433382421731949,0.1803877055644989,0.1804853230714798,0.2937549948692322,0.14387957751750946
heaven,0.26272085309028625,0.09913314133882523,0.23186542093753815,0.1553247570991516,0.1046588197350502,0.15550172328948975,0.19315502047538757,0.20552103221416473,0.23186542093753815,0.1952030509710312,0.5038031339645386,0.1793842762708664,0.43697404861450195,0.261896550655365
',0.22534559667110443,0.16590376198291779,0.34544456005096436,0.2784467935562134,0.07651367038488388,0.21113991737365723,0.39136970043182373,0.185092493891716,0.34544456005096436,0.16931761801242828,0.14486892521381378,0.20019984245300293,0.2100532203912735,0.330942302942276
),0.2457384318113327,0.10763072222471237,0.31236231327056885,0.2896868586540222,0.021107977256178856,0.20299458503723145,0.3680361211299896,0.16383083164691925,0.31236231327056885,0.2045097053050995,0.16469165682792664,0.2672361731529236,0.19624179601669312,0.42300865054130554
springs,0.15606722235679626,0.09505148231983185,0.2137940526008606,0.2250060886144638,0.0013089408166706562,0.24249649047851562,0.2518058717250824,0.11075923591852188,0.2137940526008606,0.13471603393554688,0.16949589550495148,0.20389872789382935,0.20531681180000305,0.0950024425983429
.,0.3541337847709656,0.2629062235355377,0.4645031690597534,0.30589956045150757,-0.003708066651597619,0.30024775862693787,0.5352458953857422,0.2570818066596985,0.4645031690597534,0.238864928483963,0.20873355865478516,0.41536515951156616,0.25153276324272156,0.4130953550338745
'',0.024401003494858742,-0.027733631432056427,-0.009905828163027763,-0.002202539471909404,-0.04859459400177002,0.03406435251235962,0.13035868108272552,0.05662612244486809,-0.009905828163027763,-0.018491532653570175,-0.02228221297264099,-0.011389154009521008,-0.014154287986457348,0.018684765323996544
