,abc,debuted,what,sports,program,on,april,29,",",1961,?
on,0.2862928807735443,0.3414226770401001,0.34226128458976746,0.16391423344612122,0.23327119648456573,0.9999999403953552,0.32559236884117126,0.29165905714035034,0.49057599902153015,0.03829694911837578,0.2714994251728058
april,0.1727592945098877,0.22098281979560852,0.21502700448036194,0.1216956302523613,0.16503140330314636,0.32559236884117126,0.9999999403953552,0.2695058584213257,0.4403347671031952,0.01217327918857336,0.25704094767570496
29,0.3330092430114746,0.35094600915908813,0.3355891704559326,0.3400580883026123,0.2569921612739563,0.29165905714035034,0.2695058584213257,1.0000001192092896,0.42877596616744995,0.03623494505882263,0.38368016481399536
",",0.2097204476594925,0.23864160478115082,0.3087472915649414,0.2693314254283905,0.17760658264160156,0.49057599902153015,0.4403347671031952,0.42877596616744995,1.0000001192092896,0.04366050660610199,0.31091248989105225
1961,0.031247682869434357,0.057838503271341324,-0.03442762792110443,-0.00213530077598989,0.0018750493181869388,0.03829694911837578,0.01217327918857336,0.03623494505882263,0.04366050660610199,1.0,0.009729373268783092
",",0.2097204476594925,0.23864160478115082,0.3087472915649414,0.2693314254283905,0.17760658264160156,0.49057599902153015,0.4403347671031952,0.42877596616744995,1.0000001192092896,0.04366050660610199,0.31091248989105225
abc,1.0000001192092896,0.27247121930122375,0.1317344456911087,0.20410163700580597,0.28949791193008423,0.2862928807735443,0.1727592945098877,0.3330092430114746,0.2097204476594925,0.031247682869434357,0.19065172970294952
debuted,0.27247121930122375,0.9999999403953552,0.08543460816144943,0.2194628268480301,0.22954562306404114,0.3414226770401001,0.22098281979560852,0.35094600915908813,0.23864160478115082,0.057838503271341324,0.12089905142784119
wide,0.23118868470191956,0.19818861782550812,0.22181174159049988,0.14713935554027557,0.17194755375385284,0.24492010474205017,0.1287188082933426,0.2749388813972473,0.2452421933412552,0.04145587235689163,0.12719376385211945
world,0.16711202263832092,0.25620898604393005,0.21669597923755646,0.14874304831027985,0.22900733351707458,0.22789059579372406,0.17246249318122864,0.31339773535728455,0.26091980934143066,0.13885091245174408,0.17579582333564758
of,0.14607268571853638,0.18094587326049805,0.33290785551071167,0.24392472207546234,0.17376001179218292,0.3966929316520691,0.18706536293029785,0.3091129958629608,0.4946078956127167,0.07470385730266571,0.1826142966747284
sports,0.20410163700580597,0.2194628268480301,0.13245077431201935,0.9999999403953552,0.189485102891922,0.16391423344612122,0.1216956302523613,0.3400580883026123,0.2693314254283905,-0.00213530077598989,0.04557104781270027
",",0.2097204476594925,0.23864160478115082,0.3087472915649414,0.2693314254283905,0.17760658264160156,0.49057599902153015,0.4403347671031952,0.42877596616744995,1.0000001192092896,0.04366050660610199,0.31091248989105225
an,0.16561369597911835,0.19938445091247559,0.2821882665157318,0.1218428686261177,0.2383636236190796,0.3192969560623169,0.1859140843153,0.25513577461242676,0.3581022024154663,-0.05315724387764931,0.19793890416622162
anthology,0.2907084822654724,0.3135775029659271,0.19700226187705994,0.19394385814666748,0.12369225919246674,0.2565416395664215,0.20730549097061157,0.2988145351409912,0.24864459037780762,-0.05226580426096916,0.18870647251605988
series,0.38518208265304565,0.2802524268627167,0.17328087985515594,0.19224469363689423,0.27202239632606506,0.23828625679016113,0.16046153008937836,0.31745773553848267,0.24060699343681335,0.060737282037734985,0.1709602326154709
created,0.1528254598379135,0.1979774832725525,0.20714101195335388,0.16660957038402557,0.22369033098220825,0.20446635782718658,0.249821737408638,0.2608245313167572,0.2755771577358246,0.05810170993208885,0.21177415549755096
by,0.17600902915000916,0.20822018384933472,0.2455483376979828,0.1928456425666809,0.19954828917980194,0.33887791633605957,0.17821475863456726,0.30067887902259827,0.3680937886238098,0.09517981112003326,0.17966607213020325
edgar,0.11655258387327194,0.18635055422782898,0.0794677659869194,0.11781612783670425,0.13594652712345123,0.16408516466617584,0.16586855053901672,0.2491072118282318,0.1992284506559372,0.017960485070943832,0.16689051687717438
scherick,0.22309133410453796,0.20310628414154053,0.23256906867027283,0.18120422959327698,0.24660393595695496,0.23911859095096588,0.2058592289686203,0.4021981954574585,0.32182905077934265,0.016623850911855698,0.15741397440433502
through,0.1861964464187622,0.17424945533275604,0.23167094588279724,0.14550940692424774,0.16882488131523132,0.32785001397132874,0.11646368354558945,0.26883000135421753,0.3060276508331299,-0.022213775664567947,0.16913433372974396
his,0.18588677048683167,0.21692512929439545,0.26976513862609863,0.12862628698349,0.13115361332893372,0.32064297795295715,0.289797842502594,0.3091575503349304,0.3378419280052185,0.021707458421587944,0.18075084686279297
company,0.16210390627384186,0.24551475048065186,0.2333769053220749,0.24411176145076752,0.17583197355270386,0.23664942383766174,0.20497600734233856,0.2591879069805145,0.2697763442993164,0.07963527739048004,0.12195809185504913
sports,0.20410163700580597,0.2194628268480301,0.13245077431201935,0.9999999403953552,0.189485102891922,0.16391423344612122,0.1216956302523613,0.3400580883026123,0.2693314254283905,-0.00213530077598989,0.04557104781270027
programs,0.3454950749874115,0.22259603440761566,0.23178155720233917,0.22642691433429718,0.7779488563537598,0.28622785210609436,0.14176419377326965,0.2855644226074219,0.21514803171157837,0.008185314945876598,0.16452431678771973
",",0.2097204476594925,0.23864160478115082,0.3087472915649414,0.2693314254283905,0.17760658264160156,0.49057599902153015,0.4403347671031952,0.42877596616744995,1.0000001192092896,0.04366050660610199,0.31091248989105225
inc.,0.1840439736843109,0.1455521285533905,0.2657894194126129,0.13630613684654236,0.16699235141277313,0.27102574706077576,0.22664110362529755,0.3783772587776184,0.3023558259010315,0.04758564010262489,0.2727344036102295
and,0.16453155875205994,0.17266049981117249,0.31309178471565247,0.2629663348197937,0.24895258247852325,0.4077630043029785,0.26820316910743713,0.4261225759983063,0.6633074283599854,0.07862084358930588,0.20544172823429108
produced,0.2414293736219406,0.3154149651527405,0.1393624097108841,0.13501565158367157,0.17649751901626587,0.18712371587753296,0.14502732455730438,0.25370514392852783,0.22260788083076477,-0.016086814925074577,0.1623450517654419
by,0.17600902915000916,0.20822018384933472,0.2455483376979828,0.1928456425666809,0.19954828917980194,0.33887791633605957,0.17821475863456726,0.30067887902259827,0.3680937886238098,0.09517981112003326,0.17966607213020325
a,0.21331243216991425,0.22790193557739258,0.3320399522781372,0.1933065801858902,0.2779408395290375,0.3848365545272827,0.23283809423446655,0.37316980957984924,0.427140474319458,0.003652953775599599,0.23916715383529663
young,0.15334759652614594,0.26599910855293274,0.18808799982070923,0.15911394357681274,0.22599460184574127,0.18606418371200562,0.14350102841854095,0.31463879346847534,0.2606840431690216,0.05036039650440216,0.14931946992874146
roone,0.30657878518104553,0.24319185316562653,0.17437835037708282,0.19914017617702484,0.1295146644115448,0.2232617884874344,0.22072511911392212,0.46692290902137756,0.28593817353248596,-0.03000965341925621,0.21176548302173615
arledge,0.31692740321159363,0.1941482424736023,0.3535206913948059,0.24245014786720276,0.27220121026039124,0.3104768395423889,0.17883530259132385,0.43512365221977234,0.38625943660736084,0.035493168979883194,0.30967646837234497
which,0.1991286277770996,0.17272479832172394,0.5261979103088379,0.16575658321380615,0.3116832673549652,0.4245251417160034,0.1368691474199295,0.3987823724746704,0.3658004403114319,0.061489176005125046,0.25814583897590637
featured,0.3030971884727478,0.4675739109516144,0.20330384373664856,0.14439845085144043,0.19331316649913788,0.38461124897003174,0.18420913815498352,0.3298398554325104,0.27189624309539795,-0.017622651532292366,0.2944096624851227
a,0.21331243216991425,0.22790193557739258,0.3320399522781372,0.1933065801858902,0.2779408395290375,0.3848365545272827,0.23283809423446655,0.37316980957984924,0.427140474319458,0.003652953775599599,0.23916715383529663
different,0.17467725276947021,0.18517562747001648,0.39262300729751587,0.17645448446273804,0.23791752755641937,0.3056946098804474,0.10700712352991104,0.3651140332221985,0.32220861315727234,0.012270328588783741,0.24476227164268494
sporting,0.2349877953529358,0.19385412335395813,0.13019490242004395,0.6427491307258606,0.2241521179676056,0.1444142907857895,0.13274197280406952,0.4434511065483093,0.2571864128112793,0.021108468994498253,0.14904242753982544
event,0.17161907255649567,0.2394421249628067,0.26981404423713684,0.2849807143211365,0.22498780488967896,0.21758322417736053,0.18597881495952606,0.255500465631485,0.22701776027679443,0.01073832530528307,0.16076280176639557
each,0.14316539466381073,0.18718792498111725,0.3353266417980194,0.12990689277648926,0.24561364948749542,0.30782750248908997,0.07222391664981842,0.3411202132701874,0.207483172416687,0.0700303465127945,0.21173812448978424
broadcast,0.4876510202884674,0.35800012946128845,0.17857211828231812,0.2826615273952484,0.42520272731781006,0.2845228910446167,0.2706514000892639,0.254756897687912,0.24917922914028168,0.056668784469366074,0.15760008990764618
.,0.2567209303379059,0.2639025151729584,0.3567904531955719,0.25474128127098083,0.18964338302612305,0.49257001280784607,0.32346561551094055,0.4718709886074066,0.6812511086463928,-0.015748420730233192,0.4130953550338745
