,what,type,of,defense,is,sometimes,used,in,court,by,protestors,?
likewise,0.3193172216415405,0.15342079102993011,0.349119633436203,0.15987302362918854,0.26193881034851074,0.3824387490749359,0.2791842222213745,0.18685407936573029,0.1234985738992691,0.21795833110809326,0.19537007808685303,0.2001093626022339
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.21538467705249786,0.4691906273365021,0.26600122451782227,0.3120402991771698,0.5201468467712402,0.24410836398601532,0.3680937886238098,0.26103949546813965,0.31091248989105225
when,0.4700249433517456,0.17292563617229462,0.3757161796092987,0.2290624976158142,0.3471449911594391,0.412046879529953,0.3272556662559509,0.4431333839893341,0.23927445709705353,0.4376842677593231,0.214182049036026,0.22841128706932068
carter,0.17809826135635376,0.04149504378437996,0.23962539434432983,0.19492113590240479,0.18505997955799103,0.10718424618244171,0.10770998895168304,0.2451762855052948,0.1829007863998413,0.1793212592601776,0.1442919671535492,0.20647595822811127
wentworth,0.17749226093292236,0.09495259821414948,0.24693390727043152,0.14286157488822937,0.18443500995635986,0.12389697134494781,0.06754578649997711,0.25433656573295593,0.25094354152679443,0.2169555276632309,0.20558759570121765,0.2274586409330368
was,0.22111038863658905,0.14348182082176208,0.4069072902202606,0.2295428365468979,0.5810302495956421,0.20651423931121826,0.23679393529891968,0.45514053106307983,0.2737988233566284,0.4752357602119446,0.27480509877204895,0.18412111699581146
charged,0.191240593791008,0.14220182597637177,0.21960902214050293,0.2680061459541321,0.13393916189670563,0.16877657175064087,0.18037518858909607,0.20106644928455353,0.2695888578891754,0.2661855220794678,0.27588629722595215,0.1305682212114334
for,0.3017193675041199,0.20848464965820312,0.4185989499092102,0.2780293822288513,0.43268078565597534,0.28293126821517944,0.4236139953136444,0.4322226941585541,0.21894486248493195,0.3248702883720398,0.1676768958568573,0.264628142118454
his,0.26976513862609863,0.0908033698797226,0.38364991545677185,0.22809889912605286,0.24372583627700806,0.1898796707391739,0.20492680370807648,0.3598145842552185,0.25545522570610046,0.3107621967792511,0.2406867891550064,0.18075084686279297
role,0.22614215314388275,0.10526427626609802,0.1797693818807602,0.1823660433292389,0.20847192406654358,0.10852987319231033,0.13835081458091736,0.243671715259552,0.12208595871925354,0.20783835649490356,0.13302001357078552,0.18676944077014923
in,0.30808621644973755,0.20604541897773743,0.5696388483047485,0.20235490798950195,0.5394441485404968,0.31462913751602173,0.3090210556983948,1.0,0.2793687880039215,0.370934396982193,0.26853522658348083,0.20430970191955566
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.2604767382144928,0.5823672413825989,0.35816407203674316,0.3718377649784088,0.6662389636039734,0.2812081575393677,0.4408751428127289,0.26876604557037354,0.22068053483963013
clamshell,0.2240048348903656,0.31807422637939453,0.20665110647678375,0.14490768313407898,0.27011099457740784,0.2932019531726837,0.32052987813949585,0.20812436938285828,0.0897911936044693,0.17547008395195007,0.1823650449514389,0.2212703973054886
alliance,0.10533159971237183,0.11193283647298813,0.23659467697143555,0.21287867426872253,0.14165513217449188,0.13393104076385498,0.13868549466133118,0.1712876558303833,0.18279778957366943,0.1681973785161972,0.26225873827934265,0.09356802701950073
's,0.02692362666130066,0.05257158726453781,-0.03817026689648628,-0.14857901632785797,0.02396530658006668,0.018931861966848373,0.00600846204906702,-0.037580832839012146,-0.0831713154911995,-0.010884488001465797,0.031343113631010056,-0.023395681753754616
1977,-0.14419497549533844,-0.01163104921579361,0.09827802330255508,-0.027405470609664917,0.0005571328802034259,-0.0007503314409404993,0.009470384567975998,0.09717167168855667,-0.01427706703543663,0.053548846393823624,0.0643419399857521,-0.059247612953186035
illegal,0.21956031024456024,0.1518467217683792,0.19375135004520416,0.15586237609386444,0.17237605154514313,0.2879631817340851,0.3367827534675598,0.21311107277870178,0.2832370102405548,0.2568390667438507,0.3086395561695099,0.1562941074371338
occupation,0.1860596090555191,0.12524938583374023,0.24415746331214905,0.1797402948141098,0.1461997777223587,0.11783571541309357,0.1999431848526001,0.1896161586046219,0.1872725784778595,0.18450988829135895,0.15492090582847595,0.13284437358379364
of,0.33290785551071167,0.18112817406654358,1.0,0.27720823884010315,0.4854315221309662,0.296434611082077,0.3075267970561981,0.5696388483047485,0.28835242986679077,0.3646814823150635,0.251935213804245,0.1826142966747284
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.2604767382144928,0.5823672413825989,0.35816407203674316,0.3718377649784088,0.6662389636039734,0.2812081575393677,0.4408751428127289,0.26876604557037354,0.22068053483963013
seabrook,0.10976500064134598,0.12546084821224213,0.2053503543138504,0.20530478656291962,0.20805908739566803,0.15195795893669128,0.13831785321235657,0.29339417815208435,0.1520867645740509,0.20213083922863007,0.17069551348686218,0.13485662639141083
station,0.1613752841949463,0.1313224881887436,0.17394597828388214,0.1497311145067215,0.19625909626483917,0.1247725561261177,0.1849440336227417,0.21784305572509766,0.23476606607437134,0.16572362184524536,0.22180333733558655,0.12574981153011322
nuclear,0.23862333595752716,0.14294838905334473,0.2591283917427063,0.2413257211446762,0.20016400516033173,0.18062780797481537,0.1891578882932663,0.2580479681491852,0.15339484810829163,0.1500622183084488,0.3113477826118469,0.1865687519311905
power,0.22216427326202393,0.09106644988059998,0.25273123383522034,0.18622329831123352,0.15234114229679108,0.21766877174377441,0.21249571442604065,0.16666220128536224,0.27732205390930176,0.21582826972007751,0.23991994559764862,0.15304024517536163
plant,0.23371253907680511,0.1931861788034439,0.26645857095718384,0.1354578286409378,0.2497083991765976,0.20556187629699707,0.2594970166683197,0.2597269117832184,0.10549966245889664,0.20213352143764496,0.17141051590442657,0.16613075137138367
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.21538467705249786,0.4691906273365021,0.26600122451782227,0.3120402991771698,0.5201468467712402,0.24410836398601532,0.3680937886238098,0.26103949546813965,0.31091248989105225
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.2604767382144928,0.5823672413825989,0.35816407203674316,0.3718377649784088,0.6662389636039734,0.2812081575393677,0.4408751428127289,0.26876604557037354,0.22068053483963013
