,what,one,point,was,not,agreed,on,that,was,dear,to,luther,?
agreement,0.2851087749004364,0.2460959255695343,0.17294743657112122,0.23975293338298798,0.2792661786079407,0.6330705285072327,0.22078442573547363,0.3057451844215393,0.23975293338298798,0.16182024776935577,0.2757699489593506,0.18261942267417908,0.15830197930335999
was,0.22111038863658905,0.3752199709415436,0.17757032811641693,1.0000001192092896,0.2888734042644501,0.2848299443721771,0.3909217119216919,0.33670201897621155,1.0000001192092896,0.18208804726600647,0.3636345863342285,0.19185513257980347,0.18412111699581146
achieved,0.1794850081205368,0.28541597723960876,0.24301764369010925,0.28734347224235535,0.25023210048675537,0.18847396969795227,0.18851134181022644,0.2204235941171646,0.28734347224235535,0.066057950258255,0.23572973906993866,0.09323478490114212,0.17008265852928162
on,0.34226128458976746,0.3601475656032562,0.24115808308124542,0.3909217119216919,0.3516409695148468,0.2566361725330353,0.9999999403953552,0.42569106817245483,0.3909217119216919,0.19396311044692993,0.41031414270401,0.19090485572814941,0.2714994251728058
fourteen,0.12124263495206833,0.42295998334884644,0.1493580937385559,0.31061333417892456,0.19121479988098145,0.1961929053068161,0.31050217151641846,0.24979908764362335,0.31061333417892456,0.13932840526103973,0.2440197914838791,0.1107565239071846,0.10843432694673538
points,0.2184005230665207,0.26804319024086,0.6436578035354614,0.13673242926597595,0.2428019642829895,0.2061152309179306,0.1853724867105484,0.2772720456123352,0.13673242926597595,0.14038307964801788,0.2551480233669281,0.15558326244354248,0.11006313562393188
out,0.3633197546005249,0.3521561622619629,0.2313540279865265,0.28168347477912903,0.33352673053741455,0.22873644530773163,0.39060163497924805,0.43996092677116394,0.28168347477912903,0.20976008474826813,0.42386990785598755,0.1738509088754654,0.22020699083805084
of,0.33290785551071167,0.4999135136604309,0.269877165555954,0.4069072902202606,0.3307090103626251,0.24395716190338135,0.3966929316520691,0.41498205065727234,0.4069072902202606,0.16952428221702576,0.41548454761505127,0.1719115972518921,0.1826142966747284
fifteen,0.1279425173997879,0.46066203713417053,0.08367451280355453,0.28504061698913574,0.2244606912136078,0.22771839797496796,0.2679060101509094,0.21524424850940704,0.28504061698913574,0.07409828901290894,0.25730863213539124,0.08075285702943802,0.14574173092842102
",",0.3087472915649414,0.3696635365486145,0.28971099853515625,0.45456063747406006,0.3769696354866028,0.27350708842277527,0.49057599902153015,0.4137537479400635,0.45456063747406006,0.2898939847946167,0.44245919585227966,0.23255878686904907,0.31091248989105225
the,0.42745697498321533,0.5514441132545471,0.3084787130355835,0.48711544275283813,0.4310511648654938,0.24722334742546082,0.5107308030128479,0.5473989248275757,0.48711544275283813,0.1692834198474884,0.535392165184021,0.1759674996137619,0.22068053483963013
exception,0.2586587369441986,0.3966387212276459,0.26691731810569763,0.22176820039749146,0.4452991485595703,0.21193130314350128,0.25334203243255615,0.3480917811393738,0.22176820039749146,0.07389163970947266,0.24867789447307587,0.08314447104930878,0.2036404013633728
being,0.3760843276977539,0.42188695073127747,0.2252061814069748,0.5201660394668579,0.4366016089916229,0.22046422958374023,0.3119087219238281,0.46201252937316895,0.5201660394668579,0.20590847730636597,0.4514104127883911,0.17804069817066193,0.26743772625923157
the,0.42745697498321533,0.5514441132545471,0.3084787130355835,0.48711544275283813,0.4310511648654938,0.24722334742546082,0.5107308030128479,0.5473989248275757,0.48711544275283813,0.1692834198474884,0.535392165184021,0.1759674996137619,0.22068053483963013
nature,0.2566179633140564,0.2254805713891983,0.23705360293388367,0.16693586111068726,0.2522481083869934,0.13831843435764313,0.21576794981956482,0.3041963577270508,0.16693586111068726,0.2018771469593048,0.2702313959598541,0.146257683634758,0.17397694289684296
of,0.33290785551071167,0.4999135136604309,0.269877165555954,0.4069072902202606,0.3307090103626251,0.24395716190338135,0.3966929316520691,0.41498205065727234,0.4069072902202606,0.16952428221702576,0.41548454761505127,0.1719115972518921,0.1826142966747284
the,0.42745697498321533,0.5514441132545471,0.3084787130355835,0.48711544275283813,0.4310511648654938,0.24722334742546082,0.5107308030128479,0.5473989248275757,0.48711544275283813,0.1692834198474884,0.535392165184021,0.1759674996137619,0.22068053483963013
