,when,did,sunday,night,football,premiere,on,nbc,?
in,0.4431333839893341,0.2593238651752472,0.20307813584804535,0.24847309291362762,0.2378888875246048,0.2663755416870117,0.46853652596473694,0.19303210079669952,0.20430970191955566
1970,-0.0318862646818161,0.019275525584816933,0.034167759120464325,0.015164341777563095,0.016656825318932533,-0.049571819603443146,-0.04453150928020477,0.02219369076192379,-0.007446378003805876
",",0.36674630641937256,0.3015086054801941,0.3039189875125885,0.24717365205287933,0.25483596324920654,0.24541258811950684,0.49057599902153015,0.17508727312088013,0.31091248989105225
abc,0.13294127583503723,0.13353709876537323,0.29011502861976624,0.21145369112491608,0.17121970653533936,0.36639007925987244,0.2862928807735443,0.63486248254776,0.19065172970294952
debuted,0.16806688904762268,0.19454216957092285,0.2930837869644165,0.2687590420246124,0.1971091479063034,0.39742955565452576,0.3414226770401001,0.2740643620491028,0.12089905142784119
monday,0.24647113680839539,0.17025557160377502,0.7889693379402161,0.42339426279067993,0.22461774945259094,0.35536515712738037,0.35309505462646484,0.35062921047210693,0.21348176896572113
night,0.23696854710578918,0.22770699858665466,0.37626081705093384,0.9999998807907104,0.12548060715198517,0.3041761517524719,0.28230446577072144,0.32385551929473877,0.13794848322868347
football,0.17074745893478394,0.1318265050649643,0.19838649034500122,0.12548060715198517,0.9999999403953552,0.17492753267288208,0.18135613203048706,0.18975673615932465,0.14957410097122192
as,0.4437963366508484,0.3596470057964325,0.18491682410240173,0.1724044382572174,0.17312440276145935,0.18838272988796234,0.36047765612602234,0.25748270750045776,0.27043893933296204
part,0.35435768961906433,0.23558001220226288,0.1803709715604782,0.16764262318611145,0.1834224909543991,0.17733947932720184,0.3598494827747345,0.12602923810482025,0.08557961881160736
of,0.3757161796092987,0.2513895630836487,0.13926826417446136,0.19958451390266418,0.2184123694896698,0.1671772003173828,0.3966929316520691,0.12012486904859543,0.1826142966747284
its,0.34032323956489563,0.19922670722007751,0.14083854854106903,0.21172314882278442,0.13360072672367096,0.25219064950942993,0.34331920742988586,0.2153240293264389,0.15103481709957123
monday,0.24647113680839539,0.17025557160377502,0.7889693379402161,0.42339426279067993,0.22461774945259094,0.35536515712738037,0.35309505462646484,0.35062921047210693,0.21348176896572113
prime,0.1445009857416153,0.15196266770362854,0.20714670419692993,0.11436092853546143,0.20983277261257172,0.16958533227443695,0.17189912497997284,0.11473087966442108,0.11276303976774216
time,0.4363728165626526,0.3567926585674286,0.2897907495498657,0.3131670653820038,0.13766008615493774,0.21276147663593292,0.30044233798980713,0.22240734100341797,0.27391523122787476
schedule,0.24275629222393036,0.2402072250843048,0.249436616897583,0.3361392319202423,0.09571406245231628,0.2852223217487335,0.3058472275733948,0.2417149692773819,0.16743622720241547
;,0.022927695885300636,0.10727239400148392,-0.02411799319088459,0.04077698662877083,0.030621366575360298,0.05253439396619797,-0.017878999933600426,0.0018856596434488893,0.10349778085947037
the,0.5091903209686279,0.34736719727516174,0.21692955493927002,0.2817382514476776,0.18794101476669312,0.26663899421691895,0.5107308030128479,0.20618264377117157,0.22068053483963013
program,0.2301054745912552,0.18915289640426636,0.19545039534568787,0.21970747411251068,0.11330968886613846,0.2547781765460968,0.23327119648456573,0.3746427595615387,0.1440187245607376
became,0.32363733649253845,0.3632316589355469,0.15527163445949554,0.16942071914672852,0.19428984820842743,0.2103041112422943,0.19448097050189972,0.19681501388549805,0.11374033987522125
a,0.44397395849227905,0.2552328109741211,0.20919300615787506,0.23192226886749268,0.20103967189788818,0.15134891867637634,0.3848365545272827,0.1700000911951065,0.23916715383529663
