,what,did,lane,and,vail,finance,?
after,0.21973377466201782,0.30330467224121094,0.14031274616718292,0.3765919506549835,0.1424887627363205,0.20892125368118286,0.16608688235282898
leaving,0.2528557777404785,0.26762503385543823,0.2319868952035904,0.31990569829940796,0.0952230915427208,0.15442387759685516,0.11571593582630157
edison,0.15105706453323364,0.1372239738702774,0.22478559613227844,0.13864636421203613,0.27065393328666687,0.11920341104269028,0.10244420915842056
's,0.02692362666130066,0.05069678649306297,0.097136490046978,0.06895173341035843,0.03949283808469772,0.051388636231422424,-0.023395681753754616
company,0.2333769053220749,0.16800642013549805,0.1588728427886963,0.23788511753082275,0.13931463658809662,0.33325669169425964,0.12195809185504913
tesla,0.23221199214458466,0.09757418930530548,0.16600798070430756,0.19560420513153076,0.22038593888282776,0.18976029753684998,0.10250775516033173
partnered,0.05339338257908821,0.125213623046875,0.1272650510072708,0.2471003383398056,0.2019662857055664,0.23094595968723297,0.15653236210346222
with,0.2464839518070221,0.25472134351730347,0.16943670809268951,0.5477725267410278,0.1908775418996811,0.17615559697151184,0.2433311939239502
two,0.23363454639911652,0.2755576968193054,0.21583957970142365,0.4671151638031006,0.05547294765710831,0.10413461178541183,0.19645625352859497
businessmen,0.21677884459495544,0.30523473024368286,0.21101169288158417,0.3280658423900604,0.19084154069423676,0.47472259402275085,0.15025284886360168
in,0.30808621644973755,0.2593238651752472,0.16843415796756744,0.4954058527946472,0.2166866809129715,0.24185222387313843,0.20430970191955566
1886,0.17057421803474426,0.1467389464378357,-0.015801459550857544,0.0749865472316742,0.01923927664756775,0.22972863912582397,0.15507127344608307
",",0.3087472915649414,0.3015086054801941,0.22369475662708282,0.6633074283599854,0.23077400028705597,0.26938337087631226,0.31091248989105225
robert,0.1948658525943756,0.16245460510253906,0.17730827629566193,0.21826715767383575,0.27595680952072144,0.2181374579668045,0.11293095350265503
lane,0.1767110675573349,0.14061620831489563,1.0,0.28166595101356506,0.23979733884334564,0.13618983328342438,0.12951500713825226
and,0.31309178471565247,0.34479495882987976,0.28166595101356506,1.0,0.24136267602443695,0.26582831144332886,0.20544172823429108
benjamin,0.18476101756095886,0.1405869424343109,0.24054008722305298,0.2318885326385498,0.2813383638858795,0.21583174169063568,0.20336422324180603
vail,0.14698028564453125,0.1433091163635254,0.23979733884334564,0.24136267602443695,1.0,0.22396792471408844,0.08528917282819748
",",0.3087472915649414,0.3015086054801941,0.22369475662708282,0.6633074283599854,0.23077400028705597,0.26938337087631226,0.31091248989105225
who,0.40942975878715515,0.34038686752319336,0.16658775508403778,0.41279885172843933,0.22504176199436188,0.20219723880290985,0.26220351457595825
agreed,0.3416297733783722,0.47254884243011475,0.18007081747055054,0.2597125470638275,0.08640611916780472,0.25669872760772705,0.21258382499217987
to,0.455847829580307,0.4452643394470215,0.20980419218540192,0.48971283435821533,0.22075794637203217,0.24419264495372772,0.29463258385658264
finance,0.20704226195812225,0.17958222329616547,0.13618983328342438,0.26582831144332886,0.22396792471408844,1.0,0.1273542046546936
an,0.2821882665157318,0.22598257660865784,0.18853969871997833,0.2838519215583801,0.13515342772006989,0.136879101395607,0.19793890416622162
electric,0.15451551973819733,0.12459144741296768,0.15933482348918915,0.212884783744812,0.2582438290119171,0.1755230575799942,0.15674720704555511
lighting,0.2408788651227951,0.19960185885429382,0.25212952494621277,0.2494337558746338,0.2492300271987915,0.21899336576461792,0.13502714037895203
company,0.2333769053220749,0.16800642013549805,0.1588728427886963,0.23788511753082275,0.13931463658809662,0.33325669169425964,0.12195809185504913
in,0.30808621644973755,0.2593238651752472,0.16843415796756744,0.4954058527946472,0.2166866809129715,0.24185222387313843,0.20430970191955566
tesla,0.23221199214458466,0.09757418930530548,0.16600798070430756,0.19560420513153076,0.22038593888282776,0.18976029753684998,0.10250775516033173
's,0.02692362666130066,0.05069678649306297,0.097136490046978,0.06895173341035843,0.03949283808469772,0.051388636231422424,-0.023395681753754616
name,0.18623162806034088,0.17557460069656372,0.15029336512088776,0.21235932409763336,0.09137997031211853,0.178316131234169,0.15381577610969543
",",0.3087472915649414,0.3015086054801941,0.22369475662708282,0.6633074283599854,0.23077400028705597,0.26938337087631226,0.31091248989105225
tesla,0.23221199214458466,0.09757418930530548,0.16600798070430756,0.19560420513153076,0.22038593888282776,0.18976029753684998,0.10250775516033173
electric,0.15451551973819733,0.12459144741296768,0.15933482348918915,0.212884783744812,0.2582438290119171,0.1755230575799942,0.15674720704555511
light,0.22953972220420837,0.18105649948120117,0.19460947811603546,0.20458035171031952,0.16788411140441895,0.10204030573368073,0.17429810762405396
&,0.11141876131296158,0.160298690199852,0.21265295147895813,0.34093084931373596,0.12503387033939362,0.19465816020965576,0.12596383690834045
manufacturing,0.1945977807044983,0.16252703964710236,0.107968270778656,0.26176297664642334,0.21174515783786774,0.43390727043151855,0.11596895009279251
.,0.3567904531955719,0.35288307070732117,0.23857764899730682,0.588965117931366,0.24517664313316345,0.29448971152305603,0.4130953550338745
