,what,book,did,luther,translate,into,german,at,this,time,?
during,0.24137552082538605,0.17538011074066162,0.30679523944854736,0.18200165033340454,0.13036155700683594,0.2686498165130615,0.1725500375032425,0.372769296169281,0.34351885318756104,0.49996283650398254,0.1325719803571701
his,0.26976513862609863,0.2672714293003082,0.3546801507472992,0.27093374729156494,0.17881518602371216,0.22944098711013794,0.23102504014968872,0.27659502625465393,0.3549620509147644,0.3553589880466461,0.18075084686279297
stay,0.30565327405929565,0.1519799679517746,0.2606133222579956,0.11413814127445221,0.1652098447084427,0.16496725380420685,0.13326166570186615,0.23286797106266022,0.3130773603916168,0.33410272002220154,0.22141321003437042
at,0.2838611304759979,0.11692723631858826,0.28390252590179443,0.13834704458713531,0.17798025906085968,0.2095452845096588,0.13090145587921143,1.0,0.32544323801994324,0.3956010341644287,0.21978627145290375
wartburg,0.2026740461587906,0.2229316383600235,0.18038849532604218,0.4354442358016968,0.09506828337907791,0.1716507375240326,0.374780535697937,0.22739239037036896,0.25900766253471375,0.18456241488456726,0.1284676045179367
",",0.3087472915649414,0.23644568026065826,0.3015086054801941,0.23255878686904907,0.2661897838115692,0.2826121151447296,0.2478695809841156,0.38314947485923767,0.4316047728061676,0.3029961884021759,0.31091248989105225
which,0.5261979103088379,0.24807968735694885,0.2750149369239807,0.17501473426818848,0.2956462502479553,0.4405161738395691,0.1845671534538269,0.3286694884300232,0.6719430088996887,0.325231671333313,0.25814583897590637
he,0.3114890456199646,0.2191331684589386,0.3292143940925598,0.2454872578382492,0.15745095908641815,0.2263432741165161,0.23940125107765198,0.3280475437641144,0.3176022469997406,0.37626320123672485,0.2089974731206894
referred,0.16724665462970734,0.1303700953722,0.1661432683467865,0.04531648010015488,0.22448699176311493,0.1460561603307724,0.11902565509080887,0.1669532209634781,0.23182228207588196,0.12759369611740112,0.06677805632352829
to,0.455847829580307,0.20275522768497467,0.4452643394470215,0.18029534816741943,0.23552121222019196,0.38810545206069946,0.15143753588199615,0.36524343490600586,0.5759071707725525,0.3679993152618408,0.29463258385658264
as,0.31749409437179565,0.23037776350975037,0.3596470057964325,0.20242992043495178,0.22188273072242737,0.24094121158123016,0.18164515495300293,0.28092536330223083,0.43993282318115234,0.3239102065563202,0.27043893933296204
``,0.008517155423760414,-0.031511686742305756,-0.029888948425650597,-0.013964727520942688,0.04206148907542229,0.02736244536936283,-0.02308773063123226,-0.07642947137355804,0.09380315989255905,0.041467953473329544,0.0685480609536171
my,0.3588488698005676,0.23654894530773163,0.2537900507450104,0.2192668318748474,0.29495057463645935,0.15561453998088837,0.13241595029830933,0.20501627027988434,0.3452831208705902,0.2625707983970642,0.4195883572101593
patmos,0.31069689989089966,0.3273732662200928,0.21860384941101074,0.2399594634771347,0.1609901785850525,0.1219220831990242,0.16546647250652313,0.22708766162395477,0.17058099806308746,0.19184289872646332,0.20310913026332855
'',0.08143015950918198,0.0007793467375449836,0.01978493109345436,-0.04572787508368492,0.02411484345793724,-0.043979667127132416,-0.04090436175465584,0.04379578307271004,0.015337302349507809,-0.01899585872888565,0.018684765323996544
",",0.3087472915649414,0.23644568026065826,0.3015086054801941,0.23255878686904907,0.2661897838115692,0.2826121151447296,0.2478695809841156,0.38314947485923767,0.4316047728061676,0.3029961884021759,0.31091248989105225
luther,0.2134782373905182,0.2606102228164673,0.23667675256729126,1.0,0.1278531700372696,0.12939998507499695,0.28169330954551697,0.13834704458713531,0.17328955233097076,0.17623016238212585,0.1732746809720993
translated,0.1382400244474411,0.42750415205955505,0.10651271790266037,0.13659462332725525,0.8719694018363953,0.35858839750289917,0.2219274789094925,0.12617501616477966,0.22589680552482605,0.15222305059432983,0.16961964964866638
the,0.42745697498321533,0.2652374505996704,0.34736719727516174,0.1759674996137619,0.2516770362854004,0.39493247866630554,0.256483793258667,0.457212895154953,0.6274310946464539,0.43061500787734985,0.22068053483963013
new,0.2130378633737564,0.1658298671245575,0.227974995970726,0.14555130898952484,0.1675843447446823,0.2611604928970337,0.20146939158439636,0.1898733228445053,0.3234144449234009,0.2320125252008438,0.14782847464084625
testament,0.24230371415615082,0.46558672189712524,0.20634683966636658,0.350544273853302,0.3509696125984192,0.1400766670703888,0.2479895055294037,0.09838169813156128,0.19034048914909363,0.15861764550209045,0.19962608814239502
from,0.2737620174884796,0.1578967273235321,0.20248863101005554,0.10716932266950607,0.16973809897899628,0.3410196900367737,0.18661607801914215,0.3447161316871643,0.3469814360141754,0.2964353561401367,0.19969791173934937
