,what,british,cultural,trend,during,the,georgian,is,linked,to,design,during,the,same,period,?
in,0.30808621644973755,0.23084034025669098,0.2409708946943283,0.19545964896678925,0.4627237319946289,0.6662389636039734,0.14640694856643677,0.5394441485404968,0.21849478781223297,0.45010748505592346,0.21856798231601715,0.4627237319946289,0.6662389636039734,0.3692481815814972,0.23051127791404724,0.20430970191955566
the,0.42745697498321533,0.28973397612571716,0.23337452113628387,0.23692767322063446,0.4838213622570038,1.0,0.21775341033935547,0.5823672413825989,0.2907569110393524,0.535392165184021,0.27913451194763184,0.4838213622570038,1.0,0.4583131968975067,0.3125074505805969,0.22068053483963013
georgian,0.1717107594013214,0.24740001559257507,0.19836284220218658,0.13587698340415955,0.18158972263336182,0.21775341033935547,1.0,0.14462630450725555,0.031150801107287407,0.13666412234306335,0.22031305730342865,0.18158972263336182,0.21775341033935547,0.11883723735809326,0.17143064737319946,0.11820681393146515
age,0.1895245760679245,0.1263081282377243,0.1536797434091568,0.19160790741443634,0.27434083819389343,0.24711290001869202,0.139257550239563,0.17962174117565155,0.09579215198755264,0.23830388486385345,0.08152730017900467,0.27434083819389343,0.24711290001869202,0.2179875522851944,0.3056888282299042,0.16859300434589386
there,0.35085538029670715,0.15690313279628754,0.20389021933078766,0.151786208152771,0.31077060103416443,0.47025805711746216,0.15298037230968475,0.3904260993003845,0.3104358911514282,0.40669289231300354,0.17082835733890533,0.31077060103416443,0.47025805711746216,0.32608798146247864,0.24570882320404053,0.29405656456947327
was,0.22111038863658905,0.31934812664985657,0.18866337835788727,0.19481132924556732,0.4470829963684082,0.48711544275283813,0.2014983743429184,0.5810302495956421,0.16907820105552673,0.3636345863342285,0.2780803442001343,0.4470829963684082,0.48711544275283813,0.27172183990478516,0.2820133864879608,0.18412111699581146
increasing,0.2066856026649475,0.15466909110546112,0.2584421634674072,0.41171765327453613,0.23240254819393158,0.34958165884017944,0.07023751735687256,0.21545660495758057,0.27398917078971863,0.35017409920692444,0.25607722997665405,0.23240254819393158,0.34958165884017944,0.2552787661552429,0.1782686710357666,0.0681626945734024
emphasis,0.2812975347042084,0.08477059751749039,0.30324608087539673,0.2573293447494507,0.16097843647003174,0.19833582639694214,0.16076862812042236,0.18040892481803894,0.2702224552631378,0.22717075049877167,0.2341717779636383,0.16097843647003174,0.19833582639694214,0.2172016054391861,0.22244378924369812,0.2750280499458313
on,0.34226128458976746,0.19917237758636475,0.17277537286281586,0.22652873396873474,0.3347817361354828,0.5107308030128479,0.14290441572666168,0.3635730445384979,0.2558860778808594,0.41031414270401,0.21461689472198486,0.3347817361354828,0.5107308030128479,0.39247995615005493,0.16633686423301697,0.2714994251728058
entertainment,0.21648827195167542,0.1737978607416153,0.18775758147239685,0.17522969841957092,0.22966264188289642,0.19077853858470917,0.16467629373073578,0.15301001071929932,0.13148781657218933,0.19109371304512024,0.17577379941940308,0.22966264188289642,0.19077853858470917,0.14631560444831848,0.10795873403549194,0.11855241656303406
and,0.31309178471565247,0.325880765914917,0.28489047288894653,0.24407464265823364,0.36462149024009705,0.5171257257461548,0.1900579184293747,0.3859752118587494,0.2486010193824768,0.48971283435821533,0.21815341711044312,0.36462149024009705,0.5171257257461548,0.3205644488334656,0.23878438770771027,0.20544172823429108
leisure,0.1345023810863495,0.13431480526924133,0.30620747804641724,0.192661315202713,0.19639244675636292,0.21807710826396942,0.08042026311159134,0.19701120257377625,0.2012804001569748,0.253059446811676,0.25650227069854736,0.19639244675636292,0.21807710826396942,0.17211174964904785,0.189906507730484,0.1190187856554985
.,0.3567904531955719,0.23159366846084595,0.18655544519424438,0.23819147050380707,0.3485563397407532,0.5934505462646484,0.22068770229816437,0.4569662809371948,0.23676274716854095,0.4645031690597534,0.24995818734169006,0.3485563397407532,0.5934505462646484,0.3682591915130615,0.2575049102306366,0.4130953550338745
,what,british,cultural,trend,during,the,georgian,is,linked,to,design,during,the,same,period,?
for,0.3017193675041199,0.1970057189464569,0.25172704458236694,0.21257634460926056,0.3448435664176941,0.4739971458911896,0.12981043756008148,0.43268078565597534,0.2597196102142334,0.4451248347759247,0.2477298229932785,0.3448435664176941,0.4739971458911896,0.31941699981689453,0.27999383211135864,0.264628142118454
instance,0.3862040638923645,0.17740127444267273,0.24157100915908813,0.24064645171165466,0.17926201224327087,0.3539782464504242,0.14727181196212769,0.33154773712158203,0.3318972885608673,0.3533851206302643,0.19959582388401031,0.17926201224327087,0.3539782464504242,0.34104618430137634,0.23390796780586243,0.30205854773521423
",",0.3087472915649414,0.25734075903892517,0.24125681817531586,0.2384498566389084,0.3225448727607727,0.4933079481124878,0.2587116062641144,0.4691906273365021,0.24692510068416595,0.44245919585227966,0.19350415468215942,0.3225448727607727,0.4933079481124878,0.3207721710205078,0.25030651688575745,0.31091248989105225
design,0.23893405497074127,0.11806461215019226,0.1955176442861557,0.28951913118362427,0.12925274670124054,0.27913451194763184,0.22031305730342865,0.18976035714149475,0.21950507164001465,0.26415011286735535,1.0000001192092896,0.12925274670124054,0.27913451194763184,0.21357865631580353,0.12528832256793976,0.16351860761642456
in,0.30808621644973755,0.23084034025669098,0.2409708946943283,0.19545964896678925,0.4627237319946289,0.6662389636039734,0.14640694856643677,0.5394441485404968,0.21849478781223297,0.45010748505592346,0.21856798231601715,0.4627237319946289,0.6662389636039734,0.3692481815814972,0.23051127791404724,0.20430970191955566
the,0.42745697498321533,0.28973397612571716,0.23337452113628387,0.23692767322063446,0.4838213622570038,1.0,0.21775341033935547,0.5823672413825989,0.2907569110393524,0.535392165184021,0.27913451194763184,0.4838213622570038,1.0,0.4583131968975067,0.3125074505805969,0.22068053483963013
tudor,0.13296732306480408,0.2847956120967865,0.21800316870212555,0.1544942706823349,0.2658565044403076,0.2532430589199066,0.35353609919548035,0.1649904102087021,0.17228156328201294,0.21099969744682312,0.1970621794462204,0.2658565044403076,0.2532430589199066,0.15008695423603058,0.2818785011768341,0.20073886215686798
period,0.24507179856300354,0.17431984841823578,0.16416679322719574,0.24038900434970856,0.5020045042037964,0.3125074505805969,0.17143064737319946,0.1838376820087433,0.11812973022460938,0.24346192181110382,0.12528832256793976,0.5020045042037964,0.3125074505805969,0.2448759824037552,1.0,0.18706195056438446
was,0.22111038863658905,0.31934812664985657,0.18866337835788727,0.19481132924556732,0.4470829963684082,0.48711544275283813,0.2014983743429184,0.5810302495956421,0.16907820105552673,0.3636345863342285,0.2780803442001343,0.4470829963684082,0.48711544275283813,0.27172183990478516,0.2820133864879608,0.18412111699581146
influenced,0.22395093739032745,0.2000826597213745,0.3079574406147003,0.2515474855899811,0.24997371435165405,0.18518297374248505,0.17159020900726318,0.1398671418428421,0.23823851346969604,0.11829091608524323,0.23110827803611755,0.24997371435165405,0.18518297374248505,0.21439841389656067,0.1850360780954361,0.1310873031616211
by,0.2455483376979828,0.26707085967063904,0.15795396268367767,0.2214619219303131,0.3220438063144684,0.4408751428127289,0.12917131185531616,0.3899846076965332,0.2129630297422409,0.33534231781959534,0.20755122601985931,0.3220438063144684,0.4408751428127289,0.2768566608428955,0.22862431406974792,0.17966607213020325
the,0.42745697498321533,0.28973397612571716,0.23337452113628387,0.23692767322063446,0.4838213622570038,1.0,0.21775341033935547,0.5823672413825989,0.2907569110393524,0.535392165184021,0.27913451194763184,0.4838213622570038,1.0,0.4583131968975067,0.3125074505805969,0.22068053483963013
spread,0.22287604212760925,0.1190963089466095,0.19139966368675232,0.25923100113868713,0.2517121136188507,0.28994160890579224,0.1637384295463562,0.17351946234703064,0.20742042362689972,0.2748686373233795,0.11110517382621765,0.2517121136188507,0.28994160890579224,0.16281534731388092,0.19323734939098358,0.16482828557491302
of,0.33290785551071167,0.23701532185077667,0.29898300766944885,0.17461234331130981,0.3869180977344513,0.733189046382904,0.18764035403728485,0.4854315221309662,0.244833841919899,0.41548454761505127,0.2522938847541809,0.3869180977344513,0.733189046382904,0.3808329105377197,0.2698146104812622,0.1826142966747284
