,where,was,evan,washburn,located,while,announcing,during,the,game,?
the,0.5003893971443176,0.48711544275283813,0.16844803094863892,0.2330774962902069,0.407527357339859,0.39804592728614807,0.2676989734172821,0.4838213622570038,1.0,0.285271555185318,0.22068053483963013
network,0.16325446963310242,0.1994880586862564,0.2140064537525177,0.1613079160451889,0.16110296547412872,0.14028114080429077,0.23275136947631836,0.16544248163700104,0.27187061309814453,0.2793661653995514,0.17853789031505585
's,0.0007701900321990252,0.008974763564765453,0.015610544010996819,-0.008227174170315266,-0.031078986823558807,0.0011869525769725442,-0.07058554142713547,0.011294117197394371,-0.01540423184633255,0.07448072731494904,-0.023395681753754616
lead,0.16483327746391296,0.1970783770084381,0.18549449741840363,0.15519919991493225,0.04722509905695915,0.20098161697387695,0.17458204925060272,0.1928889900445938,0.21995973587036133,0.18853990733623505,0.14552436769008636
broadcast,0.169870987534523,0.24068336188793182,0.2393052875995636,0.24079783260822296,0.15848404169082642,0.15562666952610016,0.3869698941707611,0.24461494386196136,0.2713715434074402,0.2862359285354614,0.15760008990764618
team,0.24755612015724182,0.13986483216285706,0.1842757612466812,0.12086331099271774,0.14291852712631226,0.1699109524488449,0.22413812577724457,0.18426461517810822,0.22564226388931274,0.3462994396686554,0.11243411153554916
of,0.38066378235816956,0.4069072902202606,0.10851188749074936,0.21686263382434845,0.32520920038223267,0.3366928696632385,0.2686300277709961,0.3869180977344513,0.733189046382904,0.2298848181962967,0.1826142966747284
jim,0.15623456239700317,0.23169779777526855,0.37196269631385803,0.24630583822727203,0.10344559699296951,0.19600743055343628,0.2296900898218155,0.1590706706047058,0.21709053218364716,0.17186978459358215,0.09886423498392105
nantz,0.11559884250164032,0.21084697544574738,0.26989227533340454,0.38757985830307007,0.1461833119392395,0.14696769416332245,0.21029531955718994,0.16068917512893677,0.1839083880186081,0.1806603968143463,0.09058576822280884
and,0.43859338760375977,0.3740963041782379,0.19284795224666595,0.2764247953891754,0.24183952808380127,0.45699796080589294,0.18568682670593262,0.36462149024009705,0.5171257257461548,0.25192898511886597,0.20544172823429108
phil,0.14342905580997467,0.15864568948745728,0.3359223008155823,0.31022363901138306,0.03824365511536598,0.16202761232852936,0.2533338963985443,0.14380434155464172,0.1382283866405487,0.21814431250095367,0.14019250869750977
simms,0.15725000202655792,0.2484177201986313,0.35920268297195435,0.33655327558517456,0.14321351051330566,0.1412903517484665,0.23733273148536682,0.2436198592185974,0.24824075400829315,0.27701038122177124,0.133713960647583
called,0.3857341706752777,0.33927658200263977,0.07960686087608337,0.12300334870815277,0.3240712881088257,0.2355477511882782,0.1440904587507248,0.354606956243515,0.489897221326828,0.18780666589736938,0.18963319063186646
the,0.5003893971443176,0.48711544275283813,0.16844803094863892,0.2330774962902069,0.407527357339859,0.39804592728614807,0.2676989734172821,0.4838213622570038,1.0,0.285271555185318,0.22068053483963013
contest,0.2593020796775818,0.22809730470180511,0.21723611652851105,0.0795031189918518,0.1436963528394699,0.2069285809993744,0.264910489320755,0.2021019011735916,0.25173527002334595,0.24918979406356812,0.18081821501255035
",",0.3149496018886566,0.45456063747406006,0.19114191830158234,0.311233252286911,0.2678719460964203,0.38232675194740295,0.2502092719078064,0.3225448727607727,0.4933079481124878,0.2653886377811432,0.31091248989105225
with,0.4142743945121765,0.27411898970603943,0.20241451263427734,0.12288525700569153,0.12990716099739075,0.4426766335964203,0.2536907494068146,0.28545209765434265,0.4223487675189972,0.19394829869270325,0.2433311939239502
tracy,0.1355733424425125,0.20683248341083527,0.37166348099708557,0.3613939583301544,0.06646515429019928,0.16663190722465515,0.21035681664943695,0.16942262649536133,0.2243674397468567,0.22456753253936768,0.1499924659729004
wolfson,0.23231859505176544,0.29762256145477295,0.3201426565647125,0.43144088983535767,0.13895446062088013,0.24270612001419067,0.3669210970401764,0.1640806943178177,0.2862018346786499,0.3093126118183136,0.2640695571899414
and,0.43859338760375977,0.3740963041782379,0.19284795224666595,0.2764247953891754,0.24183952808380127,0.45699796080589294,0.18568682670593262,0.36462149024009705,0.5171257257461548,0.25192898511886597,0.20544172823429108
evan,0.1370982527732849,0.2511838674545288,0.9999999403953552,0.3001352846622467,0.037859294563531876,0.2257930189371109,0.2348857969045639,0.14626266062259674,0.16844803094863892,0.2361893355846405,0.15305468440055847
washburn,0.19197189807891846,0.22940026223659515,0.3001352846622467,1.0,0.22589340806007385,0.15677572786808014,0.19086502492427826,0.19044847786426544,0.2330774962902069,0.13444793224334717,0.18174831569194794
on,0.37630224227905273,0.3909217119216919,0.25778815150260925,0.20690542459487915,0.22447186708450317,0.44084006547927856,0.28268927335739136,0.3347817361354828,0.5107308030128479,0.22967135906219482,0.2714994251728058
the,0.5003893971443176,0.48711544275283813,0.16844803094863892,0.2330774962902069,0.407527357339859,0.39804592728614807,0.2676989734172821,0.4838213622570038,1.0,0.285271555185318,0.22068053483963013
sidelines,0.26304981112480164,0.1830575168132782,0.2790505588054657,0.26996946334838867,0.1596168875694275,0.36538708209991455,0.3571804463863373,0.2276092916727066,0.27194881439208984,0.30739566683769226,0.29124948382377625
.,0.41390106081962585,0.40146201848983765,0.21921700239181519,0.3014657497406006,0.28226932883262634,0.38690751791000366,0.19765400886535645,0.3485563397407532,0.5934505462646484,0.2581658959388733,0.4130953550338745
