,in,what,year,did,edmond,'s,characterize,a,``,good,'',algorithm,?
as,0.3887844979763031,0.31749409437179565,0.28440728783607483,0.3596470057964325,0.2130134552717209,-0.05775856226682663,0.26774197816848755,0.39550232887268066,0.03910288214683533,0.30619359016418457,0.006628023460507393,0.19048626720905304,0.27043893933296204
fortnow,0.3726794421672821,0.29597964882850647,0.31522127985954285,0.28378060460090637,0.24154141545295715,0.022026875987648964,0.08989843726158142,0.29052338004112244,0.12967245280742645,0.23937009274959564,-0.0807800143957138,0.20552898943424225,0.3341735005378723
&,0.1358654648065567,0.11141876131296158,0.04340685158967972,0.160298690199852,0.1682996302843094,-0.02038128487765789,0.11560530960559845,0.07266713678836823,-0.14380550384521484,0.12023501843214035,-0.007392024155706167,-0.034265898168087006,0.12596383690834045
homer,0.27468985319137573,0.2158709019422531,0.13093119859695435,0.16516658663749695,0.17478685081005096,-0.035707224160432816,0.16662639379501343,0.2611658275127411,-0.036466557532548904,0.20484526455402374,0.0325995609164238,0.20432130992412567,0.15117451548576355
(,0.3087427020072937,0.2411840260028839,0.2556702494621277,0.18979617953300476,0.18282198905944824,0.0012731997994706035,0.18122750520706177,0.3206180930137634,0.15585018694400787,0.2306004762649536,-0.022970275953412056,0.11773339658975601,0.40561532974243164
2003,-0.1320333480834961,-0.17906495928764343,-0.09320147335529327,-0.1555103063583374,-0.19964680075645447,-0.05068197846412659,-0.1088927760720253,-0.15682265162467957,-0.22453573346138,-0.15310946106910706,0.034303609281778336,-0.12628427147865295,-0.17560148239135742
),0.3326910734176636,0.26259949803352356,0.24282371997833252,0.18584993481636047,0.19342845678329468,0.021107977256178856,0.15572871267795563,0.3640355169773102,0.1698397845029831,0.2438051402568817,-0.028269650414586067,0.12365659326314926,0.42300865054130554
point,0.24451331794261932,0.3286605179309845,0.19885413348674774,0.18732239305973053,0.07722809910774231,0.0017411779845133424,0.28254640102386475,0.2913021743297577,0.13949355483055115,0.2621619701385498,0.0178954117000103,0.18101367354393005,0.19189560413360596
out,0.3576207756996155,0.3633197546005249,0.2501937747001648,0.28413498401641846,0.1459108591079712,0.0021837172098457813,0.18269963562488556,0.34264278411865234,0.024644849821925163,0.2796950340270996,0.019159367308020592,0.19144412875175476,0.22020699083805084
",",0.5201468467712402,0.3087472915649414,0.28560417890548706,0.3015086054801941,0.31452420353889465,-0.0016132977325469255,0.257702499628067,0.427140474319458,0.09681109338998795,0.3217065632343292,-0.037358131259679794,0.19359813630580902,0.31091248989105225
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.34736719727516174,0.1803686022758484,-0.01540423184633255,0.2988792657852173,0.5829201340675354,0.029072100296616554,0.2735973596572876,0.041273195296525955,0.15884782373905182,0.22068053483963013
beginning,0.3787442147731781,0.3351518511772156,0.38203126192092896,0.28616875410079956,0.23401036858558655,-0.03033691644668579,0.2729816734790802,0.31769853830337524,0.03685116022825241,0.21412958204746246,-0.056463416665792465,0.17852409183979034,0.19413669407367706
of,0.5696388483047485,0.33290785551071167,0.2578314542770386,0.2513895630836487,0.16057249903678894,-0.03817026689648628,0.3080417215824127,0.5052502155303955,0.06780257821083069,0.2696770131587982,0.13035868108272552,0.17516344785690308,0.1826142966747284
systematic,0.21045492589473724,0.2752337157726288,0.11201990395784378,0.22359339892864227,0.1873243898153305,-0.016490593552589417,0.3311210870742798,0.2373063862323761,0.08508215844631195,0.21038754284381866,0.05647696554660797,0.2822110652923584,0.14940129220485687
studies,0.30442532896995544,0.18772079050540924,0.13471458852291107,0.2509125769138336,0.3054049015045166,-0.04059765115380287,0.3353973925113678,0.24775946140289307,0.04213228076696396,0.1745901256799698,0.09126110374927521,0.10998398810625076,0.1388726830482483
in,1.0,0.30808621644973755,0.3359307050704956,0.2593238651752472,0.22666658461093903,-0.037580832839012146,0.2746943235397339,0.539380669593811,0.04765888676047325,0.2152448445558548,0.07432962208986282,0.1526014357805252,0.20430970191955566
computational,0.2346334308385849,0.29464593529701233,0.16887494921684265,0.182235985994339,0.2112663835287094,-0.04980248585343361,0.3799794912338257,0.29858994483947754,0.17512209713459015,0.27719107270240784,0.0990661084651947,0.580475389957428,0.21617397665977478
complexity,0.20012179017066956,0.33747240900993347,0.1571887582540512,0.18643471598625183,0.18555951118469238,0.04128362610936165,0.36850982904434204,0.27206721901893616,0.13163237273693085,0.3464682996273041,0.06968357414007187,0.4874947965145111,0.23062916100025177
is,0.5394441485404968,0.28837618231773376,0.2402215600013733,0.19247472286224365,0.20623433589935303,0.02396530658006668,0.29009267687797546,0.658733606338501,0.058766357600688934,0.24055646359920502,0.0793738141655922,0.24848374724388123,0.22961433231830597
attributed,0.1462014615535736,0.22667492926120758,0.12296279519796371,0.19394554197788239,0.11765739321708679,-0.026749974116683006,0.27803581953048706,0.17105847597122192,0.03824293240904808,0.18866917490959167,0.1512671858072281,0.17470292747020721,0.20030178129673004
to,0.45010748505592346,0.455847829580307,0.23523004353046417,0.4452643394470215,0.14151538908481598,0.03782717138528824,0.28348425030708313,0.45503583550453186,0.06720756739377975,0.30719634890556335,-0.009905828163027763,0.20727625489234924,0.29463258385658264
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.34736719727516174,0.1803686022758484,-0.01540423184633255,0.2988792657852173,0.5829201340675354,0.029072100296616554,0.2735973596572876,0.041273195296525955,0.15884782373905182,0.22068053483963013
