,according,to,lenin,why,must,capitalistic,countries,have,an,imperialistic,policy,?
in,0.29259276390075684,0.45010748505592346,0.20401428639888763,0.23227278888225555,0.18276341259479523,0.18949033319950104,0.3027990758419037,0.36843645572662354,0.2605783939361572,0.18513795733451843,0.1459147185087204,0.20430970191955566
his,0.2082674354314804,0.3715193271636963,0.21723099052906036,0.19196097552776337,0.15856033563613892,0.2185460329055786,0.1694420427083969,0.25689181685447693,0.24025635421276093,0.3104342818260193,0.1798693835735321,0.18075084686279297
writings,0.2407778650522232,0.18383939564228058,0.21509553492069244,0.22936882078647614,0.12446394562721252,0.3132348656654358,0.21757425367832184,0.24459224939346313,0.16159960627555847,0.3531668484210968,0.2120589017868042,0.1770159751176834
lenin,0.11978396773338318,0.21408319473266602,1.0,0.16279131174087524,0.16953353583812714,0.35480788350105286,0.22367379069328308,0.1971788853406906,0.10411031544208527,0.3526467978954315,0.22643417119979858,0.13449633121490479
portrayed,0.20870891213417053,0.15473300218582153,0.14803539216518402,0.20803311467170715,0.12056177854537964,0.3008044362068176,0.06833138316869736,0.20092594623565674,0.14850471913814545,0.2900615632534027,0.10570777207612991,0.10189887881278992
imperialism,0.2314077466726303,0.21685542166233063,0.39626288414001465,0.16601745784282684,0.16945743560791016,0.5218647718429565,0.331497460603714,0.1434110701084137,0.14707738161087036,0.8656792044639587,0.37139713764190674,0.14998586475849152
as,0.24795791506767273,0.42092081904411316,0.1383480429649353,0.3103298544883728,0.2723003923892975,0.27942362427711487,0.2406298965215683,0.37788212299346924,0.37218472361564636,0.24923013150691986,0.2869105041027069,0.27043893933296204
a,0.239227756857872,0.45503583550453186,0.2115648090839386,0.2667238116264343,0.3016769587993622,0.25917235016822815,0.2672088146209717,0.338716596364975,0.44552403688430786,0.21167249977588654,0.17720282077789307,0.23916715383529663
natural,0.1803245097398758,0.21663954854011536,0.21373163163661957,0.23105263710021973,0.19317054748535156,0.1888524293899536,0.14973747730255127,0.19322162866592407,0.17104031145572662,0.18250611424446106,0.09581233561038971,0.16155436635017395
extension,0.10048319399356842,0.3166155517101288,0.05509045347571373,0.2505890727043152,0.15021857619285583,0.21038393676280975,0.12504658102989197,0.25504976511001587,0.23537148535251617,0.08947011828422546,0.30738309025764465,0.24237069487571716
of,0.3307822346687317,0.41548454761505127,0.213740274310112,0.28464117646217346,0.24322323501110077,0.20166581869125366,0.2800094783306122,0.3802283704280853,0.32280945777893066,0.2847146987915039,0.24393197894096375,0.1826142966747284
capitalism,0.1978616714477539,0.23354461789131165,0.42664778232574463,0.1983376145362854,0.20147235691547394,0.8587276935577393,0.3363618552684784,0.18329831957817078,0.16137482225894928,0.4914214015007019,0.4018576443195343,0.17137789726257324
that,0.29146862030029297,0.5436353087425232,0.230509951710701,0.5601457357406616,0.42000943422317505,0.3724176287651062,0.31063947081565857,0.6182622313499451,0.365763783454895,0.29217156767845154,0.34090733528137207,0.32716336846351624
arose,0.2715372145175934,0.25475776195526123,0.21978160738945007,0.26991578936576843,0.18321970105171204,0.2514495849609375,0.18784070014953613,0.3203626275062561,0.134479820728302,0.32443925738334656,0.17578645050525665,0.13046005368232727
from,0.24556046724319458,0.4069952368736267,0.1370006650686264,0.2592364251613617,0.20263603329658508,0.1623518168926239,0.2355131208896637,0.30702701210975647,0.20876385271549225,0.14301635324954987,0.18396732211112976,0.19969791173934937
need,0.14200109243392944,0.42094892263412476,0.16563719511032104,0.48943978548049927,0.546698808670044,0.32495632767677307,0.2653250992298126,0.5611997842788696,0.20370949804782867,0.16671621799468994,0.3331869840621948,0.40413710474967957
for,0.1956551969051361,0.4451248347759247,0.12594453990459442,0.3869043290615082,0.31100544333457947,0.24114082753658295,0.299202024936676,0.41175219416618347,0.3236706852912903,0.15795865654945374,0.2759707272052765,0.264628142118454
capitalist,0.19846409559249878,0.19257381558418274,0.3795875906944275,0.14590489864349365,0.19877293705940247,0.8583984971046448,0.2965901494026184,0.1631188839673996,0.19751964509487152,0.45648813247680664,0.35064488649368286,0.13302330672740936
economies,0.25877824425697327,0.2712633013725281,0.3012358844280243,0.220388725399971,0.12547674775123596,0.49394702911376953,0.45635780692100525,0.21708808839321136,0.10910173505544662,0.3705570101737976,0.41200506687164307,0.16836115717887878
to,0.28520727157592773,1.0,0.21408319473266602,0.4100138247013092,0.43356871604919434,0.26893603801727295,0.3111797273159027,0.4544740617275238,0.3138085603713989,0.2331068515777588,0.26804789900779724,0.29463258385658264
constantly,0.16865143179893494,0.37340047955513,0.16237495839595795,0.35118329524993896,0.26096153259277344,0.2586076557636261,0.17018194496631622,0.3854038417339325,0.13411574065685272,0.18845663964748383,0.29590141773223877,0.191866934299469
expand,0.11556136608123779,0.40373530983924866,0.1183345839381218,0.28488871455192566,0.20159031450748444,0.2727981209754944,0.18431976437568665,0.35985758900642395,0.15950922667980194,0.22673194110393524,0.2591504752635956,0.2819165587425232
investment,0.12143922597169876,0.2513584792613983,0.19388838112354279,0.16058290004730225,0.1720375269651413,0.4164820909500122,0.2680715024471283,0.23834584653377533,0.22357270121574402,0.20580928027629852,0.3856576383113861,0.17811161279678345
",",0.3107093870639801,0.44245919585227966,0.2037825882434845,0.2827242314815521,0.2231246829032898,0.24946725368499756,0.2966555655002594,0.3541618287563324,0.3581022024154663,0.21712644398212433,0.2903050184249878,0.31091248989105225
material,0.09375140815973282,0.29219651222229004,0.1122017502784729,0.27246206998825073,0.3138454854488373,0.21914240717887878,0.16995567083358765,0.3177787959575653,0.2454252392053604,0.2514294683933258,0.2955949008464813,0.18117131292819977
resources,0.17847362160682678,0.3263809382915497,0.17751222848892212,0.2218014895915985,0.23171590268611908,0.26552560925483704,0.3272053003311157,0.2928965985774994,0.15037932991981506,0.18906837701797485,0.3206031918525696,0.26047492027282715
and,0.30645591020584106,0.48971283435821533,0.1337672472000122,0.27806392312049866,0.33253467082977295,0.24531839787960052,0.37200918793678284,0.4711785912513733,0.2838519215583801,0.19888095557689667,0.2148873209953308,0.20544172823429108
manpower,0.18550986051559448,0.3735438883304596,0.1832600235939026,0.3653222918510437,0.23359985649585724,0.36718690395355225,0.3030787408351898,0.33162620663642883,0.21098554134368896,0.32465437054634094,0.420307993888855,0.3374505639076233
in,0.29259276390075684,0.45010748505592346,0.20401428639888763,0.23227278888225555,0.18276341259479523,0.18949033319950104,0.3027990758419037,0.36843645572662354,0.2605783939361572,0.18513795733451843,0.1459147185087204,0.20430970191955566
such,0.14878541231155396,0.2871878743171692,0.1239137202501297,0.2994317412376404,0.25305888056755066,0.2990618050098419,0.3344930112361908,0.42997312545776367,0.2025681436061859,0.2360372245311737,0.18322822451591492,0.17851735651493073
a,0.239227756857872,0.45503583550453186,0.2115648090839386,0.2667238116264343,0.3016769587993622,0.25917235016822815,0.2672088146209717,0.338716596364975,0.44552403688430786,0.21167249977588654,0.17720282077789307,0.23916715383529663
way,0.23859257996082306,0.4772548973560333,0.18722406029701233,0.4614833891391754,0.3261204957962036,0.33871135115623474,0.2735026776790619,0.4185628294944763,0.2338123321533203,0.2285224199295044,0.3063090741634369,0.31575819849967957
