,how,do,you,pronounce,fresno,?
fresno,0.06638962775468826,0.16655844449996948,0.12986204028129578,0.1350804716348648,1.0000001192092896,0.13224096596240997
(,0.1676948219537735,0.24216170608997345,0.3087708055973053,0.19814153015613556,0.188642680644989,0.40561532974243164
/ˈfrɛznoʊ/,0.36823025345802307,0.292511522769928,0.4458872973918915,0.2817004323005676,0.3609956204891205,0.41942891478538513
frez-noh,0.17221809923648834,0.20008236169815063,0.23395861685276031,0.19744279980659485,0.4802248179912567,0.2307773232460022
),0.17939934134483337,0.24460165202617645,0.3045962452888489,0.19041284918785095,0.20478583872318268,0.42300865054130554
",",0.22659391164779663,0.3283645510673523,0.3199685513973236,0.22920159995555878,0.2561432421207428,0.31091248989105225
the,0.33890387415885925,0.30239659547805786,0.30037742853164673,0.1322670876979828,0.22571885585784912,0.22068053483963013
county,0.14041270315647125,0.09545829147100449,0.11799502372741699,0.13257142901420593,0.2867359220981598,0.07680056244134903
seat,0.05189603567123413,0.09213081002235413,0.09834682196378708,0.07810346782207489,0.2825230360031128,0.06630133837461472
of,0.2480744868516922,0.26150479912757874,0.1774725764989853,0.09296013414859772,0.1875009983778,0.1826142966747284
fresno,0.06638962775468826,0.16655844449996948,0.12986204028129578,0.1350804716348648,1.0000001192092896,0.13224096596240997
county,0.14041270315647125,0.09545829147100449,0.11799502372741699,0.13257142901420593,0.2867359220981598,0.07680056244134903
",",0.22659391164779663,0.3283645510673523,0.3199685513973236,0.22920159995555878,0.2561432421207428,0.31091248989105225
is,0.22544461488723755,0.30895981192588806,0.27113574743270874,0.22896888852119446,0.2127077877521515,0.22961433231830597
a,0.29312583804130554,0.26237669587135315,0.334549218416214,0.19239115715026855,0.22242428362369537,0.23916715383529663
city,0.12024712562561035,0.11803969740867615,0.1567085087299347,0.13015586137771606,0.2780216634273529,0.13423943519592285
in,0.2601168751716614,0.23402775824069977,0.21252386271953583,0.13538020849227905,0.26126348972320557,0.20430970191955566
the,0.33890387415885925,0.30239659547805786,0.30037742853164673,0.1322670876979828,0.22571885585784912,0.22068053483963013
u.s.,0.08785518258810043,-0.006324188783764839,0.1337745189666748,0.03549697622656822,0.05056805536150932,0.07886100560426712
state,0.15028610825538635,0.21297907829284668,0.17147623002529144,0.13876104354858398,0.3281462788581848,0.1160883978009224
of,0.2480744868516922,0.26150479912757874,0.1774725764989853,0.09296013414859772,0.1875009983778,0.1826142966747284
california,0.15981262922286987,0.1666015088558197,0.1474759578704834,0.058826833963394165,0.5836333632469177,0.1409905105829239
.,0.3287222981452942,0.3613996207714081,0.31283900141716003,0.1541881263256073,0.2480216920375824,0.4130953550338745
