,what,city,has,the,largest,inland,port,in,europe,?
although,0.24844598770141602,0.1432827115058899,0.29775476455688477,0.3265823423862457,0.17580793797969818,0.22272004187107086,0.10578489303588867,0.28763338923454285,0.22419078648090363,0.15541206300258636
many,0.36131182312965393,0.21416836977005005,0.4266262650489807,0.4335206151008606,0.23644231259822845,0.2676360309123993,0.22084060311317444,0.41474202275276184,0.3837028741836548,0.2124512493610382
plants,0.25144460797309875,0.14758072793483734,0.20520955324172974,0.29499560594558716,0.19646592438220978,0.25421565771102905,0.14145994186401367,0.2697395086288452,0.2423650175333023,0.1473488062620163
and,0.31309178471565247,0.2827445864677429,0.43716782331466675,0.5171257257461548,0.24602696299552917,0.3125506639480591,0.21930254995822906,0.4954058527946472,0.3463572859764099,0.20544172823429108
factories,0.18422946333885193,0.3172190189361572,0.2383870929479599,0.2603243589401245,0.2842690050601959,0.2697451412677765,0.28722918033599854,0.3225904107093811,0.2553134560585022,0.13455291092395782
can,0.34502777457237244,0.11363761872053146,0.4103628396987915,0.312528520822525,0.18045809864997864,0.13122043013572693,0.13399653136730194,0.26527702808380127,0.20873162150382996,0.3226337134838104
be,0.3929833769798279,0.11616156995296478,0.3863394856452942,0.4248143136501312,0.14467397332191467,0.21710506081581116,0.1378604620695114,0.3481820821762085,0.21410541236400604,0.3324260413646698
found,0.1796332150697708,0.1382775753736496,0.21070325374603271,0.3452354073524475,0.26142075657844543,0.2342052161693573,0.153181254863739,0.39141854643821716,0.2209596484899521,0.16790300607681274
along,0.22421957552433014,0.20935635268688202,0.27603578567504883,0.39495137333869934,0.14241459965705872,0.2842874526977539,0.18385609984397888,0.3603311777114868,0.18191732466220856,0.17134909331798553
the,0.42745697498321533,0.35769423842430115,0.4177538752555847,1.0,0.3757036626338959,0.28756555914878845,0.2648184895515442,0.6662389636039734,0.34463706612586975,0.22068053483963013
rhine,0.16475653648376465,0.26540544629096985,0.12709470093250275,0.30735138058662415,0.1578357070684433,0.24103295803070068,0.15908418595790863,0.24648422002792358,0.3181407153606415,0.13754533231258392
