,who,thought,that,applied,force,caused,movement,of,an,object,regardless,of,non-zero,velocity,?
this,0.3345087468624115,0.44812071323394775,0.6909449696540833,0.30083167552948,0.2764977812767029,0.2965903580188751,0.28552311658859253,0.45148900151252747,0.41881775856018066,0.3117026686668396,0.41507813334465027,0.45148900151252747,0.33461835980415344,0.2540037930011749,0.3155723512172699
results,0.18289725482463837,0.22169242799282074,0.339158296585083,0.2518274784088135,0.17737990617752075,0.28490981459617615,0.17957812547683716,0.19509612023830414,0.1710575819015503,0.21230177581310272,0.3193327486515045,0.19509612023830414,0.24859902262687683,0.21069230139255524,0.21797199547290802
in,0.2792111933231354,0.24524326622486115,0.435920387506485,0.2475845366716385,0.21744468808174133,0.2494886964559555,0.26725053787231445,0.5696388483047485,0.2605783939361572,0.18661287426948547,0.2787688076496124,0.5696388483047485,0.17186228930950165,0.12496421486139297,0.20430970191955566
zero,0.1051361933350563,0.20609746873378754,0.3027239143848419,0.2216099351644516,0.2196340262889862,0.09269921481609344,0.1319134682416916,0.20139671862125397,0.20065678656101227,0.3568071126937866,0.2886729836463928,0.20139671862125397,0.6715232133865356,0.38692134618759155,0.16971594095230103
net,0.09990201890468597,0.12143566459417343,0.19583798944950104,0.14699718356132507,0.1482813060283661,0.16090229153633118,0.09678806364536285,0.15895754098892212,0.16437934339046478,0.19718967378139496,0.21752409636974335,0.15895754098892212,0.18482021987438202,0.1940966248512268,0.20179778337478638
force,0.19492056965827942,0.1641855388879776,0.26810982823371887,0.28749921917915344,1.0000001192092896,0.24509112536907196,0.23913180828094482,0.27094775438308716,0.21655116975307465,0.32587239146232605,0.2264120876789093,0.27094775438308716,0.18984735012054443,0.33556628227233887,0.1650998443365097
",",0.3365725874900818,0.2965437173843384,0.4137537479400635,0.28330111503601074,0.22091743350028992,0.2600580155849457,0.1862073689699173,0.4946078956127167,0.3581022024154663,0.149229496717453,0.29797670245170593,0.4946078956127167,0.2959394156932831,0.2040358930826187,0.31091248989105225
but,0.4487357437610626,0.4654604494571686,0.7244205474853516,0.2761210799217224,0.21049748361110687,0.2920179069042206,0.2062975913286209,0.39942997694015503,0.27760404348373413,0.2632811367511749,0.43118128180503845,0.39942997694015503,0.3328317105770111,0.2083103358745575,0.27921953797340393
since,0.27765995264053345,0.2723146378993988,0.3873181641101837,0.25310009717941284,0.1741260439157486,0.1919264793395996,0.1966906487941742,0.35513219237327576,0.19151140749454498,0.18008078634738922,0.31834131479263306,0.35513219237327576,0.30587702989578247,0.1260358840227127,0.2876587212085724
the,0.3733934462070465,0.3509289622306824,0.5473989248275757,0.22842662036418915,0.2800885736942291,0.24990202486515045,0.339571475982666,0.733189046382904,0.4207492768764496,0.22418850660324097,0.3184875249862671,0.733189046382904,0.22072044014930725,0.22094543278217316,0.22068053483963013
object,0.18584135174751282,0.23645448684692383,0.3378750681877136,0.33323290944099426,0.32587239146232605,0.22027140855789185,0.2143082320690155,0.1993778944015503,0.2576858103275299,1.0,0.36915627121925354,0.1993778944015503,0.2934557795524597,0.46046820282936096,0.19573666155338287
started,0.2424432635307312,0.23269422352313995,0.247867152094841,0.15657907724380493,0.13015486299991608,0.24953296780586243,0.2120569497346878,0.22928385436534882,0.2356705665588379,0.022700738161802292,0.10164851695299149,0.22928385436534882,0.11163551360368729,0.05321788787841797,0.19447724521160126
with,0.3282766342163086,0.24736863374710083,0.4154358208179474,0.20479343831539154,0.15703244507312775,0.31770411133766174,0.18811029195785522,0.41827285289764404,0.2730048894882202,0.1933450996875763,0.2694271206855774,0.41827285289764404,0.2581758201122284,0.18260422348976135,0.2433311939239502
a,0.36608949303627014,0.3342154324054718,0.47537946701049805,0.24149316549301147,0.2451154738664627,0.22472180426120758,0.23380696773529053,0.5052502155303955,0.44552403688430786,0.3271922171115875,0.30124855041503906,0.5052502155303955,0.2581371068954468,0.2071385234594345,0.23916715383529663
non-zero,0.2130919247865677,0.20307572185993195,0.32051587104797363,0.2428155243396759,0.18984735012054443,0.06252783536911011,0.24028296768665314,0.2267232984304428,0.18811482191085815,0.2934557795524597,0.38636723160743713,0.2267232984304428,0.9999998807907104,0.3101266324520111,0.2880384027957916
velocity,0.11243568360805511,0.11400134861469269,0.2781139016151428,0.2801368236541748,0.33556628227233887,0.17630794644355774,0.1937742531299591,0.15038157999515533,0.2044711709022522,0.46046820282936096,0.2371738851070404,0.15038157999515533,0.3101266324520111,1.0000001192092896,0.20807628333568573
",",0.3365725874900818,0.2965437173843384,0.4137537479400635,0.28330111503601074,0.22091743350028992,0.2600580155849457,0.1862073689699173,0.4946078956127167,0.3581022024154663,0.149229496717453,0.29797670245170593,0.4946078956127167,0.2959394156932831,0.2040358930826187,0.31091248989105225
it,0.2868398427963257,0.3732614517211914,0.5921133160591125,0.18427211046218872,0.22565218806266785,0.16968581080436707,0.23563571274280548,0.38761502504348755,0.39472338557243347,0.27674704790115356,0.28234678506851196,0.38761502504348755,0.2233651876449585,0.24838849902153015,0.25732165575027466
continues,0.11779115349054337,0.21079564094543457,0.29721972346305847,0.10676480084657669,0.16686730086803436,0.22094976902008057,0.2087668627500534,0.2937655746936798,0.2125198245048523,0.12404818087816238,0.24783512949943542,0.2937655746936798,0.13903725147247314,0.18866020441055298,0.13186512887477875
to,0.42656609416007996,0.3858291208744049,0.5436353087425232,0.26928162574768066,0.24496492743492126,0.2414499819278717,0.2780168950557709,0.41548454761505127,0.3138085603713989,0.2821136713027954,0.3453742563724518,0.41548454761505127,0.2385507971048355,0.2513314187526703,0.29463258385658264
move,0.18498751521110535,0.2128080576658249,0.3069665729999542,0.25170618295669556,0.2472643256187439,0.20051923394203186,0.37171661853790283,0.19058799743652344,0.146748349070549,0.27083760499954224,0.2233039289712906,0.19058799743652344,0.15496394038200378,0.3317190408706665,0.24440962076187134
with,0.3282766342163086,0.24736863374710083,0.4154358208179474,0.20479343831539154,0.15703244507312775,0.31770411133766174,0.18811029195785522,0.41827285289764404,0.2730048894882202,0.1933450996875763,0.2694271206855774,0.41827285289764404,0.2581758201122284,0.18260422348976135,0.2433311939239502
a,0.36608949303627014,0.3342154324054718,0.47537946701049805,0.24149316549301147,0.2451154738664627,0.22472180426120758,0.23380696773529053,0.5052502155303955,0.44552403688430786,0.3271922171115875,0.30124855041503906,0.5052502155303955,0.2581371068954468,0.2071385234594345,0.23916715383529663
non-zero,0.2130919247865677,0.20307572185993195,0.32051587104797363,0.2428155243396759,0.18984735012054443,0.06252783536911011,0.24028296768665314,0.2267232984304428,0.18811482191085815,0.2934557795524597,0.38636723160743713,0.2267232984304428,0.9999998807907104,0.3101266324520111,0.2880384027957916
velocity,0.11243568360805511,0.11400134861469269,0.2781139016151428,0.2801368236541748,0.33556628227233887,0.17630794644355774,0.1937742531299591,0.15038157999515533,0.2044711709022522,0.46046820282936096,0.2371738851070404,0.15038157999515533,0.3101266324520111,1.0000001192092896,0.20807628333568573
.,0.3541337847709656,0.3521888852119446,0.4460422694683075,0.2685256898403168,0.2783275842666626,0.2413787543773651,0.22796523571014404,0.5352458953857422,0.3581749200820923,0.22102774679660797,0.2801952660083771,0.5352458953857422,0.26932379603385925,0.19446231424808502,0.4130953550338745
