,who,does,edward,said,say,is,being,attacked,by,us,imperialism,?
in,0.2792111933231354,0.214483380317688,0.19466985762119293,0.23461468517780304,0.26482993364334106,0.5394441485404968,0.33162933588027954,0.23554553091526031,0.370934396982193,0.19746538996696472,0.2081184834241867,0.20430970191955566
his,0.44966956973075867,0.20403875410556793,0.2552046477794647,0.34223124384880066,0.21501833200454712,0.24372583627700806,0.34421810507774353,0.24928419291973114,0.3107621967792511,0.15751667320728302,0.27580884099006653,0.18075084686279297
lecture,0.1302843540906906,0.07300936430692673,0.2371886968612671,0.17417429387569427,0.1387307047843933,0.11417490243911743,0.10494294762611389,0.07965545356273651,0.13287334144115448,0.11526411771774292,0.2802923321723938,0.10821584612131119
on,0.2340552806854248,0.2568802833557129,0.18318775296211243,0.3034963011741638,0.2754344344139099,0.3635730445384979,0.3119087219238281,0.23895423114299774,0.33887791633605957,0.2646999955177307,0.09501302242279053,0.2714994251728058
april,0.2566681504249573,0.14772741496562958,0.17244262993335724,0.27875766158103943,0.1878223568201065,0.2219124734401703,0.23808996379375458,0.17679715156555176,0.17821475863456726,0.1975182443857193,0.15025673806667328,0.25704094767570496
16,0.08880186825990677,-0.08128282427787781,0.032200004905462265,-0.07117683440446854,-0.06905367970466614,-0.032198164612054825,0.06254570186138153,0.10227587819099426,0.04803045094013214,0.12804068624973297,-0.0524863563477993,0.08446579426527023
",",0.3365725874900818,0.28617382049560547,0.21751084923744202,0.34496036171913147,0.35129812359809875,0.4691906273365021,0.34499165415763855,0.26381224393844604,0.3680937886238098,0.3120202422142029,0.2420617640018463,0.31091248989105225
2003,-0.21989917755126953,-0.12448549270629883,-0.10946803539991379,-0.1285000741481781,-0.10712908953428268,-0.11050751060247421,-0.13298827409744263,-0.17918360233306885,-0.11043962836265564,-0.0574716180562973,-0.14443475008010864,-0.17560148239135742
",",0.3365725874900818,0.28617382049560547,0.21751084923744202,0.34496036171913147,0.35129812359809875,0.4691906273365021,0.34499165415763855,0.26381224393844604,0.3680937886238098,0.3120202422142029,0.2420617640018463,0.31091248989105225
edward,0.25107425451278687,0.14552420377731323,0.9999999403953552,0.19592663645744324,0.1567034274339676,0.1197931244969368,0.15340304374694824,0.19944296777248383,0.1964118927717209,0.176333948969841,0.19428515434265137,0.1439376026391983
said,0.391315758228302,0.27921462059020996,0.19592663645744324,1.0000001192092896,0.6222705245018005,0.2595660388469696,0.30020007491111755,0.22078292071819305,0.29746580123901367,0.2107640653848648,0.2327468991279602,0.28991883993148804
made,0.2576322853565216,0.20829549431800842,0.1611669510602951,0.33655059337615967,0.21989673376083374,0.29543453454971313,0.23793834447860718,0.22828839719295502,0.34175434708595276,0.16286946833133698,0.17295384407043457,0.17218779027462006
a,0.36608949303627014,0.38201746344566345,0.16167707741260529,0.31069710850715637,0.3464781641960144,0.658733606338501,0.3727131485939026,0.19468514621257782,0.32094135880470276,0.1862444281578064,0.17335295677185059,0.23916715383529663
bold,0.1734606921672821,0.1837191879749298,0.19616040587425232,0.18318508565425873,0.24125716090202332,0.14026224613189697,0.21719902753829956,0.10238242894411087,0.12439066171646118,0.09487291425466537,0.2257431149482727,0.27128171920776367
statement,0.1789797991514206,0.2752396762371063,0.17892473936080933,0.4379682242870331,0.43280115723609924,0.24378558993339539,0.28207927942276,0.11758051067590714,0.19928686320781708,0.21644718945026398,0.2723664939403534,0.28978636860847473
on,0.2340552806854248,0.2568802833557129,0.18318775296211243,0.3034963011741638,0.2754344344139099,0.3635730445384979,0.3119087219238281,0.23895423114299774,0.33887791633605957,0.2646999955177307,0.09501302242279053,0.2714994251728058
modern,0.16937296092510223,0.20442184805870056,0.14291076362133026,0.16005265712738037,0.1616780161857605,0.24170172214508057,0.11261458694934845,0.11774221807718277,0.14536865055561066,0.1648290902376175,0.28246647119522095,0.12475407868623734
imperialism,0.1855015754699707,0.11998406797647476,0.19428515434265137,0.2327468991279602,0.19080695509910583,0.13894762098789215,0.18133962154388428,0.18898117542266846,0.21250218152999878,0.22032935917377472,1.0,0.14998586475849152
in,0.2792111933231354,0.214483380317688,0.19466985762119293,0.23461468517780304,0.26482993364334106,0.5394441485404968,0.33162933588027954,0.23554553091526031,0.370934396982193,0.19746538996696472,0.2081184834241867,0.20430970191955566
the,0.3733934462070465,0.35928019881248474,0.1896408498287201,0.3024602234363556,0.3200206458568573,0.5823672413825989,0.419739305973053,0.27774572372436523,0.4408751428127289,0.25727739930152893,0.2716025412082672,0.22068053483963013
united,0.21193812787532806,0.1650896966457367,0.25915566086769104,0.22592084109783173,0.19073380529880524,0.22408509254455566,0.18308168649673462,0.12199529260396957,0.23958808183670044,0.4374046325683594,0.21189694106578827,0.17266890406608582
states,0.21313154697418213,0.18093830347061157,0.21139855682849884,0.22977343201637268,0.20788736641407013,0.21939043700695038,0.18780647218227386,0.13696609437465668,0.23827408254146576,0.4605454206466675,0.24396070837974548,0.16272737085819244
",",0.3365725874900818,0.28617382049560547,0.21751084923744202,0.34496036171913147,0.35129812359809875,0.4691906273365021,0.34499165415763855,0.26381224393844604,0.3680937886238098,0.3120202422142029,0.2420617640018463,0.31091248989105225
