,many,liturgies,are,derived,from,what,book,?
many,0.9999999403953552,0.2920663058757782,0.5655534863471985,0.21316485106945038,0.33099696040153503,0.36131182312965393,0.2048235684633255,0.2124512493610382
of,0.37253960967063904,0.24827219545841217,0.39081433415412903,0.28474852442741394,0.4249346852302551,0.33290785551071167,0.22602593898773193,0.1826142966747284
these,0.7077717185020447,0.37586092948913574,0.7107698917388916,0.261572927236557,0.2928802967071533,0.4164220690727234,0.2223663330078125,0.2571668326854706
liturgies,0.2920663058757782,1.0000001192092896,0.32037869095802307,0.2308347523212433,0.19355390965938568,0.22738976776599884,0.25554904341697693,0.22805774211883545
are,0.5655534863471985,0.32037869095802307,1.0,0.21504636108875275,0.2674213647842407,0.29724663496017456,0.18403245508670807,0.24591213464736938
derived,0.21316485106945038,0.2308347523212433,0.21504636108875275,0.9999998807907104,0.315938800573349,0.20143714547157288,0.14090889692306519,0.1241099163889885
from,0.33099696040153503,0.19355390965938568,0.2674213647842407,0.315938800573349,1.0,0.2737620174884796,0.1578967273235321,0.19969791173934937
the,0.4335206151008606,0.23906947672367096,0.40399202704429626,0.26961472630500793,0.40150508284568787,0.42745697498321533,0.2652374505996704,0.22068053483963013
anglican,0.23285281658172607,0.5400272011756897,0.20228350162506104,0.13158205151557922,0.19583001732826233,0.17746756970882416,0.2172117680311203,0.11877371370792389
tradition,0.277671217918396,0.4533538520336151,0.2424667924642563,0.21389606595039368,0.18267878890037537,0.24046438932418823,0.2857871949672699,0.15717756748199463
's,0.01698932610452175,0.10589288920164108,-0.008927806280553341,-0.04436227306723595,-0.01936490088701248,0.02692362666130066,0.03493255004286766,-0.023395681753754616
book,0.2048235684633255,0.25554904341697693,0.18403245508670807,0.14090889692306519,0.1578967273235321,0.2872225046157837,1.0,0.20572158694267273
of,0.37253960967063904,0.24827219545841217,0.39081433415412903,0.28474852442741394,0.4249346852302551,0.33290785551071167,0.22602593898773193,0.1826142966747284
common,0.3503221273422241,0.30344700813293457,0.3463647663593292,0.28024181723594666,0.1902724653482437,0.19989867508411407,0.1361224204301834,0.20434872806072235
prayer,0.1898251473903656,0.46386364102363586,0.2376628965139389,0.08685722202062607,0.1304406076669693,0.1971559077501297,0.2764272689819336,0.2122897058725357
.,0.3974229395389557,0.21560180187225342,0.3452940285205841,0.1629132777452469,0.41536515951156616,0.3567904531955719,0.21435262262821198,0.4130953550338745
,many,liturgies,are,derived,from,what,book,?
these,0.7077717185020447,0.37586092948913574,0.7107698917388916,0.261572927236557,0.2928802967071533,0.4164220690727234,0.2223663330078125,0.2571668326854706
services,0.28198590874671936,0.38839343190193176,0.26135778427124023,0.056746188551187515,0.21715614199638367,0.16048473119735718,0.17639896273612976,0.1328447163105011
are,0.5655534863471985,0.32037869095802307,1.0,0.21504636108875275,0.2674213647842407,0.29724663496017456,0.18403245508670807,0.24591213464736938
contained,0.27052515745162964,0.24474354088306427,0.35942453145980835,0.25090858340263367,0.26683974266052246,0.18997789919376373,0.2262326031923294,0.171995609998703
in,0.41474202275276184,0.18635310232639313,0.3841303884983063,0.17734654247760773,0.4274188280105591,0.30808621644973755,0.2527170181274414,0.20430970191955566
the,0.4335206151008606,0.23906947672367096,0.40399202704429626,0.26961472630500793,0.40150508284568787,0.42745697498321533,0.2652374505996704,0.22068053483963013
united,0.2670816481113434,0.15542690455913544,0.16919764876365662,0.11840846389532089,0.27339106798171997,0.20036718249320984,0.194850891828537,0.17266890406608582
methodist,0.21092453598976135,0.37684866786003113,0.14794334769248962,0.0830310508608818,0.2162594348192215,0.17637217044830322,0.16745153069496155,0.1436992734670639
hymnal,0.17266538739204407,0.4000225365161896,0.14493398368358612,0.20737838745117188,0.24268949031829834,0.19135619699954987,0.35727396607398987,0.14759886264801025
and,0.5296266674995422,0.2363842874765396,0.48576638102531433,0.15480998158454895,0.3601827025413513,0.31309178471565247,0.28024056553840637,0.20544172823429108
the,0.4335206151008606,0.23906947672367096,0.40399202704429626,0.26961472630500793,0.40150508284568787,0.42745697498321533,0.2652374505996704,0.22068053483963013
united,0.2670816481113434,0.15542690455913544,0.16919764876365662,0.11840846389532089,0.27339106798171997,0.20036718249320984,0.194850891828537,0.17266890406608582
methodist,0.21092453598976135,0.37684866786003113,0.14794334769248962,0.0830310508608818,0.2162594348192215,0.17637217044830322,0.16745153069496155,0.1436992734670639
book,0.2048235684633255,0.25554904341697693,0.18403245508670807,0.14090889692306519,0.1578967273235321,0.2872225046157837,1.0,0.20572158694267273
of,0.37253960967063904,0.24827219545841217,0.39081433415412903,0.28474852442741394,0.4249346852302551,0.33290785551071167,0.22602593898773193,0.1826142966747284
worship,0.3225330710411072,0.5352814197540283,0.2437843382358551,0.15361465513706207,0.15516434609889984,0.2504543364048004,0.20218650996685028,0.17813213169574738
(,0.1455259770154953,0.17795975506305695,0.23263892531394958,0.1835828274488449,0.25806233286857605,0.2411840260028839,0.18474207818508148,0.40561532974243164
1992,0.11378401517868042,0.19785474240779877,-0.004383931867778301,-0.0527862124145031,0.09224555641412735,0.12803657352924347,0.03748525679111481,0.11522171646356583
),0.16602720320224762,0.18458014726638794,0.2373749315738678,0.17495816946029663,0.2672361731529236,0.26259949803352356,0.19147184491157532,0.42300865054130554
.,0.3974229395389557,0.21560180187225342,0.3452940285205841,0.1629132777452469,0.41536515951156616,0.3567904531955719,0.21435262262821198,0.4130953550338745
