,what,spacecraft,was,tested,in,two,vacuum,chambers,to,simulate,atmospheric,pressure,?
the,0.42745697498321533,0.21476294100284576,0.48711544275283813,0.22948460280895233,0.6662389636039734,0.43858039379119873,0.17016367614269257,0.2718568742275238,0.535392165184021,0.2289362996816635,0.25230076909065247,0.28285476565361023,0.22068053483963013
apollo,0.13561789691448212,0.5222378373146057,0.2306441366672516,0.313701868057251,0.1461767554283142,0.10775979608297348,0.15451158583164215,0.16638796031475067,0.23190522193908691,0.2147461473941803,0.2915870249271393,0.1889750063419342,0.191528782248497
spacecraft,0.19567668437957764,1.0000001192092896,0.18611936271190643,0.34144800901412964,0.19417698681354523,0.1672947257757187,0.3017787039279938,0.17028410732746124,0.25703316926956177,0.36985090374946594,0.40096086263656616,0.24780414998531342,0.17708687484264374
could,0.4188697934150696,0.21890032291412354,0.39896807074546814,0.32396453619003296,0.29357993602752686,0.3010946810245514,0.19124849140644073,0.1962999850511551,0.5461788773536682,0.2522496283054352,0.13392463326454163,0.1919572353363037,0.3411986827850342
be,0.3929833769798279,0.21235716342926025,0.42228707671165466,0.3123331367969513,0.3481820821762085,0.28515341877937317,0.2818295359611511,0.15764862298965454,0.4972836375236511,0.2844267785549164,0.24238769710063934,0.23846358060836792,0.3324260413646698
tested,0.2685181498527527,0.34144800901412964,0.24974265694618225,1.0,0.2040289044380188,0.2507670223712921,0.270755797624588,0.15204478800296783,0.24203582108020782,0.26572972536087036,0.19858478009700775,0.23132695257663727,0.18890146911144257
in,0.30808621644973755,0.19417698681354523,0.45514053106307983,0.2040289044380188,1.0,0.36463531851768494,0.13421516120433807,0.162662073969841,0.45010748505592346,0.21088799834251404,0.17850768566131592,0.16116683185100555,0.20430970191955566
two,0.23363454639911652,0.1672947257757187,0.27166637778282166,0.2507670223712921,0.36463531851768494,1.0000001192092896,0.18167078495025635,0.274858683347702,0.3343428373336792,0.2160906195640564,0.14285509288311005,0.18043477833271027,0.19645625352859497
vacuum,0.1845402866601944,0.3017787039279938,0.15137505531311035,0.270755797624588,0.13421516120433807,0.18167078495025635,1.0,0.2953592538833618,0.23672117292881012,0.2512587904930115,0.3523329794406891,0.40819621086120605,0.10335687547922134
chambers,0.17295169830322266,0.17028410732746124,0.19617822766304016,0.15204478800296783,0.162662073969841,0.274858683347702,0.2953592538833618,1.0,0.21815796196460724,0.13765199482440948,0.21330811083316803,0.25529706478118896,0.06382281333208084
capable,0.24030843377113342,0.2090582698583603,0.1653473675251007,0.29993364214897156,0.13216491043567657,0.21967390179634094,0.2754693329334259,0.16821929812431335,0.21250563859939575,0.37366145849227905,0.1495513767004013,0.14425912499427795,0.18388573825359344
of,0.33290785551071167,0.16566437482833862,0.4069072902202606,0.17295385897159576,0.5696388483047485,0.37726253271102905,0.17922011017799377,0.2402798980474472,0.41548454761505127,0.19498024880886078,0.25383174419403076,0.22627468407154083,0.1826142966747284
simulating,0.22769570350646973,0.33733272552490234,0.1397390067577362,0.2270047515630722,0.23147708177566528,0.18205326795578003,0.2422143816947937,0.12037355452775955,0.21473956108093262,0.8603559136390686,0.24150702357292175,0.17272740602493286,0.1379571408033371
atmospheric,0.2079145908355713,0.40096086263656616,0.17251721024513245,0.19858478009700775,0.17850768566131592,0.14285509288311005,0.3523329794406891,0.21330811083316803,0.24248166382312775,0.2368045449256897,1.0000001192092896,0.5111773014068604,0.11404281854629517
pressure,0.2625555694103241,0.24780414998531342,0.17634209990501404,0.23132695257663727,0.16116683185100555,0.18043477833271027,0.40819621086120605,0.25529706478118896,0.30812981724739075,0.17002594470977783,0.5111773014068604,1.0000001192092896,0.142023503780365
at,0.2838611304759979,0.14872674643993378,0.36707764863967896,0.2072853296995163,0.4374977946281433,0.32178381085395813,0.15386401116847992,0.1985539346933365,0.36524343490600586,0.18140529096126556,0.2377927303314209,0.17761266231536865,0.21978627145290375
altitudes,0.23370660841464996,0.2968437671661377,0.14280951023101807,0.18569061160087585,0.26143985986709595,0.19860979914665222,0.2055044174194336,0.22829224169254303,0.23557701706886292,0.2457122504711151,0.42960628867149353,0.39247459173202515,0.07973700016736984
up,0.28591108322143555,0.20929226279258728,0.24070115387439728,0.20757846534252167,0.3120773434638977,0.3142130374908447,0.2393311858177185,0.21657110750675201,0.40375280380249023,0.20235595107078552,0.24020396173000336,0.2256598025560379,0.1819818764925003
to,0.455847829580307,0.25703316926956177,0.3636345863342285,0.24203582108020782,0.45010748505592346,0.3343428373336792,0.23672117292881012,0.21815796196460724,1.0,0.27583152055740356,0.24248166382312775,0.30812981724739075,0.29463258385658264
"250,000",0.1819262057542801,-0.026657365262508392,-0.07527538388967514,0.06287345290184021,0.005007241386920214,-0.02256503701210022,0.0065251304768025875,-0.10633529722690582,0.07216418534517288,0.011360795237123966,0.08290985971689224,0.09441567957401276,0.0352889820933342
feet,0.18749791383743286,0.21459469199180603,0.16205810010433197,0.18710079789161682,0.18039943277835846,0.20740194618701935,0.19957235455513,0.2562921941280365,0.2308226376771927,0.207280695438385,0.19524934887886047,0.270788311958313,0.14855161309242249
(,0.2411840260028839,0.16436319053173065,0.2980341613292694,0.1336974799633026,0.3087427020072937,0.2169162482023239,0.12563106417655945,0.17003029584884644,0.30882009863853455,0.12923304736614227,0.18657898902893066,0.13923819363117218,0.40561532974243164
76,-0.28225886821746826,-0.15993160009384155,-0.23929114639759064,-0.16192789375782013,-0.3721224069595337,-0.265148401260376,-0.150090754032135,-0.2460888922214508,-0.39657655358314514,-0.20144134759902954,-0.17421439290046692,-0.15547089278697968,-0.08607837557792664
km,0.1805391013622284,0.2316710501909256,0.19512154161930084,0.08907324820756912,0.21900252997875214,0.1486910730600357,0.17380793392658234,0.15505577623844147,0.19593966007232666,0.060788094997406006,0.22539350390434265,0.21735654771327972,0.08180338144302368
),0.26259949803352356,0.1781383752822876,0.3267642855644226,0.1264287233352661,0.3326910734176636,0.24161455035209656,0.11442587524652481,0.18624833226203918,0.31236231327056885,0.12668883800506592,0.17758393287658691,0.14610013365745544,0.42300865054130554
