,what,function,is,a,teacher,'s,role,similar,to,?
this,0.5489566326141357,0.27971330285072327,0.480927973985672,0.5422310829162598,0.15561269223690033,0.02106832154095173,0.2514144480228424,0.40636423230171204,0.5759071707725525,0.3155723512172699
function,0.22155974805355072,1.0,0.17586156725883484,0.20934805274009705,0.12472493946552277,-0.09492422640323639,0.19775643944740295,0.17526058852672577,0.2079751342535019,0.20672395825386047
looks,0.36668315529823303,0.21400342881679535,0.37171849608421326,0.36173608899116516,0.14494512975215912,0.09868429601192474,0.12607097625732422,0.39465510845184326,0.2700123190879822,0.292976975440979
like,0.4320242702960968,0.19844059646129608,0.29710376262664795,0.38655611872673035,0.15078414976596832,0.06462705135345459,0.18205086886882782,0.5880904793739319,0.35482415556907654,0.3268813192844391
that,0.6297725439071655,0.2751213610172272,0.3995479643344879,0.47537946701049805,0.1985531747341156,0.04397977516055107,0.23023544251918793,0.4232555329799652,0.5436353087425232,0.32716336846351624
of,0.33290785551071167,0.16667552292346954,0.4854315221309662,0.5052502155303955,0.19968076050281525,-0.03817026689648628,0.1797693818807602,0.2911645472049713,0.41548454761505127,0.1826142966747284
a,0.3320399522781372,0.20934805274009705,0.658733606338501,1.0,0.31202319264411926,0.04866964742541313,0.22880133986473083,0.34790337085723877,0.45503583550453186,0.23916715383529663
coach,0.102297842502594,0.1275145709514618,0.1173417791724205,0.16662418842315674,0.2664881944656372,-0.02642884850502014,0.19310235977172852,0.028502605855464935,0.19063067436218262,0.11963751912117004
using,0.27984681725502014,0.23838572204113007,0.26543745398521423,0.32226553559303284,0.11081600189208984,-0.029558077454566956,0.02675597555935383,0.34637054800987244,0.3678804934024811,0.2804589569568634
the,0.42745697498321533,0.2037137746810913,0.5823672413825989,0.5829201340675354,0.17760860919952393,-0.01540423184633255,0.26607486605644226,0.2963123023509979,0.535392165184021,0.22068053483963013
whole,0.38441845774650574,0.2552435100078583,0.32541996240615845,0.4061710238456726,0.16973288357257843,0.08568435162305832,0.19486327469348907,0.24497555196285248,0.3655387759208679,0.21052291989326477
gamut,0.18401968479156494,0.1545371115207672,0.17014682292938232,0.24631895124912262,0.2068835198879242,0.08899485319852829,0.10926786065101624,0.10547305643558502,0.1403992474079132,0.21447624266147614
of,0.33290785551071167,0.16667552292346954,0.4854315221309662,0.5052502155303955,0.19968076050281525,-0.03817026689648628,0.1797693818807602,0.2911645472049713,0.41548454761505127,0.1826142966747284
psychology,0.28659698367118835,0.22689063847064972,0.16619953513145447,0.21277792751789093,0.28438299894332886,0.07297511398792267,0.22043892741203308,0.15457752346992493,0.23769105970859528,0.16540412604808807
to,0.455847829580307,0.2079751342535019,0.42745086550712585,0.45503583550453186,0.1991342306137085,0.03782717138528824,0.17841029167175293,0.2888135313987732,1.0,0.29463258385658264
get,0.3490515947341919,0.2662789225578308,0.29207053780555725,0.27948489785194397,0.16502690315246582,-0.031001994386315346,0.13137847185134888,0.18468713760375977,0.4388369917869568,0.3499825894832611
each,0.3353266417980194,0.2673278748989105,0.2954041659832001,0.434999018907547,0.1228463426232338,0.021750088781118393,0.11805922538042068,0.34118908643722534,0.3941934108734131,0.21173812448978424
new,0.2130378633737564,0.17121581733226776,0.2208656519651413,0.3214259147644043,0.1295609325170517,-0.008355522528290749,0.14961616694927216,0.21004319190979004,0.33159172534942627,0.14782847464084625
class,0.16880196332931519,0.16509482264518738,0.1275252103805542,0.23462694883346558,0.24741962552070618,-0.017892489209771156,0.17172746360301971,0.24328169226646423,0.18696844577789307,0.12778934836387634
of,0.33290785551071167,0.16667552292346954,0.4854315221309662,0.5052502155303955,0.19968076050281525,-0.03817026689648628,0.1797693818807602,0.2911645472049713,0.41548454761505127,0.1826142966747284
rookies,0.19313335418701172,0.12551350891590118,0.12542688846588135,0.1864463835954666,0.18604882061481476,0.029063856229186058,0.2136005014181137,0.16005630791187286,0.1820514053106308,0.20678260922431946
off,0.2350364625453949,0.1470075249671936,0.20147104561328888,0.2788178026676178,0.08144917339086533,-0.017884694039821625,0.11728066205978394,0.14775662124156952,0.3533020317554474,0.12937544286251068
the,0.42745697498321533,0.2037137746810913,0.5823672413825989,0.5829201340675354,0.17760860919952393,-0.01540423184633255,0.26607486605644226,0.2963123023509979,0.535392165184021,0.22068053483963013
bench,0.2329113781452179,0.15959589183330536,0.19473308324813843,0.2762121260166168,0.16102798283100128,-0.04591556638479233,0.17822033166885376,0.18551227450370789,0.26356637477874756,0.20734192430973053
and,0.31309178471565247,0.22180378437042236,0.3859752118587494,0.3739250600337982,0.27571162581443787,0.06895173341035843,0.2629789710044861,0.3316260874271393,0.48971283435821533,0.20544172823429108
into,0.2180619090795517,0.1035875752568245,0.2619607150554657,0.3461161255836487,0.08216088265180588,0.00961404386907816,0.12190651893615723,0.22620125114917755,0.38810545206069946,0.15662476420402527
the,0.42745697498321533,0.2037137746810913,0.5823672413825989,0.5829201340675354,0.17760860919952393,-0.01540423184633255,0.26607486605644226,0.2963123023509979,0.535392165184021,0.22068053483963013
game,0.2246788740158081,0.1540358066558838,0.21222543716430664,0.23211604356765747,0.17195391654968262,0.07448072731494904,0.20485715568065643,0.171285942196846,0.2540906071662903,0.1829071193933487
.,0.3567904531955719,0.253307044506073,0.4569662809371948,0.50484299659729,0.225234717130661,-0.003708066651597619,0.22067026793956757,0.306670606136322,0.4645031690597534,0.4130953550338745
'',0.08143015950918198,-0.05959930643439293,0.0793738141655922,0.04890415817499161,-0.0015530947130173445,-0.04859459400177002,-0.022837141528725624,0.07640276104211807,-0.009905828163027763,0.018684765323996544
