,to,whom,did,toghrul,refuse,to,give,his,daughter,in,marriage,",",angering,temüjin,?
one,0.4025384783744812,0.35118117928504944,0.27659472823143005,0.3077591061592102,0.22036555409431458,0.4025384783744812,0.31462472677230835,0.3774510324001312,0.23853135108947754,0.4129433035850525,0.17818468809127808,0.3696635365486145,0.30208316445350647,0.30269449949264526,0.2673267424106598
of,0.41548454761505127,0.2070929855108261,0.2513895630836487,0.32596123218536377,0.2180326282978058,0.41548454761505127,0.33489471673965454,0.38364991545677185,0.23132967948913574,0.5696388483047485,0.1860882043838501,0.4946078956127167,0.34066665172576904,0.378805011510849,0.1826142966747284
the,0.535392165184021,0.23752936720848083,0.34736719727516174,0.3152857720851898,0.28405678272247314,0.535392165184021,0.29086416959762573,0.4394008219242096,0.16813424229621887,0.6662389636039734,0.17375090718269348,0.4933079481124878,0.3455749750137329,0.43713900446891785,0.22068053483963013
later,0.393297016620636,0.29513412714004517,0.38386887311935425,0.1913699358701706,0.23406673967838287,0.393297016620636,0.2395067811012268,0.4538118839263916,0.26709887385368347,0.40857815742492676,0.2373010665178299,0.35016918182373047,0.2272682636976242,0.4264255166053772,0.1417175978422165
ruptures,0.2829399108886719,0.046455077826976776,0.11767946183681488,0.19301658868789673,0.19622546434402466,0.2829399108886719,0.2283826470375061,0.24501852691173553,0.19125135242938995,0.26330384612083435,0.19017048180103302,0.2809644639492035,0.33835527300834656,0.2780296802520752,0.18220804631710052
between,0.3639189600944519,0.18597352504730225,0.16542956233024597,0.2918594181537628,0.10667162388563156,0.3639189600944519,0.1712847501039505,0.15603972971439362,0.14232243597507477,0.41100412607192993,0.23107770085334778,0.27714940905570984,0.26769351959228516,0.1956426054239273,0.12887074053287506
toghrul,0.29692113399505615,0.2269856482744217,0.1954176276922226,0.9999998807907104,0.20446205139160156,0.29692113399505615,0.23354896903038025,0.22943545877933502,0.18561598658561707,0.31668028235435486,0.20443671941757202,0.38870057463645935,0.27619460225105286,0.3945753872394562,0.24630779027938843
and,0.48971283435821533,0.3148667514324188,0.34479495882987976,0.3432293236255646,0.24994239211082458,0.48971283435821533,0.3040338158607483,0.4234102666378021,0.21789319813251495,0.4954058527946472,0.25600728392601013,0.6633074283599854,0.38947001099586487,0.3789469599723816,0.20544172823429108
temüjin,0.36858871579170227,0.34102556109428406,0.3476600646972656,0.3945753872394562,0.28170037269592285,0.36858871579170227,0.2793457508087158,0.4682264029979706,0.281709760427475,0.3433155417442322,0.24604450166225433,0.3484273850917816,0.32377949357032776,1.0,0.21090233325958252
was,0.3636345863342285,0.2438793033361435,0.41399896144866943,0.2445739507675171,0.19272151589393616,0.3636345863342285,0.16511452198028564,0.4405253231525421,0.2568452060222626,0.45514053106307983,0.23779970407485962,0.45456063747406006,0.21188847720623016,0.38774195313453674,0.18412111699581146
toghrul,0.29692113399505615,0.2269856482744217,0.1954176276922226,0.9999998807907104,0.20446205139160156,0.29692113399505615,0.23354896903038025,0.22943545877933502,0.18561598658561707,0.31668028235435486,0.20443671941757202,0.38870057463645935,0.27619460225105286,0.3945753872394562,0.24630779027938843
's,0.03782717138528824,0.006846526637673378,0.05069678649306297,0.1209915354847908,0.020902322605252266,0.03782717138528824,0.032917920500040054,0.047556519508361816,-0.04211100563406944,-0.037580832839012146,-0.04451000317931175,-0.0016132977325469255,0.027158213779330254,-0.010023289360105991,-0.023395681753754616
refusal,0.4434225857257843,0.24450954794883728,0.3917485475540161,0.2421945333480835,0.7246733903884888,0.4434225857257843,0.37191101908683777,0.32034581899642944,0.1740887314081192,0.2398064285516739,0.31030094623565674,0.2884223759174347,0.36935511231422424,0.3030087351799011,0.21465960144996643
to,1.0,0.3108522593975067,0.4452643394470215,0.29692113399505615,0.471379816532135,1.0,0.4396136403083801,0.3715193271636963,0.1864093840122223,0.45010748505592346,0.21359077095985413,0.44245919585227966,0.34122446179389954,0.36858871579170227,0.29463258385658264
give,0.4396136403083801,0.19970814883708954,0.34889718890190125,0.23354896903038025,0.4766387641429901,0.4396136403083801,1.0000001192092896,0.2390921413898468,0.18259231746196747,0.20895415544509888,0.26885169744491577,0.2844066619873047,0.2781262993812561,0.2793457508087158,0.2985610067844391
his,0.3715193271636963,0.38462314009666443,0.3546801507472992,0.22943545877933502,0.29335230588912964,0.3715193271636963,0.2390921413898468,0.9999998807907104,0.32975703477859497,0.3598145842552185,0.3367312550544739,0.3378419280052185,0.31332653760910034,0.4682264029979706,0.18075084686279297
daughter,0.1864093840122223,0.411638081073761,0.16868793964385986,0.18561598658561707,0.1713157445192337,0.1864093840122223,0.18259231746196747,0.32975703477859497,1.0,0.1683245152235031,0.5566245913505554,0.29290133714675903,0.14963245391845703,0.281709760427475,0.10566599667072296
in,0.45010748505592346,0.20012985169887543,0.2593238651752472,0.31668028235435486,0.2069590985774994,0.45010748505592346,0.20895415544509888,0.3598145842552185,0.1683245152235031,1.0,0.18663892149925232,0.5201468467712402,0.2667027413845062,0.3433155417442322,0.20430970191955566
marriage,0.21359077095985413,0.3894299566745758,0.26697254180908203,0.20443671941757202,0.29286009073257446,0.21359077095985413,0.26885169744491577,0.3367312550544739,0.5566245913505554,0.18663892149925232,0.9999999403953552,0.25912216305732727,0.2301272451877594,0.24604450166225433,0.13543564081192017
to,1.0,0.3108522593975067,0.4452643394470215,0.29692113399505615,0.471379816532135,1.0,0.4396136403083801,0.3715193271636963,0.1864093840122223,0.45010748505592346,0.21359077095985413,0.44245919585227966,0.34122446179389954,0.36858871579170227,0.29463258385658264
jochi,0.1702822893857956,0.1571936011314392,0.16607163846492767,0.3802759647369385,0.09915235638618469,0.1702822893857956,0.06418299674987793,0.22831186652183533,0.19509078562259674,0.20567668974399567,0.10293535888195038,0.2696787714958191,0.163249209523201,0.37734687328338623,0.10597938299179077
",",0.44245919585227966,0.25587570667266846,0.3015086054801941,0.38870057463645935,0.25615203380584717,0.44245919585227966,0.2844066619873047,0.3378419280052185,0.29290133714675903,0.5201468467712402,0.25912216305732727,1.0000001192092896,0.32435381412506104,0.3484273850917816,0.31091248989105225
the,0.535392165184021,0.23752936720848083,0.34736719727516174,0.3152857720851898,0.28405678272247314,0.535392165184021,0.29086416959762573,0.4394008219242096,0.16813424229621887,0.6662389636039734,0.17375090718269348,0.4933079481124878,0.3455749750137329,0.43713900446891785,0.22068053483963013
eldest,0.17770633101463318,0.3485373258590698,0.18439269065856934,0.26180726289749146,0.1674579232931137,0.17770633101463318,0.12066013365983963,0.37519803643226624,0.5845683217048645,0.24058955907821655,0.4002690315246582,0.2954089641571045,0.19267895817756653,0.3613315522670746,0.1492495983839035
son,0.16820268332958221,0.3896437883377075,0.22313499450683594,0.20586298406124115,0.17221836745738983,0.16820268332958221,0.12102752923965454,0.4423290193080902,0.6769177913665771,0.22500404715538025,0.4072149097919464,0.2594279944896698,0.18160569667816162,0.39123988151550293,0.14735563099384308
of,0.41548454761505127,0.2070929855108261,0.2513895630836487,0.32596123218536377,0.2180326282978058,0.41548454761505127,0.33489471673965454,0.38364991545677185,0.23132967948913574,0.5696388483047485,0.1860882043838501,0.4946078956127167,0.34066665172576904,0.378805011510849,0.1826142966747284
temüjin,0.36858871579170227,0.34102556109428406,0.3476600646972656,0.3945753872394562,0.28170037269592285,0.36858871579170227,0.2793457508087158,0.4682264029979706,0.281709760427475,0.3433155417442322,0.24604450166225433,0.3484273850917816,0.32377949357032776,1.0,0.21090233325958252
",",0.44245919585227966,0.25587570667266846,0.3015086054801941,0.38870057463645935,0.25615203380584717,0.44245919585227966,0.2844066619873047,0.3378419280052185,0.29290133714675903,0.5201468467712402,0.25912216305732727,1.0000001192092896,0.32435381412506104,0.3484273850917816,0.31091248989105225
a,0.45503583550453186,0.21455949544906616,0.2552328109741211,0.32233721017837524,0.2521035671234131,0.45503583550453186,0.3436131179332733,0.3497250974178314,0.16643033921718597,0.539380669593811,0.17188730835914612,0.427140474319458,0.27771419286727905,0.36845725774765015,0.23916715383529663
