,what,kind,of,memory,was,tesla,thought,to,have,?
tesla,0.23221199214458466,0.20704586803913116,0.18837453424930573,0.23510560393333435,0.16455206274986267,0.9999999403953552,0.0704183354973793,0.17548894882202148,0.12181562930345535,0.10250775516033173
read,0.4041415750980377,0.22876723110675812,0.16905911266803741,0.3061037063598633,0.20066320896148682,0.18323293328285217,0.3158362805843353,0.3265438377857208,0.33680009841918945,0.30917879939079285
many,0.36131182312965393,0.3219348192214966,0.37253960967063904,0.22287480533123016,0.260356068611145,0.15282970666885376,0.39938586950302124,0.40243685245513916,0.5841760635375977,0.2124512493610382
works,0.2418437898159027,0.19439199566841125,0.1964656114578247,0.15224416553974152,0.2401018887758255,0.20543460547924042,0.19193272292613983,0.22564561665058136,0.1827019900083542,0.19597402215003967
",",0.3087472915649414,0.20629581809043884,0.4946078956127167,0.14977091550827026,0.45456063747406006,0.20599327981472015,0.2965437173843384,0.44245919585227966,0.3541618287563324,0.31091248989105225
memorizing,0.3599329888820648,0.30735161900520325,0.27147176861763,0.5566493272781372,0.18080376088619232,0.20657426118850708,0.269320547580719,0.3103819787502289,0.2810993790626526,0.2372421771287918
complete,0.29213884472846985,0.26205676794052124,0.3009350895881653,0.19453437626361847,0.13758507370948792,0.13203854858875275,0.23723414540290833,0.26479288935661316,0.26742038130760193,0.11962060630321503
books,0.2542080581188202,0.14178402721881866,0.18863578140735626,0.1850421130657196,0.18330562114715576,0.1716867834329605,0.25013431906700134,0.20019930601119995,0.20376041531562805,0.1897611767053604
",",0.3087472915649414,0.20629581809043884,0.4946078956127167,0.14977091550827026,0.45456063747406006,0.20599327981472015,0.2965437173843384,0.44245919585227966,0.3541618287563324,0.31091248989105225
and,0.31309178471565247,0.22462370991706848,0.5116966962814331,0.20261503756046295,0.3740963041782379,0.19560420513153076,0.34702804684638977,0.48971283435821533,0.4711785912513733,0.20544172823429108
supposedly,0.39564377069473267,0.2321162074804306,0.21371346712112427,0.14313411712646484,0.3860795795917511,0.14015451073646545,0.39052635431289673,0.34531334042549133,0.2738690674304962,0.2077445387840271
possessed,0.22652171552181244,0.19279824197292328,0.2872394919395447,0.14247412979602814,0.15487101674079895,0.1532975733280182,0.2604176104068756,0.2265283614397049,0.3188323974609375,0.10175421833992004
a,0.3320399522781372,0.42310917377471924,0.5052502155303955,0.20081622898578644,0.4508470594882965,0.2211925983428955,0.3342154324054718,0.45503583550453186,0.338716596364975,0.23916715383529663
photographic,0.14404383301734924,0.10659196972846985,0.23462572693824768,0.20566309988498688,0.18114720284938812,0.17442278563976288,0.14051364362239838,0.22097423672676086,0.14257848262786865,0.14427056908607483
memory,0.20690667629241943,0.17371892929077148,0.17919406294822693,0.9999999403953552,0.16498547792434692,0.23510560393333435,0.14974629878997803,0.19370511174201965,0.16031695902347565,0.1397676020860672
.,0.3567904531955719,0.21254374086856842,0.5352458953857422,0.13056598603725433,0.40146201848983765,0.17949827015399933,0.3521888852119446,0.4645031690597534,0.41614407300949097,0.4130953550338745
