,what,is,another,general,name,for,a,religious,teacher,?
religious,0.26794421672821045,0.1584658920764923,0.20237337052822113,0.1812218874692917,0.08788274973630905,0.21258823573589325,0.23162008821964264,0.9999998807907104,0.2614806294441223,0.15727058053016663
and,0.31309178471565247,0.3859752118587494,0.3214244842529297,0.25860127806663513,0.21235932409763336,0.5064792633056641,0.3739250600337982,0.30280056595802307,0.27571162581443787,0.20544172823429108
spiritual,0.2431802898645401,0.1757679283618927,0.22945798933506012,0.18757431209087372,0.08161307871341705,0.19519944489002228,0.2160448133945465,0.5744005441665649,0.36543601751327515,0.1801415979862213
teachers,0.2526462972164154,0.15701442956924438,0.1896795779466629,0.16037723422050476,0.11480151861906052,0.274332195520401,0.2509842813014984,0.26186174154281616,0.7334206104278564,0.19522249698638916
",",0.3087472915649414,0.4691906273365021,0.3283841907978058,0.3022127151489258,0.28145334124565125,0.4464869201183319,0.427140474319458,0.2753547728061676,0.2884024977684021,0.31091248989105225
such,0.23989605903625488,0.23545363545417786,0.268036812543869,0.22308661043643951,0.14280109107494354,0.36098620295524597,0.2706976532936096,0.2574559450149536,0.174470454454422,0.17851735651493073
as,0.31749409437179565,0.43216490745544434,0.3282026946544647,0.250458300113678,0.2851914167404175,0.44774648547172546,0.39550232887268066,0.22407519817352295,0.27420735359191895,0.27043893933296204
gurus,0.2520514130592346,0.15414868295192719,0.17617857456207275,0.137453094124794,0.11670580506324768,0.17525988817214966,0.17276063561439514,0.3801719546318054,0.32321494817733765,0.18777289986610413
",",0.3087472915649414,0.4691906273365021,0.3283841907978058,0.3022127151489258,0.28145334124565125,0.4464869201183319,0.427140474319458,0.2753547728061676,0.2884024977684021,0.31091248989105225
mullahs,0.23517417907714844,0.2386443167924881,0.1652270257472992,0.13113932311534882,0.13643546402454376,0.22777119278907776,0.19810627400875092,0.3282300531864166,0.20299531519412994,0.1735541671514511
",",0.3087472915649414,0.4691906273365021,0.3283841907978058,0.3022127151489258,0.28145334124565125,0.4464869201183319,0.427140474319458,0.2753547728061676,0.2884024977684021,0.31091248989105225
rabbis,0.2332742065191269,0.19533000886440277,0.16679908335208893,0.23010145127773285,0.08542500436306,0.26983195543289185,0.19227901101112366,0.42904946208000183,0.25630682706832886,0.22059229016304016
",",0.3087472915649414,0.4691906273365021,0.3283841907978058,0.3022127151489258,0.28145334124565125,0.4464869201183319,0.427140474319458,0.2753547728061676,0.2884024977684021,0.31091248989105225
pastors/youth,0.21444040536880493,0.17813286185264587,0.23430988192558289,0.23004306852817535,0.23001334071159363,0.2698318064212799,0.25177428126335144,0.4035192131996155,0.40223395824432373,0.2359066754579544
pastors,0.2295304387807846,0.1068577691912651,0.19075395166873932,0.21421705186367035,0.12576763331890106,0.21625728905200958,0.15536180138587952,0.366876482963562,0.31964102387428284,0.17702129483222961
and,0.31309178471565247,0.3859752118587494,0.3214244842529297,0.25860127806663513,0.21235932409763336,0.5064792633056641,0.3739250600337982,0.30280056595802307,0.27571162581443787,0.20544172823429108
lamas,0.09779365360736847,0.1981673538684845,0.15573188662528992,0.17921137809753418,0.1650746762752533,0.1842551827430725,0.2141658365726471,0.31437817215919495,0.30977779626846313,0.16887740790843964
",",0.3087472915649414,0.4691906273365021,0.3283841907978058,0.3022127151489258,0.28145334124565125,0.4464869201183319,0.427140474319458,0.2753547728061676,0.2884024977684021,0.31091248989105225
may,0.25739946961402893,0.322792649269104,0.2963435649871826,0.22961640357971191,0.1821857988834381,0.29255861043930054,0.29255667328834534,0.24384857714176178,0.15417979657649994,0.2768254578113556
teach,0.2818700671195984,0.15221208333969116,0.18928764760494232,0.12382238358259201,0.09182561188936234,0.31015744805336,0.18608243763446808,0.2669653296470642,0.6285144090652466,0.24188745021820068
religious,0.26794421672821045,0.1584658920764923,0.20237337052822113,0.1812218874692917,0.08788274973630905,0.21258823573589325,0.23162008821964264,0.9999998807907104,0.2614806294441223,0.15727058053016663
texts,0.25967296957969666,0.17241506278514862,0.15381978452205658,0.12826773524284363,0.19533120095729828,0.17598171532154083,0.16138936579227448,0.360470712184906,0.2101118266582489,0.18584510684013367
such,0.23989605903625488,0.23545363545417786,0.268036812543869,0.22308661043643951,0.14280109107494354,0.36098620295524597,0.2706976532936096,0.2574559450149536,0.174470454454422,0.17851735651493073
as,0.31749409437179565,0.43216490745544434,0.3282026946544647,0.250458300113678,0.2851914167404175,0.44774648547172546,0.39550232887268066,0.22407519817352295,0.27420735359191895,0.27043893933296204
the,0.42745697498321533,0.5823672413825989,0.5019711852073669,0.28634732961654663,0.3171212375164032,0.4739971458911896,0.5829201340675354,0.22950971126556396,0.17760860919952393,0.22068053483963013
quran,0.3163478374481201,0.2090679556131363,0.19484946131706238,0.15324866771697998,0.1351325958967209,0.20220313966274261,0.1690443456172943,0.42635101079940796,0.18382634222507477,0.19713573157787323
",",0.3087472915649414,0.4691906273365021,0.3283841907978058,0.3022127151489258,0.28145334124565125,0.4464869201183319,0.427140474319458,0.2753547728061676,0.2884024977684021,0.31091248989105225
torah,0.32508909702301025,0.18943633139133453,0.1908237338066101,0.1465374082326889,0.13243235647678375,0.13889576494693756,0.18873231112957,0.40781864523887634,0.23054465651512146,0.172380268573761
or,0.33867141604423523,0.41870999336242676,0.4401204288005829,0.16815856099128723,0.19621294736862183,0.4111599624156952,0.48853766918182373,0.2404305636882782,0.16473013162612915,0.32389625906944275
bible,0.33710888028144836,0.22857646644115448,0.21763555705547333,0.17262527346611023,0.2050093412399292,0.1676870584487915,0.15878930687904358,0.35569366812705994,0.20870926976203918,0.22667601704597473
