,who,did,the,attacks,resonate,most,with,?
these,0.34544891119003296,0.38755595684051514,0.49086877703666687,0.28856661915779114,0.32879963517189026,0.4825916290283203,0.37595367431640625,0.2571668326854706
attacks,0.20934036374092102,0.13600324094295502,0.2845265567302704,0.9999999403953552,0.23471374809741974,0.24533845484256744,0.23502978682518005,0.14532065391540527
resonated,0.18390581011772156,0.18639251589775085,0.2799950838088989,0.2339889109134674,0.8786945939064026,0.24061357975006104,0.31030815839767456,0.13917937874794006
with,0.3282766342163086,0.25472134351730347,0.4223487675189972,0.23502978682518005,0.29443779587745667,0.336320698261261,0.9999999403953552,0.2433311939239502
conservative,0.20454786717891693,0.14079563319683075,0.19218477606773376,0.17604370415210724,0.18743571639060974,0.15847758948802948,0.14026179909706116,0.1597563922405243
muslims,0.2942625880241394,0.23549841344356537,0.2657718360424042,0.24778147041797638,0.13391950726509094,0.2406945675611496,0.12962710857391357,0.18742211163043976
and,0.41279885172843933,0.34479495882987976,0.5171257257461548,0.28638073801994324,0.26860177516937256,0.4309377074241638,0.5477725267410278,0.20544172823429108
the,0.3733934462070465,0.34736719727516174,1.0,0.2845265567302704,0.2283814549446106,0.47635307908058167,0.4223487675189972,0.22068053483963013
problem,0.22970008850097656,0.2389146089553833,0.24928659200668335,0.23885314166545868,0.24387243390083313,0.2509269416332245,0.2717578709125519,0.3762950301170349
did,0.34038686752319336,1.0,0.34736719727516174,0.13600324094295502,0.1664862185716629,0.2822507321834564,0.25472134351730347,0.3023456633090973
not,0.369414746761322,0.6481515765190125,0.4310511648654938,0.20677517354488373,0.2628212571144104,0.419027179479599,0.3409014642238617,0.41942933201789856
go,0.2566888630390167,0.2978402376174927,0.29801803827285767,0.1502654105424881,0.20498095452785492,0.17611756920814514,0.18863290548324585,0.25942572951316833
away,0.2651624381542206,0.2167721837759018,0.29030847549438477,0.2517089545726776,0.2127244919538498,0.2163747102022171,0.21399961411952972,0.15156377851963043
with,0.3282766342163086,0.25472134351730347,0.4223487675189972,0.23502978682518005,0.29443779587745667,0.336320698261261,0.9999999403953552,0.2433311939239502
saddam,0.2569730579853058,0.2779383063316345,0.216452956199646,0.28400805592536926,0.18290799856185913,0.13665039837360382,0.17263542115688324,0.22430098056793213
's,0.05599616840481758,0.05069678649306297,-0.01540423184633255,-0.05427505820989609,-0.01022403035312891,0.024445664137601852,-0.04624466598033905,-0.023395681753754616
defeat,0.23519231379032135,0.20949682593345642,0.3182816207408905,0.3130992650985718,0.077202208340168,0.15794305503368378,0.17363154888153076,0.12980464100837708
either,0.2945728600025177,0.27443668246269226,0.3795609474182129,0.22178897261619568,0.2485281378030777,0.3021850287914276,0.33237120509147644,0.31498292088508606
",",0.3365725874900818,0.3015086054801941,0.4933079481124878,0.25300389528274536,0.1994929164648056,0.3636029064655304,0.4120737314224243,0.31091248989105225
since,0.27765995264053345,0.27613121271133423,0.4054957628250122,0.21049131453037262,0.15555806457996368,0.3224619925022125,0.3120420575141907,0.2876587212085724
american,0.3093835413455963,0.21486236155033112,0.24562937021255493,0.11576937139034271,0.18897020816802979,0.195353701710701,0.20245933532714844,0.18877598643302917
troops,0.2254970222711563,0.2146090567111969,0.3229958415031433,0.3951811194419861,0.156116783618927,0.1653124988079071,0.1365993618965149,0.14329779148101807
remained,0.18943379819393158,0.371289998292923,0.3492392301559448,0.12563128769397736,0.15807653963565826,0.27169156074523926,0.25786063075065613,0.08263323456048965
stationed,0.24610435962677002,0.21579371392726898,0.3037928342819214,0.2581968307495117,0.160500630736351,0.16797678172588348,0.1788298636674881,0.09061841666698456
in,0.2792111933231354,0.2593238651752472,0.6662389636039734,0.223388671875,0.18051393330097198,0.41416558623313904,0.4080928862094879,0.20430970191955566
the,0.3733934462070465,0.34736719727516174,1.0,0.2845265567302704,0.2283814549446106,0.47635307908058167,0.4223487675189972,0.22068053483963013
kingdom,0.15265370905399323,0.15448923408985138,0.3143408000469208,0.16119413077831268,0.08467766642570496,0.18974800407886505,0.16312327980995178,0.12927088141441345
",",0.3365725874900818,0.3015086054801941,0.4933079481124878,0.25300389528274536,0.1994929164648056,0.3636029064655304,0.4120737314224243,0.31091248989105225
and,0.41279885172843933,0.34479495882987976,0.5171257257461548,0.28638073801994324,0.26860177516937256,0.4309377074241638,0.5477725267410278,0.20544172823429108
a,0.36608949303627014,0.2552328109741211,0.5829201340675354,0.24573074281215668,0.31228435039520264,0.3508910834789276,0.3783375024795532,0.23916715383529663
de,0.18189555406570435,0.09745011478662491,0.23491892218589783,0.09360642731189728,0.06163587421178818,0.16639204323291779,0.18490396440029144,0.11064168810844421
facto,0.24981608986854553,0.21545417606830597,0.32902881503105164,0.1698647141456604,0.05903252214193344,0.1764194220304489,0.13868926465511322,0.21391282975673676
cooperation,0.2514001131057739,0.24653171002864838,0.33152657747268677,0.2899053692817688,0.21963363885879517,0.23174642026424408,0.29458561539649963,0.19483380019664764
with,0.3282766342163086,0.25472134351730347,0.4223487675189972,0.23502978682518005,0.29443779587745667,0.336320698261261,0.9999999403953552,0.2433311939239502
the,0.3733934462070465,0.34736719727516174,1.0,0.2845265567302704,0.2283814549446106,0.47635307908058167,0.4223487675189972,0.22068053483963013
palestinian-israeli,0.24125507473945618,0.17426957190036774,0.21813470125198364,0.22549493610858917,0.19369401037693024,0.18457281589508057,0.166996031999588,0.2015664279460907
peace,0.21845698356628418,0.22555114328861237,0.2625678777694702,0.20057359337806702,0.1755460947751999,0.13476580381393433,0.21334390342235565,0.1404135823249817
process,0.22606876492500305,0.1973760724067688,0.264274537563324,0.11542243510484695,0.3281848430633545,0.16820742189884186,0.20102569460868835,0.2460896074771881
developed,0.1288115680217743,0.24445466697216034,0.24490751326084137,0.15624544024467468,0.21822234988212585,0.28766918182373047,0.257305771112442,0.10763012617826462
.,0.3541337847709656,0.35288307070732117,0.5934505462646484,0.295037180185318,0.22867579758167267,0.35404038429260254,0.4446153938770294,0.4130953550338745
