,when,was,skylab,'s,last,crew,on,the,station,before,it,re-entered,earth,'s,atmosphere,?
skylab,0.26282525062561035,0.304561972618103,0.9999998807907104,0.001553671550936997,0.18692095577716827,0.43289750814437866,0.29204991459846497,0.33710870146751404,0.379738986492157,0.27059414982795715,0.2710142433643341,0.20089741051197052,0.40659230947494507,0.001553671550936997,0.2838371694087982,0.23833967745304108
's,-0.03368149697780609,0.008974763564765453,0.001553671550936997,0.9999999403953552,0.03682802617549896,0.018528997898101807,0.0026888418942689896,-0.01540423184633255,-0.04233921319246292,-0.01158253662288189,0.06608816236257553,0.01993780955672264,0.0661235973238945,0.9999999403953552,0.0077118780463933945,-0.023395681753754616
last,0.3294509947299957,0.32424551248550415,0.18692095577716827,0.03682802617549896,1.0,0.21125464141368866,0.2517152428627014,0.3698786795139313,0.10864751040935516,0.4677324891090393,0.23236626386642456,0.1899717152118683,0.22602826356887817,0.03682802617549896,0.13099461793899536,0.22371746599674225
crew,0.18491964042186737,0.20329242944717407,0.43289750814437866,0.018528997898101807,0.21125464141368866,1.0,0.24291740357875824,0.25329816341400146,0.2196618616580963,0.1926402449607849,0.12595811486244202,0.16001711785793304,0.1996253877878189,0.018528997898101807,0.1884101778268814,0.16586194932460785
departed,0.22142872214317322,0.28973686695098877,0.2327355444431305,-0.0024636094458401203,0.19580359756946564,0.2856386601924896,0.25124552845954895,0.30421432852745056,0.22078795731067657,0.22390420734882355,0.21638567745685577,0.32120370864868164,0.2458624243736267,-0.0024636094458401203,0.14020894467830658,0.11029011756181717
the,0.5091903209686279,0.48711544275283813,0.33710870146751404,-0.01540423184633255,0.3698786795139313,0.25329816341400146,0.5107308030128479,1.0,0.23609806597232819,0.45900648832321167,0.6251175999641418,0.31947770714759827,0.2801888585090637,-0.01540423184633255,0.24429655075073242,0.22068053483963013
station,0.17569848895072937,0.18833480775356293,0.379738986492157,-0.04233921319246292,0.10864751040935516,0.2196618616580963,0.29022887349128723,0.23609806597232819,1.0,0.19482064247131348,0.2710883915424347,0.1857370138168335,0.1374855488538742,-0.04233921319246292,0.17215211689472198,0.12574981153011322
on,0.37706470489501953,0.3909217119216919,0.29204991459846497,0.0026888418942689896,0.2517152428627014,0.24291740357875824,0.9999999403953552,0.5107308030128479,0.29022887349128723,0.3903424143791199,0.4529881477355957,0.3076974153518677,0.20645220577716827,0.0026888418942689896,0.20375999808311462,0.2714994251728058
february,0.2621206045150757,0.446986585855484,0.2606600224971771,-0.056284528225660324,0.22311446070671082,0.13799192011356354,0.35595810413360596,0.26483774185180664,0.1815240979194641,0.2862003743648529,0.2681677043437958,0.28236836194992065,0.11659815907478333,-0.056284528225660324,0.12033118307590485,0.29594847559928894
8,0.010968375019729137,-0.07426877319812775,0.03330766037106514,0.04971888288855553,-0.0793701782822609,-0.00203023967333138,-0.04966927692294121,0.0063715726137161255,0.057604655623435974,-0.08431334048509598,-0.08903226256370544,0.07873766869306564,-0.015306207351386547,0.04971888288855553,-0.046248696744441986,-0.04056251794099808
",",0.36674630641937256,0.45456063747406006,0.29952821135520935,-0.0016132977325469255,0.29026782512664795,0.2217068374156952,0.49057599902153015,0.4933079481124878,0.2482491284608841,0.3156566619873047,0.48329564929008484,0.30554983019828796,0.23186853528022766,-0.0016132977325469255,0.26560261845588684,0.31091248989105225
1974,-0.04478467255830765,0.04934719577431679,0.07873834669589996,-0.010420195758342743,0.0011078810784965754,0.02260087989270687,0.049748875200748444,0.07901259511709213,0.22392645478248596,-0.025350313633680344,-0.0034117570612579584,-0.020205503329634666,-0.10483422130346298,-0.010420195758342743,-0.10255566239356995,-0.17742674052715302
",",0.36674630641937256,0.45456063747406006,0.29952821135520935,-0.0016132977325469255,0.29026782512664795,0.2217068374156952,0.49057599902153015,0.4933079481124878,0.2482491284608841,0.3156566619873047,0.48329564929008484,0.30554983019828796,0.23186853528022766,-0.0016132977325469255,0.26560261845588684,0.31091248989105225
and,0.4716290831565857,0.3740963041782379,0.27134448289871216,0.06895173341035843,0.25967320799827576,0.22802916169166565,0.4077630043029785,0.5171257257461548,0.19091129302978516,0.3518902659416199,0.40957894921302795,0.3146803379058838,0.27524080872535706,0.06895173341035843,0.273572713136673,0.20544172823429108
the,0.5091903209686279,0.48711544275283813,0.33710870146751404,-0.01540423184633255,0.3698786795139313,0.25329816341400146,0.5107308030128479,1.0,0.23609806597232819,0.45900648832321167,0.6251175999641418,0.31947770714759827,0.2801888585090637,-0.01540423184633255,0.24429655075073242,0.22068053483963013
station,0.17569848895072937,0.18833480775356293,0.379738986492157,-0.04233921319246292,0.10864751040935516,0.2196618616580963,0.29022887349128723,0.23609806597232819,1.0,0.19482064247131348,0.2710883915424347,0.1857370138168335,0.1374855488538742,-0.04233921319246292,0.17215211689472198,0.12574981153011322
itself,0.36853712797164917,0.24240277707576752,0.20555946230888367,-0.024358876049518585,0.14440380036830902,0.09059377014636993,0.2864828109741211,0.45971640944480896,0.19112636148929596,0.29580992460250854,0.5190377831459045,0.2637134790420532,0.2231949269771576,-0.024358876049518585,0.18999028205871582,0.17933900654315948
