,the,integer,factorization,problem,essentially,seeks,to,determine,if,the,value,of,of,an,input,is,less,than,what,variable,?
phrased,0.2592109739780426,0.2557908296585083,0.2921117842197418,0.37569648027420044,0.3815792500972748,0.22263093292713165,0.31545087695121765,0.2536507248878479,0.36685696244239807,0.2592109739780426,0.23945094645023346,0.1854930818080902,0.1854930818080902,0.20357108116149902,0.2593325972557068,0.2515591084957123,0.2755904495716095,0.270891010761261,0.43422839045524597,0.27394330501556396,0.4249119162559509
as,0.48381632566452026,0.18676306307315826,0.2979496717453003,0.2586832344532013,0.3430057168006897,0.19684699177742004,0.42092081904411316,0.3198702335357666,0.3354816734790802,0.48381632566452026,0.1832757443189621,0.3886612355709076,0.3886612355709076,0.37218472361564636,0.2063598930835724,0.43216490745544434,0.3253805339336395,0.40532299876213074,0.31749409437179565,0.22872738540172577,0.27043893933296204
a,0.5829201340675354,0.22195649147033691,0.31564444303512573,0.2605542540550232,0.2457367330789566,0.2667735815048218,0.45503583550453186,0.3650607168674469,0.41272827982902527,0.5829201340675354,0.2328912615776062,0.5052502155303955,0.5052502155303955,0.44552403688430786,0.20009170472621918,0.658733606338501,0.3475147485733032,0.3126874566078186,0.3320399522781372,0.30834314227104187,0.23916715383529663
decision,0.2905151844024658,0.2145078331232071,0.2706944942474365,0.31341657042503357,0.24197222292423248,0.31397005915641785,0.35372841358184814,0.3880644738674164,0.2962184250354767,0.2905151844024658,0.2046532928943634,0.2331373691558838,0.2331373691558838,0.1716570407152176,0.2815944254398346,0.2514069080352783,0.15555831789970398,0.16687935590744019,0.32053670287132263,0.19629046320915222,0.2796577215194702
problem,0.24928659200668335,0.32351139187812805,0.4367295503616333,1.0,0.31843146681785583,0.1966906189918518,0.2502208352088928,0.3124607503414154,0.43518564105033875,0.24928659200668335,0.19126078486442566,0.20464475452899933,0.20464475452899933,0.21292734146118164,0.2680823802947998,0.23238427937030792,0.3140726685523987,0.28667381405830383,0.42183366417884827,0.2821519076824188,0.3762950301170349
",",0.4933079481124878,0.20468677580356598,0.2755889594554901,0.23938199877738953,0.2754587233066559,0.18343710899353027,0.44245919585227966,0.2144405096769333,0.257730096578598,0.4933079481124878,0.23697449266910553,0.4946078956127167,0.4946078956127167,0.3581022024154663,0.24717740714550018,0.4691906273365021,0.28111666440963745,0.3371901512145996,0.3087472915649414,0.18179240822792053,0.31091248989105225
it,0.6251175999641418,0.1896929144859314,0.3197656273841858,0.296018123626709,0.31597480177879333,0.15157784521579742,0.513711154460907,0.2899050712585449,0.35967332124710083,0.6251175999641418,0.21908211708068848,0.38761502504348755,0.38761502504348755,0.39472338557243347,0.18733926117420197,0.6328473687171936,0.3841782212257385,0.3603973984718323,0.45803478360176086,0.2574029266834259,0.25732165575027466
is,0.5823672413825989,0.2086324691772461,0.2635040879249573,0.23238427937030792,0.2786000370979309,0.23242413997650146,0.42745086550712585,0.31959035992622375,0.30927813053131104,0.5823672413825989,0.22550974786281586,0.4854315221309662,0.4854315221309662,0.4654068350791931,0.2170686423778534,1.0,0.3123510479927063,0.2839990258216858,0.28837618231773376,0.2842993140220642,0.22961433231830597
the,1.0,0.14182277023792267,0.2827453017234802,0.24928659200668335,0.2945486903190613,0.2753336727619171,0.535392165184021,0.40889066457748413,0.33724796772003174,1.0,0.16908381879329681,0.733189046382904,0.733189046382904,0.4207492768764496,0.19928309321403503,0.5823672413825989,0.29185041785240173,0.3227543234825134,0.42745697498321533,0.18287865817546844,0.22068053483963013
problem,0.24928659200668335,0.32351139187812805,0.4367295503616333,1.0,0.31843146681785583,0.1966906189918518,0.2502208352088928,0.3124607503414154,0.43518564105033875,0.24928659200668335,0.19126078486442566,0.20464475452899933,0.20464475452899933,0.21292734146118164,0.2680823802947998,0.23238427937030792,0.3140726685523987,0.28667381405830383,0.42183366417884827,0.2821519076824188,0.3762950301170349
