,is,the,focus,on,spiritual,mentorship,in,hinduism,high,or,low,?
in,0.5394441485404968,0.6662389636039734,0.27219411730766296,0.46853652596473694,0.1903325319290161,0.2141905128955841,1.0,0.17516174912452698,0.2652597725391388,0.3586423695087433,0.21458278596401215,0.20430970191955566
hinduism,0.22179758548736572,0.22394193708896637,0.21368920803070068,0.13899901509284973,0.513893187046051,0.23213867843151093,0.17516174912452698,0.9999999403953552,0.08580990880727768,0.24776247143745422,0.05664728581905365,0.20113490521907806
the,0.5823672413825989,1.0,0.25318023562431335,0.5107308030128479,0.2149372547864914,0.24017667770385742,0.6662389636039734,0.22394193708896637,0.28034812211990356,0.4174870550632477,0.2544175982475281,0.22068053483963013
spiritual,0.1757679283618927,0.2149372547864914,0.2839166522026062,0.17063623666763306,1.0,0.3217136859893799,0.1903325319290161,0.513893187046051,0.11829879879951477,0.23889665305614471,0.08332138508558273,0.1801415979862213
teacher,0.2001669555902481,0.17760860919952393,0.21173880994319916,0.1997784823179245,0.36543601751327515,0.3486343324184418,0.22632350027561188,0.24854998290538788,0.22143912315368652,0.16473013162612915,0.10462978482246399,0.1797819435596466
is,1.0,0.5823672413825989,0.25106388330459595,0.3635730445384979,0.1757679283618927,0.1776241511106491,0.5394441485404968,0.22179758548736572,0.2383800595998764,0.41870999336242676,0.19289205968379974,0.22961433231830597
known,0.41921812295913696,0.3624623417854309,0.12192025780677795,0.19541868567466736,0.2216203510761261,0.11857421696186066,0.32641831040382385,0.16695617139339447,0.15818224847316742,0.2710355222225189,0.15081697702407837,0.18314571678638458
as,0.43216490745544434,0.48381632566452026,0.236613929271698,0.36047765612602234,0.21052664518356323,0.30788087844848633,0.3887844979763031,0.2496146708726883,0.23253053426742554,0.4400654137134552,0.22321817278862,0.27043893933296204
a,0.658733606338501,0.5829201340675354,0.2499895542860031,0.3848365545272827,0.2160448133945465,0.277292937040329,0.539380669593811,0.22051185369491577,0.22865821421146393,0.48853766918182373,0.24393533170223236,0.23916715383529663
guru,0.18819421529769897,0.14288440346717834,0.13701456785202026,0.1717102974653244,0.5178609490394592,0.21699640154838562,0.1448073834180832,0.5285720825195312,0.10795678198337555,0.2599935233592987,0.049613501876592636,0.16716228425502777
",",0.4691906273365021,0.4933079481124878,0.23845507204532623,0.49057599902153015,0.2115405946969986,0.2504138946533203,0.5201468467712402,0.26215988397598267,0.27938312292099,0.3769497275352478,0.25131091475486755,0.31091248989105225
and,0.3859752118587494,0.5171257257461548,0.2707323133945465,0.4077630043029785,0.2498117983341217,0.21960985660552979,0.4954058527946472,0.2290825992822647,0.2911888659000397,0.4713204801082611,0.2962470054626465,0.20544172823429108
",",0.4691906273365021,0.4933079481124878,0.23845507204532623,0.49057599902153015,0.2115405946969986,0.2504138946533203,0.5201468467712402,0.26215988397598267,0.27938312292099,0.3769497275352478,0.25131091475486755,0.31091248989105225
in,0.5394441485404968,0.6662389636039734,0.27219411730766296,0.46853652596473694,0.1903325319290161,0.2141905128955841,1.0,0.17516174912452698,0.2652597725391388,0.3586423695087433,0.21458278596401215,0.20430970191955566
many,0.2649032473564148,0.4335206151008606,0.30768030881881714,0.32520127296447754,0.23598726093769073,0.24304547905921936,0.41474202275276184,0.2494654357433319,0.27441489696502686,0.36905089020729065,0.2921038866043091,0.2124512493610382
traditions,0.2456929087638855,0.26193809509277344,0.1914331465959549,0.16440238058567047,0.4124178886413574,0.23290902376174927,0.251825749874115,0.41413286328315735,0.092476025223732,0.32729700207710266,0.0644451230764389,0.18007412552833557
of,0.4854315221309662,0.733189046382904,0.2428540587425232,0.3966929316520691,0.3108343183994293,0.2184096872806549,0.5696388483047485,0.2689528167247772,0.2803038954734802,0.3792596757411957,0.27171993255615234,0.1826142966747284
hinduism,0.22179758548736572,0.22394193708896637,0.21368920803070068,0.13899901509284973,0.513893187046051,0.23213867843151093,0.17516174912452698,0.9999999403953552,0.08580990880727768,0.24776247143745422,0.05664728581905365,0.20113490521907806
-,0.30179503560066223,0.3207225501537323,0.12570582330226898,0.22775575518608093,0.09073083102703094,0.13983000814914703,0.2593633532524109,0.10627556592226028,0.18772533535957336,0.24945028126239777,0.2402891218662262,0.3336010277271271
especially,0.32683345675468445,0.39420849084854126,0.3658451735973358,0.2636910676956177,0.19770634174346924,0.2204928696155548,0.3526567816734314,0.2199689745903015,0.25695571303367615,0.4209681451320648,0.2946745455265045,0.19751401245594025
those,0.2352088838815689,0.42861196398735046,0.2872852385044098,0.3098534643650055,0.2515328824520111,0.37429893016815186,0.3419301211833954,0.23636086285114288,0.19368380308151245,0.46711811423301697,0.2798919975757599,0.3328189253807068
common,0.2952355444431305,0.2705984115600586,0.15966692566871643,0.22368024289608002,0.14830952882766724,0.08384296298027039,0.23149342834949493,0.18964101374149323,0.20265968143939972,0.39668911695480347,0.250600129365921,0.20434872806072235
in,0.5394441485404968,0.6662389636039734,0.27219411730766296,0.46853652596473694,0.1903325319290161,0.2141905128955841,1.0,0.17516174912452698,0.2652597725391388,0.3586423695087433,0.21458278596401215,0.20430970191955566
the,0.5823672413825989,1.0,0.25318023562431335,0.5107308030128479,0.2149372547864914,0.24017667770385742,0.6662389636039734,0.22394193708896637,0.28034812211990356,0.4174870550632477,0.2544175982475281,0.22068053483963013
west,0.25201764702796936,0.32918402552604675,0.13063567876815796,0.22540061175823212,0.14364950358867645,0.14244262874126434,0.34078434109687805,0.1198347881436348,0.18777328729629517,0.09669706970453262,0.19089138507843018,0.12088293582201004
-,0.30179503560066223,0.3207225501537323,0.12570582330226898,0.22775575518608093,0.09073083102703094,0.13983000814914703,0.2593633532524109,0.10627556592226028,0.18772533535957336,0.24945028126239777,0.2402891218662262,0.3336010277271271
the,0.5823672413825989,1.0,0.25318023562431335,0.5107308030128479,0.2149372547864914,0.24017667770385742,0.6662389636039734,0.22394193708896637,0.28034812211990356,0.4174870550632477,0.2544175982475281,0.22068053483963013
emphasis,0.18040892481803894,0.19833582639694214,0.4911987781524658,0.23377813398838043,0.30415070056915283,0.3372918665409088,0.2321949303150177,0.2488996982574463,0.11854536831378937,0.2548029124736786,0.1641114354133606,0.2750280499458313
on,0.3635730445384979,0.5107308030128479,0.3158062696456909,0.9999999403953552,0.17063623666763306,0.2458476424217224,0.46853652596473694,0.13899901509284973,0.20843200385570526,0.2897229492664337,0.23674005270004272,0.2714994251728058
spiritual,0.1757679283618927,0.2149372547864914,0.2839166522026062,0.17063623666763306,1.0,0.3217136859893799,0.1903325319290161,0.513893187046051,0.11829879879951477,0.23889665305614471,0.08332138508558273,0.1801415979862213
mentorship,0.1776241511106491,0.24017667770385742,0.2773764729499817,0.2458476424217224,0.3217136859893799,1.0000001192092896,0.2141905128955841,0.23213867843151093,0.15253755450248718,0.17780597507953644,0.1503618061542511,0.37482789158821106
is,1.0,0.5823672413825989,0.25106388330459595,0.3635730445384979,0.1757679283618927,0.1776241511106491,0.5394441485404968,0.22179758548736572,0.2383800595998764,0.41870999336242676,0.19289205968379974,0.22961433231830597
extremely,0.3267810046672821,0.28996992111206055,0.1894436925649643,0.20792809128761292,0.17463240027427673,0.22556975483894348,0.26208269596099854,0.16043564677238464,0.29282647371292114,0.26414215564727783,0.3558623790740967,0.14809079468250275
high,0.2383800595998764,0.28034812211990356,0.17049336433410645,0.20843200385570526,0.11829879879951477,0.15253755450248718,0.2652597725391388,0.08580990880727768,1.0,0.17899541556835175,0.5862668752670288,0.11137914657592773
",",0.4691906273365021,0.4933079481124878,0.23845507204532623,0.49057599902153015,0.2115405946969986,0.2504138946533203,0.5201468467712402,0.26215988397598267,0.27938312292099,0.3769497275352478,0.25131091475486755,0.31091248989105225
with,0.3250955045223236,0.4223487675189972,0.23753482103347778,0.40749499201774597,0.18031524121761322,0.19270199537277222,0.4080928862094879,0.1842651665210724,0.19851811230182648,0.38158315420150757,0.2028178721666336,0.2433311939239502
gurus,0.15414868295192719,0.16152994334697723,0.1956038773059845,0.1464686542749405,0.4887569546699524,0.23088906705379486,0.14385110139846802,0.5596513748168945,0.09642384946346283,0.2614665925502777,0.09867589175701141,0.18777289986610413
often,0.3856629431247711,0.38004449009895325,0.2582515478134155,0.24822035431861877,0.22369293868541718,0.14823555946350098,0.3380797803401947,0.2236173003911972,0.253610223531723,0.5791526436805725,0.302638977766037,0.23748154938220978
exercising,0.19836832582950592,0.26590681076049805,0.2724602520465851,0.19924281537532806,0.3122819662094116,0.3048584759235382,0.20428696274757385,0.16271598637104034,0.1987093687057495,0.36240094900131226,0.28088268637657166,0.19943128526210785
a,0.658733606338501,0.5829201340675354,0.2499895542860031,0.3848365545272827,0.2160448133945465,0.277292937040329,0.539380669593811,0.22051185369491577,0.22865821421146393,0.48853766918182373,0.24393533170223236,0.23916715383529663
great,0.1345067322254181,0.2822027802467346,0.17730797827243805,0.15918688476085663,0.24455760419368744,0.20320867002010345,0.23348836600780487,0.17788448929786682,0.21161620318889618,0.17979808151721954,0.1439611166715622,0.13135133683681488
deal,0.17207108438014984,0.23069973289966583,0.2933875620365143,0.24813804030418396,0.16180044412612915,0.3753015100955963,0.23030675947666168,0.13988634943962097,0.16605274379253387,0.1539936363697052,0.1781546026468277,0.2513751685619354
