,some,debate,that,there,is,a,correlation,between,capitalism,",",imperialism,",",and,what,?
the,0.4566698372364044,0.2608932852745056,0.5473989248275757,0.47025805711746216,0.5823672413825989,0.5829201340675354,0.24932768940925598,0.39067012071609497,0.20844383537769318,0.4933079481124878,0.2716025412082672,0.4933079481124878,0.5171257257461548,0.42745697498321533,0.22068053483963013
correlation,0.2736384868621826,0.312497079372406,0.3664095103740692,0.24166598916053772,0.29339107871055603,0.2699151039123535,1.0000001192092896,0.3743080794811249,0.2434442639350891,0.2353242188692093,0.2321300357580185,0.2353242188692093,0.2317097932100296,0.310825914144516,0.23400020599365234
between,0.29038727283477783,0.27140721678733826,0.299440860748291,0.37209540605545044,0.26809602975845337,0.29385313391685486,0.3743080794811249,0.9999999403953552,0.14468374848365784,0.27714940905570984,0.17138710618019104,0.27714940905570984,0.40645647048950195,0.2462156116962433,0.12887074053287506
capitalism,0.28408315777778625,0.2323298454284668,0.284320592880249,0.1907316893339157,0.19579358398914337,0.1995183825492859,0.2434442639350891,0.14468374848365784,1.0,0.2647847831249237,0.6614087820053101,0.2647847831249237,0.22292979061603546,0.29153013229370117,0.17137789726257324
",",0.42400437593460083,0.21539489924907684,0.4137537479400635,0.4587128460407257,0.4691906273365021,0.427140474319458,0.2353242188692093,0.27714940905570984,0.2647847831249237,1.0000001192092896,0.2420617640018463,1.0000001192092896,0.6633074283599854,0.3087472915649414,0.31091248989105225
aristocracy,0.3577565550804138,0.21104420721530914,0.2747879922389984,0.21928095817565918,0.1839718073606491,0.23555511236190796,0.15847590565681458,0.13473568856716156,0.41868147253990173,0.23860126733779907,0.46676117181777954,0.23860126733779907,0.2633497714996338,0.24962925910949707,0.16470614075660706
",",0.42400437593460083,0.21539489924907684,0.4137537479400635,0.4587128460407257,0.4691906273365021,0.427140474319458,0.2353242188692093,0.27714940905570984,0.2647847831249237,1.0000001192092896,0.2420617640018463,1.0000001192092896,0.6633074283599854,0.3087472915649414,0.31091248989105225
and,0.5337774157524109,0.21291287243366241,0.4731321930885315,0.4242868423461914,0.3859752118587494,0.3739250600337982,0.2317097932100296,0.40645647048950195,0.22292979061603546,0.6633074283599854,0.19073538482189178,0.6633074283599854,1.0,0.31309178471565247,0.20544172823429108
imperialism,0.19825322926044464,0.19513267278671265,0.23209288716316223,0.1717560887336731,0.13894762098789215,0.17335295677185059,0.2321300357580185,0.17138710618019104,0.6614087820053101,0.2420617640018463,1.0,0.2420617640018463,0.19073538482189178,0.24614648520946503,0.14998586475849152
has,0.3587830364704132,0.2037672996520996,0.41272613406181335,0.42909398674964905,0.5668748617172241,0.4670248031616211,0.24637621641159058,0.2653839886188507,0.1561320573091507,0.3734780251979828,0.11067613214254379,0.3734780251979828,0.43716782331466675,0.20338068902492523,0.15994466841220856
long,0.31981757283210754,0.20127898454666138,0.34424030780792236,0.29671722650527954,0.28473302721977234,0.3795371353626251,0.14325162768363953,0.2935289144515991,0.14841780066490173,0.3431144952774048,0.15552310645580292,0.3431144952774048,0.3395216166973114,0.28276848793029785,0.19699987769126892
been,0.42383694648742676,0.30655622482299805,0.4152003228664398,0.3571467399597168,0.39566612243652344,0.3315402865409851,0.23395481705665588,0.16697090864181519,0.14531241357326508,0.34873589873313904,0.10602488368749619,0.34873589873313904,0.3424558639526367,0.2567804455757141,0.24354910850524902
debated,0.3129434287548065,0.8261411190032959,0.3646441102027893,0.37237030267715454,0.18848076462745667,0.22641751170158386,0.34498071670532227,0.27173832058906555,0.2083621472120285,0.24780112504959106,0.2015497237443924,0.24780112504959106,0.2565584182739258,0.2702714502811432,0.21982306241989136
among,0.4347495138645172,0.28609466552734375,0.3136374354362488,0.2721496820449829,0.21956473588943481,0.1789381206035614,0.3071340322494507,0.39057573676109314,0.1817064732313156,0.2640531659126282,0.187083438038826,0.2640531659126282,0.39211368560791016,0.21154822409152985,0.14343059062957764
historians,0.3562980890274048,0.3510303199291229,0.33720818161964417,0.2829084098339081,0.16763648390769958,0.18169201910495758,0.2633974552154541,0.1659259796142578,0.27659299969673157,0.28167304396629333,0.34804269671440125,0.28167304396629333,0.272049218416214,0.3240909278392792,0.15053395926952362
and,0.5337774157524109,0.21291287243366241,0.4731321930885315,0.4242868423461914,0.3859752118587494,0.3739250600337982,0.2317097932100296,0.40645647048950195,0.22292979061603546,0.6633074283599854,0.19073538482189178,0.6633074283599854,1.0,0.31309178471565247,0.20544172823429108
political,0.20301494002342224,0.2860559821128845,0.2016311138868332,0.1344308853149414,0.15203817188739777,0.21418654918670654,0.24844440817832947,0.20445281267166138,0.4620746672153473,0.27072274684906006,0.4096531569957733,0.27072274684906006,0.33013346791267395,0.21846716105937958,0.17130474746227264
theorists,0.3515675365924835,0.26757869124412537,0.3528246283531189,0.24266484379768372,0.16958577930927277,0.20263788104057312,0.3515623211860657,0.15611892938613892,0.3253253996372223,0.2070004791021347,0.33380258083343506,0.2070004791021347,0.23625071346759796,0.3032413125038147,0.1387712061405182
.,0.40663889050483704,0.24415890872478485,0.4460422694683075,0.43897318840026855,0.4569662809371948,0.50484299659729,0.21355725824832916,0.30295518040657043,0.225983127951622,0.6812511086463928,0.22279119491577148,0.6812511086463928,0.588965117931366,0.3567904531955719,0.4130953550338745
