,southern,california,'s,distinctive,regions,are,divided,culturally,",",politically,and,what,other,trait,?
southern,1.0,0.2983402609825134,0.02131068892776966,0.20988456904888153,0.3461337983608246,0.18306338787078857,0.22956347465515137,0.2157328724861145,0.2795628309249878,0.20994225144386292,0.24232792854309082,0.18679563701152802,0.22025135159492493,0.1028936430811882,0.11225555837154388
california,0.2983402609825134,1.0,-0.0475497767329216,0.0950976088643074,0.14872722327709198,0.17678135633468628,0.02264871448278427,0.13881957530975342,0.2704589068889618,0.1382359117269516,0.2441616654396057,0.1811584085226059,0.19346874952316284,0.08003402501344681,0.1409905105829239
is,0.2419366091489792,0.20727038383483887,0.02396530658006668,0.2533784806728363,0.28507089614868164,0.5330929756164551,0.2042115330696106,0.21864451467990875,0.4691906273365021,0.23801058530807495,0.3859752118587494,0.28837618231773376,0.25895947217941284,0.2212541252374649,0.22961433231830597
divided,0.22956347465515137,0.02264871448278427,0.054587963968515396,0.2042333334684372,0.38273245096206665,0.2984093725681305,1.0000001192092896,0.24018117785453796,0.25847432017326355,0.21316124498844147,0.29203352332115173,0.2138991504907608,0.24478933215141296,0.14288681745529175,0.10190024226903915
culturally,0.2157328724861145,0.13881957530975342,-0.04400959610939026,0.32903560996055603,0.39942479133605957,0.31316691637039185,0.24018117785453796,1.0000001192092896,0.21637564897537231,0.4571387469768524,0.29453152418136597,0.25300973653793335,0.27738115191459656,0.34133365750312805,0.13023632764816284
",",0.2795628309249878,0.2704589068889618,-0.0016132977325469255,0.24679994583129883,0.26776278018951416,0.4062570035457611,0.25847432017326355,0.21637564897537231,1.0000001192092896,0.23017244040966034,0.6633074283599854,0.3087472915649414,0.4446498453617096,0.18287505209445953,0.31091248989105225
politically,0.20994225144386292,0.1382359117269516,0.0011221034219488502,0.12996728718280792,0.2456333190202713,0.2581723630428314,0.21316124498844147,0.4571387469768524,0.23017244040966034,1.0,0.31683894991874695,0.1967483013868332,0.2046525627374649,0.1333748996257782,0.14733245968818665
",",0.2795628309249878,0.2704589068889618,-0.0016132977325469255,0.24679994583129883,0.26776278018951416,0.4062570035457611,0.25847432017326355,0.21637564897537231,1.0000001192092896,0.23017244040966034,0.6633074283599854,0.3087472915649414,0.4446498453617096,0.18287505209445953,0.31091248989105225
and,0.24232792854309082,0.2441616654396057,0.06895173341035843,0.31099000573158264,0.30318012833595276,0.48576638102531433,0.29203352332115173,0.29453152418136597,0.6633074283599854,0.31683894991874695,1.0,0.31309178471565247,0.5504306554794312,0.18066833913326263,0.20544172823429108
economically,0.25262734293937683,0.12099148333072662,-0.008206143975257874,0.22699056565761566,0.3442029058933258,0.35833004117012024,0.31827524304389954,0.5042694211006165,0.2064574956893921,0.5688573718070984,0.27291929721832275,0.23679961264133453,0.2754456102848053,0.23674488067626953,0.09716098010540009
into,0.1567976176738739,0.11373062431812286,0.00961404386907816,0.14406506717205048,0.32128283381462097,0.2930682599544525,0.5344434976577759,0.15174917876720428,0.2826121151447296,0.16907812654972076,0.36597734689712524,0.2180619090795517,0.25933539867401123,0.12563131749629974,0.15662476420402527
distinctive,0.20988456904888153,0.0950976088643074,0.045795273035764694,0.9999999403953552,0.3043803870677948,0.3301008343696594,0.2042333334684372,0.32903560996055603,0.24679994583129883,0.12996728718280792,0.31099000573158264,0.25436970591545105,0.2945929765701294,0.3438877761363983,0.07970129698514938
regions,0.3461337983608246,0.14872722327709198,-0.04780859872698784,0.3043803870677948,1.0,0.3568890690803528,0.38273245096206665,0.39942479133605957,0.26776278018951416,0.2456333190202713,0.30318012833595276,0.22129066288471222,0.29254353046417236,0.25087857246398926,0.11608363687992096
",",0.2795628309249878,0.2704589068889618,-0.0016132977325469255,0.24679994583129883,0.26776278018951416,0.4062570035457611,0.25847432017326355,0.21637564897537231,1.0000001192092896,0.23017244040966034,0.6633074283599854,0.3087472915649414,0.4446498453617096,0.18287505209445953,0.31091248989105225
each,0.13601958751678467,0.15688635408878326,0.021750088781118393,0.2921641170978546,0.27659276127815247,0.39730963110923767,0.32700613141059875,0.2332809567451477,0.207483172416687,0.13980300724506378,0.2984027564525604,0.3353266417980194,0.5260580778121948,0.29744628071784973,0.21173812448978424
containing,0.05760955810546875,0.08974629640579224,-0.11955513060092926,0.20812204480171204,0.19036799669265747,0.4119071066379547,0.21433258056640625,0.20804470777511597,0.24371451139450073,0.20240284502506256,0.2863690257072449,0.10250329971313477,0.3657306432723999,0.10887965559959412,0.1655367761850357
