,in,a,4-cylinder,compound,engine,",",what,degree,were,the,individual,pistons,balanced,at,?
when,0.4431333839893341,0.44397395849227905,0.2041258066892624,0.2538573741912842,0.2008768618106842,0.36674630641937256,0.4700249433517456,0.202690988779068,0.29649975895881653,0.5091903209686279,0.24198006093502045,0.2464558184146881,0.2639782726764679,0.38876327872276306,0.22841128706932068
the,0.6662389636039734,0.5829201340675354,0.21137358248233795,0.18848907947540283,0.21651263535022736,0.4933079481124878,0.42745697498321533,0.20765221118927002,0.3906462490558624,1.0,0.3706541955471039,0.278138667345047,0.2974889874458313,0.457212895154953,0.22068053483963013
double,0.1451583355665207,0.2448195219039917,0.2220706194639206,0.17481961846351624,0.1247008740901947,0.22470229864120483,0.16209302842617035,0.23835012316703796,0.1562480628490448,0.21355170011520386,0.22218134999275208,0.24058134853839874,0.2912253141403198,0.16656199097633362,0.10017921775579453
expansion,0.20021484792232513,0.21807987987995148,0.1858421266078949,0.1342833936214447,0.2244432121515274,0.15777990221977234,0.2671823799610138,0.17952243983745575,0.13583680987358093,0.31353142857551575,0.21633097529411316,0.21654929220676422,0.23763613402843475,0.17467837035655975,0.18286365270614624
group,0.2304753065109253,0.2594761848449707,0.10897096246480942,0.20744018256664276,0.0906476229429245,0.2809832692146301,0.2114069163799286,0.13843996822834015,0.2810588777065277,0.30795547366142273,0.3178870379924774,0.07344445586204529,0.09287939965724945,0.13662685453891754,0.13827809691429138
is,0.5394441485404968,0.658733606338501,0.21404007077217102,0.26978302001953125,0.18856970965862274,0.4691906273365021,0.28837618231773376,0.18510471284389496,0.29386836290359497,0.5823672413825989,0.21069909632205963,0.2082388699054718,0.26692718267440796,0.25906258821487427,0.22961433231830597
duplicated,0.20601823925971985,0.25603386759757996,0.2524881362915039,0.16589213907718658,0.1993941217660904,0.24636289477348328,0.29920193552970886,0.1538623422384262,0.26732513308525085,0.2457440197467804,0.34539178013801575,0.14860917627811432,0.31856152415275574,0.19011831283569336,0.26314684748649597
",",0.5201468467712402,0.427140474319458,0.19257226586341858,0.19082562625408173,0.19789794087409973,1.0000001192092896,0.3087472915649414,0.1912073791027069,0.36755475401878357,0.4933079481124878,0.20963770151138306,0.25920015573501587,0.1968461275100708,0.38314947485923767,0.31091248989105225
producing,0.2826419174671173,0.2861628234386444,0.28660622239112854,0.2037002444267273,0.305036723613739,0.21877576410770416,0.1989585906267166,0.17694947123527527,0.1632479727268219,0.28730374574661255,0.28864380717277527,0.2495878040790558,0.28639107942581177,0.17059727013111115,0.1406429558992386
a,0.539380669593811,1.0,0.26967358589172363,0.2321223020553589,0.24768835306167603,0.427140474319458,0.3320399522781372,0.25289660692214966,0.17203083634376526,0.5829201340675354,0.34062352776527405,0.24513056874275208,0.3291129767894745,0.3095070421695709,0.23916715383529663
4-cylinder,0.2005666345357895,0.26967358589172363,0.9999999403953552,0.3257906138896942,0.498264342546463,0.19257226586341858,0.1007780060172081,0.2162066549062729,0.1615748405456543,0.21137358248233795,0.18578287959098816,0.4388063848018646,0.24835553765296936,0.20256412029266357,0.1297142207622528
compound,0.20910684764385223,0.2321223020553589,0.3257906138896942,1.0,0.25325000286102295,0.19082562625408173,0.182308629155159,0.16031071543693542,0.12354930490255356,0.18848907947540283,0.23772263526916504,0.18791545927524567,0.18756483495235443,0.17857593297958374,0.19502747058868408
",",0.5201468467712402,0.427140474319458,0.19257226586341858,0.19082562625408173,0.19789794087409973,1.0000001192092896,0.3087472915649414,0.1912073791027069,0.36755475401878357,0.4933079481124878,0.20963770151138306,0.25920015573501587,0.1968461275100708,0.38314947485923767,0.31091248989105225
the,0.6662389636039734,0.5829201340675354,0.21137358248233795,0.18848907947540283,0.21651263535022736,0.4933079481124878,0.42745697498321533,0.20765221118927002,0.3906462490558624,1.0,0.3706541955471039,0.278138667345047,0.2974889874458313,0.457212895154953,0.22068053483963013
individual,0.27755051851272583,0.34062352776527405,0.18578287959098816,0.23772263526916504,0.20139898359775543,0.20963770151138306,0.34021541476249695,0.17841117084026337,0.25293898582458496,0.3706541955471039,1.0000001192092896,0.17408394813537598,0.32554101943969727,0.2235030084848404,0.2058374285697937
pistons,0.24242204427719116,0.24513056874275208,0.4388063848018646,0.18791545927524567,0.42265936732292175,0.25920015573501587,0.14228332042694092,0.17972488701343536,0.2377873957157135,0.278138667345047,0.17408394813537598,0.9999999403953552,0.2962307631969452,0.2331906408071518,0.16843746602535248
within,0.40576374530792236,0.3858051896095276,0.10316698253154755,0.17711560428142548,0.08872070908546448,0.2513136863708496,0.2498195916414261,0.21158160269260406,0.19996105134487152,0.39827480912208557,0.36373621225357056,0.1207035481929779,0.19596074521541595,0.20427878201007843,0.1870293766260147
the,0.6662389636039734,0.5829201340675354,0.21137358248233795,0.18848907947540283,0.21651263535022736,0.4933079481124878,0.42745697498321533,0.20765221118927002,0.3906462490558624,1.0,0.3706541955471039,0.278138667345047,0.2974889874458313,0.457212895154953,0.22068053483963013
