,which,country,besides,the,cuba,did,the,united,states,try,to,annex,in,1898,?
in,0.4840516746044159,0.3040012717247009,0.3447916507720947,0.6662389636039734,0.20143930613994598,0.2593238651752472,0.6662389636039734,0.3938477039337158,0.3977442979812622,0.24484941363334656,0.45010748505592346,0.28305724263191223,1.0,-0.07426676154136658,0.20430970191955566
1898,0.09309332072734833,-0.07560308277606964,0.09298954904079437,-0.022823922336101532,-0.012921001762151718,0.1733023226261139,-0.022823922336101532,-0.02696247771382332,0.02990754507482052,0.23924648761749268,0.16461831331253052,0.05216550827026367,-0.07426676154136658,1.0,0.1948045939207077
",",0.3658004403114319,0.27878350019454956,0.340058833360672,0.4933079481124878,0.26092973351478577,0.3015086054801941,0.4933079481124878,0.3053959608078003,0.3315127193927765,0.27472031116485596,0.44245919585227966,0.23276659846305847,0.5201468467712402,-0.021476129069924355,0.31091248989105225
americans,0.186686173081398,0.269724577665329,0.13471566140651703,0.3275100290775299,0.2750036120414734,0.31740209460258484,0.3275100290775299,0.3496367633342743,0.39995473623275757,0.21762292087078094,0.30128014087677,0.19652065634727478,0.24953381717205048,0.16469456255435944,0.19417695701122284
who,0.3688730001449585,0.22791717946529388,0.3075007498264313,0.3733934462070465,0.1244543045759201,0.34038686752319336,0.3733934462070465,0.21193812787532806,0.21313154697418213,0.32706883549690247,0.42656609416007996,0.13360857963562012,0.2792111933231354,0.10721126943826675,0.26220351457595825
opposed,0.274840384721756,0.20261412858963013,0.2572898268699646,0.24302934110164642,0.23398634791374207,0.3237369954586029,0.24302934110164642,0.15538941323757172,0.16399042308330536,0.33519449830055237,0.2678636610507965,0.21827130019664764,0.21999825537204742,0.18181054294109344,0.23428945243358612
imperialism,0.22499221563339233,0.2708059251308441,0.09996746480464935,0.2716025412082672,0.21834370493888855,0.23293417692184448,0.2716025412082672,0.21189694106578827,0.24396070837974548,0.24703599512577057,0.21685542166233063,0.2634449005126953,0.2081184834241867,0.08696489036083221,0.14998586475849152
created,0.3362928330898285,0.1738257110118866,0.2540365755558014,0.3539263904094696,0.11236879974603653,0.26176875829696655,0.3539263904094696,0.18836534023284912,0.1785258948802948,0.19055357575416565,0.2592601478099823,0.27690938115119934,0.2843434810638428,0.027703646570444107,0.21177415549755096
the,0.6521818041801453,0.30432501435279846,0.367077499628067,1.0,0.24987250566482544,0.34736719727516174,1.0,0.34367692470550537,0.3463578522205353,0.28568562865257263,0.535392165184021,0.2562679648399353,0.6662389636039734,-0.022823922336101532,0.22068053483963013
anti-imperialist,0.19722193479537964,0.22208291292190552,0.09732908010482788,0.2819041609764099,0.24205611646175385,0.19750186800956726,0.2819041609764099,0.24759222567081451,0.26548051834106445,0.2400025576353073,0.1789509654045105,0.24882887303829193,0.21924011409282684,-0.02611355111002922,0.13791649043560028
league,0.22541923820972443,0.22242791950702667,0.16733567416667938,0.2724147439002991,0.1252254992723465,0.17557655274868011,0.2724147439002991,0.31748759746551514,0.27000319957733154,0.17045825719833374,0.18720030784606934,0.12137922644615173,0.22963495552539825,0.02937929332256317,0.15941482782363892
to,0.5345056653022766,0.31281599402427673,0.3272998631000519,0.535392165184021,0.2461409866809845,0.4452643394470215,0.535392165184021,0.2715383470058441,0.2828785181045532,0.5391331911087036,1.0,0.29682108759880066,0.45010748505592346,0.16461831331253052,0.29463258385658264
oppose,0.18219733238220215,0.18760386109352112,0.28810518980026245,0.17795199155807495,0.18236428499221802,0.24924170970916748,0.17795199155807495,0.12520980834960938,0.14071272313594818,0.37659358978271484,0.25091660022735596,0.16968946158885956,0.15860024094581604,0.2782343626022339,0.36423826217651367
the,0.6521818041801453,0.30432501435279846,0.367077499628067,1.0,0.24987250566482544,0.34736719727516174,1.0,0.34367692470550537,0.3463578522205353,0.28568562865257263,0.535392165184021,0.2562679648399353,0.6662389636039734,-0.022823922336101532,0.22068053483963013
us,0.24368898570537567,0.22959643602371216,0.15507937967777252,0.25727739930152893,0.2537233233451843,0.23250600695610046,0.25727739930152893,0.4374046325683594,0.4605454206466675,0.2928754985332489,0.2928973436355591,0.18189620971679688,0.19746538996696472,0.1126096248626709,0.2742428481578827
annexation,0.2830374240875244,0.3525657653808594,0.12332696467638016,0.3389773964881897,0.28728941082954407,0.22292819619178772,0.3389773964881897,0.2878916561603546,0.35556840896606445,0.19404348731040955,0.28951603174209595,0.7302561402320862,0.30498290061950684,-0.028003936633467674,0.12090945988893509
of,0.5011631846427917,0.28866857290267944,0.3665722906589508,0.733189046382904,0.21274015307426453,0.2513895630836487,0.733189046382904,0.3187655806541443,0.30884552001953125,0.23224306106567383,0.41548454761505127,0.21925894916057587,0.5696388483047485,-0.07027497887611389,0.1826142966747284
the,0.6521818041801453,0.30432501435279846,0.367077499628067,1.0,0.24987250566482544,0.34736719727516174,1.0,0.34367692470550537,0.3463578522205353,0.28568562865257263,0.535392165184021,0.2562679648399353,0.6662389636039734,-0.022823922336101532,0.22068053483963013
philippines,0.18733090162277222,0.3095000684261322,0.07642266154289246,0.25927668809890747,0.3838789761066437,0.10568683594465256,0.25927668809890747,0.33625367283821106,0.3602202534675598,0.12473168224096298,0.21821308135986328,0.21533991396427155,0.23086273670196533,-0.0389283150434494,0.09991075843572617
and,0.506277859210968,0.30884742736816406,0.3610946238040924,0.5171257257461548,0.23328493535518646,0.34479495882987976,0.5171257257461548,0.28213179111480713,0.2974761426448822,0.359083354473114,0.48971283435821533,0.15632297098636627,0.4954058527946472,0.034147582948207855,0.20544172823429108
