,the,wjz,callsign,would,then,be,assigned,to,an,abc,affiliate,in,what,city,in,1959,?
the,1.0,0.240485280752182,0.2846238315105438,0.4133751392364502,0.4297412931919098,0.4248143136501312,0.3149823546409607,0.535392165184021,0.4207492768764496,0.2068762183189392,0.2278994768857956,0.6662389636039734,0.42745697498321533,0.35769423842430115,0.6662389636039734,0.06652198731899261,0.22068053483963013
wjz,0.240485280752182,1.0000001192092896,0.2837398648262024,0.25160205364227295,0.17837408185005188,0.36775410175323486,0.17201711237430573,0.2684129774570465,0.22312724590301514,0.273657888174057,0.285281240940094,0.26651135087013245,0.2951104938983917,0.15022382140159607,0.26651135087013245,0.027967654168605804,0.37870505452156067
calls,0.25462979078292847,0.2402527928352356,0.5495391488075256,0.22255736589431763,0.2076525092124939,0.19330601394176483,0.2561159133911133,0.2773703336715698,0.15750835835933685,0.23339930176734924,0.20926806330680847,0.23785459995269775,0.212982177734375,0.14139844477176666,0.23785459995269775,0.09518345445394516,0.13550543785095215
would,0.4133751392364502,0.25160205364227295,0.14216111600399017,1.0000001192092896,0.44452744722366333,0.5202695727348328,0.3157940208911896,0.5965728163719177,0.2650099992752075,0.13780725002288818,0.18564574420452118,0.30461156368255615,0.45766422152519226,0.1441507637500763,0.30461156368255615,0.05832619220018387,0.37178951501846313
later,0.4060266613960266,0.14149920642375946,0.14439676702022552,0.3580727279186249,0.4853345453739166,0.3267292380332947,0.1915610432624817,0.393297016620636,0.17057275772094727,0.20194683969020844,0.15459352731704712,0.40857815742492676,0.2517229914665222,0.18511997163295746,0.40857815742492676,0.0925896167755127,0.1417175978422165
be,0.4248143136501312,0.36775410175323486,0.1997760385274887,0.5202695727348328,0.38089728355407715,1.0,0.22258765995502472,0.4972836375236511,0.33041056990623474,0.14780379831790924,0.14018851518630981,0.3481820821762085,0.3929833769798279,0.11616156995296478,0.3481820821762085,0.09009817242622375,0.3324260413646698
reassigned,0.3821982741355896,0.22373008728027344,0.34077635407447815,0.4135033190250397,0.24077408015727997,0.3181009292602539,0.7967395782470703,0.37499916553497314,0.27701544761657715,0.19175326824188232,0.26562270522117615,0.273953914642334,0.27028220891952515,0.16377481818199158,0.273953914642334,-0.0754053145647049,0.22778236865997314
to,0.535392165184021,0.2684129774570465,0.23189261555671692,0.5965728163719177,0.5203860402107239,0.4972836375236511,0.33200594782829285,1.0,0.3138085603713989,0.1762417107820511,0.23261301219463348,0.45010748505592346,0.455847829580307,0.20300441980361938,0.45010748505592346,0.0955510213971138,0.29463258385658264
the,1.0,0.240485280752182,0.2846238315105438,0.4133751392364502,0.4297412931919098,0.4248143136501312,0.3149823546409607,0.535392165184021,0.4207492768764496,0.2068762183189392,0.2278994768857956,0.6662389636039734,0.42745697498321533,0.35769423842430115,0.6662389636039734,0.06652198731899261,0.22068053483963013
then-abc,0.4138275384902954,0.36030715703964233,0.3775501847267151,0.3452496826648712,0.5246106386184692,0.3402286171913147,0.2221136838197708,0.41777461767196655,0.2605622112751007,0.6352720856666565,0.3626667559146881,0.3356455862522125,0.34105384349823,0.3202129900455475,0.3356455862522125,-0.005081851501017809,0.2679087221622467
affiliate,0.2278994768857956,0.285281240940094,0.32123857736587524,0.18564574420452118,0.14675138890743256,0.14018851518630981,0.3278973698616028,0.23261301219463348,0.13780094683170319,0.2614424228668213,0.9999999403953552,0.2081480771303177,0.16121849417686462,0.2306055873632431,0.2081480771303177,-0.035413313657045364,0.10958297550678253
in,0.6662389636039734,0.26651135087013245,0.231995090842247,0.30461156368255615,0.36253848671913147,0.3481820821762085,0.227752685546875,0.45010748505592346,0.2605783939361572,0.1697147786617279,0.2081480771303177,1.0,0.30808621644973755,0.3911624252796173,1.0,0.09894876182079315,0.20430970191955566
baltimore,0.24688681960105896,0.25931763648986816,0.23808233439922333,0.15499746799468994,0.14489813148975372,0.1218213215470314,0.18538449704647064,0.20501932501792908,0.13792946934700012,0.2361261248588562,0.24292831122875214,0.25970259308815,0.13383716344833374,0.2615160048007965,0.25970259308815,0.002576289465650916,0.13640713691711426
in,0.6662389636039734,0.26651135087013245,0.231995090842247,0.30461156368255615,0.36253848671913147,0.3481820821762085,0.227752685546875,0.45010748505592346,0.2605783939361572,0.1697147786617279,0.2081480771303177,1.0,0.30808621644973755,0.3911624252796173,1.0,0.09894876182079315,0.20430970191955566
1959,0.06652198731899261,0.027967654168605804,-0.012236829847097397,0.05832619220018387,0.05139048770070076,0.09009817242622375,-0.00763286929577589,0.0955510213971138,-0.004054181277751923,-0.034490931779146194,-0.035413313657045364,0.09894876182079315,-0.04905922710895538,0.007700979243963957,0.09894876182079315,1.0000001192092896,0.07245876640081406
",",0.4933079481124878,0.3545953035354614,0.26493823528289795,0.32586824893951416,0.36768391728401184,0.39254459738731384,0.21129485964775085,0.44245919585227966,0.3581022024154663,0.2097204476594925,0.20519042015075684,0.5201468467712402,0.3087472915649414,0.35839709639549255,0.5201468467712402,-0.0018925991607829928,0.31091248989105225
in,0.6662389636039734,0.26651135087013245,0.231995090842247,0.30461156368255615,0.36253848671913147,0.3481820821762085,0.227752685546875,0.45010748505592346,0.2605783939361572,0.1697147786617279,0.2081480771303177,1.0,0.30808621644973755,0.3911624252796173,1.0,0.09894876182079315,0.20430970191955566
an,0.4207492768764496,0.22312724590301514,0.2091742604970932,0.2650099992752075,0.18823587894439697,0.33041056990623474,0.19540666043758392,0.3138085603713989,1.0,0.16561369597911835,0.13780094683170319,0.2605783939361572,0.2821882665157318,0.17270074784755707,0.2605783939361572,-0.004054181277751923,0.19793890416622162
historical,0.30835282802581787,0.15744899213314056,0.16410911083221436,0.12141977995634079,0.0965697392821312,0.12553490698337555,0.1871129423379898,0.22193273901939392,0.16543728113174438,0.08678470551967621,0.12456421554088593,0.30350539088249207,0.2923852205276489,0.24153082072734833,0.30350539088249207,0.08924424648284912,0.1665111482143402
nod,0.24650734663009644,0.12089836597442627,0.15269669890403748,0.13520647585391998,0.18830057978630066,0.19890113174915314,0.12199781090021133,0.16351138055324554,0.15188710391521454,0.04025008901953697,0.17621217668056488,0.08851155638694763,0.22185774147510529,0.05385110154747963,0.08851155638694763,-0.0503680594265461,0.1720912754535675
