,what,book,did,martin,luther,translate,to,impact,german,culture,?
his,0.26976513862609863,0.2672714293003082,0.3546801507472992,0.23498685657978058,0.27093374729156494,0.17881518602371216,0.3715193271636963,0.2047867476940155,0.23102504014968872,0.1357201635837555,0.18075084686279297
translation,0.22188860177993774,0.4110705852508545,0.1068030595779419,0.10462567210197449,0.18200817704200745,0.8344925045967102,0.16402019560337067,0.12446015328168869,0.19319815933704376,0.1510867178440094,0.22574150562286377
of,0.33290785551071167,0.22602593898773193,0.2513895630836487,0.13722093403339386,0.1719115972518921,0.16531337797641754,0.41548454761505127,0.21139270067214966,0.2122138887643814,0.27266472578048706,0.1826142966747284
the,0.42745697498321533,0.2652374505996704,0.34736719727516174,0.22029393911361694,0.1759674996137619,0.2516770362854004,0.535392165184021,0.22336715459823608,0.256483793258667,0.27157285809516907,0.22068053483963013
bible,0.33710888028144836,0.4712551534175873,0.24923516809940338,0.2085125744342804,0.3825412392616272,0.4112442433834076,0.22778454422950745,0.12740138173103333,0.20066101849079132,0.20887038111686707,0.22667601704597473
into,0.2180619090795517,0.20127612352371216,0.14888085424900055,0.08317147195339203,0.12939998507499695,0.35300374031066895,0.38810545206069946,0.13264529407024384,0.1981734037399292,0.15128087997436523,0.15662476420402527
the,0.42745697498321533,0.2652374505996704,0.34736719727516174,0.22029393911361694,0.1759674996137619,0.2516770362854004,0.535392165184021,0.22336715459823608,0.256483793258667,0.27157285809516907,0.22068053483963013
vernacular,0.2667075991630554,0.23813916742801666,0.19619262218475342,0.11989913880825043,0.15256284177303314,0.3013046979904175,0.20202913880348206,0.19505472481250763,0.19443079829216003,0.4347813129425049,0.2268863171339035
(,0.2411840260028839,0.18474207818508148,0.18979617953300476,0.21604594588279724,0.1677781045436859,0.2653631269931793,0.30882009863853455,0.17425116896629333,0.21152326464653015,0.10264785587787628,0.40561532974243164
instead,0.4104403555393219,0.14853769540786743,0.34208473563194275,0.12865428626537323,0.20225876569747925,0.2285340279340744,0.457004189491272,0.1415509134531021,0.20281977951526642,0.10222779214382172,0.2942638397216797
of,0.33290785551071167,0.22602593898773193,0.2513895630836487,0.13722093403339386,0.1719115972518921,0.16531337797641754,0.41548454761505127,0.21139270067214966,0.2122138887643814,0.27266472578048706,0.1826142966747284
latin,0.1759578436613083,0.18747279047966003,0.11352607607841492,0.14482952654361725,0.2115422934293747,0.28923436999320984,0.18086881935596466,0.06457947194576263,0.24376164376735687,0.18528565764427185,0.1303461492061615
),0.26259949803352356,0.19147184491157532,0.18584993481636047,0.22626493871212006,0.18587662279605865,0.2694324254989624,0.31236231327056885,0.1697939932346344,0.21792921423912048,0.1364012360572815,0.42300865054130554
made,0.23419176042079926,0.18917526304721832,0.3068731725215912,0.1410888135433197,0.15519264340400696,0.1903630495071411,0.3377571105957031,0.18857184052467346,0.18194252252578735,0.17576678097248077,0.17218779027462006
it,0.45803478360176086,0.25369152426719666,0.2993364930152893,0.22085990011692047,0.15365919470787048,0.26262223720550537,0.513711154460907,0.20925147831439972,0.17532017827033997,0.2641284763813019,0.25732165575027466
more,0.3484537899494171,0.16254597902297974,0.2803135812282562,0.08819695562124252,0.11574393510818481,0.22407221794128418,0.47084665298461914,0.26412034034729004,0.17264601588249207,0.2164892852306366,0.27894994616508484
accessible,0.23191256821155548,0.17855241894721985,0.10482631623744965,0.03475676104426384,0.04608852416276932,0.28230902552604675,0.3116091787815094,0.14829020202159882,0.13848328590393066,0.14866845309734344,0.22625717520713806
