,how,much,did,westinghouse,pay,for,tesla,'s,patents,in,order,to,escape,its,financial,problems,?
westinghouse,0.1836739182472229,0.1912594586610794,0.1608617752790451,0.9999999403953552,0.19123296439647675,0.25690075755119324,0.35764777660369873,-0.008012998849153519,0.39605584740638733,0.2579890191555023,0.1791175752878189,0.22176946699619293,0.20937219262123108,0.24483151733875275,0.2653241455554962,0.14821754395961761,0.17307911813259125
convinced,0.31025415658950806,0.31253039836883545,0.4463092088699341,0.17355062067508698,0.2204003781080246,0.24778787791728973,0.1325654238462448,0.07940440624952316,0.17309652268886566,0.20838475227355957,0.10993642359972,0.3825732171535492,0.25717461109161377,0.12089811265468597,0.17753101885318756,0.2771858870983124,0.27685287594795227
tesla,0.19128404557704926,0.20609156787395477,0.09757418930530548,0.35764777660369873,0.2275732159614563,0.13983871042728424,0.9999999403953552,0.06449045985937119,0.352291464805603,0.17097744345664978,0.12001876533031464,0.17548894882202148,0.10702318698167801,0.20526613295078278,0.17402200400829315,0.1492348462343216,0.10250775516033173
to,0.44169697165489197,0.40610215067863464,0.4452643394470215,0.22176946699619293,0.26723966002464294,0.4451248347759247,0.17548894882202148,0.03782717138528824,0.2135588526725769,0.45010748505592346,0.35544881224632263,1.0,0.29131880402565,0.3691340684890747,0.27715611457824707,0.28989166021347046,0.29463258385658264
release,0.18830232322216034,0.21562662720680237,0.16092081367969513,0.27618837356567383,0.12524330615997314,0.21817782521247864,0.14636866748332977,-0.17818281054496765,0.21907192468643188,0.2109319418668747,0.1757177710533142,0.2868979573249817,0.2303582727909088,0.24537602066993713,0.146591916680336,0.1295776665210724,0.14489315450191498
his,0.24614305794239044,0.23178109526634216,0.3546801507472992,0.2343376725912094,0.21614401042461395,0.39312878251075745,0.1580733060836792,0.047556519508361816,0.1780233383178711,0.3598145842552185,0.18186849355697632,0.3715193271636963,0.2613912522792816,0.37344956398010254,0.26249024271965027,0.26380395889282227,0.18075084686279297
company,0.15308363735675812,0.17030248045921326,0.16800642013549805,0.35389670729637146,0.24211524426937103,0.25874319672584534,0.23045730590820312,0.003266559913754463,0.3766961097717285,0.22141718864440918,0.14754384756088257,0.24903783202171326,0.16077333688735962,0.258992999792099,0.3653959333896637,0.17556284368038177,0.12195809185504913
from,0.22939439117908478,0.24480824172496796,0.20248863101005554,0.2171432226896286,0.19024398922920227,0.314039945602417,0.10324860364198685,-0.01936490088701248,0.15596331655979156,0.4274188280105591,0.1814235895872116,0.4069952368736267,0.2504068613052368,0.32706040143966675,0.22108370065689087,0.21618343889713287,0.19969791173934937
the,0.33890387415885925,0.35023224353790283,0.34736719727516174,0.3101098835468292,0.1903611719608307,0.4739971458911896,0.1324402391910553,-0.01540423184633255,0.20236903429031372,0.6662389636039734,0.3284194767475128,0.535392165184021,0.23189567029476166,0.559237003326416,0.29952070116996765,0.2659202516078949,0.22068053483963013
licensing,0.22058209776878357,0.2199123352766037,0.2698881924152374,0.3373691439628601,0.3291427791118622,0.2815176546573639,0.19400954246520996,-0.012461770325899124,0.33205461502075195,0.16309748589992523,0.19357313215732574,0.26254668831825256,0.17456111311912537,0.1738211214542389,0.30892297625541687,0.2232809215784073,0.23048727214336395
agreement,0.21985773742198944,0.14130866527557373,0.2812501788139343,0.2030821144580841,0.26607850193977356,0.20913051068782806,0.1580989509820938,0.012729662470519543,0.19625185430049896,0.20350398123264313,0.23741239309310913,0.2757699489593506,0.20845118165016174,0.20992079377174377,0.3205198347568512,0.287924200296402,0.15830197930335999
over,0.31446483731269836,0.3711091876029968,0.2535076439380646,0.19553717970848083,0.1863524168729782,0.3419422209262848,0.16356024146080017,0.016215575858950615,0.17893843352794647,0.3605569899082184,0.14019016921520233,0.38635820150375366,0.2191939502954483,0.36371928453445435,0.22443854808807373,0.25140002369880676,0.25742942094802856
tesla,0.19128404557704926,0.20609156787395477,0.09757418930530548,0.35764777660369873,0.2275732159614563,0.13983871042728424,0.9999999403953552,0.06449045985937119,0.352291464805603,0.17097744345664978,0.12001876533031464,0.17548894882202148,0.10702318698167801,0.20526613295078278,0.17402200400829315,0.1492348462343216,0.10250775516033173
's,-0.026164190843701363,0.06731651723384857,0.05069678649306297,-0.008012998849153519,0.11794386804103851,-0.07241261005401611,0.06449045985937119,0.9999999403953552,0.011529999785125256,-0.037580832839012146,-0.07080218195915222,0.03782717138528824,-0.017336735501885414,0.03202139586210251,0.06992136687040329,-0.0541396401822567,-0.023395681753754616
ac,0.11219378560781479,0.12022420018911362,0.08334841579198837,0.2760004699230194,0.11936601251363754,0.13663122057914734,0.31766265630722046,0.040544040501117706,0.1844795197248459,0.09242649376392365,0.15487270057201385,0.13302072882652283,0.07856624573469162,0.14339952170848846,0.0674779862165451,0.08344468474388123,0.19071458280086517
patents,0.22582566738128662,0.2118929922580719,0.19803202152252197,0.39605584740638733,0.2005496621131897,0.2654845714569092,0.352291464805603,0.011529999785125256,1.0,0.20229753851890564,0.1222088634967804,0.2135588526725769,0.14531253278255463,0.1671912521123886,0.28803694248199463,0.2070041298866272,0.1148110032081604
in,0.2601168751716614,0.2725222110748291,0.2593238651752472,0.2579890191555023,0.14415781199932098,0.4322226941585541,0.17097744345664978,-0.037580832839012146,0.20229753851890564,1.0,0.24184700846672058,0.45010748505592346,0.19471009075641632,0.3793783485889435,0.23881284892559052,0.21061907708644867,0.20430970191955566
exchange,0.19227394461631775,0.17910951375961304,0.07428870350122452,0.24603284895420074,0.22536668181419373,0.22285395860671997,0.11101709306240082,0.03569260984659195,0.2291225641965866,0.21970009803771973,0.13891001045703888,0.20507046580314636,0.2284856140613556,0.18120644986629486,0.3251633048057556,0.1803489774465561,0.048212938010692596
for,0.3308170735836029,0.2994346022605896,0.318512886762619,0.25690075755119324,0.24382255971431732,0.9999999403953552,0.13983871042728424,-0.07241261005401611,0.2654845714569092,0.4322226941585541,0.16561681032180786,0.4451248347759247,0.18293485045433044,0.2992613911628723,0.311439573764801,0.27039530873298645,0.264628142118454
westinghouse,0.1836739182472229,0.1912594586610794,0.1608617752790451,0.9999999403953552,0.19123296439647675,0.25690075755119324,0.35764777660369873,-0.008012998849153519,0.39605584740638733,0.2579890191555023,0.1791175752878189,0.22176946699619293,0.20937219262123108,0.24483151733875275,0.2653241455554962,0.14821754395961761,0.17307911813259125
