,what,is,the,name,of,the,alphabet,is,most,commonly,used,in,a,problem,instance,?
usually,0.32521089911460876,0.4230746626853943,0.36782920360565186,0.0957062840461731,0.33931583166122437,0.36782920360565186,0.1302187144756317,0.4230746626853943,0.4146766662597656,0.48629525303840637,0.4620378017425537,0.28848564624786377,0.46690207719802856,0.2552529275417328,0.38780835270881653,0.19435347616672516
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.21958456933498383,0.4691906273365021,0.3636029064655304,0.27548834681510925,0.3120402991771698,0.5201468467712402,0.427140474319458,0.23938199877738953,0.3124626874923706,0.31091248989105225
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,1.0,0.22449292242527008,0.5823672413825989,0.47635307908058167,0.2974449694156647,0.3718377649784088,0.6662389636039734,0.5829201340675354,0.24928659200668335,0.3539782464504242,0.22068053483963013
alphabet,0.19626037776470184,0.1744629144668579,0.22449292242527008,0.29577338695526123,0.19060170650482178,0.22449292242527008,1.0,0.1744629144668579,0.18829578161239624,0.2052709311246872,0.28177133202552795,0.1749521940946579,0.17692390084266663,0.19028139114379883,0.1896788477897644,0.21475625038146973
is,0.28837618231773376,1.0,0.5823672413825989,0.3359788954257965,0.4854315221309662,0.5823672413825989,0.1744629144668579,1.0,0.41165053844451904,0.3994327187538147,0.3288823366165161,0.5394441485404968,0.658733606338501,0.23238427937030792,0.33154773712158203,0.22961433231830597
taken,0.26014965772628784,0.19185791909694672,0.3309854567050934,0.17286156117916107,0.2889742851257324,0.3309854567050934,0.10134651511907578,0.19185791909694672,0.19498059153556824,0.16662611067295074,0.36484459042549133,0.2500644326210022,0.2520231008529663,0.21755793690681458,0.2704657018184662,0.17662954330444336
to,0.455847829580307,0.42745086550712585,0.535392165184021,0.27806994318962097,0.41548454761505127,0.535392165184021,0.16383764147758484,0.42745086550712585,0.321603000164032,0.2571072280406952,0.40058770775794983,0.45010748505592346,0.45503583550453186,0.2502208352088928,0.3533851206302643,0.29463258385658264
be,0.3929833769798279,0.4819129705429077,0.4248143136501312,0.19639723002910614,0.33904364705085754,0.4248143136501312,0.19314083456993103,0.4819129705429077,0.3381733000278473,0.3145580291748047,0.3731876611709595,0.3481820821762085,0.39883795380592346,0.347878634929657,0.43630778789520264,0.3324260413646698
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,1.0,0.22449292242527008,0.5823672413825989,0.47635307908058167,0.2974449694156647,0.3718377649784088,0.6662389636039734,0.5829201340675354,0.24928659200668335,0.3539782464504242,0.22068053483963013
binary,0.21848982572555542,0.25599268078804016,0.18260802328586578,0.1602519154548645,0.21468596160411835,0.18260802328586578,0.3655373454093933,0.25599268078804016,0.23207996785640717,0.2506712079048157,0.2984289228916168,0.16351808607578278,0.28007954359054565,0.2855033874511719,0.3470480740070343,0.16258445382118225
alphabet,0.19626037776470184,0.1744629144668579,0.22449292242527008,0.29577338695526123,0.19060170650482178,0.22449292242527008,1.0,0.1744629144668579,0.18829578161239624,0.2052709311246872,0.28177133202552795,0.1749521940946579,0.17692390084266663,0.19028139114379883,0.1896788477897644,0.21475625038146973
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.2706909477710724,0.35032153129577637,0.33289089798927307,0.17100170254707336,0.35393038392066956,0.20654040575027466,0.2443668395280838,0.19005385041236877,0.3087427020072937,0.3206180930137634,0.1944350153207779,0.24901790916919708,0.40561532974243164
i.e.,0.012638997286558151,0.005189675372093916,0.0029698489233851433,-0.0034696566872298717,0.04800353944301605,0.0029698489233851433,0.06362408399581909,0.005189675372093916,0.012188142165541649,0.06945246458053589,0.05876632407307625,0.08286412060260773,0.03616265580058098,0.05522618070244789,-0.00936681218445301,-0.022609230130910873
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.21958456933498383,0.4691906273365021,0.3636029064655304,0.27548834681510925,0.3120402991771698,0.5201468467712402,0.427140474319458,0.23938199877738953,0.3124626874923706,0.31091248989105225
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,1.0,0.22449292242527008,0.5823672413825989,0.47635307908058167,0.2974449694156647,0.3718377649784088,0.6662389636039734,0.5829201340675354,0.24928659200668335,0.3539782464504242,0.22068053483963013
set,0.28954121470451355,0.21148966252803802,0.2927955985069275,0.1284906417131424,0.20671486854553223,0.2927955985069275,0.13945956528186798,0.21148966252803802,0.15995323657989502,0.024271754547953606,0.2491818517446518,0.2663729190826416,0.2540091574192047,0.18448755145072937,0.2538699209690094,0.1698019951581955
{,0.23725886642932892,0.2066512554883957,0.27834996581077576,0.1875433772802353,0.24386580288410187,0.27834996581077576,0.22196364402770996,0.2066512554883957,0.17131033539772034,0.136899933218956,0.22806747257709503,0.19254113733768463,0.285521000623703,0.243120938539505,0.2628572881221771,0.3181390166282654
"0,1",-0.03826313465833664,-0.027194444090127945,0.09256948530673981,0.015518165193498135,-0.029964324086904526,0.09256948530673981,-0.013221977278590202,-0.027194444090127945,0.04809712618589401,-0.06083909049630165,-0.040003951638936996,0.04402737691998482,0.00905236043035984,-0.16115133464336395,-0.02955671213567257,-0.037764351814985275
},0.16619744896888733,0.19036865234375,0.2273053377866745,0.17049290239810944,0.22909000515937805,0.2273053377866745,0.15935033559799194,0.19036865234375,0.12966009974479675,0.03571527823805809,0.15557138621807098,0.15788979828357697,0.21669639647006989,0.07524410635232925,0.21248160302639008,0.19530506432056427
