,who,was,tesla,trying,to,photograph,when,he,accidentally,took,the,x-ray,image,?
tesla,0.1520961970090866,0.16455206274986267,0.9999999403953552,0.08374421298503876,0.17548894882202148,0.17825864255428314,0.1504557579755783,0.12373391538858414,0.056000467389822006,0.08642509579658508,0.1324402391910553,0.07060568034648895,0.11891613900661469,0.10250775516033173
may,0.23082798719406128,0.3388521671295166,0.13961349427700043,0.2463269829750061,0.391582727432251,0.13515669107437134,0.3167054355144501,0.16060344874858856,0.23067793250083923,0.18486395478248596,0.2694292366504669,0.26266396045684814,0.12749455869197845,0.2768254578113556
have,0.39246654510498047,0.2863433063030243,0.12181562930345535,0.2794364094734192,0.4544740617275238,0.10215257108211517,0.40555819869041443,0.3020331561565399,0.2593857944011688,0.25429603457450867,0.40389683842658997,0.2695099711418152,0.10210967808961868,0.32991164922714233
inadvertently,0.29776936769485474,0.2278737723827362,0.11171606183052063,0.3506525158882141,0.34214866161346436,0.19060558080673218,0.3960801064968109,0.23663699626922607,0.449349969625473,0.1822727620601654,0.23857827484607697,0.267903208732605,0.1104758232831955,0.22784903645515442
captured,0.26148858666419983,0.31488236784935,0.07804899662733078,0.2579287886619568,0.22367680072784424,0.2630116045475006,0.2653816044330597,0.24964439868927002,0.2644202411174774,0.34344008564949036,0.2944179177284241,0.16851212084293365,0.11648387461900711,0.11851847916841507
an,0.2848317325115204,0.3694365322589874,0.13714656233787537,0.19979310035705566,0.3138085603713989,0.1712416112422943,0.33026179671287537,0.281929612159729,0.21456903219223022,0.1708475798368454,0.4207492768764496,0.1798250526189804,0.09266305714845657,0.19793890416622162
x-ray,0.2028297483921051,0.16534346342086792,0.07060568034648895,0.17340564727783203,0.2863662540912628,0.17705240845680237,0.27484917640686035,0.2005624771118164,0.23599770665168762,0.16068872809410095,0.256484717130661,1.0000001192092896,0.14611004292964935,0.26398539543151855
image—predating,0.17692406475543976,0.17684492468833923,0.1918802708387375,0.27350232005119324,0.2786791920661926,0.3386620283126831,0.28386643528938293,0.1589314341545105,0.2661658227443695,0.1671862155199051,0.3472958207130432,0.24457894265651703,0.5771179795265198,0.3213638663291931
",",0.3365725874900818,0.45456063747406006,0.20599327981472015,0.24321463704109192,0.44245919585227966,0.17055605351924896,0.36674630641937256,0.40251094102859497,0.2545335292816162,0.27655306458473206,0.4933079481124878,0.2764621376991272,0.2188224196434021,0.31091248989105225
by,0.39727845788002014,0.4752357602119446,0.16513796150684357,0.19801901280879974,0.33534231781959534,0.19039195775985718,0.4376842677593231,0.2485479861497879,0.33006060123443604,0.21169665455818176,0.4408751428127289,0.12908144295215607,0.13177452981472015,0.17966607213020325
a,0.36608949303627014,0.4508470594882965,0.2211925983428955,0.3045077919960022,0.45503583550453186,0.2559470236301422,0.44397395849227905,0.4393508732318878,0.26298555731773376,0.18697012960910797,0.5829201340675354,0.2616620659828186,0.199119433760643,0.23916715383529663
few,0.3378944993019104,0.21633684635162354,0.12608137726783752,0.29216960072517395,0.36415213346481323,0.12052758038043976,0.3844998776912689,0.255210816860199,0.24370014667510986,0.25153061747550964,0.34660017490386963,0.1427154541015625,0.07878893613815308,0.2334265559911728
weeks,0.24813632667064667,0.24201828241348267,0.09835390001535416,0.2624242603778839,0.24200202524662018,0.14898289740085602,0.3081195652484894,0.2566007375717163,0.22074583172798157,0.25752341747283936,0.2713429629802704,0.19488446414470673,0.16057834029197693,0.21667936444282532
",",0.3365725874900818,0.45456063747406006,0.20599327981472015,0.24321463704109192,0.44245919585227966,0.17055605351924896,0.36674630641937256,0.40251094102859497,0.2545335292816162,0.27655306458473206,0.4933079481124878,0.2764621376991272,0.2188224196434021,0.31091248989105225
wilhelm,0.23526184260845184,0.2668643891811371,0.25783807039260864,0.16297276318073273,0.18317948281764984,0.14645521342754364,0.21011118590831757,0.23583249747753143,0.11278266459703445,0.17291712760925293,0.19754266738891602,0.01274450309574604,0.04773775115609169,0.12678855657577515
röntgen,0.25085780024528503,0.3603768050670624,0.32189181447029114,0.17109520733356476,0.1965516060590744,0.2391832023859024,0.2355944812297821,0.33524125814437866,0.14801496267318726,0.2274361252784729,0.3291729986667633,0.17287158966064453,0.13683302700519562,0.19019243121147156
's,0.05599616840481758,0.008974763564765453,0.06449045985937119,0.07804987579584122,0.03782717138528824,-0.026544183492660522,-0.03368149697780609,0.024063590914011,-0.06124503165483475,0.06150028854608536,-0.01540423184633255,0.03043914958834648,0.07317933440208435,-0.023395681753754616
december,0.2259318083524704,0.41127854585647583,0.10906380414962769,0.210031658411026,0.21181435883045197,0.1251344084739685,0.28435230255126953,0.27266743779182434,0.16178080439567566,0.20883089303970337,0.23266014456748962,0.1682412326335907,0.09875012934207916,0.2480352818965912
1895,0.1624404340982437,0.055660225450992584,-0.018836146220564842,0.15443292260169983,0.10716550797224045,-0.04629746079444885,0.1537429243326187,0.1546933948993683,0.16226093471050262,-0.010479540564119816,0.03643885627388954,0.13798893988132477,-0.10514947772026062,0.018882837146520615
announcement,0.16863656044006348,0.2706057131290436,0.1724453568458557,0.1976657658815384,0.28439104557037354,0.17191636562347412,0.18412145972251892,0.24733732640743256,0.11940479278564453,0.20473437011241913,0.2863394021987915,0.22775804996490479,0.13253717124462128,0.24608203768730164
of,0.2827862501144409,0.4069072902202606,0.18837453424930573,0.21177013218402863,0.41548454761505127,0.2135162055492401,0.3757161796092987,0.38706058263778687,0.16036903858184814,0.2766268849372864,0.733189046382904,0.19506630301475525,0.21113355457782745,0.1826142966747284
the,0.3733934462070465,0.48711544275283813,0.1324402391910553,0.2930695712566376,0.535392165184021,0.23308724164962769,0.5091903209686279,0.4571082592010498,0.2573339343070984,0.31657639145851135,1.0,0.256484717130661,0.24039390683174133,0.22068053483963013
discovery,0.10811291635036469,0.2267063707113266,0.19655756652355194,0.11825653910636902,0.17063306272029877,0.24065029621124268,0.19931064546108246,0.13516481220722198,0.22423455119132996,0.18803326785564423,0.29877567291259766,0.1410597860813141,0.08828563243150711,0.11594310402870178
of,0.2827862501144409,0.4069072902202606,0.18837453424930573,0.21177013218402863,0.41548454761505127,0.2135162055492401,0.3757161796092987,0.38706058263778687,0.16036903858184814,0.2766268849372864,0.733189046382904,0.19506630301475525,0.21113355457782745,0.1826142966747284
x-rays—when,0.3059958815574646,0.22579701244831085,0.2088424116373062,0.3742663860321045,0.45812928676605225,0.2261694371700287,0.551291286945343,0.24835807085037231,0.3470499813556671,0.15752002596855164,0.430673211812973,0.5488141179084778,0.22703513503074646,0.35849714279174805
he,0.5500732064247131,0.5410010814666748,0.12373391538858414,0.28130021691322327,0.385390967130661,0.11982124298810959,0.39115971326828003,1.0000001192092896,0.2568458020687103,0.3519804775714874,0.4571082592010498,0.2005624771118164,0.09870817512273788,0.2089974731206894
tried,0.3592184782028198,0.3726053833961487,0.038871604949235916,0.7009131908416748,0.45482608675956726,0.10788837820291519,0.30607736110687256,0.3485191762447357,0.28437528014183044,0.4194566309452057,0.29431280493736267,0.14812518656253815,0.11945143342018127,0.21770204603672028
to,0.42656609416007996,0.3636345863342285,0.17548894882202148,0.5021223425865173,1.0,0.17591889202594757,0.5423505902290344,0.385390967130661,0.31573331356048584,0.24576251208782196,0.535392165184021,0.2863662540912628,0.19959285855293274,0.29463258385658264
photograph,0.1106795147061348,0.20112420618534088,0.17825864255428314,0.10735467821359634,0.17591889202594757,1.0,0.22083790600299835,0.11982124298810959,0.20343847572803497,0.19855231046676636,0.23308724164962769,0.17705240845680237,0.3721851408481598,0.1544153243303299
mark,0.1636335253715515,0.19058461487293243,0.19376379251480103,0.11809224635362625,0.2008102536201477,0.19378980994224548,0.17833943665027618,0.12111186981201172,0.14597846567630768,0.08977895975112915,0.2235521525144577,0.23580732941627502,0.06979628652334213,0.11634156107902527
twain,0.2037065327167511,0.26137295365333557,0.18854016065597534,0.15336166322231293,0.20844221115112305,0.2546566426753998,0.1696799397468567,0.27947667241096497,0.14118358492851257,0.08675149083137512,0.23429353535175323,0.22932472825050354,0.09362069517374039,0.1620187759399414
illuminated,0.1494809091091156,0.1967204511165619,0.1426784098148346,0.15385358035564423,0.19845034182071686,0.34796440601348877,0.17593370378017426,0.12621910870075226,0.05487562343478203,0.1536715179681778,0.25755834579467773,0.11589948832988739,0.2831459045410156,0.14651840925216675
by,0.39727845788002014,0.4752357602119446,0.16513796150684357,0.19801901280879974,0.33534231781959534,0.19039195775985718,0.4376842677593231,0.2485479861497879,0.33006060123443604,0.21169665455818176,0.4408751428127289,0.12908144295215607,0.13177452981472015,0.17966607213020325
a,0.36608949303627014,0.4508470594882965,0.2211925983428955,0.3045077919960022,0.45503583550453186,0.2559470236301422,0.44397395849227905,0.4393508732318878,0.26298555731773376,0.18697012960910797,0.5829201340675354,0.2616620659828186,0.199119433760643,0.23916715383529663
geissler,0.255560964345932,0.3005971908569336,0.34185492992401123,0.12882210314273834,0.15667299926280975,0.28782060742378235,0.2153635174036026,0.3184641897678375,0.16081266105175018,0.19360095262527466,0.20586532354354858,0.2144523710012436,0.15956111252307892,0.2248390167951584
tube,0.12922242283821106,0.14763547480106354,0.2242102175951004,0.1270390897989273,0.25624245405197144,0.23427017033100128,0.2324366718530655,0.12815257906913757,0.1866166889667511,0.026355329900979996,0.222691148519516,0.21711234748363495,0.2049875408411026,0.13631722331047058
",",0.3365725874900818,0.45456063747406006,0.20599327981472015,0.24321463704109192,0.44245919585227966,0.17055605351924896,0.36674630641937256,0.40251094102859497,0.2545335292816162,0.27655306458473206,0.4933079481124878,0.2764621376991272,0.2188224196434021,0.31091248989105225
an,0.2848317325115204,0.3694365322589874,0.13714656233787537,0.19979310035705566,0.3138085603713989,0.1712416112422943,0.33026179671287537,0.281929612159729,0.21456903219223022,0.1708475798368454,0.4207492768764496,0.1798250526189804,0.09266305714845657,0.19793890416622162
earlier,0.23053643107414246,0.3443564474582672,0.1280188262462616,0.2267751544713974,0.29382309317588806,0.0645727664232254,0.2809809148311615,0.19051598012447357,0.24914135038852692,0.23548008501529694,0.26843780279159546,0.1949438601732254,0.08312403410673141,0.13306351006031036
type,0.1257498413324356,0.14348182082176208,0.17444045841693878,0.08523153513669968,0.19930607080459595,0.10167251527309418,0.17292563617229462,0.11091722548007965,0.0302595142275095,0.037220291793346405,0.21819381415843964,0.11608859151601791,0.18323104083538055,0.17536182701587677
of,0.2827862501144409,0.4069072902202606,0.18837453424930573,0.21177013218402863,0.41548454761505127,0.2135162055492401,0.3757161796092987,0.38706058263778687,0.16036903858184814,0.2766268849372864,0.733189046382904,0.19506630301475525,0.21113355457782745,0.1826142966747284
gas,0.19905893504619598,0.14390388131141663,0.1936328411102295,0.199909046292305,0.25276535749435425,0.185160294175148,0.2590837776660919,0.1832944005727768,0.23662637174129486,0.1172618642449379,0.2339978665113449,0.23173072934150696,0.10327624529600143,0.1582372784614563
discharge,0.10012352466583252,0.16131900250911713,0.22061756253242493,0.06535758823156357,0.22832615673542023,0.1734650731086731,0.2688746452331543,0.2054194211959839,0.11412358283996582,0.11995876580476761,0.2714732885360718,0.2166225165128708,0.14308735728263855,0.13592740893363953
tube,0.12922242283821106,0.14763547480106354,0.2242102175951004,0.1270390897989273,0.25624245405197144,0.23427017033100128,0.2324366718530655,0.12815257906913757,0.1866166889667511,0.026355329900979996,0.222691148519516,0.21711234748363495,0.2049875408411026,0.13631722331047058
.,0.3541337847709656,0.40146201848983765,0.17949827015399933,0.3029857277870178,0.4645031690597534,0.19222073256969452,0.475719153881073,0.38061028718948364,0.27998849749565125,0.2481018751859665,0.5934505462646484,0.22259056568145752,0.2041902095079422,0.4130953550338745
