,who,provided,spanish-language,commentary,alongside,raul,allegre,?
the,0.3733934462070465,0.304488867521286,0.33175456523895264,0.2209595888853073,0.2475084811449051,0.20411646366119385,0.21357136964797974,0.22068053483963013
game,0.2523840069770813,0.16750991344451904,0.22286508977413177,0.24656230211257935,0.15772593021392822,0.20699769258499146,0.1396084725856781,0.1829071193933487
was,0.3318818509578705,0.2404836267232895,0.2561205327510834,0.20984318852424622,0.186976358294487,0.2609989643096924,0.23344998061656952,0.18412111699581146
called,0.3151143789291382,0.19415190815925598,0.23317159712314606,0.26303523778915405,0.13917900621891022,0.15240654349327087,0.2440289855003357,0.18963319063186646
by,0.39727845788002014,0.2935292720794678,0.22902487218379974,0.22972816228866577,0.21596933901309967,0.19143246114253998,0.14100979268550873,0.17966607213020325
espn,0.1444098949432373,0.21261954307556152,0.18362683057785034,0.31577548384666443,0.15545545518398285,0.2236608862876892,0.21151140332221985,0.1709517240524292
deportes,0.22150161862373352,0.04420613497495651,0.2813996374607086,0.12071069329977036,0.09722261130809784,0.4071432054042816,0.4518875479698181,0.14327947795391083
',0.22534559667110443,0.19535881280899048,0.24530433118343353,0.15587778389453888,0.15935617685317993,0.21069905161857605,0.24707865715026855,0.330942302942276
monday,0.11816827207803726,0.14827696979045868,0.22447481751441956,0.27627095580101013,0.17042355239391327,0.23321284353733063,0.1873202919960022,0.21348176896572113
night,0.21137207746505737,0.1403733342885971,0.11297621577978134,0.2051229178905487,0.22544942796230316,0.12299404293298721,0.17409464716911316,0.13794848322868347
football,0.17791859805583954,0.08846135437488556,0.25329864025115967,0.14264792203903198,0.14341533184051514,0.21723446249961853,0.18989695608615875,0.14957410097122192
commentary,0.2012261152267456,0.2894647419452667,0.22391580045223236,1.0,0.18776623904705048,0.18561388552188873,0.19354063272476196,0.20364898443222046
crew,0.28323259949684143,0.16765539348125458,0.18521744012832642,0.08090317994356155,0.07183375209569931,0.23665432631969452,0.16409932076931,0.16586194932460785
of,0.2827862501144409,0.272808313369751,0.25636765360832214,0.2262781858444214,0.23186348378658295,0.20098869502544403,0.2241944670677185,0.1826142966747284
alvaro,0.2570241689682007,0.0856914222240448,0.34650734066963196,0.10996587574481964,0.13420182466506958,0.5015362501144409,0.4241037368774414,0.18580129742622375
martin,0.22000780701637268,0.07027306407690048,0.12748470902442932,0.16493365168571472,0.10179758816957474,0.2006235420703888,0.18936721980571747,0.060103293508291245
and,0.41279885172843933,0.35591721534729004,0.284684419631958,0.2618425786495209,0.36740177869796753,0.23636528849601746,0.22886736690998077,0.20544172823429108
raul,0.2931964695453644,0.072269506752491,0.3195456862449646,0.18561388552188873,0.21076011657714844,1.0,0.3777064383029938,0.2333424836397171
allegre,0.13213099539279938,0.04618784040212631,0.34311720728874207,0.19354063272476196,0.11193019151687622,0.3777064383029938,1.0,0.21779847145080566
",",0.3365725874900818,0.27036961913108826,0.29522889852523804,0.2477271854877472,0.2251109927892685,0.3485824763774872,0.3090516924858093,0.31091248989105225
and,0.41279885172843933,0.35591721534729004,0.284684419631958,0.2618425786495209,0.36740177869796753,0.23636528849601746,0.22886736690998077,0.20544172823429108
sideline,0.25843048095703125,0.16823607683181763,0.2087976485490799,0.3704718053340912,0.31855547428131104,0.24789027869701385,0.24421975016593933,0.2637002468109131
reporter,0.26350149512290955,0.24163682758808136,0.14348989725112915,0.3517038822174072,0.15506231784820557,0.21792170405387878,0.2963363826274872,0.17684806883335114
john,0.30388808250427246,0.14244291186332703,0.171683669090271,0.17164695262908936,0.13108839094638824,0.21356673538684845,0.17515535652637482,0.13162356615066528
sutcliffe,0.37904348969459534,0.17308637499809265,0.21427567303180695,0.32383519411087036,0.23978357017040253,0.2562742531299591,0.2171887755393982,0.17327718436717987
.,0.3541337847709656,0.22066283226013184,0.28357547521591187,0.159536674618721,0.23576749861240387,0.22397112846374512,0.26792028546333313,0.4130953550338745
