,what,was,the,name,of,the,marco,polo,episode,?
short,0.19211500883102417,0.20147566497325897,0.29603123664855957,0.11481038480997086,0.2761780321598053,0.29603123664855957,0.10241569578647614,0.14447462558746338,0.20491164922714233,0.16194626688957214
clips,0.20563474297523499,0.13802242279052734,0.21622200310230255,0.11234601587057114,0.19882121682167053,0.21622200310230255,0.17326506972312927,0.0868082270026207,0.23742909729480743,0.19700689613819122
from,0.2737620174884796,0.31171464920043945,0.40150508284568787,0.2635002136230469,0.4249346852302551,0.40150508284568787,0.17019721865653992,0.19537381827831268,0.18589910864830017,0.19969791173934937
every,0.30284011363983154,0.23630550503730774,0.4023689329624176,0.1540657877922058,0.3414052724838257,0.4023689329624176,0.09438456594944,0.14206793904304504,0.23917807638645172,0.24066033959388733
story,0.3410749137401581,0.2837624251842499,0.2915393114089966,0.19596503674983978,0.2687002420425415,0.2915393114089966,0.1610749065876007,0.20764823257923126,0.3569057881832123,0.2304346114397049
with,0.2464839518070221,0.27411898970603943,0.4223487675189972,0.17897967994213104,0.41827285289764404,0.4223487675189972,0.14388586580753326,0.14900948107242584,0.2304430603981018,0.2433311939239502
the,0.42745697498321533,0.48711544275283813,1.0,0.3171212375164032,0.733189046382904,1.0,0.19851668179035187,0.2024979293346405,0.25342556834220886,0.22068053483963013
exception,0.2586587369441986,0.22176820039749146,0.35692375898361206,0.12477821856737137,0.33949241042137146,0.35692375898361206,0.1454465538263321,0.1562839299440384,0.13038189709186554,0.2036404013633728
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.24075818061828613,1.0,0.733189046382904,0.13104216754436493,0.14895640313625336,0.17369085550308228,0.1826142966747284
marco,0.13363252580165863,0.20019342005252838,0.19851668179035187,0.14231622219085693,0.13104216754436493,0.19851668179035187,1.0,0.46034806966781616,0.14569632709026337,0.14696723222732544
polo,0.0791943222284317,0.19987893104553223,0.2024979293346405,0.1437869369983673,0.14895640313625336,0.2024979293346405,0.46034806966781616,1.0,0.10833421349525452,0.10919596254825592
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.25536561012268066,0.22882264852523804,0.18198037147521973,0.31091248989105225
``,0.008517155423760414,-0.012679691426455975,0.029072100296616554,0.1001104861497879,0.06780257821083069,0.029072100296616554,-0.009927834384143353,-0.014432636089622974,-0.035673100501298904,0.0685480609536171
mission,0.2317502647638321,0.20951420068740845,0.22673439979553223,0.11881495267152786,0.20170781016349792,0.22673439979553223,0.1372491866350174,0.12034043669700623,0.2416335940361023,0.19506393373012543
to,0.455847829580307,0.3636345863342285,0.535392165184021,0.27806994318962097,0.41548454761505127,0.535392165184021,0.20563656091690063,0.22384761273860931,0.25052839517593384,0.29463258385658264
the,0.42745697498321533,0.48711544275283813,1.0,0.3171212375164032,0.733189046382904,1.0,0.19851668179035187,0.2024979293346405,0.25342556834220886,0.22068053483963013
unknown,0.2441980093717575,0.2385871857404709,0.23777544498443604,0.24698518216609955,0.2853793799877167,0.23777544498443604,0.03828468173742294,0.09622548520565033,0.2077694833278656,0.22083927690982819
'',0.08143015950918198,0.04456103965640068,0.041273195296525955,0.003883055876940489,0.13035868108272552,0.041273195296525955,0.023723989725112915,0.039574187248945236,-0.014759616926312447,0.018684765323996544
and,0.31309178471565247,0.3740963041782379,0.5171257257461548,0.21235932409763336,0.5116966962814331,0.5171257257461548,0.22847558557987213,0.20805776119232178,0.2091434895992279,0.20544172823429108
the,0.42745697498321533,0.48711544275283813,1.0,0.3171212375164032,0.733189046382904,1.0,0.19851668179035187,0.2024979293346405,0.25342556834220886,0.22068053483963013
massacre,0.16681800782680511,0.2228357344865799,0.23870180547237396,0.12079987674951553,0.20526865124702454,0.23870180547237396,0.07185420393943787,0.10753576457500458,0.2375134527683258,0.17941462993621826
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.24075818061828613,1.0,0.733189046382904,0.13104216754436493,0.14895640313625336,0.17369085550308228,0.1826142966747284
st,0.13546641170978546,0.23824290931224823,0.27966225147247314,0.1329738050699234,0.2636793851852417,0.27966225147247314,0.21437481045722961,0.18359027802944183,0.08984477818012238,0.13298600912094116
bartholomew,0.212022602558136,0.2436167597770691,0.31120938062667847,0.2039724439382553,0.2951948940753937,0.31120938062667847,0.2542099058628082,0.19277912378311157,0.22375649213790894,0.1647033840417862
's,0.02692362666130066,0.008974763564765453,-0.01540423184633255,0.08507627248764038,-0.03817026689648628,-0.01540423184633255,0.003531950293108821,0.07122837752103806,-0.057472456246614456,-0.023395681753754616
eve,0.20910058915615082,0.1957324892282486,0.21724742650985718,0.11977770924568176,0.11783141642808914,0.21724742650985718,0.18514803051948547,0.12518048286437988,0.35696402192115784,0.23469486832618713
also,0.42747777700424194,0.4032125174999237,0.6021018624305725,0.34663957357406616,0.4924938678741455,0.6021018624305725,0.19527240097522736,0.25238582491874695,0.22503605484962463,0.21848613023757935
exist,0.3340267241001129,0.13623857498168945,0.3024537265300751,0.17522741854190826,0.28013259172439575,0.3024537265300751,0.13580714166164398,0.18462786078453064,0.1563074290752411,0.28923845291137695
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.24737101793289185,0.5352458953857422,0.5934505462646484,0.236019104719162,0.24272365868091583,0.23102888464927673,0.4130953550338745
