,how,much,thrust,was,estimated,for,the,translunar,flight,?
because,0.48179173469543457,0.5250074863433838,0.21688565611839294,0.3841400742530823,0.2243034839630127,0.4676002562046051,0.44596394896507263,0.22112992405891418,0.164027139544487,0.2528740465641022
the,0.33890387415885925,0.35023224353790283,0.28476181626319885,0.48711544275283813,0.29184040427207947,0.4739971458911896,1.0,0.33685752749443054,0.2498224973678589,0.22068053483963013
csm,0.1352749764919281,0.08096255362033844,0.31448599696159363,0.15221786499023438,0.14645753800868988,0.235806405544281,0.15609420835971832,0.4147883951663971,0.3374354839324951,0.19925744831562042
design,0.2535702884197235,0.2621619999408722,0.2985299229621887,0.2780803442001343,0.12369303405284882,0.2477298229932785,0.27913451194763184,0.22648786008358002,0.18203206360340118,0.16351860761642456
was,0.16678167879581451,0.2580166161060333,0.18145988881587982,1.0000001192092896,0.2472851723432541,0.3863949179649353,0.48711544275283813,0.1923779994249344,0.19139665365219116,0.18412111699581146
started,0.19724616408348083,0.2278105765581131,0.13360805809497833,0.44883424043655396,0.11166686564683914,0.297429621219635,0.3222070634365082,0.14389094710350037,0.14462217688560486,0.19447724521160126
early,0.2415190190076828,0.3483094871044159,0.1584378480911255,0.4148794412612915,0.25162702798843384,0.2892865538597107,0.34442198276519775,0.2696344256401062,0.15724653005599976,0.15272949635982513
before,0.33293965458869934,0.28763699531555176,0.16727475821971893,0.38607707619667053,0.13849182426929474,0.44347289204597473,0.45900648832321167,0.21680273115634918,0.18736112117767334,0.2507109045982361
the,0.33890387415885925,0.35023224353790283,0.28476181626319885,0.48711544275283813,0.29184040427207947,0.4739971458911896,1.0,0.33685752749443054,0.2498224973678589,0.22068053483963013
selection,0.276766300201416,0.19046495854854584,0.10726163536310196,0.18640951812267303,0.1731451153755188,0.3537464737892151,0.26173123717308044,0.2836191654205322,0.15074309706687927,0.24161170423030853
of,0.2480744868516922,0.2671096920967102,0.17752546072006226,0.4069072902202606,0.30473583936691284,0.4185989499092102,0.733189046382904,0.26793456077575684,0.2070007622241974,0.1826142966747284
lunar,0.21081319451332092,0.16680452227592468,0.27817219495773315,0.17547959089279175,0.24278424680233002,0.16840216517448425,0.23309995234012604,0.6322809457778931,0.2749018967151642,0.1628302037715912
orbit,0.18904346227645874,0.20112328231334686,0.3548926115036011,0.1862146407365799,0.26811376214027405,0.16374921798706055,0.1565481424331665,0.4131603538990021,0.3155398964881897,0.16621392965316772
rendezvous,0.1363270878791809,0.16723023355007172,0.29671624302864075,0.2680005729198456,0.24715344607830048,0.2327321320772171,0.28183797001838684,0.4057638347148895,0.23287490010261536,0.08957836031913757
",",0.22659391164779663,0.36182254552841187,0.14058633148670197,0.45456063747406006,0.2654368579387665,0.4464869201183319,0.4933079481124878,0.31762340664863586,0.23669111728668213,0.31091248989105225
the,0.33890387415885925,0.35023224353790283,0.28476181626319885,0.48711544275283813,0.29184040427207947,0.4739971458911896,1.0,0.33685752749443054,0.2498224973678589,0.22068053483963013
service,0.12199638783931732,0.19334229826927185,0.16590696573257446,0.22689001262187958,0.20886296033859253,0.31237727403640747,0.22661015391349792,0.2001863718032837,0.21293416619300842,0.1676298975944519
propulsion,0.23599031567573547,0.2746850550174713,0.4920216500759125,0.1595422327518463,0.27114880084991455,0.258436918258667,0.2493213713169098,0.38309550285339355,0.3186030387878418,0.14722804725170135
engine,0.15099172294139862,0.21749742329120636,0.44194912910461426,0.205611914396286,0.12871499359607697,0.17779722809791565,0.21651263535022736,0.2427787184715271,0.2922104597091675,0.17739196121692657
was,0.16678167879581451,0.2580166161060333,0.18145988881587982,1.0000001192092896,0.2472851723432541,0.3863949179649353,0.48711544275283813,0.1923779994249344,0.19139665365219116,0.18412111699581146
sized,0.1588015854358673,0.17199723422527313,0.2581917643547058,0.17264655232429504,0.1973111480474472,0.1451425999403,0.23903165757656097,0.28374242782592773,0.16772466897964478,0.08532150089740753
to,0.44169697165489197,0.40610215067863464,0.2675754427909851,0.3636345863342285,0.2046545445919037,0.4451248347759247,0.535392165184021,0.20362171530723572,0.24953556060791016,0.29463258385658264
lift,0.2661076784133911,0.22739654779434204,0.4892226457595825,0.11805781722068787,0.1681462675333023,0.22116398811340332,0.2480313628911972,0.3168940842151642,0.28752365708351135,0.1929398477077484
the,0.33890387415885925,0.35023224353790283,0.28476181626319885,0.48711544275283813,0.29184040427207947,0.4739971458911896,1.0,0.33685752749443054,0.2498224973678589,0.22068053483963013
csm,0.1352749764919281,0.08096255362033844,0.31448599696159363,0.15221786499023438,0.14645753800868988,0.235806405544281,0.15609420835971832,0.4147883951663971,0.3374354839324951,0.19925744831562042
off,0.22701384127140045,0.23312725126743317,0.218716561794281,0.15734454989433289,0.17506177723407745,0.20644043385982513,0.2773582935333252,0.16309435665607452,0.22399605810642242,0.12937544286251068
of,0.2480744868516922,0.2671096920967102,0.17752546072006226,0.4069072902202606,0.30473583936691284,0.4185989499092102,0.733189046382904,0.26793456077575684,0.2070007622241974,0.1826142966747284
the,0.33890387415885925,0.35023224353790283,0.28476181626319885,0.48711544275283813,0.29184040427207947,0.4739971458911896,1.0,0.33685752749443054,0.2498224973678589,0.22068053483963013
moon,0.209036186337471,0.18064643442630768,0.2344907820224762,0.18183675408363342,0.16689486801624298,0.2043032944202423,0.23613092303276062,0.42244622111320496,0.17521044611930847,0.1442703753709793
",",0.22659391164779663,0.36182254552841187,0.14058633148670197,0.45456063747406006,0.2654368579387665,0.4464869201183319,0.4933079481124878,0.31762340664863586,0.23669111728668213,0.31091248989105225
and,0.33647966384887695,0.38395699858665466,0.22400592267513275,0.3740963041782379,0.211697056889534,0.5064792633056641,0.5171257257461548,0.279305100440979,0.1828005611896515,0.20544172823429108
thus,0.2931744158267975,0.34544989466667175,0.2538768947124481,0.22773678600788116,0.2230144888162613,0.35466766357421875,0.4036877751350403,0.2485048770904541,0.12908533215522766,0.18769288063049316
was,0.16678167879581451,0.2580166161060333,0.18145988881587982,1.0000001192092896,0.2472851723432541,0.3863949179649353,0.48711544275283813,0.1923779994249344,0.19139665365219116,0.18412111699581146
oversized,0.25203755497932434,0.2376255840063095,0.2646513283252716,0.18271541595458984,0.30893269181251526,0.2072177231311798,0.20147982239723206,0.2774037718772888,0.1565725952386856,0.22173647582530975
to,0.44169697165489197,0.40610215067863464,0.2675754427909851,0.3636345863342285,0.2046545445919037,0.4451248347759247,0.535392165184021,0.20362171530723572,0.24953556060791016,0.29463258385658264
about,0.44264400005340576,0.42681634426116943,0.22359807789325714,0.2577359974384308,0.3612971007823944,0.3312419354915619,0.37995871901512146,0.15193046629428864,0.14017106592655182,0.302409827709198
twice,0.21883222460746765,0.2936635911464691,0.15642176568508148,0.32907354831695557,0.2153710424900055,0.3137311041355133,0.3638015687465668,0.16551975905895233,0.13872265815734863,0.16248004138469696
the,0.33890387415885925,0.35023224353790283,0.28476181626319885,0.48711544275283813,0.29184040427207947,0.4739971458911896,1.0,0.33685752749443054,0.2498224973678589,0.22068053483963013
thrust,0.23684193193912506,0.2916714549064636,1.0,0.18145988881587982,0.22042496502399445,0.19252260029315948,0.28476181626319885,0.3309890925884247,0.3518291413784027,0.1531757265329361
required,0.2999895513057709,0.27130740880966187,0.24255502223968506,0.14378079771995544,0.22846026718616486,0.33989444375038147,0.27848219871520996,0.22340495884418488,0.14184701442718506,0.24962718784809113
for,0.3308170735836029,0.2994346022605896,0.19252260029315948,0.3863949179649353,0.13000595569610596,0.9999999403953552,0.4739971458911896,0.2526046633720398,0.13066017627716064,0.264628142118454
translunar,0.2735055088996887,0.2582577168941498,0.3309890925884247,0.1923779994249344,0.260111540555954,0.2526046633720398,0.33685752749443054,1.0,0.30328837037086487,0.23503059148788452
flight,0.14079724252223969,0.17281001806259155,0.3518291413784027,0.19139665365219116,0.18469999730587006,0.13066017627716064,0.2498224973678589,0.30328837037086487,0.9999999403953552,0.20568472146987915
.,0.3287222981452942,0.3374604284763336,0.19954590499401093,0.40146201848983765,0.23778799176216125,0.4726039469242096,0.5934505462646484,0.26741471886634827,0.23302660882472992,0.4130953550338745
