,what,did,luther,think,the,study,of,law,meant,?
in,0.30808621644973755,0.2593238651752472,0.20523880422115326,0.23837615549564362,0.6662389636039734,0.2875489294528961,0.5696388483047485,0.24850773811340332,0.25344955921173096,0.20430970191955566
accordance,0.30478090047836304,0.1876799613237381,0.19629481434822083,0.31800514459609985,0.26113438606262207,0.21447625756263733,0.263489693403244,0.3655209541320801,0.27936652302742004,0.23867659270763397
with,0.2464839518070221,0.25472134351730347,0.14705438911914825,0.2712445855140686,0.4223487675189972,0.15485534071922302,0.41827285289764404,0.12950056791305542,0.22138796746730804,0.2433311939239502
his,0.26976513862609863,0.3546801507472992,0.27093374729156494,0.24885986745357513,0.4394008219242096,0.21320384740829468,0.38364991545677185,0.2218998819589615,0.22926250100135803,0.18075084686279297
father,0.21527598798274994,0.3227277100086212,0.2816010117530823,0.14988072216510773,0.24010279774665833,0.24851778149604797,0.22142449021339417,0.24146130681037903,0.1688963621854782,0.14826634526252747
's,0.02692362666130066,0.05069678649306297,-0.009990512393414974,0.015562640503048897,-0.01540423184633255,0.03247833624482155,-0.03817026689648628,-0.06109188124537468,0.04692460596561432,-0.023395681753754616
wishes,0.36962834000587463,0.28547120094299316,0.15019020438194275,0.3694678544998169,0.24734549224376678,0.08247870206832886,0.20500239729881287,0.24163545668125153,0.26296287775039673,0.30480876564979553
",",0.3087472915649414,0.3015086054801941,0.23255878686904907,0.3095206320285797,0.4933079481124878,0.26425549387931824,0.4946078956127167,0.24953721463680267,0.2770281732082367,0.31091248989105225
luther,0.2134782373905182,0.23667675256729126,1.0,0.16532817482948303,0.1759674996137619,0.09971065074205399,0.1719115972518921,0.21635621786117554,0.17860855162143707,0.1732746809720993
enrolled,0.1339339166879654,0.23432742059230804,0.13653139770030975,0.15245217084884644,0.20082587003707886,0.3940217196941376,0.23566614091396332,0.23148657381534576,0.15196631848812103,0.09043214470148087
in,0.30808621644973755,0.2593238651752472,0.20523880422115326,0.23837615549564362,0.6662389636039734,0.2875489294528961,0.5696388483047485,0.24850773811340332,0.25344955921173096,0.20430970191955566
law,0.2145031988620758,0.2238171398639679,0.21635621786117554,0.18741828203201294,0.24548950791358948,0.3016936480998993,0.2816956341266632,1.0000001192092896,0.19975383579730988,0.1528988480567932
school,0.18774057924747467,0.19696208834648132,0.19003894925117493,0.20708246529102325,0.22953221201896667,0.3538699746131897,0.2391800880432129,0.30009910464286804,0.16771511733531952,0.15091250836849213
at,0.2838611304759979,0.28390252590179443,0.13834704458713531,0.2636626064777374,0.457212895154953,0.19215846061706543,0.42558613419532776,0.1870616227388382,0.25183719396591187,0.21978627145290375
the,0.42745697498321533,0.34736719727516174,0.1759674996137619,0.3102172613143921,1.0,0.2533665597438812,0.733189046382904,0.24548950791358948,0.34852901101112366,0.22068053483963013
same,0.3764382302761078,0.3097444474697113,0.21508260071277618,0.3340205252170563,0.4583131968975067,0.18161416053771973,0.3808329105377197,0.25704842805862427,0.2581861913204193,0.22649677097797394
university,0.20256435871124268,0.15114416182041168,0.2046351283788681,0.1597883701324463,0.263973206281662,0.471211314201355,0.30646374821662903,0.3317679166793823,0.10098552703857422,0.11887256056070328
that,0.6297725439071655,0.47518548369407654,0.21746599674224854,0.5798900723457336,0.5473989248275757,0.31241273880004883,0.41498205065727234,0.23277728259563446,0.5248309969902039,0.32716336846351624
year,0.15184831619262695,0.21422851085662842,0.15236428380012512,0.21140852570533752,0.3609684407711029,0.13795387744903564,0.2578314542770386,0.20950402319431305,0.1566222757101059,0.18315006792545319
but,0.5029441118240356,0.49033689498901367,0.20694120228290558,0.5420777797698975,0.4859698414802551,0.2077558934688568,0.39942997694015503,0.218040332198143,0.42363035678863525,0.27921953797340393
dropped,0.1258322298526764,0.3167249262332916,0.06746409088373184,0.17538656294345856,0.2875209450721741,0.09259618073701859,0.21120592951774597,0.10411718487739563,0.2209164798259735,0.1272711455821991
out,0.3633197546005249,0.28413498401641846,0.1738509088754654,0.346996009349823,0.39404502511024475,0.20529910922050476,0.34176841378211975,0.14484383165836334,0.2614230811595917,0.22020699083805084
almost,0.2467888444662094,0.29008886218070984,0.16246826946735382,0.2778449058532715,0.3341992199420929,0.11735350638628006,0.3144364058971405,0.16188304126262665,0.2662706971168518,0.1372147500514984
immediately,0.3574325740337372,0.32630231976509094,0.16996276378631592,0.2748557925224304,0.39876270294189453,0.08758295327425003,0.27121785283088684,0.15520218014717102,0.2983299195766449,0.21004259586334229
",",0.3087472915649414,0.3015086054801941,0.23255878686904907,0.3095206320285797,0.4933079481124878,0.26425549387931824,0.4946078956127167,0.24953721463680267,0.2770281732082367,0.31091248989105225
believing,0.4105786681175232,0.3769117295742035,0.20461209118366241,0.46434202790260315,0.3180106580257416,0.18302181363105774,0.2886166572570801,0.20177894830703735,0.35063308477401733,0.22834095358848572
that,0.6297725439071655,0.47518548369407654,0.21746599674224854,0.5798900723457336,0.5473989248275757,0.31241273880004883,0.41498205065727234,0.23277728259563446,0.5248309969902039,0.32716336846351624
law,0.2145031988620758,0.2238171398639679,0.21635621786117554,0.18741828203201294,0.24548950791358948,0.3016936480998993,0.2816956341266632,1.0000001192092896,0.19975383579730988,0.1528988480567932
represented,0.139044851064682,0.154952272772789,0.04010331258177757,0.12928202748298645,0.3256146013736725,0.1825488656759262,0.3891753554344177,0.09696591645479202,0.20474044978618622,0.11276352405548096
uncertainty,0.43156877160072327,0.24936112761497498,0.17284302413463593,0.3073781430721283,0.24201196432113647,0.30459728837013245,0.29245397448539734,0.2644171714782715,0.2383650541305542,0.24127498269081116
.,0.3567904531955719,0.35288307070732117,0.24907569587230682,0.31119775772094727,0.5934505462646484,0.23432257771492004,0.5352458953857422,0.24482665956020355,0.26877450942993164,0.4130953550338745
