,where,is,the,aboral,organ,located,?
the,0.5003893971443176,0.5823672413825989,1.0,0.24541665613651276,0.2017442286014557,0.407527357339859,0.22068053483963013
largest,0.2018657773733139,0.3413417339324951,0.3757036626338959,0.1332956850528717,0.12198399752378464,0.37509143352508545,0.12401245534420013
single,0.21853084862232208,0.27151715755462646,0.29338565468788147,0.10254393517971039,0.13238438963890076,0.0763297975063324,0.2151121199131012
sensory,0.18571385741233826,0.17710483074188232,0.22443465888500214,0.3205251693725586,0.35882797837257385,0.15879207849502563,0.13986726105213165
feature,0.18013419210910797,0.2553035318851471,0.3053930699825287,0.15326273441314697,0.14094968140125275,0.15182943642139435,0.2893312871456146
is,0.3586711287498474,1.0,0.5823672413825989,0.1954440027475357,0.15513595938682556,0.35717159509658813,0.22961433231830597
the,0.5003893971443176,0.5823672413825989,1.0,0.24541665613651276,0.2017442286014557,0.407527357339859,0.22068053483963013
aboral,0.26264190673828125,0.1954440027475357,0.24541665613651276,1.0000001192092896,0.23208874464035034,0.23736368119716644,0.24511504173278809
organ,0.21083293855190277,0.15513595938682556,0.2017442286014557,0.23208874464035034,1.0,0.09285774827003479,0.15820808708667755
(,0.1970011591911316,0.35393038392066956,0.33289089798927307,0.1598169505596161,0.1604965329170227,0.21025894582271576,0.40561532974243164
at,0.4402937591075897,0.25906258821487427,0.457212895154953,0.23959605395793915,0.17225202918052673,0.3688831031322479,0.21978627145290375
the,0.5003893971443176,0.5823672413825989,1.0,0.24541665613651276,0.2017442286014557,0.407527357339859,0.22068053483963013
opposite,0.2987624704837799,0.34369879961013794,0.2730693221092224,0.13160786032676697,0.08872392773628235,0.22216875851154327,0.0778411254286766
end,0.29005250334739685,0.2179071456193924,0.39658910036087036,0.17184606194496155,0.1319807767868042,0.2061743140220642,0.12543344497680664
from,0.3713873624801636,0.27355384826660156,0.40150508284568787,0.18876972794532776,0.1999049037694931,0.2290649116039276,0.19969791173934937
the,0.5003893971443176,0.5823672413825989,1.0,0.24541665613651276,0.2017442286014557,0.407527357339859,0.22068053483963013
mouth,0.2391524761915207,0.2722901999950409,0.3073960244655609,0.26018208265304565,0.21727736294269562,0.2109314203262329,0.21761061251163483
),0.20711064338684082,0.37732169032096863,0.3456730246543884,0.14620642364025116,0.18311050534248352,0.19755883514881134,0.42300865054130554
.,0.41390106081962585,0.4569662809371948,0.5934505462646484,0.26526206731796265,0.22930841147899628,0.28226932883262634,0.4130953550338745
