,how,many,launch,pads,were,originally,planned,?
although,0.26196205615997314,0.36542749404907227,0.1305399239063263,0.18307015299797058,0.29094749689102173,0.28416702151298523,0.1702357977628708,0.15541206300258636
at,0.2154216170310974,0.2716965675354004,0.2472303807735443,0.13794955611228943,0.2947486639022827,0.19521355628967285,0.23726597428321838,0.21978627145290375
least,0.2839330732822418,0.36189308762550354,0.2056136578321457,0.20297183096408844,0.28233012557029724,0.18666133284568787,0.1024724692106247,0.28866854310035706
three,0.23807744681835175,0.4501400589942932,0.1971810907125473,0.17613227665424347,0.38429051637649536,0.21844996511936188,0.2320832908153534,0.20928427577018738
pads,0.22873687744140625,0.25491440296173096,0.3166464865207672,1.0,0.24739204347133636,0.14633511006832123,0.10675983130931854,0.1752515286207199
were,0.2082374095916748,0.4804460406303406,0.1543220579624176,0.24739204347133636,1.0000001192092896,0.43476220965385437,0.28901681303977966,0.17890112102031708
planned,0.16940928995609283,0.182924285531044,0.39902910590171814,0.10675983130931854,0.28901681303977966,0.28824320435523987,1.0000001192092896,0.16188396513462067
",",0.22659391164779663,0.40610817074775696,0.19433410465717316,0.22763890027999878,0.36755475401878357,0.2660219669342041,0.22345273196697235,0.31091248989105225
only,0.36590442061424255,0.4670507609844208,0.2019536942243576,0.18272848427295685,0.34466472268104553,0.31396397948265076,0.21342922747135162,0.2767370045185089
two,0.2499001920223236,0.5147606730461121,0.19429759681224823,0.22585640847682953,0.4493520259857178,0.22303812205791473,0.20975758135318756,0.19645625352859497
",",0.22659391164779663,0.40610817074775696,0.19433410465717316,0.22763890027999878,0.36755475401878357,0.2660219669342041,0.22345273196697235,0.31091248989105225
designated,0.07020457088947296,0.10743311047554016,0.21468959748744965,0.17012867331504822,0.11946389079093933,0.20555759966373444,0.24084876477718353,0.1318070888519287
a,0.29312583804130554,0.2872205972671509,0.19873975217342377,0.22382333874702454,0.17203083634376526,0.3363247811794281,0.23569394648075104,0.23916715383529663
and,0.33647966384887695,0.5296266674995422,0.18879936635494232,0.26056474447250366,0.42175528407096863,0.2772660255432129,0.28036394715309143,0.20544172823429108
b,0.0862383246421814,0.13494722545146942,0.09129195660352707,0.05580826848745346,0.13286998867988586,0.11433617025613785,0.14190123975276947,0.1975182741880417
",",0.22659391164779663,0.40610817074775696,0.19433410465717316,0.22763890027999878,0.36755475401878357,0.2660219669342041,0.22345273196697235,0.31091248989105225
were,0.2082374095916748,0.4804460406303406,0.1543220579624176,0.24739204347133636,1.0000001192092896,0.43476220965385437,0.28901681303977966,0.17890112102031708
completed,0.2009071707725525,0.13555161654949188,0.27562016248703003,0.12773850560188293,0.19010283052921295,0.3376328945159912,0.4347987473011017,0.08272653818130493
in,0.2601168751716614,0.41474202275276184,0.19686491787433624,0.14837893843650818,0.3815755248069763,0.3191297650337219,0.2658644914627075,0.20430970191955566
october,0.11188025027513504,0.13967232406139374,0.20404979586601257,0.10315854847431183,0.1925499588251114,0.19257624447345734,0.22423064708709717,0.29706719517707825
1965,0.10110123455524445,0.004527190234512091,0.04722912982106209,0.04278068616986275,0.042518775910139084,0.04061213135719299,0.047397200018167496,0.26302391290664673
.,0.3287222981452942,0.3974229395389557,0.20541822910308838,0.17652927339076996,0.3378238379955292,0.2504246234893799,0.2560844421386719,0.4130953550338745
,how,many,launch,pads,were,originally,planned,?
the,0.33890387415885925,0.4335206151008606,0.2628649175167084,0.19603775441646576,0.3906462490558624,0.36820849776268005,0.3010992109775543,0.22068053483963013
loc,0.1252301037311554,0.09691836684942245,0.12815648317337036,-0.00308204791508615,0.0034003593027591705,0.10735977441072464,0.09633434563875198,0.2697237432003021
included,0.13500849902629852,0.37090563774108887,0.20754310488700867,0.22879621386528015,0.42708900570869446,0.32655033469200134,0.31430870294570923,0.14385655522346497
launch,0.15294672548770905,0.15432266891002655,0.9999999403953552,0.3166464865207672,0.1543220579624176,0.24847820401191711,0.39902910590171814,0.22009649872779846
complex,0.30056968331336975,0.33979249000549316,0.14349639415740967,0.11338180303573608,0.2139391154050827,0.20887652039527893,0.1303500384092331,0.17752902209758759
39,0.07569380104541779,0.13422085344791412,0.10341273248195648,0.06631717085838318,0.12889371812343597,0.010863956063985825,0.08483018726110458,0.04514012485742569
",",0.22659391164779663,0.40610817074775696,0.19433410465717316,0.22763890027999878,0.36755475401878357,0.2660219669342041,0.22345273196697235,0.31091248989105225
a,0.29312583804130554,0.2872205972671509,0.19873975217342377,0.22382333874702454,0.17203083634376526,0.3363247811794281,0.23569394648075104,0.23916715383529663
launch,0.15294672548770905,0.15432266891002655,0.9999999403953552,0.3166464865207672,0.1543220579624176,0.24847820401191711,0.39902910590171814,0.22009649872779846
control,0.27268826961517334,0.2421460747718811,0.19299598038196564,0.17007847130298615,0.19713927805423737,0.14673210680484772,0.1816626787185669,0.1620711386203766
center,0.12502175569534302,0.1288990080356598,0.2038239687681198,0.11168760806322098,0.13921807706356049,0.17334488034248352,0.2575686573982239,0.12538520991802216
",",0.22659391164779663,0.40610817074775696,0.19433410465717316,0.22763890027999878,0.36755475401878357,0.2660219669342041,0.22345273196697235,0.31091248989105225
and,0.33647966384887695,0.5296266674995422,0.18879936635494232,0.26056474447250366,0.42175528407096863,0.2772660255432129,0.28036394715309143,0.20544172823429108
a,0.29312583804130554,0.2872205972671509,0.19873975217342377,0.22382333874702454,0.17203083634376526,0.3363247811794281,0.23569394648075104,0.23916715383529663
130,-0.03308463469147682,0.0610431432723999,0.05476049333810806,-0.042040031403303146,0.17096039652824402,0.15889504551887512,0.11533882468938828,0.11677306145429611
million,0.21114659309387207,0.3520967364311218,0.2520829141139984,0.10489458590745926,0.25957414507865906,0.2482353001832962,0.24022528529167175,0.23092924058437347
cubic,0.2165861576795578,0.17181307077407837,0.1603592038154602,0.17662784457206726,0.12774021923542023,0.16694580018520355,0.17745482921600342,0.2355787307024002
foot,0.2003002166748047,0.1375800371170044,0.1573200672864914,0.36992865800857544,0.17604570090770721,0.13508284091949463,0.09735917299985886,0.13330338895320892
(,0.1676948219537735,0.1455259770154953,0.1447298526763916,0.12982822954654694,0.14743882417678833,0.1811249703168869,0.12543100118637085,0.40561532974243164
3.7,0.0704462081193924,0.11311265081167221,0.1479627937078476,0.06940268725156784,0.12493135035037994,0.11812383681535721,0.10493306070566177,0.10568435490131378
million,0.21114659309387207,0.3520967364311218,0.2520829141139984,0.10489458590745926,0.25957414507865906,0.2482353001832962,0.24022528529167175,0.23092924058437347
cubic,0.2165861576795578,0.17181307077407837,0.1603592038154602,0.17662784457206726,0.12774021923542023,0.16694580018520355,0.17745482921600342,0.2355787307024002
meter,0.23045101761817932,0.15591254830360413,0.13844040036201477,0.19754411280155182,0.15285132825374603,0.1598435342311859,0.1496618539094925,0.13187071681022644
),0.17939934134483337,0.16602720320224762,0.16144290566444397,0.13540519773960114,0.1566188633441925,0.18464873731136322,0.1396147459745407,0.42300865054130554
vertical,0.20892123878002167,0.13325655460357666,0.23860414326190948,0.34315401315689087,0.15186233818531036,0.17687445878982544,0.18595947325229645,0.18911753594875336
assembly,0.11779691278934479,0.14522677659988403,0.14639225602149963,0.03995142877101898,0.1051781103014946,0.1603483259677887,0.19366532564163208,0.1488889455795288
building,0.19448791444301605,0.23676979541778564,0.2417440563440323,0.1260102391242981,0.18601834774017334,0.23760344088077545,0.269062340259552,0.13549931347370148
(,0.1676948219537735,0.1455259770154953,0.1447298526763916,0.12982822954654694,0.14743882417678833,0.1811249703168869,0.12543100118637085,0.40561532974243164
vab,0.17958462238311768,0.16295431554317474,0.21178469061851501,0.2549765110015869,0.11823350936174393,0.156340554356575,0.1331232339143753,0.2276509702205658
),0.17939934134483337,0.16602720320224762,0.16144290566444397,0.13540519773960114,0.1566188633441925,0.18464873731136322,0.1396147459745407,0.42300865054130554
in,0.2601168751716614,0.41474202275276184,0.19686491787433624,0.14837893843650818,0.3815755248069763,0.3191297650337219,0.2658644914627075,0.20430970191955566
which,0.4852597713470459,0.5168171525001526,0.2611256241798401,0.2663717567920685,0.2807837128639221,0.43375709652900696,0.22419503331184387,0.25814583897590637
the,0.33890387415885925,0.4335206151008606,0.2628649175167084,0.19603775441646576,0.3906462490558624,0.36820849776268005,0.3010992109775543,0.22068053483963013
space,0.1899009644985199,0.15485332906246185,0.4064224660396576,0.21284595131874084,0.15497688949108124,0.15362736582756042,0.2169981449842453,0.1885536164045334
vehicle,0.24225780367851257,0.11577192693948746,0.3974509537220001,0.34191232919692993,0.12430252879858017,0.15826474130153656,0.19865740835666656,0.16397647559642792
(,0.1676948219537735,0.1455259770154953,0.1447298526763916,0.12982822954654694,0.14743882417678833,0.1811249703168869,0.12543100118637085,0.40561532974243164
launch,0.15294672548770905,0.15432266891002655,0.9999999403953552,0.3166464865207672,0.1543220579624176,0.24847820401191711,0.39902910590171814,0.22009649872779846
vehicle,0.24225780367851257,0.11577192693948746,0.3974509537220001,0.34191232919692993,0.12430252879858017,0.15826474130153656,0.19865740835666656,0.16397647559642792
and,0.33647966384887695,0.5296266674995422,0.18879936635494232,0.26056474447250366,0.42175528407096863,0.2772660255432129,0.28036394715309143,0.20544172823429108
spacecraft,0.22779840230941772,0.15773004293441772,0.5522105693817139,0.30736836791038513,0.17363768815994263,0.16985705494880676,0.31925836205482483,0.17708687484264374
),0.17939934134483337,0.16602720320224762,0.16144290566444397,0.13540519773960114,0.1566188633441925,0.18464873731136322,0.1396147459745407,0.42300865054130554
would,0.43239715695381165,0.33440667390823364,0.22639283537864685,0.1708807498216629,0.37426912784576416,0.2540910542011261,0.3900475800037384,0.37178951501846313
be,0.4158933162689209,0.3961109519004822,0.1838330626487732,0.27186113595962524,0.4064064621925354,0.33263999223709106,0.2403009980916977,0.3324260413646698
assembled,0.17605359852313995,0.19636639952659607,0.24305278062820435,0.15946070849895477,0.314482718706131,0.2629639506340027,0.2751869261264801,0.1162143424153328
on,0.32655060291290283,0.32520127296447754,0.2868025302886963,0.30201274156570435,0.2774328887462616,0.2673487365245819,0.25307971239089966,0.2714994251728058
a,0.29312583804130554,0.2872205972671509,0.19873975217342377,0.22382333874702454,0.17203083634376526,0.3363247811794281,0.23569394648075104,0.23916715383529663
mobile,0.10778678953647614,0.21966271102428436,0.25525444746017456,0.21377480030059814,0.1336328089237213,0.15082433819770813,0.15507076680660248,0.15319456160068512
launcher,0.13565148413181305,0.10630657523870468,0.7801728844642639,0.36822575330734253,0.17606817185878754,0.24465547502040863,0.36311593651771545,0.21427936851978302
platform,0.1077968031167984,0.13723401725292206,0.25985661149024963,0.18840478360652924,0.07843393832445145,0.17890504002571106,0.24891908466815948,0.12602278590202332
and,0.33647966384887695,0.5296266674995422,0.18879936635494232,0.26056474447250366,0.42175528407096863,0.2772660255432129,0.28036394715309143,0.20544172823429108
then,0.36093711853027344,0.27087974548339844,0.22104714810848236,0.14714230597019196,0.23886403441429138,0.2882782220840454,0.2230129837989807,0.2884598970413208
moved,0.17376862466335297,0.20702311396598816,0.18690575659275055,0.1670999675989151,0.3078361749649048,0.31476444005966187,0.21536310017108917,0.15112607181072235
by,0.34370526671409607,0.3409687578678131,0.1562509536743164,0.17062076926231384,0.4406847059726715,0.4076972007751465,0.25277236104011536,0.17966607213020325
a,0.29312583804130554,0.2872205972671509,0.19873975217342377,0.22382333874702454,0.17203083634376526,0.3363247811794281,0.23569394648075104,0.23916715383529663
transporter,0.17302857339382172,0.18131977319717407,0.21302656829357147,0.27114883065223694,0.1858394742012024,0.1600736677646637,0.20439548790454865,0.1349162459373474
to,0.44169697165489197,0.40243685245513916,0.25276505947113037,0.17952097952365875,0.31913647055625916,0.30024412274360657,0.309917151927948,0.29463258385658264
one,0.3213292360305786,0.4223630726337433,0.20670664310455322,0.1968519240617752,0.3453167676925659,0.26851150393486023,0.22581371665000916,0.2673267424106598
of,0.2480744868516922,0.37253960967063904,0.20697395503520966,0.1596965342760086,0.34038281440734863,0.21349623799324036,0.2487981617450714,0.1826142966747284
several,0.28568220138549805,0.7239733338356018,0.246438130736351,0.18784357607364655,0.3978578448295593,0.2655690014362335,0.20260000228881836,0.15595775842666626
launch,0.15294672548770905,0.15432266891002655,0.9999999403953552,0.3166464865207672,0.1543220579624176,0.24847820401191711,0.39902910590171814,0.22009649872779846
pads,0.22873687744140625,0.25491440296173096,0.3166464865207672,1.0,0.24739204347133636,0.14633511006832123,0.10675983130931854,0.1752515286207199
.,0.3287222981452942,0.3974229395389557,0.20541822910308838,0.17652927339076996,0.3378238379955292,0.2504246234893799,0.2560844421386719,0.4130953550338745
