,what,tribes,supported,british,?
the,0.42745697498321533,0.26830655336380005,0.27276676893234253,0.28973397612571716,0.22068053483963013
british,0.19255435466766357,0.14417211711406708,0.12846212089061737,1.0,0.09711728990077972
were,0.22298263013362885,0.31078824400901794,0.271778404712677,0.27742838859558105,0.17890112102031708
supported,0.16402992606163025,0.11671276390552521,1.0000001192092896,0.12846212089061737,0.11593948304653168
in,0.30808621644973755,0.19281157851219177,0.22075232863426208,0.23084034025669098,0.20430970191955566
the,0.42745697498321533,0.26830655336380005,0.27276676893234253,0.28973397612571716,0.22068053483963013
war,0.22516006231307983,0.216489776968956,0.227574422955513,0.3060368299484253,0.15510529279708862
by,0.2455483376979828,0.18261399865150452,0.29367026686668396,0.26707085967063904,0.17966607213020325
the,0.42745697498321533,0.26830655336380005,0.27276676893234253,0.28973397612571716,0.22068053483963013
iroquois,0.20081253349781036,0.4127287268638611,0.14049039781093597,0.2279016226530075,0.0784907415509224
six,0.1779850870370865,0.19226153194904327,0.17647626996040344,0.16879716515541077,0.15298804640769958
nations,0.19211222231388092,0.3747541904449463,0.2065449357032776,0.23997950553894043,0.20999202132225037
",",0.3087472915649414,0.19590550661087036,0.2703314423561096,0.25734075903892517,0.31091248989105225
and,0.31309178471565247,0.2041163444519043,0.3113573491573334,0.325880765914917,0.20544172823429108
also,0.42747777700424194,0.20175498723983765,0.27461135387420654,0.23564288020133972,0.21848613023757935
by,0.2455483376979828,0.18261399865150452,0.29367026686668396,0.26707085967063904,0.17966607213020325
the,0.42745697498321533,0.26830655336380005,0.27276676893234253,0.28973397612571716,0.22068053483963013
cherokee,0.19220077991485596,0.37585189938545227,0.11435796320438385,0.13788434863090515,0.18347300589084625
–,0.13008765876293182,0.051092684268951416,0.16023579239845276,0.26977047324180603,0.2714554965496063
until,0.2693650424480438,0.10250428318977356,0.22601564228534698,0.24321140348911285,0.20304496586322784
differences,0.3500737249851227,0.25400975346565247,0.2351081520318985,0.13710831105709076,0.20399115979671478
sparked,0.23141643404960632,0.16219982504844666,0.3614806532859802,0.18011951446533203,0.2505412995815277
the,0.42745697498321533,0.26830655336380005,0.27276676893234253,0.28973397612571716,0.22068053483963013
anglo-cherokee,0.2669532001018524,0.46395254135131836,0.16309577226638794,0.27005237340927124,0.2178080677986145
war,0.22516006231307983,0.216489776968956,0.227574422955513,0.3060368299484253,0.15510529279708862
in,0.30808621644973755,0.19281157851219177,0.22075232863426208,0.23084034025669098,0.20430970191955566
1758,0.09187497198581696,0.21126136183738708,0.10359131544828415,0.13839662075042725,0.16363275051116943
.,0.3567904531955719,0.10744687169790268,0.29144924879074097,0.23159366846084595,0.4130953550338745
