,what,is,one,main,reason,that,civil,disobedience,is,not,recognized,?
it,0.45803478360176086,0.6328473687171936,0.4284902811050415,0.2827725112438202,0.32070252299308777,0.5921133160591125,0.17707513272762299,0.2648297846317291,0.6328473687171936,0.4651523232460022,0.26686543226242065,0.25732165575027466
has,0.20338068902492523,0.5668748617172241,0.43032392859458923,0.26405781507492065,0.3450135290622711,0.41272613406181335,0.14805923402309418,0.11896127462387085,0.5668748617172241,0.32239022850990295,0.21175384521484375,0.15994466841220856
also,0.42747777700424194,0.5012649297714233,0.48437753319740295,0.3484555184841156,0.3463713824748993,0.6005857586860657,0.22241419553756714,0.30266615748405457,0.5012649297714233,0.4917296767234802,0.27384090423583984,0.21848613023757935
been,0.2567804455757141,0.39566612243652344,0.3407197892665863,0.21641702950000763,0.3334571421146393,0.4152003228664398,0.16754008829593658,0.20087917149066925,0.39566612243652344,0.39571741223335266,0.2819354236125946,0.24354910850524902
argued,0.31776854395866394,0.08507123589515686,0.2389734834432602,0.09203997254371643,0.28298765420913696,0.3780103027820587,0.22184301912784576,0.387824684381485,0.08507123589515686,0.33723318576812744,0.2668631374835968,0.18905270099639893
that,0.6297725439071655,0.3995479643344879,0.5133185982704163,0.3140498101711273,0.462776243686676,1.0,0.16867391765117645,0.3551425039768219,0.3995479643344879,0.6600887179374695,0.2771771252155304,0.32716336846351624
breaking,0.2832198143005371,0.18105864524841309,0.2108517438173294,0.12855926156044006,0.20663294196128845,0.2885967195034027,0.15410278737545013,0.3046424388885498,0.18105864524841309,0.21981479227542877,0.19256436824798584,0.16709092259407043
the,0.42745697498321533,0.5823672413825989,0.5514441132545471,0.38631999492645264,0.29647648334503174,0.5473989248275757,0.2477465271949768,0.30963727831840515,0.5823672413825989,0.4310511648654938,0.31571096181869507,0.22068053483963013
law,0.2145031988620758,0.18597714602947235,0.17846634984016418,0.07402544468641281,0.2020018994808197,0.23277728259563446,0.31305259466171265,0.3980846405029297,0.18597714602947235,0.2588513493537903,0.19775529205799103,0.1528988480567932
for,0.3017193675041199,0.43268078565597534,0.384836345911026,0.27491986751556396,0.42787787318229675,0.4137635827064514,0.1685788929462433,0.23370130360126495,0.43268078565597534,0.39280617237091064,0.18660594522953033,0.264628142118454
self-gratification,0.3156284689903259,0.20661312341690063,0.2510055899620056,0.154450923204422,0.33799928426742554,0.31717514991760254,0.303305983543396,0.4469135105609894,0.20661312341690063,0.33387255668640137,0.34263360500335693,0.3087627589702606
",",0.3087472915649414,0.4691906273365021,0.3696635365486145,0.2989408075809479,0.24553878605365753,0.4137537479400635,0.24795588850975037,0.2878543734550476,0.4691906273365021,0.3769696354866028,0.2936757206916809,0.31091248989105225
as,0.31749409437179565,0.43216490745544434,0.3954789340496063,0.25940921902656555,0.29302218556404114,0.4735107421875,0.18100082874298096,0.25773370265960693,0.43216490745544434,0.5105602741241455,0.3368684649467468,0.27043893933296204
in,0.30808621644973755,0.5394441485404968,0.4129433035850525,0.28862449526786804,0.21220409870147705,0.435920387506485,0.26466667652130127,0.3054615259170532,0.5394441485404968,0.3403114080429077,0.3010571300983429,0.20430970191955566
the,0.42745697498321533,0.5823672413825989,0.5514441132545471,0.38631999492645264,0.29647648334503174,0.5473989248275757,0.2477465271949768,0.30963727831840515,0.5823672413825989,0.4310511648654938,0.31571096181869507,0.22068053483963013
case,0.30770957469940186,0.26648613810539246,0.32077234983444214,0.13751600682735443,0.33348384499549866,0.4129708409309387,0.20832476019859314,0.26680052280426025,0.26648613810539246,0.3788454234600067,0.12779933214187622,0.33232852816581726
of,0.33290785551071167,0.4854315221309662,0.4999135136604309,0.3177044689655304,0.23645815253257751,0.41498205065727234,0.24698495864868164,0.31932318210601807,0.4854315221309662,0.3307090103626251,0.3161126375198364,0.1826142966747284
a,0.3320399522781372,0.658733606338501,0.4910551905632019,0.27217230200767517,0.29122111201286316,0.47537946701049805,0.21693918108940125,0.25352153182029724,0.658733606338501,0.3791346549987793,0.2292279750108719,0.23916715383529663
homosexual,0.27377453446388245,0.13639254868030548,0.23977649211883545,0.08779261261224747,0.21560296416282654,0.2792568504810333,0.20121683180332184,0.37053996324539185,0.13639254868030548,0.31426000595092773,0.18684439361095428,0.1291971206665039
or,0.33867141604423523,0.41870999336242676,0.4022330939769745,0.22035714983940125,0.36334705352783203,0.4729836881160736,0.12588919699192047,0.2553665041923523,0.41870999336242676,0.5119067430496216,0.26216310262680054,0.32389625906944275
cannabis,0.19893696904182434,0.2005523443222046,0.20469626784324646,0.0630180835723877,0.2593287229537964,0.23360727727413177,0.14309528470039368,0.2907513380050659,0.2005523443222046,0.23644468188285828,0.17323467135429382,0.17839333415031433
user,0.3184303641319275,0.19993384182453156,0.2001577466726303,0.16023898124694824,0.3845311105251312,0.33228108286857605,0.18757714331150055,0.22957037389278412,0.19993384182453156,0.3213691711425781,0.12492212653160095,0.43088626861572266
who,0.40942975878715515,0.24293622374534607,0.40083858370780945,0.18417203426361084,0.2741321325302124,0.45444270968437195,0.14972704648971558,0.34217217564582825,0.24293622374534607,0.369414746761322,0.23399493098258972,0.26220351457595825
does,0.38564667105674744,0.4403602182865143,0.2924913763999939,0.245339035987854,0.40213650465011597,0.4764937460422516,0.09171415865421295,0.2508189380168915,0.4403602182865143,0.6355478763580322,0.16870543360710144,0.338003009557724
not,0.5449194312095642,0.3776007890701294,0.3642125129699707,0.199325293302536,0.4808345437049866,0.6600887179374695,0.18740713596343994,0.38157403469085693,0.3776007890701294,0.9999999403953552,0.3082355558872223,0.41942933201789856
direct,0.26271191239356995,0.20874382555484772,0.24365785717964172,0.22425764799118042,0.21532049775123596,0.3302111029624939,0.09565252810716629,0.209270641207695,0.20874382555484772,0.26088273525238037,0.16606532037258148,0.18476411700248718
his,0.26976513862609863,0.24372583627700806,0.3774510324001312,0.143780916929245,0.19067609310150146,0.3173833191394806,0.18942002952098846,0.3585605025291443,0.24372583627700806,0.2710725963115692,0.21603627502918243,0.18075084686279297
act,0.2622668445110321,0.18206438422203064,0.19140365719795227,0.10966475307941437,0.1948413848876953,0.2679075598716736,0.2254672795534134,0.38738346099853516,0.18206438422203064,0.2604115903377533,0.1571740359067917,0.1482519507408142
at,0.2838611304759979,0.25906258821487427,0.32580816745758057,0.2409709095954895,0.23321066796779633,0.3183255195617676,0.1977793425321579,0.1749800592660904,0.25906258821487427,0.22025953233242035,0.1618734449148178,0.21978627145290375
securing,0.15035171806812286,0.19463099539279938,0.23800870776176453,0.1864340752363205,0.11986235529184341,0.2314053475856781,0.24836498498916626,0.25280746817588806,0.19463099539279938,0.13656258583068848,0.18293271958827972,0.05854082852602005
the,0.42745697498321533,0.5823672413825989,0.5514441132545471,0.38631999492645264,0.29647648334503174,0.5473989248275757,0.2477465271949768,0.30963727831840515,0.5823672413825989,0.4310511648654938,0.31571096181869507,0.22068053483963013
repeal,0.2908228039741516,0.14658638834953308,0.22474242746829987,0.11129595339298248,0.2693268358707428,0.3156508505344391,0.3874458372592926,0.4997501075267792,0.14658638834953308,0.3007384240627289,0.19962912797927856,0.17696918547153473
of,0.33290785551071167,0.4854315221309662,0.4999135136604309,0.3177044689655304,0.23645815253257751,0.41498205065727234,0.24698495864868164,0.31932318210601807,0.4854315221309662,0.3307090103626251,0.3161126375198364,0.1826142966747284
amendment,0.20758824050426483,0.14728549122810364,0.22731509804725647,0.07651012390851974,0.2949743866920471,0.2926454544067383,0.27713268995285034,0.33974772691726685,0.14728549122810364,0.30206409096717834,0.1540757566690445,0.24295969307422638
of,0.33290785551071167,0.4854315221309662,0.4999135136604309,0.3177044689655304,0.23645815253257751,0.41498205065727234,0.24698495864868164,0.31932318210601807,0.4854315221309662,0.3307090103626251,0.3161126375198364,0.1826142966747284
the,0.42745697498321533,0.5823672413825989,0.5514441132545471,0.38631999492645264,0.29647648334503174,0.5473989248275757,0.2477465271949768,0.30963727831840515,0.5823672413825989,0.4310511648654938,0.31571096181869507,0.22068053483963013
law,0.2145031988620758,0.18597714602947235,0.17846634984016418,0.07402544468641281,0.2020018994808197,0.23277728259563446,0.31305259466171265,0.3980846405029297,0.18597714602947235,0.2588513493537903,0.19775529205799103,0.1528988480567932
",",0.3087472915649414,0.4691906273365021,0.3696635365486145,0.2989408075809479,0.24553878605365753,0.4137537479400635,0.24795588850975037,0.2878543734550476,0.4691906273365021,0.3769696354866028,0.2936757206916809,0.31091248989105225
is,0.28837618231773376,1.0,0.4544198513031006,0.3009335994720459,0.25543609261512756,0.3995479643344879,0.16941262781620026,0.21453623473644257,1.0,0.3776007890701294,0.23847106099128723,0.22961433231830597
not,0.5449194312095642,0.3776007890701294,0.3642125129699707,0.199325293302536,0.4808345437049866,0.6600887179374695,0.18740713596343994,0.38157403469085693,0.3776007890701294,0.9999999403953552,0.3082355558872223,0.41942933201789856
civil,0.15091551840305328,0.16941262781620026,0.15266822278499603,0.13297821581363678,0.177180215716362,0.16867391765117645,1.0,0.5442691445350647,0.16941262781620026,0.18740713596343994,0.1766601800918579,0.1494513899087906
disobedience,0.3298627436161041,0.21453623473644257,0.20541732013225555,0.11487432569265366,0.25908952951431274,0.3551425039768219,0.5442691445350647,1.0,0.21453623473644257,0.38157403469085693,0.23928004503250122,0.19890835881233215
.,0.3567904531955719,0.4569662809371948,0.4123194217681885,0.31122034788131714,0.3219331204891205,0.4460422694683075,0.2541380822658539,0.2603943943977356,0.4569662809371948,0.4824007451534271,0.2562062442302704,0.4130953550338745
,what,is,one,main,reason,that,civil,disobedience,is,not,recognized,?
one,0.376489520072937,0.4544198513031006,1.0000001192092896,0.3519288897514343,0.3561756908893585,0.5133185982704163,0.15266822278499603,0.20541732013225555,0.4544198513031006,0.3642125129699707,0.2733552157878876,0.2673267424106598
theory,0.297923743724823,0.19279582798480988,0.27095937728881836,0.17853248119354248,0.23099547624588013,0.36183905601501465,0.1178407371044159,0.23475249111652374,0.19279582798480988,0.24455146491527557,0.16859085857868195,0.1387292891740799
is,0.28837618231773376,1.0,0.4544198513031006,0.3009335994720459,0.25543609261512756,0.3995479643344879,0.16941262781620026,0.21453623473644257,1.0,0.3776007890701294,0.23847106099128723,0.22961433231830597
that,0.6297725439071655,0.3995479643344879,0.5133185982704163,0.3140498101711273,0.462776243686676,1.0,0.16867391765117645,0.3551425039768219,0.3995479643344879,0.6600887179374695,0.2771771252155304,0.32716336846351624
",",0.3087472915649414,0.4691906273365021,0.3696635365486145,0.2989408075809479,0.24553878605365753,0.4137537479400635,0.24795588850975037,0.2878543734550476,0.4691906273365021,0.3769696354866028,0.2936757206916809,0.31091248989105225
while,0.35511791706085205,0.2713196575641632,0.3461143672466278,0.22474996745586395,0.29271161556243896,0.43523597717285156,0.17608642578125,0.26316946744918823,0.2713196575641632,0.4146956503391266,0.18947264552116394,0.21076419949531555
disobedience,0.3298627436161041,0.21453623473644257,0.20541732013225555,0.11487432569265366,0.25908952951431274,0.3551425039768219,0.5442691445350647,1.0,0.21453623473644257,0.38157403469085693,0.23928004503250122,0.19890835881233215
may,0.25739946961402893,0.322792649269104,0.2514621615409851,0.1792508363723755,0.2626429498195648,0.4234136641025543,0.1700199544429779,0.24693389236927032,0.322792649269104,0.39885732531547546,0.17534895241260529,0.2768254578113556
be,0.3929833769798279,0.4819129705429077,0.4154875874519348,0.21960048377513885,0.3769439458847046,0.6036020517349243,0.18061059713363647,0.2944406270980835,0.4819129705429077,0.5788898468017578,0.2335023730993271,0.3324260413646698
helpful,0.3775959312915802,0.2262306958436966,0.26648321747779846,0.16417467594146729,0.39234814047813416,0.36611229181289673,0.20938165485858917,0.2288075089454651,0.2262306958436966,0.440122127532959,0.14335834980010986,0.42450982332229614
",",0.3087472915649414,0.4691906273365021,0.3696635365486145,0.2989408075809479,0.24553878605365753,0.4137537479400635,0.24795588850975037,0.2878543734550476,0.4691906273365021,0.3769696354866028,0.2936757206916809,0.31091248989105225
any,0.43670421838760376,0.35691767930984497,0.47406086325645447,0.26311081647872925,0.44922176003456116,0.5484943389892578,0.1881321221590042,0.2978997826576233,0.35691767930984497,0.5995424389839172,0.24918882548809052,0.4113408327102661
great,0.2562883198261261,0.1345067322254181,0.21043016016483307,0.191008523106575,0.12217943370342255,0.2783016562461853,0.16743291914463043,0.1897464245557785,0.1345067322254181,0.1675761491060257,0.12834779918193817,0.13135133683681488
amount,0.2602839767932892,0.3016021251678467,0.32451149821281433,0.17948609590530396,0.31792211532592773,0.3969508707523346,0.08941679447889328,0.1565355807542801,0.3016021251678467,0.3809864819049835,0.062056127935647964,0.17984020709991455
of,0.33290785551071167,0.4854315221309662,0.4999135136604309,0.3177044689655304,0.23645815253257751,0.41498205065727234,0.24698495864868164,0.31932318210601807,0.4854315221309662,0.3307090103626251,0.3161126375198364,0.1826142966747284
it,0.45803478360176086,0.6328473687171936,0.4284902811050415,0.2827725112438202,0.32070252299308777,0.5921133160591125,0.17707513272762299,0.2648297846317291,0.6328473687171936,0.4651523232460022,0.26686543226242065,0.25732165575027466
would,0.45766422152519226,0.33626067638397217,0.38529840111732483,0.19057220220565796,0.39069271087646484,0.5895259380340576,0.16814836859703064,0.29806897044181824,0.33626067638397217,0.5854519605636597,0.1966141313314438,0.37178951501846313
undermine,0.3837501108646393,0.18691076338291168,0.21537820994853973,0.18295353651046753,0.37417882680892944,0.37456566095352173,0.16989153623580933,0.32118621468544006,0.18691076338291168,0.46402278542518616,0.2245108187198639,0.31749099493026733
the,0.42745697498321533,0.5823672413825989,0.5514441132545471,0.38631999492645264,0.29647648334503174,0.5473989248275757,0.2477465271949768,0.30963727831840515,0.5823672413825989,0.4310511648654938,0.31571096181869507,0.22068053483963013
law,0.2145031988620758,0.18597714602947235,0.17846634984016418,0.07402544468641281,0.2020018994808197,0.23277728259563446,0.31305259466171265,0.3980846405029297,0.18597714602947235,0.2588513493537903,0.19775529205799103,0.1528988480567932
by,0.2455483376979828,0.3899846076965332,0.29445651173591614,0.21864338219165802,0.18194518983364105,0.37496164441108704,0.15479567646980286,0.2563513219356537,0.3899846076965332,0.291808545589447,0.2992893159389496,0.17966607213020325
encouraging,0.26924481987953186,0.1746276170015335,0.22547972202301025,0.17107586562633514,0.3209024965763092,0.34533604979515076,0.2001979798078537,0.3919442892074585,0.1746276170015335,0.3873026967048645,0.21335667371749878,0.23532812297344208
