,what,type,of,space,in,warsaw,are,the,botanic,garden,and,university,library,garden,?
other,0.341873437166214,0.2522227168083191,0.38583824038505554,0.21113267540931702,0.39989137649536133,0.18442021310329437,0.5932393670082092,0.44152235984802246,0.14118164777755737,0.15155500173568726,0.5504306554794312,0.1804676055908203,0.15870825946331024,0.15155500173568726,0.24682199954986572
green,0.16762696206569672,0.11775985360145569,0.2225196659564972,0.14416173100471497,0.22731968760490417,0.06534852087497711,0.21746626496315002,0.24099771678447723,0.19459117949008942,0.2388816773891449,0.24945476651191711,0.13526515662670135,0.07281297445297241,0.2388816773891449,0.11409882456064224
spaces,0.161638543009758,0.21442727744579315,0.1932010054588318,0.6239413619041443,0.20744730532169342,0.26630446314811707,0.34050261974334717,0.21970577538013458,0.17589306831359863,0.27735185623168945,0.3007403016090393,0.0908447802066803,0.12590892612934113,0.27735185623168945,0.18342448770999908
in,0.30808621644973755,0.20604541897773743,0.5696388483047485,0.17648501694202423,1.0,0.22642600536346436,0.3841303884983063,0.6662389636039734,0.2945319712162018,0.22543586790561676,0.4954058527946472,0.3201795518398285,0.2101847380399704,0.22543586790561676,0.20430970191955566
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.24495907127857208,0.6662389636039734,0.23137180507183075,0.40399202704429626,1.0,0.25826364755630493,0.23359008133411407,0.5171257257461548,0.263973206281662,0.19920319318771362,0.23359008133411407,0.22068053483963013
city,0.17493832111358643,0.1293686032295227,0.32503411173820496,0.12569138407707214,0.3911624252796173,0.25006377696990967,0.19493703544139862,0.35769423842430115,0.2372623085975647,0.28958413004875183,0.2827445864677429,0.38537919521331787,0.2156568020582199,0.28958413004875183,0.13423943519592285
include,0.1535889357328415,0.20810997486114502,0.37431180477142334,0.08954894542694092,0.28694382309913635,0.10660800337791443,0.5140694975852966,0.2951717972755432,0.15915915369987488,0.07605574280023575,0.3915219306945801,0.09942364692687988,0.1253708004951477,0.07605574280023575,0.14925788342952728
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.24495907127857208,0.6662389636039734,0.23137180507183075,0.40399202704429626,1.0,0.25826364755630493,0.23359008133411407,0.5171257257461548,0.263973206281662,0.19920319318771362,0.23359008133411407,0.22068053483963013
botanic,0.16921035945415497,0.09069978445768356,0.2541084885597229,0.11381649225950241,0.2945319712162018,0.14768943190574646,0.1645573079586029,0.25826364755630493,1.0000001192092896,0.5141736268997192,0.1610860973596573,0.30755603313446045,0.2947791814804077,0.5141736268997192,0.10356906056404114
garden,0.20641201734542847,0.05053752660751343,0.23306405544281006,0.23939679563045502,0.22543586790561676,0.1302855908870697,0.1611964851617813,0.23359008133411407,0.5141736268997192,1.0,0.2236175239086151,0.1804405003786087,0.21701620519161224,1.0,0.16720405220985413
and,0.31309178471565247,0.16898801922798157,0.5116966962814331,0.22901733219623566,0.4954058527946472,0.2083624005317688,0.48576638102531433,0.5171257257461548,0.1610860973596573,0.2236175239086151,1.0,0.2665814459323883,0.18451033532619476,0.2236175239086151,0.20544172823429108
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.24495907127857208,0.6662389636039734,0.23137180507183075,0.40399202704429626,1.0,0.25826364755630493,0.23359008133411407,0.5171257257461548,0.263973206281662,0.19920319318771362,0.23359008133411407,0.22068053483963013
university,0.20256435871124268,0.1053532287478447,0.30646374821662903,0.12256880849599838,0.3201795518398285,0.24662628769874573,0.16609783470630646,0.263973206281662,0.30755603313446045,0.1804405003786087,0.2665814459323883,1.0,0.3760603964328766,0.1804405003786087,0.11887256056070328
library,0.19149379432201385,0.09158958494663239,0.21889357268810272,0.1133919507265091,0.2101847380399704,0.16095297038555145,0.13147571682929993,0.19920319318771362,0.2947791814804077,0.21701620519161224,0.18451033532619476,0.3760603964328766,0.9999999403953552,0.21701620519161224,0.18938742578029633
garden,0.20641201734542847,0.05053752660751343,0.23306405544281006,0.23939679563045502,0.22543586790561676,0.1302855908870697,0.1611964851617813,0.23359008133411407,0.5141736268997192,1.0,0.2236175239086151,0.1804405003786087,0.21701620519161224,1.0,0.16720405220985413
.,0.3567904531955719,0.23195341229438782,0.5352458953857422,0.2385488897562027,0.5591574311256409,0.26825499534606934,0.3452940285205841,0.5934505462646484,0.2199055552482605,0.231033593416214,0.588965117931366,0.290679007768631,0.23675528168678284,0.231033593416214,0.4130953550338745
