,what,are,colonial,powers,blamed,for,?
this,0.5489566326141357,0.35762670636177063,0.18399208784103394,0.1954508274793625,0.2543085515499115,0.5082864165306091,0.3155723512172699
is,0.28837618231773376,0.5330929756164551,0.15852876007556915,0.16329245269298553,0.10809805989265442,0.43268078565597534,0.22961433231830597
believed,0.32626157999038696,0.2577219605445862,0.14924900233745575,0.2486814707517624,0.4475254416465759,0.212932750582695,0.17606885731220245
to,0.455847829580307,0.3504326641559601,0.22932834923267365,0.26181724667549133,0.19014966487884521,0.4451248347759247,0.29463258385658264
have,0.39808809757232666,0.6577680706977844,0.2394694685935974,0.2531462609767914,0.24009402096271515,0.41175219416618347,0.32991164922714233
ended,0.1532270610332489,0.12835317850112915,0.15285420417785645,0.20001061260700226,0.29638242721557617,0.25393593311309814,0.15429291129112244
the,0.42745697498321533,0.40399202704429626,0.2715741693973541,0.25233519077301025,0.2461363822221756,0.4739971458911896,0.22068053483963013
true,0.34890216588974,0.27334368228912354,0.12796048820018768,0.15724189579486847,0.1835317462682724,0.1881425529718399,0.22515304386615753
islamic,0.2204568088054657,0.1725863665342331,0.2774684429168701,0.19920602440834045,0.14862419664859772,0.13630835711956024,0.1692383587360382
system,0.23557309806346893,0.21917270123958588,0.11703799664974213,0.17697279155254364,0.09945829957723618,0.2630598843097687,0.15556083619594574
",",0.3087472915649414,0.4062570035457611,0.2506951689720154,0.24735067784786224,0.21747229993343353,0.4464869201183319,0.31091248989105225
something,0.6258514523506165,0.2952909469604492,0.13211403787136078,0.24717196822166443,0.20409880578517914,0.296322762966156,0.4761815667152405
for,0.3017193675041199,0.3895993232727051,0.17807696759700775,0.14618374407291412,0.23336070775985718,0.9999999403953552,0.264628142118454
which,0.5261979103088379,0.42922598123550415,0.1969628781080246,0.21036413311958313,0.23356901109218597,0.44095608592033386,0.25814583897590637
it,0.45803478360176086,0.3617996573448181,0.145305797457695,0.2074449062347412,0.14888626337051392,0.32171204686164856,0.25732165575027466
blames,0.23735378682613373,0.15753914415836334,0.04600951075553894,0.293368399143219,0.7021529078483582,0.22677111625671387,0.1453685164451599
``,0.008517155423760414,0.12624181807041168,0.08214693516492844,0.07497552037239075,-0.042680416256189346,0.01270448137074709,0.0685480609536171
the,0.42745697498321533,0.40399202704429626,0.2715741693973541,0.25233519077301025,0.2461363822221756,0.4739971458911896,0.22068053483963013
disbelieving,0.4666604697704315,0.23082643747329712,0.11280090361833572,0.3468210995197296,0.3554203510284424,0.2676650881767273,0.23794059455394745
(,0.2411840260028839,0.23263892531394958,0.19721278548240662,0.19502361118793488,0.07247931510210037,0.3357032239437103,0.40561532974243164
kafir,0.2961212992668152,0.2559927999973297,0.15589894354343414,0.1612357348203659,0.20737487077713013,0.24789629876613617,0.25370490550994873
),0.26259949803352356,0.2373749315738678,0.18209196627140045,0.18235298991203308,0.0751994326710701,0.3639558255672455,0.42300865054130554
colonial,0.15791663527488708,0.16936959326267242,1.0,0.25534459948539734,0.13219518959522247,0.17807696759700775,0.10191229730844498
