,when,did,genghis,khan,capture,the,jin,dynasty,capital,?
in,0.4431333839893341,0.2593238651752472,0.224680557847023,0.1527150720357895,0.26227396726608276,0.6662389636039734,0.20222510397434235,0.15246383845806122,0.3233928978443146,0.20430970191955566
1215,0.06388167291879654,0.07815597206354141,0.14255201816558838,0.060585394501686096,-0.017281148582696915,0.11791978031396866,0.15884007513523102,0.10470006614923477,0.10970453917980194,-0.0031164134852588177
genghis,0.19557388126850128,0.18339850008487701,1.0,0.5896923542022705,0.27340778708457947,0.3448939025402069,0.4345949590206146,0.49750640988349915,0.28575485944747925,0.18813461065292358
besieged,0.20799300074577332,0.2217063009738922,0.4932613968849182,0.24155442416667938,0.48574545979499817,0.3113124668598175,0.2314993292093277,0.3478817343711853,0.35070154070854187,0.0884506106376648
",",0.36674630641937256,0.3015086054801941,0.2891939878463745,0.19700400531291962,0.23900990188121796,0.4933079481124878,0.21946492791175842,0.1976536363363266,0.28033894300460815,0.31091248989105225
captured,0.2653816044330597,0.14055760204792023,0.3289438784122467,0.1910068541765213,0.8150180578231812,0.2944179177284241,0.18592995405197144,0.2581576406955719,0.28188419342041016,0.11851847916841507
",",0.36674630641937256,0.3015086054801941,0.2891939878463745,0.19700400531291962,0.23900990188121796,0.4933079481124878,0.21946492791175842,0.1976536363363266,0.28033894300460815,0.31091248989105225
and,0.4716290831565857,0.34479495882987976,0.26551535725593567,0.22885166108608246,0.20398123562335968,0.5171257257461548,0.22211141884326935,0.21357402205467224,0.218168243765831,0.20544172823429108
sacked,0.24067428708076477,0.2887319028377533,0.33736592531204224,0.23874610662460327,0.29097217321395874,0.23815631866455078,0.17330549657344818,0.26938414573669434,0.22656913101673126,0.07766196876764297
the,0.5091903209686279,0.34736719727516174,0.3448939025402069,0.21067845821380615,0.3008226752281189,1.0,0.23336409032344818,0.26267939805984497,0.3049491047859192,0.22068053483963013
jin,0.2185768038034439,0.12242958694696426,0.4345949590206146,0.3794151246547699,0.19530729949474335,0.23336409032344818,1.0,0.4847870469093323,0.17969052493572235,0.12195159494876862
capital,0.20230671763420105,0.08427972346544266,0.28575485944747925,0.19148284196853638,0.2683645188808441,0.3049491047859192,0.17969052493572235,0.26309049129486084,0.9999999403953552,0.0907452180981636
of,0.3757161796092987,0.2513895630836487,0.2938849925994873,0.17124508321285248,0.28606823086738586,0.733189046382904,0.18017646670341492,0.285645067691803,0.30823585391044617,0.1826142966747284
zhongdu,0.2469434142112732,0.16892896592617035,0.47858676314353943,0.4008089005947113,0.16447009146213531,0.3164407014846802,0.5649607181549072,0.45839136838912964,0.32684287428855896,0.2033667266368866
(,0.2459595799446106,0.18979617953300476,0.2257842868566513,0.1773909628391266,0.14863024652004242,0.33289089798927307,0.19064469635486603,0.15119072794914246,0.14990387856960297,0.40561532974243164
modern-day,0.2607916295528412,0.27556464076042175,0.25156068801879883,0.19490189850330353,0.13166607916355133,0.3206247389316559,0.14630019664764404,0.23207730054855347,0.23708026111125946,0.2257315069437027
beijing,0.18897603452205658,0.17402760684490204,0.3338841497898102,0.3179035484790802,0.15530401468276978,0.2713945806026459,0.4620996117591858,0.3558209538459778,0.24949879944324493,0.16358482837677002
),0.2538422644138336,0.18584993481636047,0.24887141585350037,0.2105041742324829,0.15962685644626617,0.3456730246543884,0.18778389692306519,0.17090870440006256,0.1791568249464035,0.42300865054130554
.,0.475719153881073,0.35288307070732117,0.25373268127441406,0.19819748401641846,0.2623634934425354,0.5934505462646484,0.17743851244449615,0.20616187155246735,0.23657599091529846,0.4130953550338745
