,what,was,thought,to,decide,a,person,'s,behavior,?
it,0.45803478360176086,0.4577186405658722,0.3732614517211914,0.513711154460907,0.257891982793808,0.5452592968940735,0.35048896074295044,0.06608816236257553,0.22447650134563446,0.25732165575027466
was,0.22111038863658905,1.0000001192092896,0.42560186982154846,0.3636345863342285,0.1725381314754486,0.4508470594882965,0.25889307260513306,0.008974763564765453,0.15550264716148376,0.18412111699581146
believed,0.32626157999038696,0.3758357763290405,0.704717218875885,0.35322412848472595,0.3057655990123749,0.2603382170200348,0.2755899727344513,0.059631526470184326,0.2428475022315979,0.17606885731220245
that,0.6297725439071655,0.33670201897621155,0.520185112953186,0.5436353087425232,0.42361801862716675,0.47537946701049805,0.4460006356239319,0.04397977516055107,0.3315574526786804,0.32716336846351624
a,0.3320399522781372,0.4508470594882965,0.3342154324054718,0.45503583550453186,0.3188471794128418,1.0,0.4078793525695801,0.04866964742541313,0.21555481851100922,0.23916715383529663
certain,0.4561643898487091,0.16044850647449493,0.315353125333786,0.4444960355758667,0.44576239585876465,0.369277685880661,0.46941012144088745,0.002122793812304735,0.34552115201950073,0.2516106069087982
person,0.41527870297431946,0.25889307260513306,0.2958486080169678,0.33486208319664,0.374006062746048,0.4078793525695801,0.9999999403953552,-0.016232607886195183,0.29376283288002014,0.324093222618103
's,0.02692362666130066,0.008974763564765453,0.04379833862185478,0.03782717138528824,0.032991811633110046,0.04866964742541313,-0.016232607886195183,0.9999999403953552,-0.0314609557390213,-0.023395681753754616
behaviours,0.3557835519313812,0.11142978817224503,0.33154022693634033,0.2497328817844391,0.26999908685684204,0.20554645359516144,0.2776185870170593,-0.009923801757395267,0.8314930200576782,0.19337083399295807
were,0.22298263013362885,0.590133786201477,0.40236467123031616,0.31913647055625916,0.23950810730457306,0.17203083634376526,0.16889125108718872,0.007088581565767527,0.1433735340833664,0.17890112102031708
determined,0.2784222662448883,0.22855234146118164,0.2921999990940094,0.3210490345954895,0.4716068208217621,0.3001842796802521,0.2823089361190796,-0.04891816899180412,0.31693315505981445,0.19379007816314697
by,0.2455483376979828,0.4752357602119446,0.30952954292297363,0.33534231781959534,0.20229306817054749,0.32094135880470276,0.25616011023521423,-0.010884488001465797,0.18637770414352417,0.17966607213020325
the,0.42745697498321533,0.48711544275283813,0.3509289622306824,0.535392165184021,0.35331496596336365,0.5829201340675354,0.3487054407596588,-0.01540423184633255,0.2124595195055008,0.22068053483963013
environment,0.213022843003273,0.14714735746383667,0.1731404960155487,0.274095743894577,0.16486476361751556,0.25667375326156616,0.3017183244228363,0.00273244665004313,0.3920811414718628,0.19478057324886322
in,0.30808621644973755,0.45514053106307983,0.24524326622486115,0.45010748505592346,0.24276606738567352,0.539380669593811,0.23876774311065674,-0.037580832839012146,0.13157719373703003,0.20430970191955566
which,0.5261979103088379,0.2830964922904968,0.3462379276752472,0.5345056653022766,0.3142618238925934,0.56894451379776,0.35705965757369995,0.03856118768453598,0.2768588960170746,0.25814583897590637
they,0.4431931674480438,0.3300964832305908,0.43239420652389526,0.5452046394348145,0.4151369333267212,0.3528250455856323,0.3959071934223175,0.03738465905189514,0.25615963339805603,0.2753053903579712
lived,0.18411467969417572,0.3715285658836365,0.31366804242134094,0.1957261860370636,0.17472761869430542,0.20276539027690887,0.11841103434562683,-0.020320259034633636,0.1359984129667282,0.1798510104417801
and,0.31309178471565247,0.3740963041782379,0.34702804684638977,0.48971283435821533,0.2803935110569,0.3739250600337982,0.27333492040634155,0.06895173341035843,0.22840261459350586,0.20544172823429108
thus,0.30745524168014526,0.22773678600788116,0.301074743270874,0.42383262515068054,0.22335824370384216,0.3190890848636627,0.251115620136261,0.05755096301436424,0.22227825224399567,0.18769288063049316
validated,0.24201999604701996,0.14074161648750305,0.1985989809036255,0.29496708512306213,0.3426598608493805,0.24213585257530212,0.20125071704387665,-0.09060205519199371,0.18565168976783752,0.27729353308677673
their,0.35142919421195984,0.2396296262741089,0.3099284768104553,0.44619059562683105,0.36950042843818665,0.29698723554611206,0.3264913558959961,-0.005530759692192078,0.2628200650215149,0.1898253709077835
domination,0.2354229837656021,0.25614774227142334,0.22162258625030518,0.2140253782272339,0.16674324870109558,0.2537585496902466,0.11979463696479797,0.03747764602303505,0.2166377454996109,0.14703449606895447
.,0.3567904531955719,0.40146201848983765,0.3521888852119446,0.4645031690597534,0.26475638151168823,0.50484299659729,0.29091694951057434,-0.003708066651597619,0.262289822101593,0.4130953550338745
