,what,are,the,main,legislative,bodies,of,the,european,union,?
the,0.42745697498321533,0.40399202704429626,1.0,0.38631999492645264,0.27501925826072693,0.2745959758758545,0.733189046382904,1.0,0.3423081040382385,0.24421639740467072,0.22068053483963013
legislature,0.23629915714263916,0.16072258353233337,0.2745116055011749,0.11412683874368668,0.8367599844932556,0.23906318843364716,0.3148817718029022,0.2745116055011749,0.17899732291698456,0.2902652323246002,0.17475001513957977
of,0.33290785551071167,0.39081433415412903,0.733189046382904,0.3177044689655304,0.34083476662635803,0.2732889950275421,1.0,0.733189046382904,0.2507138252258301,0.2642118036746979,0.1826142966747284
the,0.42745697498321533,0.40399202704429626,1.0,0.38631999492645264,0.27501925826072693,0.2745959758758545,0.733189046382904,1.0,0.3423081040382385,0.24421639740467072,0.22068053483963013
european,0.15324164927005768,0.15548661351203918,0.3423081040382385,0.11931241303682327,0.2050885260105133,0.138741135597229,0.2507138252258301,0.3423081040382385,0.9999998807907104,0.3571677803993225,0.14560863375663757
union,0.1396910548210144,0.15829040110111237,0.24421639740467072,0.12240706384181976,0.23506063222885132,0.20035745203495026,0.2642118036746979,0.24421639740467072,0.3571677803993225,0.9999999403953552,0.07797172665596008
is,0.28837618231773376,0.5330929756164551,0.5823672413825989,0.3009335994720459,0.19055356085300446,0.22389735281467438,0.4854315221309662,0.5823672413825989,0.16083641350269318,0.16997112333774567,0.22961433231830597
principally,0.21939213573932648,0.24331693351268768,0.33050867915153503,0.3060528039932251,0.21229378879070282,0.21667718887329102,0.2914992868900299,0.33050867915153503,0.25858208537101746,0.21645715832710266,0.08923862129449844
composed,0.14231626689434052,0.21773962676525116,0.21816956996917725,0.11156734079122543,0.18700926005840302,0.20091907680034637,0.29509663581848145,0.21816956996917725,0.11007346957921982,0.09573795646429062,0.0784355029463768
of,0.33290785551071167,0.39081433415412903,0.733189046382904,0.3177044689655304,0.34083476662635803,0.2732889950275421,1.0,0.733189046382904,0.2507138252258301,0.2642118036746979,0.1826142966747284
the,0.42745697498321533,0.40399202704429626,1.0,0.38631999492645264,0.27501925826072693,0.2745959758758545,0.733189046382904,1.0,0.3423081040382385,0.24421639740467072,0.22068053483963013
european,0.15324164927005768,0.15548661351203918,0.3423081040382385,0.11931241303682327,0.2050885260105133,0.138741135597229,0.2507138252258301,0.3423081040382385,0.9999998807907104,0.3571677803993225,0.14560863375663757
parliament,0.21650300920009613,0.09480422735214233,0.26521381735801697,0.17890602350234985,0.6651111245155334,0.19218938052654266,0.2885259687900543,0.26521381735801697,0.2812108099460602,0.3262541890144348,0.1586504578590393
and,0.31309178471565247,0.48576638102531433,0.5171257257461548,0.29831406474113464,0.2681875228881836,0.30740299820899963,0.5116966962814331,0.5171257257461548,0.24143946170806885,0.2594362497329712,0.20544172823429108
the,0.42745697498321533,0.40399202704429626,1.0,0.38631999492645264,0.27501925826072693,0.2745959758758545,0.733189046382904,1.0,0.3423081040382385,0.24421639740467072,0.22068053483963013
council,0.16933071613311768,0.1583584100008011,0.2829204201698303,0.12116032093763351,0.42707106471061707,0.19928213953971863,0.2972237169742584,0.2829204201698303,0.2610081732273102,0.3830934464931488,0.1160062924027443
of,0.33290785551071167,0.39081433415412903,0.733189046382904,0.3177044689655304,0.34083476662635803,0.2732889950275421,1.0,0.733189046382904,0.2507138252258301,0.2642118036746979,0.1826142966747284
the,0.42745697498321533,0.40399202704429626,1.0,0.38631999492645264,0.27501925826072693,0.2745959758758545,0.733189046382904,1.0,0.3423081040382385,0.24421639740467072,0.22068053483963013
european,0.15324164927005768,0.15548661351203918,0.3423081040382385,0.11931241303682327,0.2050885260105133,0.138741135597229,0.2507138252258301,0.3423081040382385,0.9999998807907104,0.3571677803993225,0.14560863375663757
union,0.1396910548210144,0.15829040110111237,0.24421639740467072,0.12240706384181976,0.23506063222885132,0.20035745203495026,0.2642118036746979,0.24421639740467072,0.3571677803993225,0.9999999403953552,0.07797172665596008
",",0.3087472915649414,0.4062570035457611,0.4933079481124878,0.2989408075809479,0.24434074759483337,0.22888998687267303,0.4946078956127167,0.4933079481124878,0.19684812426567078,0.2362271547317505,0.31091248989105225
which,0.5261979103088379,0.42922598123550415,0.6521818041801453,0.37042954564094543,0.2521616220474243,0.3019085228443146,0.5011631846427917,0.6521818041801453,0.2234036773443222,0.23846890032291412,0.25814583897590637
under,0.20154598355293274,0.2196284979581833,0.3348022699356079,0.17558036744594574,0.19198213517665863,0.20267480611801147,0.32766106724739075,0.3348022699356079,0.17218957841396332,0.1701658070087433,0.18233340978622437
the,0.42745697498321533,0.40399202704429626,1.0,0.38631999492645264,0.27501925826072693,0.2745959758758545,0.733189046382904,1.0,0.3423081040382385,0.24421639740467072,0.22068053483963013
treaties,0.2403455525636673,0.23368829488754272,0.28970760107040405,0.1221899762749672,0.3714280426502228,0.2498629093170166,0.3281906247138977,0.28970760107040405,0.30161675810813904,0.34353530406951904,0.1693580597639084
may,0.25739946961402893,0.3162533640861511,0.2694292366504669,0.1792508363723755,0.13316524028778076,0.18944868445396423,0.26447007060050964,0.2694292366504669,0.13291458785533905,0.16676320135593414,0.2768254578113556
establish,0.24999600648880005,0.14936862885951996,0.31343501806259155,0.15913359820842743,0.2820269465446472,0.2061336189508438,0.210533007979393,0.31343501806259155,0.18328537046909332,0.16178838908672333,0.21678102016448975
secondary,0.20388361811637878,0.24611520767211914,0.21037471294403076,0.33429089188575745,0.24411724507808685,0.14153778553009033,0.219074085354805,0.21037471294403076,0.04336964339017868,0.11224137246608734,0.18118004500865936
law,0.2145031988620758,0.13009320199489594,0.24548950791358948,0.07402544468641281,0.37219467759132385,0.22686834633350372,0.2816956341266632,0.24548950791358948,0.17164482176303864,0.19371826946735382,0.1528988480567932
to,0.455847829580307,0.3504326641559601,0.535392165184021,0.26116618514060974,0.2195226103067398,0.2779117226600647,0.41548454761505127,0.535392165184021,0.21011990308761597,0.16926777362823486,0.29463258385658264
pursue,0.21410717070102692,0.15331785380840302,0.21766875684261322,0.11027569323778152,0.07963772118091583,0.11986283957958221,0.17194563150405884,0.21766875684261322,0.15496809780597687,0.1498972326517105,0.1284760683774948
the,0.42745697498321533,0.40399202704429626,1.0,0.38631999492645264,0.27501925826072693,0.2745959758758545,0.733189046382904,1.0,0.3423081040382385,0.24421639740467072,0.22068053483963013
objective,0.3859251141548157,0.23756328225135803,0.24117743968963623,0.2191196233034134,0.2632896900177002,0.18381951749324799,0.2389526516199112,0.24117743968963623,0.18609322607517242,0.26060107350349426,0.2514022886753082
set,0.28954121470451355,0.2029329091310501,0.2927955985069275,0.18232545256614685,0.19828994572162628,0.1601724773645401,0.20671486854553223,0.2927955985069275,0.1126570999622345,0.13430772721767426,0.1698019951581955
out,0.3633197546005249,0.31390950083732605,0.39404502511024475,0.17142286896705627,0.19672107696533203,0.2521316707134247,0.34176841378211975,0.39404502511024475,0.15037359297275543,0.1148899644613266,0.22020699083805084
in,0.30808621644973755,0.3841303884983063,0.6662389636039734,0.28862449526786804,0.24765221774578094,0.2551804780960083,0.5696388483047485,0.6662389636039734,0.23319172859191895,0.22726479172706604,0.20430970191955566
the,0.42745697498321533,0.40399202704429626,1.0,0.38631999492645264,0.27501925826072693,0.2745959758758545,0.733189046382904,1.0,0.3423081040382385,0.24421639740467072,0.22068053483963013
treaties,0.2403455525636673,0.23368829488754272,0.28970760107040405,0.1221899762749672,0.3714280426502228,0.2498629093170166,0.3281906247138977,0.28970760107040405,0.30161675810813904,0.34353530406951904,0.1693580597639084
.,0.3567904531955719,0.3452940285205841,0.5934505462646484,0.31122034788131714,0.25327762961387634,0.253254771232605,0.5352458953857422,0.5934505462646484,0.2095622420310974,0.23708370327949524,0.4130953550338745
,what,are,the,main,legislative,bodies,of,the,european,union,?
the,0.42745697498321533,0.40399202704429626,1.0,0.38631999492645264,0.27501925826072693,0.2745959758758545,0.733189046382904,1.0,0.3423081040382385,0.24421639740467072,0.22068053483963013
main,0.2344268560409546,0.2828797399997711,0.38631999492645264,1.0000001192092896,0.17037227749824524,0.12189739942550659,0.3177044689655304,0.38631999492645264,0.11931241303682327,0.12240706384181976,0.1665669083595276
sources,0.30212491750717163,0.3228793740272522,0.27209216356277466,0.1818551868200302,0.16486336290836334,0.2545197308063507,0.20696839690208435,0.27209216356277466,0.1349249929189682,0.08081434667110443,0.2886999845504761
of,0.33290785551071167,0.39081433415412903,0.733189046382904,0.3177044689655304,0.34083476662635803,0.2732889950275421,1.0,0.733189046382904,0.2507138252258301,0.2642118036746979,0.1826142966747284
primary,0.2113915979862213,0.24237659573554993,0.25688621401786804,0.42449983954429626,0.23610550165176392,0.14103461802005768,0.23414276540279388,0.25688621401786804,0.10110604763031006,0.10285277664661407,0.16286636888980865
law,0.2145031988620758,0.13009320199489594,0.24548950791358948,0.07402544468641281,0.37219467759132385,0.22686834633350372,0.2816956341266632,0.24548950791358948,0.17164482176303864,0.19371826946735382,0.1528988480567932
are,0.29724663496017456,1.0,0.40399202704429626,0.2828797399997711,0.16996347904205322,0.35380154848098755,0.39081433415412903,0.40399202704429626,0.15548661351203918,0.15829040110111237,0.24591213464736938
the,0.42745697498321533,0.40399202704429626,1.0,0.38631999492645264,0.27501925826072693,0.2745959758758545,0.733189046382904,1.0,0.3423081040382385,0.24421639740467072,0.22068053483963013
treaties,0.2403455525636673,0.23368829488754272,0.28970760107040405,0.1221899762749672,0.3714280426502228,0.2498629093170166,0.3281906247138977,0.28970760107040405,0.30161675810813904,0.34353530406951904,0.1693580597639084
establishing,0.1974942833185196,0.14556282758712769,0.3532279133796692,0.185923770070076,0.38026899099349976,0.1494009792804718,0.31199124455451965,0.3532279133796692,0.17645113170146942,0.21380549669265747,0.1457604318857193
the,0.42745697498321533,0.40399202704429626,1.0,0.38631999492645264,0.27501925826072693,0.2745959758758545,0.733189046382904,1.0,0.3423081040382385,0.24421639740467072,0.22068053483963013
european,0.15324164927005768,0.15548661351203918,0.3423081040382385,0.11931241303682327,0.2050885260105133,0.138741135597229,0.2507138252258301,0.3423081040382385,0.9999998807907104,0.3571677803993225,0.14560863375663757
union,0.1396910548210144,0.15829040110111237,0.24421639740467072,0.12240706384181976,0.23506063222885132,0.20035745203495026,0.2642118036746979,0.24421639740467072,0.3571677803993225,0.9999999403953552,0.07797172665596008
.,0.3567904531955719,0.3452940285205841,0.5934505462646484,0.31122034788131714,0.25327762961387634,0.253254771232605,0.5352458953857422,0.5934505462646484,0.2095622420310974,0.23708370327949524,0.4130953550338745
