,what,do,some,researchers,believe,is,the,earliest-diverging,animal,phylum,is,?
however,0.4480680823326111,0.39999139308929443,0.5966196060180664,0.37213194370269775,0.4673430323600769,0.33769986033439636,0.49814513325691223,0.35638195276260376,0.20175552368164062,0.24916844069957733,0.33769986033439636,0.2152075469493866
",",0.3087472915649414,0.3283645510673523,0.42400437593460083,0.2712523639202118,0.2459280639886856,0.4691906273365021,0.4933079481124878,0.24952976405620575,0.18390819430351257,0.1682368367910385,0.4691906273365021,0.31091248989105225
other,0.341873437166214,0.34946969151496887,0.6399164199829102,0.3157304525375366,0.30454155802726746,0.25895947217941284,0.44152235984802246,0.4396628439426422,0.24046821892261505,0.2072000503540039,0.25895947217941284,0.24682199954986572
researchers,0.29493099451065063,0.2432691901922226,0.4196348786354065,1.0,0.3299509584903717,0.23568220436573029,0.27997422218322754,0.34638068079948425,0.22756674885749817,0.25990450382232666,0.23568220436573029,0.14480042457580566
have,0.39808809757232666,0.49831271171569824,0.6421269774436951,0.4150187373161316,0.4710240960121155,0.3613572418689728,0.40389683842658997,0.3884338140487671,0.2380390763282776,0.33056172728538513,0.3613572418689728,0.32991164922714233
argued,0.31776854395866394,0.22038903832435608,0.2766052186489105,0.2984429597854614,0.3748023808002472,0.08507123589515686,0.1919303685426712,0.2554394602775574,0.19666865468025208,0.11459051072597504,0.08507123589515686,0.18905270099639893
that,0.6297725439071655,0.44533252716064453,0.6049469113349915,0.3901746869087219,0.533393383026123,0.3995479643344879,0.5473989248275757,0.4235058128833771,0.20606283843517303,0.2630477547645569,0.3995479643344879,0.32716336846351624
the,0.42745697498321533,0.30239659547805786,0.4566698372364044,0.27997422218322754,0.2972484529018402,0.5823672413825989,1.0,0.3452005386352539,0.2502762973308563,0.21830403804779053,0.5823672413825989,0.22068053483963013
placement,0.2415042668581009,0.2554209530353546,0.3050128221511841,0.26934805512428284,0.18330585956573486,0.23777371644973755,0.3331184685230255,0.2821670472621918,0.18733082711696625,0.23897771537303925,0.23777371644973755,0.1316409409046173
of,0.33290785551071167,0.26150479912757874,0.4300730526447296,0.23457743227481842,0.2925758957862854,0.4854315221309662,0.733189046382904,0.32128074765205383,0.2429264932870865,0.18638917803764343,0.4854315221309662,0.1826142966747284
ctenophora,0.18695785105228424,0.28426316380500793,0.28959670662879944,0.30173003673553467,0.1509087085723877,0.20774365961551666,0.2430446892976761,0.4589715600013733,0.32932594418525696,0.6852492094039917,0.20774365961551666,0.20862777531147003
as,0.31749409437179565,0.38329678773880005,0.4293700158596039,0.26861071586608887,0.26277852058410645,0.43216490745544434,0.48381632566452026,0.35876035690307617,0.18749424815177917,0.22215606272220612,0.43216490745544434,0.27043893933296204
sister,0.1249556615948677,0.10693499445915222,0.1709621697664261,0.13395504653453827,0.15808582305908203,0.13919129967689514,0.1446198970079422,0.2307475060224533,0.08795365691184998,0.19832651317119598,0.13919129967689514,0.15028199553489685
to,0.455847829580307,0.38876664638519287,0.4636894166469574,0.320869117975235,0.34598591923713684,0.42745086550712585,0.535392165184021,0.2745681405067444,0.18854594230651855,0.1452913135290146,0.42745086550712585,0.29463258385658264
all,0.41981086134910583,0.38664430379867554,0.583402693271637,0.22628562152385712,0.34866389632225037,0.2553904056549072,0.4860881567001343,0.2982504963874817,0.18059824407100677,0.2760973572731018,0.2553904056549072,0.29575422406196594
other,0.341873437166214,0.34946969151496887,0.6399164199829102,0.3157304525375366,0.30454155802726746,0.25895947217941284,0.44152235984802246,0.4396628439426422,0.24046821892261505,0.2072000503540039,0.25895947217941284,0.24682199954986572
