,when,was,the,french,colony,in,modern,day,brazil,founded,?
[,0.07002913951873779,0.03263993561267853,0.07130392640829086,-6.680169462924823e-05,-0.0006208682316355407,0.12324675917625427,0.06298712641000748,0.13942711055278778,0.12604615092277527,0.05163276568055153,0.011015460826456547
citation,0.19754578173160553,0.17611537873744965,0.2536581754684448,0.14598697423934937,0.09182698279619217,0.22942641377449036,0.07914165407419205,0.13980732858181,0.175181582570076,0.023042676970362663,0.3382055461406708
needed,0.3670521080493927,0.227164626121521,0.3064746856689453,0.12121010571718216,0.15027819573879242,0.21117523312568665,0.1492157131433487,0.2134740650653839,0.1642034649848938,0.13790848851203918,0.2863257825374603
],-0.0009315960924141109,0.0001094614781322889,-0.04779602214694023,-0.00754176452755928,-0.07476583868265152,-0.1088862195611,0.032818783074617386,-0.08202235400676727,-0.035157326608896255,-0.004409979097545147,-0.0022520492784678936
a,0.44397395849227905,0.4508470594882965,0.5829201340675354,0.24285779893398285,0.20176295936107635,0.539380669593811,0.24361324310302734,0.18630309402942657,0.18540990352630615,0.1686933934688568,0.23916715383529663
group,0.22595302760601044,0.1789962202310562,0.30795547366142273,0.10596541315317154,0.18013304471969604,0.2304753065109253,0.17026177048683167,0.1583845615386963,0.16859176754951477,0.28046295046806335,0.13827809691429138
of,0.3757161796092987,0.4069072902202606,0.733189046382904,0.19450366497039795,0.2552715241909027,0.5696388483047485,0.3482828736305237,0.2934032380580902,0.2030242383480072,0.24571022391319275,0.1826142966747284
huguenots,0.21745723485946655,0.20650696754455566,0.30745792388916016,0.4879878759384155,0.35270920395851135,0.25916293263435364,0.15978288650512695,0.22473984956741333,0.20261159539222717,0.18606750667095184,0.16010338068008423
was,0.37326499819755554,1.0000001192092896,0.48711544275283813,0.2523815333843231,0.25879696011543274,0.45514053106307983,0.23571695387363434,0.24314451217651367,0.14032146334648132,0.36917948722839355,0.18412111699581146
part,0.35435768961906433,0.3407018780708313,0.527681291103363,0.1543947458267212,0.20550067722797394,0.4499994218349457,0.24953113496303558,0.2122577279806137,0.1815507709980011,0.22981108725070953,0.08557961881160736
of,0.3757161796092987,0.4069072902202606,0.733189046382904,0.19450366497039795,0.2552715241909027,0.5696388483047485,0.3482828736305237,0.2934032380580902,0.2030242383480072,0.24571022391319275,0.1826142966747284
the,0.5091903209686279,0.48711544275283813,1.0,0.2555147111415863,0.2740810811519623,0.6662389636039734,0.3283970355987549,0.3062323033809662,0.21643289923667908,0.2840350568294525,0.22068053483963013
french,0.18820616602897644,0.2523815333843231,0.2555147111415863,1.0000001192092896,0.2202957570552826,0.22093388438224792,0.18451088666915894,0.20172233879566193,0.2335377335548401,0.19519272446632385,0.1386883556842804
colonisers,0.2860936224460602,0.2947017252445221,0.3429838716983795,0.27753570675849915,0.6618723273277283,0.25863000750541687,0.18336538970470428,0.17251263558864594,0.2503925561904907,0.24723687767982483,0.2211390733718872
who,0.48282691836357117,0.3318818509578705,0.3733934462070465,0.2756427824497223,0.19062858819961548,0.2792111933231354,0.16937296092510223,0.2447325587272644,0.12723758816719055,0.2723641097545624,0.26220351457595825
arrived,0.31268149614334106,0.363562673330307,0.279670387506485,0.14518405497074127,0.371878445148468,0.2573651373386383,0.16532887518405914,0.2795681953430176,0.15129005908966064,0.3137359023094177,0.1681029200553894
in,0.4431333839893341,0.45514053106307983,0.6662389636039734,0.22093388438224792,0.25087448954582214,1.0,0.29808807373046875,0.2671984136104584,0.23529648780822754,0.24877111613750458,0.20430970191955566
brazil,0.1658373475074768,0.14032146334648132,0.21643289923667908,0.2335377335548401,0.23493823409080505,0.23529648780822754,0.13945001363754272,0.18259908258914948,1.0000001192092896,0.1784505695104599,0.14306876063346863
in,0.4431333839893341,0.45514053106307983,0.6662389636039734,0.22093388438224792,0.25087448954582214,1.0,0.29808807373046875,0.2671984136104584,0.23529648780822754,0.24877111613750458,0.20430970191955566
1555,-0.059345733374357224,-0.0855865553021431,-0.11039267480373383,0.071668840944767,-0.0618973970413208,-0.070255346596241,0.02575504221022129,-0.09837519377470016,0.12267134338617325,-0.003421340137720108,-0.16605223715305328
to,0.5423505902290344,0.3636345863342285,0.535392165184021,0.1713797152042389,0.27651169896125793,0.45010748505592346,0.193939670920372,0.21753256022930145,0.15319404006004333,0.15697255730628967,0.29463258385658264
found,0.24078510701656342,0.18447895348072052,0.3452354073524475,0.14559724926948547,0.19003719091415405,0.39141854643821716,0.16013142466545105,0.16538618505001068,0.13945013284683228,0.26692354679107666,0.16790300607681274
france,0.24438227713108063,0.2715669870376587,0.35517507791519165,0.5492131114006042,0.23503802716732025,0.3812309503555298,0.17182275652885437,0.19980821013450623,0.3768427073955536,0.1758330762386322,0.15069349110126495
antarctique,0.22660945355892181,0.16866548359394073,0.253217488527298,0.3229318857192993,0.31271928548812866,0.1748180389404297,0.14560367166996002,0.09909185022115707,0.28211474418640137,0.1824430674314499,0.19199243187904358
.,0.475719153881073,0.40146201848983765,0.5934505462646484,0.2480926215648651,0.23889021575450897,0.5591574311256409,0.22790057957172394,0.24232520163059235,0.26984333992004395,0.23141497373580933,0.4130953550338745
