,what,does,the,world,'s,first,museum,of,posters,have,one,of,the,largest,collections,of,in,the,world,?
as,0.31749409437179565,0.31202155351638794,0.48381632566452026,0.22848254442214966,-0.05775856226682663,0.33842000365257263,0.15384963154792786,0.3886612355709076,0.19283565878868103,0.37788212299346924,0.3954789340496063,0.3886612355709076,0.48381632566452026,0.1819920688867569,0.27022480964660645,0.3886612355709076,0.3887844979763031,0.48381632566452026,0.22848254442214966,0.27043893933296204
interesting,0.4084731340408325,0.29261937737464905,0.28684279322624207,0.2349235862493515,0.009749502874910831,0.22872264683246613,0.22024832665920258,0.27691543102264404,0.2765437066555023,0.4164906442165375,0.34281763434410095,0.27691543102264404,0.28684279322624207,0.1343335509300232,0.29436346888542175,0.27691543102264404,0.30390313267707825,0.28684279322624207,0.2349235862493515,0.3378506898880005
examples,0.26665759086608887,0.2701253294944763,0.30092597007751465,0.23377370834350586,-0.04718343913555145,0.22049972414970398,0.21049046516418457,0.3054686188697815,0.290331095457077,0.3969608247280121,0.32072609663009644,0.3054686188697815,0.30092597007751465,0.21235257387161255,0.3391917049884796,0.3054686188697815,0.25567561388015747,0.30092597007751465,0.23377370834350586,0.19976599514484406
of,0.33290785551071167,0.3119818866252899,0.733189046382904,0.2828933000564575,-0.03817026689648628,0.3536086082458496,0.23314370214939117,1.0,0.20409858226776123,0.3802283704280853,0.4999135136604309,1.0,0.733189046382904,0.36650770902633667,0.3185039758682251,1.0,0.5696388483047485,0.733189046382904,0.2828933000564575,0.1826142966747284
expositions,0.18794479966163635,0.19199106097221375,0.30509576201438904,0.3335479199886322,-0.0012755781644955277,0.26042449474334717,0.32015079259872437,0.30438244342803955,0.4196719527244568,0.21244849264621735,0.19781585037708282,0.30438244342803955,0.30509576201438904,0.18011416494846344,0.4730997681617737,0.30438244342803955,0.3073629140853882,0.30509576201438904,0.3335479199886322,0.12436328828334808
the,0.42745697498321533,0.35928019881248474,1.0,0.33604270219802856,-0.01540423184633255,0.49448907375335693,0.24861779808998108,0.733189046382904,0.2461826205253601,0.40389683842658997,0.5514441132545471,0.733189046382904,1.0,0.3757036626338959,0.27174001932144165,0.733189046382904,0.6662389636039734,1.0,0.33604270219802856,0.22068053483963013
most,0.3219912350177765,0.30044323205947876,0.47635307908058167,0.33157554268836975,0.024445664137601852,0.34339818358421326,0.15799327194690704,0.4178851246833801,0.2795288860797882,0.44364631175994873,0.5404669642448425,0.4178851246833801,0.47635307908058167,0.3954915702342987,0.269905686378479,0.4178851246833801,0.41416558623313904,0.47635307908058167,0.33157554268836975,0.2107497900724411
notable,0.31026893854141235,0.3775642514228821,0.20948168635368347,0.22881001234054565,0.003200544510036707,0.22214171290397644,0.12125174701213837,0.1985267549753189,0.23940306901931763,0.29248228669166565,0.32653379440307617,0.1985267549753189,0.20948168635368347,0.145220547914505,0.19343383610248566,0.1985267549753189,0.25145605206489563,0.20948168635368347,0.22881001234054565,0.31928157806396484
are,0.29724663496017456,0.3126322329044342,0.40399202704429626,0.22463127970695496,-0.008927806280553341,0.20306691527366638,0.12469582259654999,0.39081433415412903,0.25687748193740845,0.6577680706977844,0.42537835240364075,0.39081433415412903,0.40399202704429626,0.23992078006267548,0.3220110833644867,0.39081433415412903,0.3841303884983063,0.40399202704429626,0.22463127970695496,0.24591213464736938
:,-0.12022944539785385,-0.11934193223714828,-0.03403344005346298,0.1334427297115326,0.07621461898088455,0.018633490428328514,-0.09555457532405853,-0.08807745575904846,-0.05534487962722778,-0.10825085639953613,0.05350891128182411,-0.08807745575904846,-0.03403344005346298,-0.07544846087694168,-0.11548762768507004,-0.08807745575904846,0.020521078258752823,-0.03403344005346298,0.1334427297115326,-0.07156077772378922
the,0.42745697498321533,0.35928019881248474,1.0,0.33604270219802856,-0.01540423184633255,0.49448907375335693,0.24861779808998108,0.733189046382904,0.2461826205253601,0.40389683842658997,0.5514441132545471,0.733189046382904,1.0,0.3757036626338959,0.27174001932144165,0.733189046382904,0.6662389636039734,1.0,0.33604270219802856,0.22068053483963013
world,0.21669597923755646,0.15434256196022034,0.33604270219802856,1.0000001192092896,0.11877062171697617,0.31190985441207886,0.19023655354976654,0.2828933000564575,0.2288265973329544,0.2620723843574524,0.36872437596321106,0.2828933000564575,0.33604270219802856,0.344524085521698,0.2178148776292801,0.2828933000564575,0.3038199245929718,0.33604270219802856,1.0000001192092896,0.17579582333564758
's,0.02692362666130066,-0.02895052544772625,-0.01540423184633255,0.11877062171697617,0.9999999403953552,-0.014458609744906425,-0.011753248050808907,-0.03817026689648628,0.11637319624423981,-0.02807004563510418,0.06913424283266068,-0.03817026689648628,-0.01540423184633255,-0.02050611935555935,0.006817140616476536,-0.03817026689648628,-0.037580832839012146,-0.01540423184633255,0.11877062171697617,-0.023395681753754616
first,0.28086137771606445,0.2198687642812729,0.49448907375335693,0.31190985441207886,-0.014458609744906425,1.0,0.19499869644641876,0.3536086082458496,0.1925377994775772,0.3030114769935608,0.4552372097969055,0.3536086082458496,0.49448907375335693,0.25420719385147095,0.22346942126750946,0.3536086082458496,0.4127444326877594,0.49448907375335693,0.31190985441207886,0.18701928853988647
museum,0.1771627515554428,0.1064787358045578,0.24861779808998108,0.19023655354976654,-0.011753248050808907,0.19499869644641876,1.0000001192092896,0.23314370214939117,0.21230600774288177,0.11209996789693832,0.20303620398044586,0.23314370214939117,0.24861779808998108,0.28500592708587646,0.447247713804245,0.23314370214939117,0.2407650351524353,0.24861779808998108,0.19023655354976654,0.14128351211547852
