,what,was,abc,'s,logo,based,on,after,the,abc-upt,merger,was,finalized,?
when,0.4700249433517456,0.37326499819755554,0.13294127583503723,-0.03368149697780609,0.1824561208486557,0.16572482883930206,0.37706470489501953,0.5331412553787231,0.5091903209686279,0.2983383536338806,0.11291089653968811,0.37326499819755554,0.23057107627391815,0.22841128706932068
the,0.42745697498321533,0.48711544275283813,0.2068762183189392,-0.01540423184633255,0.2806010842323303,0.29860720038414,0.5107308030128479,0.4565047025680542,1.0,0.2971809208393097,0.2557354271411896,0.48711544275283813,0.2770901024341583,0.22068053483963013
abc-upt,0.24805621802806854,0.22462496161460876,0.5625461339950562,-0.013844231143593788,0.2531558573246002,0.22820448875427246,0.3040596544742584,0.2557362914085388,0.2971809208393097,0.9999998807907104,0.12587198615074158,0.22462496161460876,0.1592319756746292,0.25085484981536865
merger,0.15280666947364807,0.23289446532726288,0.07602907717227936,-0.03215087205171585,0.29607152938842773,0.25087064504623413,0.15951916575431824,0.21007636189460754,0.2557354271411896,0.12587198615074158,1.0000001192092896,0.23289446532726288,0.14821738004684448,0.1345871090888977
was,0.22111038863658905,1.0000001192092896,0.21565799415111542,0.008974763564765453,0.17813098430633545,0.2870393395423889,0.3909217119216919,0.49306565523147583,0.48711544275283813,0.22462496161460876,0.23289446532726288,1.0000001192092896,0.2686108648777008,0.18412111699581146
finalized,0.15837353467941284,0.2686108648777008,0.22688715159893036,-0.09371773898601532,0.1270761489868164,0.23950669169425964,0.250777930021286,0.30665838718414307,0.2770901024341583,0.1592319756746292,0.14821738004684448,0.2686108648777008,1.0,0.15755558013916016
in,0.30808621644973755,0.45514053106307983,0.1697147786617279,-0.037580832839012146,0.1848117560148239,0.3070422410964966,0.46853652596473694,0.44050168991088867,0.6662389636039734,0.25846004486083984,0.22860760986804962,0.45514053106307983,0.2745321989059448,0.20430970191955566
1953,-0.022929862141609192,0.09139815717935562,0.027935892343521118,0.0588824488222599,0.1265130341053009,0.01910247467458248,0.10931394249200821,0.028159014880657196,0.10330186039209366,0.05169198289513588,0.09589564055204391,0.09139815717935562,-0.011504757218062878,-0.048926934599876404
",",0.3087472915649414,0.45456063747406006,0.2097204476594925,-0.0016132977325469255,0.20034073293209076,0.27976205945014954,0.49057599902153015,0.38860568404197693,0.4933079481124878,0.3151162564754486,0.25569602847099304,0.45456063747406006,0.24800807237625122,0.31091248989105225
the,0.42745697498321533,0.48711544275283813,0.2068762183189392,-0.01540423184633255,0.2806010842323303,0.29860720038414,0.5107308030128479,0.4565047025680542,1.0,0.2971809208393097,0.2557354271411896,0.48711544275283813,0.2770901024341583,0.22068053483963013
network,0.16917307674884796,0.1994880586862564,0.4295894205570221,0.07819218933582306,0.2670271396636963,0.18581447005271912,0.30190837383270264,0.12417551875114441,0.27187061309814453,0.2953855097293854,0.17532873153686523,0.1994880586862564,0.2648089528083801,0.17853789031505585
introduced,0.09417270123958588,0.32667654752731323,0.15027591586112976,-0.07158663123846054,0.18391242623329163,0.30024734139442444,0.14749887585639954,0.19105450809001923,0.242969810962677,0.2021162062883377,0.1338013857603073,0.32667654752731323,0.2344718873500824,0.16386865079402924
a,0.3320399522781372,0.4508470594882965,0.21331243216991425,0.04866964742541313,0.21248295903205872,0.2977409064769745,0.3848365545272827,0.3831600844860077,0.5829201340675354,0.28849631547927856,0.20794767141342163,0.4508470594882965,0.19910921156406403,0.23916715383529663
new,0.2130378633737564,0.2748313844203949,0.20663127303123474,-0.008355522528290749,0.2146148532629013,0.20658165216445923,0.31106263399124146,0.2620960772037506,0.3845241069793701,0.19883695244789124,0.22209171950817108,0.2748313844203949,0.2552628517150879,0.14782847464084625
logo,0.21781428158283234,0.17813098430633545,0.23574566841125488,0.036982785910367966,1.0000001192092896,0.1945735514163971,0.23861058056354523,0.1322932243347168,0.2806010842323303,0.2531558573246002,0.29607152938842773,0.17813098430633545,0.1270761489868164,0.23347119987010956
based,0.274813175201416,0.2870393395423889,0.22760380804538727,0.06600074470043182,0.1945735514163971,1.0000001192092896,0.36055147647857666,0.17432904243469238,0.29860720038414,0.22820448875427246,0.25087064504623413,0.2870393395423889,0.23950669169425964,0.134929820895195
on,0.34226128458976746,0.3909217119216919,0.2862928807735443,0.0026888418942689896,0.23861058056354523,0.36055147647857666,0.9999999403953552,0.39330315589904785,0.5107308030128479,0.3040596544742584,0.15951916575431824,0.3909217119216919,0.250777930021286,0.2714994251728058
the,0.42745697498321533,0.48711544275283813,0.2068762183189392,-0.01540423184633255,0.2806010842323303,0.29860720038414,0.5107308030128479,0.4565047025680542,1.0,0.2971809208393097,0.2557354271411896,0.48711544275283813,0.2770901024341583,0.22068053483963013
seal,0.08656835556030273,0.14339573681354523,0.14857417345046997,-0.05545300617814064,0.29864051938056946,0.10014983266592026,0.1777704507112503,0.10819163173437119,0.2316584438085556,0.1681734174489975,0.08310917019844055,0.14339573681354523,0.14194363355636597,0.1086806133389473
of,0.33290785551071167,0.4069072902202606,0.14607268571853638,-0.03817026689648628,0.1528109908103943,0.3033197224140167,0.3966929316520691,0.3867455720901489,0.733189046382904,0.18273550271987915,0.18576329946517944,0.4069072902202606,0.2520163059234619,0.1826142966747284
the,0.42745697498321533,0.48711544275283813,0.2068762183189392,-0.01540423184633255,0.2806010842323303,0.29860720038414,0.5107308030128479,0.4565047025680542,1.0,0.2971809208393097,0.2557354271411896,0.48711544275283813,0.2770901024341583,0.22068053483963013
federal,0.2415231615304947,0.23023395240306854,0.16591615974903107,-0.060341402888298035,0.13014739751815796,0.11827333271503448,0.19146046042442322,0.2269836664199829,0.27537089586257935,0.18444012105464935,0.19610139727592468,0.23023395240306854,0.2351297289133072,0.1812247931957245
communications,0.18950708210468292,0.2137834131717682,0.25629571080207825,0.06583338230848312,0.22199049592018127,0.20087654888629913,0.2067214697599411,0.0977812185883522,0.2746332883834839,0.20855478942394257,0.30030667781829834,0.2137834131717682,0.20404919981956482,0.09561901539564133
commission,0.22273972630500793,0.28741392493247986,0.1759900003671646,0.03937619924545288,0.1656370759010315,0.16644276678562164,0.19109804928302765,0.22897294163703918,0.24418850243091583,0.13647767901420593,0.1666754186153412,0.28741392493247986,0.21986529231071472,0.16231559216976166
",",0.3087472915649414,0.45456063747406006,0.2097204476594925,-0.0016132977325469255,0.20034073293209076,0.27976205945014954,0.49057599902153015,0.38860568404197693,0.4933079481124878,0.3151162564754486,0.25569602847099304,0.45456063747406006,0.24800807237625122,0.31091248989105225
with,0.2464839518070221,0.27411898970603943,0.17432008683681488,-0.04624466598033905,0.18333391845226288,0.2607889473438263,0.40749499201774597,0.33843478560447693,0.4223487675189972,0.2653791606426239,0.19741658866405487,0.27411898970603943,0.28476542234420776,0.2433311939239502
the,0.42745697498321533,0.48711544275283813,0.2068762183189392,-0.01540423184633255,0.2806010842323303,0.29860720038414,0.5107308030128479,0.4565047025680542,1.0,0.2971809208393097,0.2557354271411896,0.48711544275283813,0.2770901024341583,0.22068053483963013
letters,0.1743541657924652,0.16712252795696259,0.22180816531181335,0.06331107020378113,0.23700784146785736,0.1194845587015152,0.15543219447135925,0.18092504143714905,0.23764781653881073,0.22609323263168335,0.08651375770568848,0.16712252795696259,0.1577295958995819,0.18739263713359833
``,0.008517155423760414,-0.012679691426455975,-0.04806871339678764,-0.03416389226913452,-0.06913861632347107,-0.05678893253207207,-0.03274054825305939,0.040442656725645065,0.029072100296616554,0.04846254736185074,0.03815806284546852,-0.012679691426455975,0.01832796446979046,0.0685480609536171
abc,0.1317344456911087,0.21565799415111542,1.0000001192092896,0.06670809537172318,0.23574566841125488,0.22760380804538727,0.2862928807735443,0.20314010977745056,0.2068762183189392,0.5625461339950562,0.07602907717227936,0.21565799415111542,0.22688715159893036,0.19065172970294952
'',0.08143015950918198,0.04456103965640068,-0.05768610164523125,-0.04859459400177002,0.029102830216288567,0.08127152919769287,0.04238596186041832,-0.08605624735355377,0.041273195296525955,-0.04490494728088379,0.02889258600771427,0.04456103965640068,-0.03583849221467972,0.018684765323996544
enclosed,0.10634869337081909,0.11202684044837952,0.11141026765108109,-0.03500570356845856,0.15716633200645447,0.09244019538164139,0.17889203131198883,0.15725621581077576,0.2709352374076843,0.17355510592460632,0.06861146539449692,0.11202684044837952,0.22092103958129883,0.10430170595645905
in,0.30808621644973755,0.45514053106307983,0.1697147786617279,-0.037580832839012146,0.1848117560148239,0.3070422410964966,0.46853652596473694,0.44050168991088867,0.6662389636039734,0.25846004486083984,0.22860760986804962,0.45514053106307983,0.2745321989059448,0.20430970191955566
a,0.3320399522781372,0.4508470594882965,0.21331243216991425,0.04866964742541313,0.21248295903205872,0.2977409064769745,0.3848365545272827,0.3831600844860077,0.5829201340675354,0.28849631547927856,0.20794767141342163,0.4508470594882965,0.19910921156406403,0.23916715383529663
circular,0.20507359504699707,0.13002565503120422,0.1296161413192749,0.005408937577158213,0.21482053399085999,0.1338602751493454,0.23264577984809875,0.07359307259321213,0.281954824924469,0.12856818735599518,0.04880038648843765,0.13002565503120422,0.2266387641429901,0.11291391402482986
shield,0.15256665647029877,0.13172738254070282,0.1406274139881134,0.047082073986530304,0.27251607179641724,0.14988312125205994,0.19039365649223328,0.17471091449260712,0.2743064761161804,0.2144986391067505,0.07264209538698196,0.13172738254070282,0.15080435574054718,0.06611126661300659
surmounted,0.15988877415657043,0.28581878542900085,0.1476289927959442,0.02062169834971428,0.1673017144203186,0.16095909476280212,0.22843694686889648,0.2101898044347763,0.40854623913764954,0.1910497397184372,0.08532243221998215,0.28581878542900085,0.18118202686309814,0.05256134644150734
by,0.2455483376979828,0.4752357602119446,0.17600902915000916,-0.010884488001465797,0.1381736546754837,0.3462308943271637,0.33887791633605957,0.41259682178497314,0.4408751428127289,0.25438132882118225,0.11816614121198654,0.4752357602119446,0.24254076182842255,0.17966607213020325
the,0.42745697498321533,0.48711544275283813,0.2068762183189392,-0.01540423184633255,0.2806010842323303,0.29860720038414,0.5107308030128479,0.4565047025680542,1.0,0.2971809208393097,0.2557354271411896,0.48711544275283813,0.2770901024341583,0.22068053483963013
bald,0.15056946873664856,0.1877470761537552,0.09414061158895493,-0.029580112546682358,0.22626568377017975,0.03191092610359192,0.1824285387992859,0.15112140774726868,0.275447279214859,0.16478626430034637,0.05409650504589081,0.1877470761537552,0.0434713140130043,0.14405827224254608
eagle,0.17198938131332397,0.17317700386047363,0.151290625333786,-0.01012485846877098,0.25592273473739624,0.12429297715425491,0.20816949009895325,0.1890483945608139,0.23641538619995117,0.15084798634052277,0.1733335256576538,0.17317700386047363,0.07842989265918732,0.21301716566085815
.,0.3567904531955719,0.40146201848983765,0.2567209303379059,-0.003708066651597619,0.2531629800796509,0.29699069261550903,0.49257001280784607,0.35870397090911865,0.5934505462646484,0.3695569336414337,0.23265978693962097,0.40146201848983765,0.21191760897636414,0.4130953550338745
