,who,designed,the,plaster,work,in,the,art,library,?
the,0.3733934462070465,0.2559613883495331,1.0,0.26503533124923706,0.2704800069332123,0.6662389636039734,1.0,0.20297785103321075,0.19920319318771362,0.22068053483963013
final,0.16870783269405365,0.14394760131835938,0.3543182611465454,0.17960138618946075,0.10102399438619614,0.25512343645095825,0.3543182611465454,0.1458132416009903,0.06579404324293137,0.17315025627613068
part,0.19576206803321838,0.1781352460384369,0.527681291103363,0.17834234237670898,0.2006094753742218,0.4499994218349457,0.527681291103363,0.19549208879470825,0.1945875734090805,0.08557961881160736
of,0.2827862501144409,0.2000347077846527,0.733189046382904,0.24593962728977203,0.23473061621189117,0.5696388483047485,0.733189046382904,0.22648051381111145,0.21889357268810272,0.1826142966747284
the,0.3733934462070465,0.2559613883495331,1.0,0.26503533124923706,0.2704800069332123,0.6662389636039734,1.0,0.20297785103321075,0.19920319318771362,0.22068053483963013
museum,0.14649315178394318,0.19523267447948456,0.24861779808998108,0.2668601870536804,0.1728498339653015,0.2407650351524353,0.24861779808998108,0.5128974318504333,0.3657669126987457,0.14128351211547852
designed,0.21097040176391602,1.0,0.2559613883495331,0.27956074476242065,0.22582440078258514,0.22657902538776398,0.2559613883495331,0.214391827583313,0.21015587449073792,0.11213942617177963
by,0.39727845788002014,0.29250532388687134,0.4408751428127289,0.17136643826961517,0.25005507469177246,0.370934396982193,0.4408751428127289,0.2189643532037735,0.17569513618946075,0.17966607213020325
scott,0.23192273080348969,0.13442392647266388,0.20135091245174408,0.15544173121452332,0.1417255848646164,0.2145105004310608,0.20135091245174408,0.02013659104704857,0.10497160255908966,0.0875725969672203
was,0.3318818509578705,0.28384989500045776,0.48711544275283813,0.23018226027488708,0.24745555222034454,0.45514053106307983,0.48711544275283813,0.20564036071300507,0.1691625416278839,0.18412111699581146
the,0.3733934462070465,0.2559613883495331,1.0,0.26503533124923706,0.2704800069332123,0.6662389636039734,1.0,0.20297785103321075,0.19920319318771362,0.22068053483963013
art,0.14986436069011688,0.214391827583313,0.20297785103321075,0.2994585633277893,0.2805716097354889,0.2282189577817917,0.20297785103321075,1.0,0.26919788122177124,0.138971745967865
library,0.15864916145801544,0.21015587449073792,0.19920319318771362,0.12377364188432693,0.1483219861984253,0.2101847380399704,0.19920319318771362,0.26919788122177124,0.9999999403953552,0.18938742578029633
and,0.41279885172843933,0.2359010875225067,0.5171257257461548,0.25094857811927795,0.37551814317703247,0.4954058527946472,0.5171257257461548,0.2631918787956238,0.18451033532619476,0.20544172823429108
what,0.40942975878715515,0.15902110934257507,0.42745697498321533,0.22980301082134247,0.3762225806713104,0.30808621644973755,0.42745697498321533,0.19292277097702026,0.19149379432201385,0.5051238536834717
is,0.24293622374534607,0.18406619131565094,0.5823672413825989,0.23408691585063934,0.22475390136241913,0.5394441485404968,0.5823672413825989,0.17386884987354279,0.16916222870349884,0.22961433231830597
now,0.29819536209106445,0.15242038667201996,0.38266420364379883,0.2630476653575897,0.32902517914772034,0.3619694113731384,0.38266420364379883,0.2104385942220688,0.18886792659759521,0.29641881585121155
the,0.3733934462070465,0.2559613883495331,1.0,0.26503533124923706,0.2704800069332123,0.6662389636039734,1.0,0.20297785103321075,0.19920319318771362,0.22068053483963013
sculpture,0.1971929967403412,0.30310794711112976,0.23690329492092133,0.49406111240386963,0.2988409996032715,0.23036405444145203,0.23690329492092133,0.4837363064289093,0.22072550654411316,0.1571214497089386
gallery,0.16549232602119446,0.2330966591835022,0.19251246750354767,0.3455718755722046,0.18793684244155884,0.21665531396865845,0.19251246750354767,0.5883238911628723,0.409045934677124,0.18202216923236847
on,0.2340552806854248,0.2350989580154419,0.5107308030128479,0.22419722378253937,0.26663315296173096,0.46853652596473694,0.5107308030128479,0.1585155427455902,0.1803589016199112,0.2714994251728058
the,0.3733934462070465,0.2559613883495331,1.0,0.26503533124923706,0.2704800069332123,0.6662389636039734,1.0,0.20297785103321075,0.19920319318771362,0.22068053483963013
south,0.19068880379199982,0.11456955969333649,0.3129390776157379,0.09789503365755081,0.10698097199201584,0.33642083406448364,0.3129390776157379,0.14114420115947723,0.1872434765100479,0.12336621433496475
side,0.18683703243732452,0.22101104259490967,0.37146830558776855,0.22727243602275848,0.08770918101072311,0.2626299262046814,0.37146830558776855,0.12093007564544678,0.08172541111707687,0.07831130921840668
of,0.2827862501144409,0.2000347077846527,0.733189046382904,0.24593962728977203,0.23473061621189117,0.5696388483047485,0.733189046382904,0.22648051381111145,0.21889357268810272,0.1826142966747284
the,0.3733934462070465,0.2559613883495331,1.0,0.26503533124923706,0.2704800069332123,0.6662389636039734,1.0,0.20297785103321075,0.19920319318771362,0.22068053483963013
garden,0.20798394083976746,0.18153424561023712,0.23359008133411407,0.2677040696144104,0.21289032697677612,0.22543586790561676,0.23359008133411407,0.24355176091194153,0.21701620519161224,0.16720405220985413
",",0.3365725874900818,0.201692596077919,0.4933079481124878,0.23505495488643646,0.3283594250679016,0.5201468467712402,0.4933079481124878,0.2700960636138916,0.16805633902549744,0.31091248989105225
built,0.2059558480978012,0.5704677104949951,0.2950156033039093,0.30871251225471497,0.23994649946689606,0.25829681754112244,0.2950156033039093,0.14425379037857056,0.1893543004989624,0.09449632465839386
1877–83,0.15411585569381714,0.05315402150154114,0.15344758331775665,-0.08024819195270538,0.03194419667124748,0.08424784988164902,0.15344758331775665,-0.02283647656440735,-0.041927844285964966,-0.009284998290240765
",",0.3365725874900818,0.201692596077919,0.4933079481124878,0.23505495488643646,0.3283594250679016,0.5201468467712402,0.4933079481124878,0.2700960636138916,0.16805633902549744,0.31091248989105225
the,0.3733934462070465,0.2559613883495331,1.0,0.26503533124923706,0.2704800069332123,0.6662389636039734,1.0,0.20297785103321075,0.19920319318771362,0.22068053483963013
exterior,0.09925904124975204,0.31146666407585144,0.24049440026283264,0.34363237023353577,0.2456076741218567,0.1416965276002884,0.24049440026283264,0.23128333687782288,0.1779911369085312,0.10013534873723984
mosaic,0.13312764465808868,0.22475261986255646,0.27219533920288086,0.41503116488456726,0.22167880833148956,0.21105307340621948,0.27219533920288086,0.2377595156431198,0.23112352192401886,0.12222903966903687
panels,0.1719922572374344,0.24645818769931793,0.24509690701961517,0.43006354570388794,0.2513669729232788,0.1841103434562683,0.24509690701961517,0.23856617510318756,0.14765824377536774,0.12462826073169708
in,0.2792111933231354,0.22657902538776398,0.6662389636039734,0.22626017034053802,0.2753349542617798,1.0,0.6662389636039734,0.2282189577817917,0.2101847380399704,0.20430970191955566
the,0.3733934462070465,0.2559613883495331,1.0,0.26503533124923706,0.2704800069332123,0.6662389636039734,1.0,0.20297785103321075,0.19920319318771362,0.22068053483963013
parapet,0.29755622148513794,0.20001894235610962,0.2939188480377197,0.3718036115169525,0.1613430678844452,0.22950831055641174,0.2939188480377197,0.07351579517126083,0.09575264900922775,0.1733206808567047
were,0.3188014328479767,0.21924695372581482,0.3906462490558624,0.2520450949668884,0.23814889788627625,0.3815755248069763,0.3906462490558624,0.15372702479362488,0.11420228332281113,0.17890112102031708
designed,0.21097040176391602,1.0,0.2559613883495331,0.27956074476242065,0.22582440078258514,0.22657902538776398,0.2559613883495331,0.214391827583313,0.21015587449073792,0.11213942617177963
by,0.39727845788002014,0.29250532388687134,0.4408751428127289,0.17136643826961517,0.25005507469177246,0.370934396982193,0.4408751428127289,0.2189643532037735,0.17569513618946075,0.17966607213020325
reuben,0.31067603826522827,0.10843885689973831,0.2474769800901413,0.18876436352729797,0.1852620542049408,0.24811337888240814,0.2474769800901413,0.2036464512348175,0.24961011111736298,0.2130155861377716
townroe,0.23583251237869263,0.20731708407402039,0.29075637459754944,0.2310122698545456,0.19566842913627625,0.3227407932281494,0.29075637459754944,0.12050952762365341,0.23787574470043182,0.23078353703022003
who,0.9999998807907104,0.21097040176391602,0.3733934462070465,0.20719969272613525,0.3146236836910248,0.2792111933231354,0.3733934462070465,0.14986436069011688,0.15864916145801544,0.26220351457595825
also,0.47919341921806335,0.2500925362110138,0.6021018624305725,0.2852553725242615,0.3541320264339447,0.5073733329772949,0.6021018624305725,0.1955799013376236,0.20494800806045532,0.21848613023757935
designed,0.21097040176391602,1.0,0.2559613883495331,0.27956074476242065,0.22582440078258514,0.22657902538776398,0.2559613883495331,0.214391827583313,0.21015587449073792,0.11213942617177963
the,0.3733934462070465,0.2559613883495331,1.0,0.26503533124923706,0.2704800069332123,0.6662389636039734,1.0,0.20297785103321075,0.19920319318771362,0.22068053483963013
plaster,0.20719969272613525,0.27956074476242065,0.26503533124923706,0.9999998807907104,0.2871286869049072,0.22626017034053802,0.26503533124923706,0.2994585633277893,0.12377364188432693,0.15216755867004395
work,0.3146236836910248,0.22582440078258514,0.2704800069332123,0.2871286869049072,1.0,0.2753349542617798,0.2704800069332123,0.2805716097354889,0.1483219861984253,0.2621155381202698
in,0.2792111933231354,0.22657902538776398,0.6662389636039734,0.22626017034053802,0.2753349542617798,1.0,0.6662389636039734,0.2282189577817917,0.2101847380399704,0.20430970191955566
the,0.3733934462070465,0.2559613883495331,1.0,0.26503533124923706,0.2704800069332123,0.6662389636039734,1.0,0.20297785103321075,0.19920319318771362,0.22068053483963013
library,0.15864916145801544,0.21015587449073792,0.19920319318771362,0.12377364188432693,0.1483219861984253,0.2101847380399704,0.19920319318771362,0.26919788122177124,0.9999999403953552,0.18938742578029633
",",0.3365725874900818,0.201692596077919,0.4933079481124878,0.23505495488643646,0.3283594250679016,0.5201468467712402,0.4933079481124878,0.2700960636138916,0.16805633902549744,0.31091248989105225
sir,0.24442657828330994,0.1984376460313797,0.20237073302268982,0.17412632703781128,0.25010618567466736,0.2226593792438507,0.20237073302268982,0.16454461216926575,0.18935824930667877,0.10503887385129929
john,0.30388808250427246,0.18210400640964508,0.2230520099401474,0.15506133437156677,0.1933109015226364,0.22177861630916595,0.2230520099401474,0.14772957563400269,0.19091595709323883,0.13162356615066528
taylor,0.2793971002101898,0.09577528387308121,0.20813849568367004,0.16033299267292023,0.15431125462055206,0.22720131278038025,0.20813849568367004,0.1691066324710846,0.12205509841442108,0.18786384165287018
designed,0.21097040176391602,1.0,0.2559613883495331,0.27956074476242065,0.22582440078258514,0.22657902538776398,0.2559613883495331,0.214391827583313,0.21015587449073792,0.11213942617177963
the,0.3733934462070465,0.2559613883495331,1.0,0.26503533124923706,0.2704800069332123,0.6662389636039734,1.0,0.20297785103321075,0.19920319318771362,0.22068053483963013
book,0.23780840635299683,0.14327183365821838,0.2652374505996704,0.1829996556043625,0.3574301302433014,0.2527170181274414,0.2652374505996704,0.22109080851078033,0.30117443203926086,0.20572158694267273
shelves,0.20906707644462585,0.21345697343349457,0.3474000096321106,0.30920061469078064,0.23074465990066528,0.22040486335754395,0.3474000096321106,0.11155243963003159,0.21824583411216736,0.17415712773799896
and,0.41279885172843933,0.2359010875225067,0.5171257257461548,0.25094857811927795,0.37551814317703247,0.4954058527946472,0.5171257257461548,0.2631918787956238,0.18451033532619476,0.20544172823429108
cases,0.26357710361480713,0.09383752942085266,0.33415094017982483,0.1815461665391922,0.2573365569114685,0.24487079679965973,0.33415094017982483,0.08706405013799667,0.022210387513041496,0.25599566102027893
",",0.3365725874900818,0.201692596077919,0.4933079481124878,0.23505495488643646,0.3283594250679016,0.5201468467712402,0.4933079481124878,0.2700960636138916,0.16805633902549744,0.31091248989105225
also,0.47919341921806335,0.2500925362110138,0.6021018624305725,0.2852553725242615,0.3541320264339447,0.5073733329772949,0.6021018624305725,0.1955799013376236,0.20494800806045532,0.21848613023757935
this,0.3345087468624115,0.24903929233551025,0.6274310946464539,0.28360235691070557,0.4280385971069336,0.45205554366111755,0.6274310946464539,0.23056387901306152,0.14191658794879913,0.3155723512172699
