,in,what,year,was,roger,ii,made,king,?
roger,0.16691862046718597,0.1456337571144104,0.1190456673502922,0.26313790678977966,1.0,0.16328267753124237,0.12175746262073517,0.22395378351211548,0.0969553217291832
's,-0.037580832839012146,0.02692362666130066,-0.04087831452488899,0.008974763564765453,-0.05052544176578522,0.06274007260799408,0.08483956009149551,-0.002494113054126501,-0.023395681753754616
son,0.22500404715538025,0.15706995129585266,0.23471257090568542,0.3045712113380432,0.16938279569149017,0.24848443269729614,0.13575300574302673,0.41318467259407043,0.14735563099384308
",",0.5201468467712402,0.3087472915649414,0.28560417890548706,0.45456063747406006,0.22744543850421906,0.27159881591796875,0.32507219910621643,0.27879971265792847,0.31091248989105225
roger,0.16691862046718597,0.1456337571144104,0.1190456673502922,0.26313790678977966,1.0,0.16328267753124237,0.12175746262073517,0.22395378351211548,0.0969553217291832
ii,0.21453368663787842,0.13866674900054932,0.18872052431106567,0.25630512833595276,0.16328267753124237,0.9999999403953552,0.20799040794372559,0.37517985701560974,0.11928234249353409
of,0.5696388483047485,0.33290785551071167,0.2578314542770386,0.4069072902202606,0.19189049303531647,0.2844806909561157,0.33167365193367004,0.2938710153102875,0.1826142966747284
sicily,0.19633294641971588,0.19869458675384521,0.09623216092586517,0.1847773641347885,0.2860420346260071,0.2955988347530365,0.10880807042121887,0.3158360421657562,0.18028976023197174
",",0.5201468467712402,0.3087472915649414,0.28560417890548706,0.45456063747406006,0.22744543850421906,0.27159881591796875,0.32507219910621643,0.27879971265792847,0.31091248989105225
was,0.45514053106307983,0.22111038863658905,0.3209837079048157,1.0000001192092896,0.26313790678977966,0.25630512833595276,0.3433256447315216,0.27377256751060486,0.18412111699581146
crowned,0.24832290410995483,0.06343553960323334,0.20666056871414185,0.2798530161380768,0.14360488951206207,0.34465211629867554,0.19043225049972534,0.4796079695224762,0.20180779695510864
king,0.2044914960861206,0.18449601531028748,0.1509334295988083,0.27377256751060486,0.22395378351211548,0.37517985701560974,0.15927617251873016,1.0000001192092896,0.19130074977874756
in,1.0,0.30808621644973755,0.3359307050704956,0.45514053106307983,0.16691862046718597,0.21453368663787842,0.25271502137184143,0.2044914960861206,0.20430970191955566
1130,0.07845716923475266,-0.005659312475472689,-0.049849629402160645,0.16186614334583282,0.06824637204408646,0.0680447667837143,0.09329131990671158,0.03195193037390709,-0.011017857119441032
(,0.3087427020072937,0.2411840260028839,0.2556702494621277,0.2980341613292694,0.19860459864139557,0.2315233051776886,0.20796485245227814,0.16882751882076263,0.40561532974243164
exactly,0.19650237262248993,0.5801165103912354,0.17696288228034973,0.19652102887630463,0.1459895223379135,0.06242631748318672,0.18308934569358826,0.06088792905211449,0.35508325695991516
one,0.4129433035850525,0.376489520072937,0.346388578414917,0.3752199709415436,0.13579250872135162,0.21307215094566345,0.3043140470981598,0.20432665944099426,0.2673267424106598
century,0.3174034655094147,0.20422613620758057,0.3134029805660248,0.3521432876586914,0.16000357270240784,0.21096056699752808,0.2152203619480133,0.2142265886068344,0.1026201918721199
after,0.44050168991088867,0.21973377466201782,0.336445689201355,0.49306565523147583,0.11826836317777634,0.20194965600967407,0.26259806752204895,0.2272557020187378,0.16608688235282898
rainulf,0.30115294456481934,0.25411736965179443,0.2783815264701843,0.34649842977523804,0.2516082227230072,0.345905601978302,0.21594157814979553,0.37802615761756897,0.26427361369132996
was,0.45514053106307983,0.22111038863658905,0.3209837079048157,1.0000001192092896,0.26313790678977966,0.25630512833595276,0.3433256447315216,0.27377256751060486,0.18412111699581146
``,0.04765888676047325,0.008517155423760414,0.050706423819065094,-0.012679691426455975,-0.014167015440762043,-0.029949629679322243,-0.0342245027422905,0.05158674716949463,0.0685480609536171
crowned,0.24832290410995483,0.06343553960323334,0.20666056871414185,0.2798530161380768,0.14360488951206207,0.34465211629867554,0.19043225049972534,0.4796079695224762,0.20180779695510864
'',0.07432962208986282,0.08143015950918198,-0.01924106478691101,0.04456103965640068,-0.003441191976889968,-0.02888098731637001,0.014119047671556473,0.039368029683828354,0.018684765323996544
count,0.1993972808122635,0.11588504165410995,0.22185657918453217,0.16032585501670837,0.16504845023155212,0.2718466818332672,0.19616475701332092,0.19615693390369415,0.15563273429870605
),0.3326910734176636,0.26259949803352356,0.24282371997833252,0.3267642855644226,0.21566514670848846,0.22346186637878418,0.22539687156677246,0.19200363755226135,0.42300865054130554
by,0.370934396982193,0.2455483376979828,0.28805047273635864,0.4752357602119446,0.14816051721572876,0.25569188594818115,0.34175434708595276,0.23436301946640015,0.17966607213020325
antipope,0.17473812401294708,0.16629654169082642,0.19034993648529053,0.2632763683795929,0.21057744324207306,0.3779389560222626,0.17229411005973816,0.3610052466392517,0.2685636878013611
anacletus,0.18484213948249817,0.190552219748497,0.1833449751138687,0.22570081055164337,0.2241276651620865,0.33948904275894165,0.1295756846666336,0.2803956866264343,0.22971802949905396
ii,0.21453368663787842,0.13866674900054932,0.18872052431106567,0.25630512833595276,0.16328267753124237,0.9999999403953552,0.20799040794372559,0.37517985701560974,0.11928234249353409
.,0.5591574311256409,0.3567904531955719,0.32538118958473206,0.40146201848983765,0.2322678565979004,0.27393630146980286,0.4032190144062042,0.2334747016429901,0.4130953550338745
