,what,comedy,block,debuted,in,1989,for,abc,?
following,0.2506418824195862,0.13074500858783722,0.1745276302099228,0.20020556449890137,0.355264812707901,-0.04592728987336159,0.2965082824230194,0.1467348337173462,0.1555173695087433
the,0.42745697498321533,0.18746663630008698,0.20056472718715668,0.28418588638305664,0.6662389636039734,-0.009533590637147427,0.4739971458911896,0.2068762183189392,0.22068053483963013
initial,0.2771121859550476,0.14690381288528442,0.23703250288963318,0.15248189866542816,0.22201098501682281,-0.057769354432821274,0.2634814977645874,0.1499335765838623,0.16868601739406586
success,0.22873179614543915,0.2550947666168213,0.1584031581878662,0.40920189023017883,0.3020555078983307,0.05003875494003296,0.25930920243263245,0.22851410508155823,0.1216118186712265
of,0.33290785551071167,0.16859161853790283,0.1477721929550171,0.18094587326049805,0.5696388483047485,0.01702592521905899,0.4185989499092102,0.14607268571853638,0.1826142966747284
these,0.4164220690727234,0.1751766800880432,0.23783369362354279,0.08783262223005295,0.3791837692260742,-0.061176083981990814,0.41566818952560425,0.11797529458999634,0.2571668326854706
series,0.17328087985515594,0.45254021883010864,0.18979932367801666,0.2802524268627167,0.2914260923862457,0.04167081043124199,0.2715710699558258,0.38518208265304565,0.1709602326154709
",",0.3087472915649414,0.17748676240444183,0.24290941655635834,0.23864160478115082,0.5201468467712402,0.16465967893600464,0.4464869201183319,0.2097204476594925,0.31091248989105225
abc,0.1317344456911087,0.3460328280925751,0.268513023853302,0.27247121930122375,0.1697147786617279,0.22762292623519897,0.22510288655757904,1.0000001192092896,0.19065172970294952
revamped,0.32078325748443604,0.20797215402126312,0.26952508091926575,0.3422394096851349,0.24646861851215363,-0.046560682356357574,0.2685343325138092,0.22990576922893524,0.2505996525287628
its,0.30393704771995544,0.12177159637212753,0.17509156465530396,0.14871901273727417,0.3793783485889435,0.02164289355278015,0.2992613911628723,0.19045390188694,0.15103481709957123
friday,0.17519022524356842,0.2897522449493408,0.17955243587493896,0.303450345993042,0.2214287966489792,0.032421667128801346,0.17577068507671356,0.2574578821659088,0.15959392488002777
night,0.20251014828681946,0.2949121594429016,0.17327266931533813,0.2687590420246124,0.24847309291362762,0.051430944353342056,0.16021959483623505,0.21145369112491608,0.13794848322868347
schedule,0.22513388097286224,0.16781944036483765,0.1840791404247284,0.16820171475410461,0.20525701344013214,-0.12314881384372711,0.2543735206127167,0.24818992614746094,0.16743622720241547
around,0.27475327253341675,0.12129451334476471,0.25102710723876953,0.17497839033603668,0.41294145584106445,-0.03863399103283882,0.3193374276161194,0.14110837876796722,0.14729668200016022
family-friendly,0.2962312698364258,0.23563814163208008,0.163922518491745,0.2481096386909485,0.22382019460201263,0.1820286214351654,0.2408420741558075,0.2086191624403,0.3086082339286804
comedies,0.2392551153898239,0.6894869208335876,0.14593686163425446,0.17390790581703186,0.27071651816368103,0.029838552698493004,0.27943098545074463,0.2679051458835602,0.20290277898311615
in,0.30808621644973755,0.2529917359352112,0.1659933477640152,0.25110283493995667,1.0,0.006802527233958244,0.4322226941585541,0.1697147786617279,0.20430970191955566
the,0.42745697498321533,0.18746663630008698,0.20056472718715668,0.28418588638305664,0.6662389636039734,-0.009533590637147427,0.4739971458911896,0.2068762183189392,0.22068053483963013
late,0.1576872020959854,0.27465590834617615,0.1326412707567215,0.29028183221817017,0.3439198434352875,0.12381565570831299,0.2018979787826538,0.21952039003372192,0.11339222639799118
1980s,-0.06585196405649185,-0.07190754264593124,0.07820247113704681,0.0033097518607974052,0.03401865437626839,0.3125411570072174,0.01433656644076109,0.07557179033756256,-0.0718669518828392
",",0.3087472915649414,0.17748676240444183,0.24290941655635834,0.23864160478115082,0.5201468467712402,0.16465967893600464,0.4464869201183319,0.2097204476594925,0.31091248989105225
culminating,0.1666601598262787,0.22139103710651398,0.14893098175525665,0.16247862577438354,0.28268951177597046,-0.10093154013156891,0.2595823407173157,0.18417932093143463,0.09890694916248322
in,0.30808621644973755,0.2529917359352112,0.1659933477640152,0.25110283493995667,1.0,0.006802527233958244,0.4322226941585541,0.1697147786617279,0.20430970191955566
the,0.42745697498321533,0.18746663630008698,0.20056472718715668,0.28418588638305664,0.6662389636039734,-0.009533590637147427,0.4739971458911896,0.2068762183189392,0.22068053483963013
1989,-0.08951251208782196,0.10860653966665268,-0.017796680331230164,0.10467160493135452,0.006802527233958244,1.0,-0.06098385527729988,0.22762292623519897,0.08110656589269638
debut,0.12330318242311478,0.24845847487449646,0.08516868203878403,0.7086208462715149,0.23145294189453125,0.07769506424665451,0.2246619164943695,0.15660154819488525,0.10726679861545563
of,0.33290785551071167,0.16859161853790283,0.1477721929550171,0.18094587326049805,0.5696388483047485,0.01702592521905899,0.4185989499092102,0.14607268571853638,0.1826142966747284
the,0.42745697498321533,0.18746663630008698,0.20056472718715668,0.28418588638305664,0.6662389636039734,-0.009533590637147427,0.4739971458911896,0.2068762183189392,0.22068053483963013
``,0.008517155423760414,-0.053558725863695145,0.1250908523797989,-0.0596371591091156,0.04765888676047325,-0.002708947751671076,0.01270448137074709,-0.04806871339678764,0.0685480609536171
tgif,0.283943235874176,0.1877892017364502,0.3445141613483429,0.1709812879562378,0.2538115680217743,0.0706653892993927,0.21575021743774414,0.20804943144321442,0.3252810835838318
'',0.08143015950918198,0.11094330251216888,0.013385987840592861,-0.044387973845005035,0.07432962208986282,-0.043100129812955856,-0.04479556903243065,-0.05768610164523125,0.018684765323996544
block,0.33229514956474304,0.1846848577260971,1.0,0.11176944524049759,0.1659933477640152,-0.017796680331230164,0.2480357587337494,0.268513023853302,0.27211859822273254
(,0.2411840260028839,0.18415077030658722,0.19340020418167114,0.21379032731056213,0.3087427020072937,0.25452351570129395,0.3357032239437103,0.183883935213089,0.40561532974243164
which,0.5261979103088379,0.19440831243991852,0.2888992428779602,0.17272479832172394,0.4840516746044159,-0.08314003050327301,0.44095608592033386,0.1991286277770996,0.25814583897590637
promotions,0.19845254719257355,0.1980413794517517,0.1407790333032608,0.364737331867218,0.1997411847114563,-0.10144516080617905,0.2772783041000366,0.22880257666110992,0.23684287071228027
